CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,VehicleDescriptor,VINDecodedOn,VINDecodeError,VehicleTypeId,VehicleType,ManufacturerFullNameId,ManufacturerFullName,MakeId,Make,ModelId,Model,ModelYear,Series,Trim,Series2,Trim2,PlantCountryId,PlantCountry,PlantState,PlantCity,PlantCompanyName,DestinationMarketId,DestinationMarket,BasePrice,Note,BodyClassId,BodyClass,DoorsCount,Windows,WheelBaseTypeId,WheelBaseType,TrackWidthIN,GrossVehicleWeightRatingFromId,GrossVehicleWeightRatingFrom,GrossVehicleWeightRatingToId,GrossVehicleWeightRatingTo,GrossCombWeightRatingFromId,GrossCombWeightRatingFrom,GrossCombWeightRatingToId,GrossCombWeightRatingTo,CurbWeightLB,WheelBaseIN_from,WheelBaseIN_to,WheelsCount,WheelSizeFrontIN,WheelSizeRearIN,TruckBodyCabTypeId,TruckBodyCabType,TruckBedTypeId,TruckBedType,TruckBedLengthIN,BusTypeId,BusType,BusFloorConfigurationTypeId,BusFloorConfigurationType,BusLengthFT,OtherBusInfo,CustomMotorcycleTypeId,CustomMotorcycleType,MotorcycleSuspensionTypeId,MotorcycleSuspensionType,MotorcycleChassisTypeId,MotorcycleChassisType,OtherMotorcycleInfo,SteeringLocationId,SteeringLocation,EntertainmentSystemId,EntertainmentSystem,SeatsCount,SeatRowsCount,TransmissionSpeeds,TransmissionStyleId,TransmissionStyle,DriveTypeId,DriveType,AxlesCount,AxleConfigurationId,AxleConfiguration,BrakeSystemTypeId,BrakeSystemType,BrakeSystemDesc,EVDriveUnitId,EVDriveUnit,BatteryKWh_from,BatteryKWh_to,BatteryV_from,BatteryV_to,BatteryA_from,BatteryA_to,BatteryPacksPerVehicle,BatteryModulesPerPack,BatteryCellsPerModule,BatteryTypeId,BatteryType,OtherBatteryInfo,ChargerLevelId,ChargerLevel,ChargerPowerKW,EngineManufacturer,EngineModel,EngineConfigurationId,EngineConfiguration,EnginePowerKW,EngineStrokeCycles,EngineCylindersCount,EngineBrakeHP_from,EngineBrakeHP_to,EngineCoolingTypeId,EngineCoolingType,DisplacementCI,DisplacementCC,DisplacementL,FuelTypePrimaryId,FuelTypePrimary,FuelTypeSecondaryId,FuelTypeSecondary,FuelDeliveryInjectionTypeId,FuelDeliveryInjectionType,EngineValveTrainDesignId,EngineValveTrainDesign,EngineElectrificationLevelId,EngineElectrificationLevel,EngineTurboId,EngineTurbo,TopSpeedMPH,OtherEngineInfo,SeatBeltTypeId,SeatBeltType,PretensionerId,Pretensioner,AirBagLocFrontId,AirBagLocFront,AirBagLocKneeId,AirBagLocKnee,AirBagLocSideId,AirBagLocSide,AirBagLocCurtainId,AirBagLocCurtain,AirBagLocSeatCushionId,AirBagLocSeatCushion,OtherRestraintSystemInfo,ForwardCollisionWarningId,ForwardCollisionWarning,DynamicBrakeSupportId,DynamicBrakeSupport,CrashImminentBrakingID,CrashImminentBraking,PedestrianAutoEmergencyBrakingID,PedestrianAutoEmergencyBraking,BlindSpotWarningId,BlindSpotWarning,BlindSpotInterventionId,BlindSpotIntervention,LaneDepartureWarningId,LaneDepartureWarning,LaneKeepingAssistanceID,LaneKeepingAssistance,LaneCenteringAssistanceID,LaneCenteringAssistance,BackupCameraID,BackupCamera,RearCrossTrafficAlertID,RearCrossTrafficAlert,RearAutomaticEmergencyBrakingID,RearAutomaticEmergencyBraking,ParkAssistId,ParkAssist,DaytimeRunningLightId,DaytimeRunningLight,HeadlampLightSourceID,HeadlampLightSource,SemiAutoHeadlampBeamSwitchingID,SemiAutoHeadlampBeamSwitching,AdaptiveDrivingBeamId,AdaptiveDrivingBeam,AdaptiveCruiseControlId,AdaptiveCruiseControl,AntilockBrakeSystemId,AntilockBrakeSystem,ElectronicStabilityControlId,ElectronicStabilityControl,TPMSId,TPMS,AutomaticCrashNotificationId,AutomaticCrashNotification,EventDataRecorderId,EventDataRecorder,TractionControlId,TractionControl,AutoPedestrianAlertingSoundID,AutoPedestrianAlertingSound,KeylessIgnitionId,KeylessIgnition,SAEAutomationLevel_from,SAEAutomationLevel_to,AutoReverseSystemId,AutoReverseSystem,ActiveSafetySysNote,CASEWGT,PSUSTRAT,VERSION
20295,73,1,1-73-2021-001-03,3,1,1G1ZD5ST*LF******,20OCT2022:06:08:54.913,0,2,PASSENGER CAR,984,GENERAL MOTORS LLC,467,CHEVROLET,1834,Malibu,2020,LT,1LT,,,6,UNITED STATES (USA),KANSAS,KANSAS CITY,Fairfax Assembly,,,26620.00,,13,Sedan/Saloon,4,4,,,,,,,,,,,,,111.4000,,4,17,17,0,Not Applicable,0,Not Applicable,,0,Not Applicable,0,Not Applicable,,,0,Not Applicable,0,Not Applicable,0,Not Applicable,,1,Left-Hand Drive (LHD),,,5,2,,7,Continuously Variable Transmission (CVT),1,FWD/Front-Wheel Drive,2,,,,,,,,,,,,,,,,,,,,,,,GMNA,"LFV - Direct Injection, Variable Valve Timing, GEN 1",1,In-Line,,,4,,,,,91.54,1500.000,1.500000,4,Gasoline,,,,,2,Dual Overhead Cam (DOHC),,,1,Yes,,,1,Manual,,,3,1st Row (Driver and Passenger),3,1st Row (Driver and Passenger),4,1st and 2nd Rows,6,All Rows,,,,3,Optional,1,Standard,,,3,Optional,3,Optional,,,3,Optional,5,Optional,,,1,Standard,2,Optional,,,,,1,Standard,,,1,Standard,3,Optional,,,1,Standard,1,Standard,2,Indirect,1,Standard,,,1,Standard,,,1,Standard,,,1,Standard,,84.9174987531493,3,6
20287,48,1,1-48-2021-001-05,5,2,1FTFW1ET*EK******,20OCT2022:06:09:25.987,0,3,TRUCK,976,"FORD MOTOR COMPANY, USA",460,FORD,1801,F-150,2014,,,,,6,UNITED STATES (USA),MISSOURI,KANSAS CITY,,,,,,60,Pickup,,,,,,15,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,,,,,,,4,Crew/Super Crew/Crew Max,,,,0,Not Applicable,0,Not Applicable,,,0,Not Applicable,0,Not Applicable,0,Not Applicable,,,,,,,,,,,2,4WD/4-Wheel Drive/4x4,,,,2,Hydraulic,,,,,,,,,,,,,,,,,,,Ford,,2,V-Shaped,272.180,,6,365.0000,,,,213.58,3500.000,3.500000,4,Gasoline,,,1,Stoichiometric Gasoline Direct Injection (SGDI),,,,,,,,,1,Manual,,,3,1st Row (Driver and Passenger),,,4,1st and 2nd Rows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.857409982963,12,6
20303,32,1,1-32-2021-001-03,3,1,SLA689X5*KU******,20OCT2022:06:08:54.993,0,7,MULTIPURPOSE PASSENGER VEHICLE (MPV),960,ROLLS ROYCE MOTOR CARS,445,ROLLS ROYCE,25883,Cullinan,2019,RR31,,,,28,ENGLAND,,GOODWOOD,,,,,,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,,15,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,,,,4,22,22,,,,,,0,Not Applicable,0,Not Applicable,,,0,Not Applicable,0,Not Applicable,0,Not Applicable,,1,Left-Hand Drive (LHD),,,5,2,8,2,Automatic,3,AWD/All-Wheel Drive,2,,,,,,,,,,,,,,,,,,,,,,,,,,,419.830,,12,563.0000,,,,411.80,6748.193,6.750000,4,Gasoline,,,,,,,,,,,,,1,Manual,1,Yes,3,1st Row (Driver and Passenger),3,1st Row (Driver and Passenger),3,1st Row (Driver and Passenger),6,All Rows,,,,1,Standard,1,Standard,,,,,,,,,1,Standard,,,,,1,Standard,,,,,,,1,Standard,,,1,Standard,1,Standard,,,1,Standard,1,Standard,1,Direct,1,Standard,,,1,Standard,,,1,Standard,,,1,Standard,,100.4525138217,7,6
20987,54,8,1-54-2021-008-02,2,1,1G1BE5SM*H7******,20OCT2022:06:11:55.183,0,2,PASSENGER CAR,984,GENERAL MOTORS LLC,467,CHEVROLET,1832,Cruze,2017,LT,,,,6,UNITED STATES (USA),OHIO,LORDSTOWN,GMNA,,,20150.00,,13,Sedan/Saloon,4,4,,,,,,,,,,,,,106.3000,,4,16,16,0,Not Applicable,0,Not Applicable,,0,Not Applicable,0,Not Applicable,,,0,Not Applicable,0,Not Applicable,0,Not Applicable,,1,Left-Hand Drive (LHD),,,5,2,,2,Automatic,,,2,,,,,,,,,,,,,,,,,,,,,,,GMNA,"LE2 -DI: Direct Injection, VVT: Variable Valve Timing, GEN, ALUM",1,In-Line,,,4,,,,,85.43,1400.000,1.400000,4,Gasoline,,,,,2,Dual Overhead Cam (DOHC),,,1,Yes,130,,1,Manual,,,3,1st Row (Driver and Passenger),3,1st Row (Driver and Passenger),4,1st and 2nd Rows,6,All Rows,,,,,,1,Standard,,,,,3,Optional,,,,,,,,,1,Standard,,,,,,,1,Standard,,,1,Standard,,,,,1,Standard,1,Standard,1,Direct,1,Standard,,,1,Standard,,,3,Optional,,,1,Standard,,184.225530515458,9,6
20987,54,8,1-54-2021-008-02,2,2,JA4AP3AU*GZ******,20OCT2022:06:10:05.307,0,7,MULTIPURPOSE PASSENGER VEHICLE (MPV),1052,MITSUBISHI MOTORS CORPORATION (MMC),481,MITSUBISHI,2163,Outlander,2016,MEDIUM,Sport ES/SE (ASX ES in Puerto Rico),Wagon body style,,3,JAPAN,AICHI,OKAZAKI,,,,,,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,,,,,12,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,,,,,0,Not Applicable,0,Not Applicable,,,0,Not Applicable,0,Not Applicable,0,Not Applicable,,,,,,,,,,,1,FWD/Front-Wheel Drive,,,,,,,,,,,,,,,,,,,,,,,,,DOHC MIVEC,,,,,,,,,,122.05,2000.000,2.000000,4,Gasoline,,,,,2,Dual Overhead Cam (DOHC),,,,,,,1,Manual,,,3,1st Row (Driver and Passenger),,,4,1st and 2nd Rows,4,1st and 2nd Rows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Direct,,,,,,,,,,,,,,,,184.225530515458,9,6
20989,10,28,1-10-2021-028-01,1,1,1C3CCBBB*DN******,20OCT2022:06:11:55.273,0,2,PASSENGER CAR,994,FCA US LLC,477,CHRYSLER,2053,200,2013,,Touring,,,6,UNITED STATES (USA),MICHIGAN,STERLING HEIGHTS,STERLING HEIGHTS ASSEMBLY PLANT,,,,,13,Sedan/Saloon,4,,,,,,,,,,,,,,,,,,,0,Not Applicable,0,Not Applicable,,0,Not Applicable,0,Not Applicable,,,0,Not Applicable,0,Not Applicable,0,Not Applicable,,1,Left-Hand Drive (LHD),,,,,,,,1,FWD/Front-Wheel Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,146.46,2400.000,2.400000,4,Gasoline,,,,,,,,,2,No,,"Sales Codes: ED3, EDG, ED6, ED7",1,Manual,,,3,1st Row (Driver and Passenger),,,6,All Rows,,,,,Frontal airbag at outboard seating position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Direct,,,,,,,,,,,,,,,,23.791275226059,4,6
21251,54,11,1-54-2021-011-03,3,2,2HGFA165*9H******,20OCT2022:06:12:06.337,0,2,PASSENGER CAR,990,"HONDA OF CANADA MFG., INC.",474,HONDA,1863,Civic,2009,LX,,,,1,CANADA,ONTARIO,ALLISTON,,,,,,13,Sedan/Saloon,4,,,,,11,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,,,,,,0,Not Applicable,0,Not Applicable,,0,Not Applicable,0,Not Applicable,,,0,Not Applicable,0,Not Applicable,0,Not Applicable,,,,,,,,5,2,Automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,R18A1,1,In-Line,104.400,,4,140.0000,,,,110.00,1802.577,1.802577,4,Gasoline,,,,,4,Single Overhead Cam (SOHC),,,,,,,1,Manual,,,3,1st Row (Driver and Passenger),,,3,1st Row (Driver and Passenger),4,1st and 2nd Rows,,,"seat belts: front, rear, and rear center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Direct,,,,,,,,,,,,,,,,305.639572300084,9,6
21249,77,24,1-77-2021-024-09,9,3,JTEGD21A*70******,20OCT2022:06:12:06.137,0,7,MULTIPURPOSE PASSENGER VEHICLE (MPV),962,"TOYOTA MOTOR NORTH AMERICA, INC",448,TOYOTA,2213,Highlander,2007,MHU23L/MHU28L,STD/Base,Wagon body style,,3,JAPAN,FUKUOKA,MIYAWAKA,"Toyota Motor Kyushu, Inc.",,,,,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,,,,,13,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,,,,0,Not Applicable,0,Not Applicable,,,0,Not Applicable,0,Not Applicable,0,Not Applicable,,,,,,5,,,,,7,4x2,,,,,,,,,,,,,,,,,,,,,,,,Toyota,2AZ-FE,1,In-Line,111.110,,4,149.0000,170.0000,2,Water,146.46,2362.000,2.400000,4,Gasoline,,,,,2,Dual Overhead Cam (DOHC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787.95653610207,9,6
21053,21,35,1-21-2021-035-06,6,2,1N6BF0LY*EN******,20OCT2022:06:11:23.417,0,3,TRUCK,997,"NISSAN NORTH AMERICA, INC.",478,NISSAN,1922,NV,2014,1500/2500/3500,,,,6,UNITED STATES (USA),MISSISSIPPI,CANTON,Canton Plant,,,,van (high roof),95,Cargo Van,,,,,,17,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",,,,,,,,,,4,,,,,,,,0,Not Applicable,0,Not Applicable,,,0,Not Applicable,0,Not Applicable,0,Not Applicable,,,,,,,,,,,7,4x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.09,4000.000,4.000000,4,Gasoline,,,,,,,,,,,,,1,Manual,,,3,1st Row (Driver and Passenger),,,3,1st Row (Driver and Passenger),3,1st Row (Driver and Passenger),,,3-point manual belts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Standard,,,,,,,,,,,,,,,,,,,,394.051387802879,11,6
21433,11,19,1-11-2021-019-05,5,1,JM1BL1L7*D1******,20OCT2022:06:11:38.357,0,2,PASSENGER CAR,1041,MAZDA MOTOR CORPORATION,473,MAZDA,2074,Mazda3,2013,,Touring/GS,,,3,JAPAN,YAMAGUCHI,HOFU,Mazda Motor Corporation,,,,,5,Hatchback/Liftback/Notchback,5,,,,,,,,,,,,,,,,,,,0,Not Applicable,0,Not Applicable,,0,Not Applicable,0,Not Applicable,,,0,Not Applicable,0,Not Applicable,0,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE Federal/California,,,,,,,,,,122.05,2000.000,2.000000,4,Gasoline,,,,,,,,,,,,,1,Manual,,,3,1st Row (Driver and Passenger),,,3,1st Row (Driver and Passenger),4,1st and 2nd Rows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Direct,,,,,,,,,,,,,,,,282.263430883752,8,6
