CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,PCODE,PTIME,PVALUE,CASEWGT,PSUSTRAT,VERSION
24904,20,21,1-20-2022-021-03,3,1,1,1,1070,-2.0000,0.0000,43.86270332,11,7
24904,20,21,1-20-2022-021-03,3,1,1,1,1060,-2.0000,0.0000,43.86270332,11,7
24904,20,21,1-20-2022-021-03,3,1,1,1,1030,-1.5000,10.0000,43.86270332,11,7
24904,20,21,1-20-2022-021-03,3,1,1,1,1050,-1.5000,7200.0000,43.86270332,11,7
24904,20,21,1-20-2022-021-03,3,1,1,1,1040,-1.5000,0.0000,43.86270332,11,7
24904,20,21,1-20-2022-021-03,3,1,1,1,1080,-1.5000,0.0000,43.86270332,11,7
24904,20,21,1-20-2022-021-03,3,1,1,1,1070,-1.5000,0.0000,43.86270332,11,7
24904,20,21,1-20-2022-021-03,3,1,1,1,1060,-1.5000,0.0000,43.86270332,11,7
25574,31,24,1-31-2022-024-07,7,1,1,1,1010,-5.0000,48.0000,1661.914834,6,7
25574,31,24,1-31-2022-024-07,7,1,1,1,1010,-4.9000,48.0000,1661.914834,6,7
25574,31,24,1-31-2022-024-07,7,1,1,1,1010,-4.8000,47.0000,1661.914834,6,7
25574,31,24,1-31-2022-024-07,7,1,1,1,1010,-4.7000,47.0000,1661.914834,6,7
25574,31,24,1-31-2022-024-07,7,1,1,1,1010,-4.6000,47.0000,1661.914834,6,7
25574,31,24,1-31-2022-024-07,7,1,1,1,1010,-4.5000,47.0000,1661.914834,6,7
25574,31,24,1-31-2022-024-07,7,1,1,1,1010,-4.4000,46.0000,1661.914834,6,7
25574,31,24,1-31-2022-024-07,7,1,1,1,1010,-4.3000,46.0000,1661.914834,6,7
25574,31,24,1-31-2022-024-07,7,1,1,1,1010,-4.2000,46.0000,1661.914834,6,7
25574,31,24,1-31-2022-024-07,7,1,1,1,1010,-4.1000,46.0000,1661.914834,6,7
25574,31,24,1-31-2022-024-07,7,1,1,1,1010,-4.0000,46.0000,1661.914834,6,7
25574,31,24,1-31-2022-024-07,7,1,1,1,1010,-3.9000,46.0000,1661.914834,6,7
25849,59,27,1-59-2022-027-03,3,2,1,1,1060,-4.0000,0.0000,435.0236029,6,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-3.0000,-129.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-2.9000,-152.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-2.8000,-173.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-2.7000,-181.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-2.6000,-185.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-2.5000,-190.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-2.4000,-197.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-2.3000,-201.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-2.2000,-193.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-2.1000,-182.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-2.0000,-218.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-1.9000,-258.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-1.8000,-262.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-1.7000,-250.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-1.6000,-247.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-1.5000,-242.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-1.4000,-232.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-1.3000,-228.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-1.2000,-230.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-1.1000,-228.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-1.0000,-228.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-0.9000,-225.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-0.8000,-200.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-0.7000,-182.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-0.6000,-169.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-0.5000,-162.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-0.4000,-155.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-0.3000,-149.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-0.2000,-148.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,3,1080,-0.1000,-146.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,2,1010,-5.0000,72.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,2,1010,-4.9000,71.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,2,1010,-4.8000,70.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,2,1010,-4.7000,68.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,2,1010,-4.6000,67.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,2,1010,-4.5000,66.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,2,1010,-4.4000,64.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,2,1010,-4.3000,62.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,2,1010,-4.2000,62.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,2,1010,-4.1000,66.0000,134.5172593,12,7
26202,52,81,1-52-2022-081-06,6,1,1,2,1010,-4.0000,63.0000,134.5172593,12,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1010,-0.6000,35.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1010,-0.5000,32.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1010,-0.4000,28.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1010,-0.3000,25.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1010,-0.2000,24.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1010,-0.1000,20.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-5.0000,13.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-4.9000,13.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-4.8000,13.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-4.7000,13.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-4.6000,13.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-4.5000,13.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-4.4000,13.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-4.3000,12.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-4.2000,11.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-4.1000,11.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-4.0000,13.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-3.9000,13.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-3.8000,11.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-3.7000,4.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-3.6000,1.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-3.5000,0.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-3.4000,0.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-3.3000,0.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-3.2000,0.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-3.1000,0.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-3.0000,0.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-2.9000,0.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-2.8000,0.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-2.7000,0.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-2.6000,2.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-2.5000,3.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-2.4000,4.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-2.3000,4.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-2.2000,4.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-2.1000,4.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-2.0000,4.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-1.9000,4.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-1.8000,4.0000,31.7071126,3,7
25318,73,27,1-73-2022-027-05,5,2,1,2,1020,-1.7000,4.0000,31.7071126,3,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1040,-4.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1040,-3.5000,1.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1040,-3.0000,1.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1040,-2.5000,1.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1040,-2.0000,1.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1040,-1.5000,1.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1040,-1.0000,1.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1040,-0.5000,1.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1040,0.0000,1.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1050,-5.0000,1400.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1050,-4.5000,1500.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1050,-4.0000,1500.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1050,-3.5000,1400.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1050,-3.0000,1300.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1050,-2.5000,1300.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1050,-2.0000,1200.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1050,-1.5000,1100.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1050,-1.0000,900.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1050,-0.5000,900.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1050,0.0000,800.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1060,-5.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1060,-4.5000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1060,-4.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1060,-3.5000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1060,-3.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1060,-2.5000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1060,-2.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1060,-1.5000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1060,-1.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1060,-0.5000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1060,0.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1070,-5.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1070,-4.5000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1070,-4.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1070,-3.5000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1070,-3.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1070,-2.5000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1070,-2.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1070,-1.5000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1070,-1.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1070,-0.5000,0.0000,365.3424653,2,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1010,-4.5000,51.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1010,-4.0000,52.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1010,-3.5000,54.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1010,-3.0000,54.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1010,-2.5000,55.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1010,-2.0000,55.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1010,-1.5000,55.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1010,-1.0000,55.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1010,-0.5000,54.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1010,0.0000,54.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1030,-5.0000,22.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1030,-4.5000,22.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1030,-4.0000,21.5000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1030,-3.5000,13.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1030,-3.0000,13.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1030,-2.5000,12.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1030,-2.0000,0.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1030,-1.5000,0.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1030,-1.0000,0.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1030,-0.5000,0.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1030,0.0000,0.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1040,-5.0000,0.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1040,-4.5000,0.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1040,-4.0000,0.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1040,-3.5000,0.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1040,-3.0000,0.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1040,-2.5000,0.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1040,-2.0000,0.0000,226.805065,10,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1080,-1.0000,34.2000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1080,-0.9000,63.2000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1080,-0.8000,84.5000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1080,-0.7000,100.5000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1080,-0.6000,107.2000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1080,-0.5000,89.5000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1080,-0.4000,33.2000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1080,-0.3000,15.2000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1080,-0.2000,25.7000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1080,-0.1000,29.7000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,2,1080,0.0000,29.7000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1010,-5.0000,51.0370,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1010,-4.5000,51.0370,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1010,-4.0000,52.0030,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1010,-3.5000,52.0030,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1010,-3.0000,51.0370,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1010,-2.5000,50.0710,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1010,-2.0000,47.9780,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1010,-1.5000,43.9530,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1010,-1.0000,33.0050,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1010,-0.5000,22.0570,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1010,0.0000,8.0500,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1030,-5.0000,24.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1030,-4.5000,9.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1030,-4.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1030,-3.5000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1030,-3.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1030,-2.5000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1030,-2.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1030,-1.5000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1030,-1.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1030,-0.5000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1030,0.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1040,-5.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1040,-4.5000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1040,-4.0000,0.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1040,-3.5000,1.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1040,-3.0000,1.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1040,-2.5000,1.0000,365.3424653,2,7
25686,25,26,1-25-2022-026-09,9,2,1,1,1040,-2.0000,1.0000,365.3424653,2,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1080,-2.2000,-2.6000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1080,-2.1000,-2.4000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1080,-2.0000,-2.6000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1080,-1.9000,-2.8000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1080,-1.8000,-4.2000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1080,-1.7000,-5.2000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1080,-1.6000,-4.7000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1080,-1.5000,-2.7000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1080,-1.4000,-0.4000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1080,-1.3000,0.3000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1040,-1.5000,0.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1040,-1.0000,0.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1040,-0.5000,0.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1040,0.0000,0.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1050,-5.0000,2596.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1050,-4.5000,2166.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1050,-4.0000,2176.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1050,-3.5000,2204.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1050,-3.0000,2306.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1050,-2.5000,2068.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1050,-2.0000,1692.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1050,-1.5000,1660.0000,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,1,1,1050,-1.0000,1649.0000,226.805065,10,7
25201,27,19,1-27-2022-019-03,3,1,1,2,1070,-2.5000,0.0000,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,1,2,1070,-2.0000,1.0000,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,1,2,1070,-1.5000,0.0000,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,1,2,1070,-1.0000,0.0000,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,1,2,1070,-0.5000,1.0000,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,1,2,1070,0.0000,1.0000,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,1,2,1080,-5.0000,15.0000,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,1,2,1080,-4.5000,25.0000,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,1,2,1080,-4.0000,35.0000,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,1,2,1080,-3.5000,-5.0000,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,1,2,1080,-3.0000,45.0000,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,1,2,1080,-2.5000,95.0000,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,1,2,1080,-2.0000,70.0000,77.30707448,3,7
