CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,LFOH,LFBC,WBLEFT,LRBC,LROH,RFOH,RFBC,WBRIGHT,RRBC,RROH,FRNTBUMP,REARBUMP,FRNTHOOD,FRNTWIND,FRNTPILL,BACKTRUNK,BACKLIGHT,BACKBPILL,SIDEDOOR,SIDEGLAZ,SIDEROOF,VERTROOF,VERTGLAZ,VERTDOOR,BACKPICKUP,PBED,CASEWGT,PSUSTRAT,VERSION
2400021,54,2,1-54-2024-002-09,9,1,887,887,245,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,8,16,106,887,887,887,887,887,339.94783934237,9,9
2400020,54,1,1-54-2024-001-08,8,1,887,887,999,999,999,887,887,887,887,887,887,999,119,887,887,61,999,999,999,999,121,887,887,887,887,887,161.994257211147,9,9
2400039,20,1,1-20-2024-001-03,3,1,887,887,999,887,887,887,887,887,887,887,35,887,99,70,59,887,887,141,14,20,104,887,35,85,887,887,48.9011133058566,11,9
2400039,20,1,1-20-2024-001-03,3,2,887,887,228,887,887,887,887,887,887,887,42,887,97,50,79,122,887,887,10,19,92,7,37,77,887,887,48.9011133058566,11,9
2400040,81,2,1-81-2024-002-03,3,1,887,887,887,887,887,887,887,887,887,887,999,887,102,887,887,887,887,887,887,887,887,887,887,887,887,887,266.037932580766,8,9
2400043,16,1,1-16-2024-001-04,4,1,887,887,887,887,887,887,887,887,887,887,53,887,133,84,60,887,887,887,887,887,887,887,887,887,887,887,1184.77644929998,5,9
2400043,16,1,1-16-2024-001-04,4,2,887,887,887,887,887,887,887,887,887,887,44,887,125,80,63,887,887,887,887,887,887,887,887,887,887,887,1184.77644929998,5,9
2400042,14,1,1-14-2024-001-07,7,1,887,887,887,887,887,887,887,887,887,887,999,887,129,999,999,887,887,887,887,887,887,887,887,887,887,887,1866.51616575165,8,9
2400045,25,1,1-25-2024-001-07,7,1,887,887,887,887,887,887,887,887,887,887,999,887,121,887,887,887,887,160,887,887,115,887,42,86,887,887,4478.5820805509,2,9
2400046,28,1,1-28-2024-001-10,10,1,887,887,275,887,887,887,887,887,887,887,50,887,124,85,79,887,887,887,6,11,119,887,887,887,887,887,80.5683609045318,3,9
2400047,32,1,1-32-2024-001-03,3,2,887,887,290,887,887,887,887,887,887,887,35,45,999,999,999,15,30,12,999,999,999,887,887,887,887,887,320.638176083653,7,9
2400213,14,3,1-14-2024-003-03,3,1,887,887,887,887,887,887,887,887,887,887,42,887,120,999,999,49,887,887,887,887,108,887,887,887,887,887,1131.22927972053,8,9
2400213,14,3,1-14-2024-003-03,3,2,887,887,887,887,887,887,887,887,887,887,40,45,117,999,999,10,999,999,887,887,999,887,999,999,887,887,1131.22927972053,8,9
2400204,54,9,1-54-2024-009-05,5,2,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,887,887,887,999,999,999,887,999,887,999,999,144.976226836895,9,9
2400216,16,6,1-16-2024-006-02,2,1,887,887,310,887,887,887,887,320,887,887,33,887,127,83,73,887,887,887,12,16,156,887,887,887,887,887,15.1092509057653,5,9
2400215,16,5,1-16-2024-005-03,3,1,887,887,887,887,887,887,887,887,887,887,59,887,131,67,67,887,887,887,887,887,887,887,887,887,887,887,644.838532287301,5,9
2400218,76,1,1-76-2024-001-04,4,1,887,887,887,887,887,887,887,887,887,887,27,887,119,999,999,887,887,887,14,17,108,8,35,81,887,887,361.810809583017,3,9
2400221,76,4,1-76-2024-004-03,3,1,887,887,887,887,887,887,887,887,887,887,38,887,120,999,999,887,887,887,887,887,887,887,887,887,887,887,80.9363528734549,3,9
2400223,25,4,1-25-2024-004-06,6,1,887,887,275,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,12,17,111,887,887,887,887,887,1245.50805623473,2,9
2400223,25,4,1-25-2024-004-06,6,2,887,887,887,887,887,887,887,887,887,887,45,887,125,999,999,887,887,887,887,887,887,887,887,887,887,887,1245.50805623473,2,9
2400222,25,3,1-25-2024-003-05,5,1,887,887,887,887,887,887,887,887,887,887,999,887,132,999,999,887,887,887,887,887,887,887,887,887,887,887,47.0105431448925,2,9
2400222,25,3,1-25-2024-003-05,5,2,887,887,281,887,887,887,887,281,887,887,887,887,887,887,887,887,887,887,11,17,109,887,887,887,887,887,47.0105431448925,2,9
2402346,28,67,1-28-2024-067-04,4,1,887,887,887,887,887,887,887,887,887,887,23,887,106,103,94,887,887,887,887,887,887,887,887,887,887,887,47.851485985308,3,9
2402346,28,67,1-28-2024-067-04,4,2,887,887,887,887,887,887,887,295,887,887,887,887,887,887,887,887,887,887,8,7,193,887,887,887,887,887,47.851485985308,3,9
2402343,16,68,1-16-2024-068-04,4,1,887,887,280,887,887,887,887,887,887,887,887,887,136,887,887,887,887,887,12,13,124,887,887,887,887,887,771.44724650232,5,9
2402348,28,69,1-28-2024-069-04,4,1,887,887,887,887,887,887,887,295,887,887,48,887,134,999,999,887,887,887,13,26,112,887,887,887,887,887,47.851485985308,3,9
2402344,16,69,1-16-2024-069-NM1,21,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,26.1808531062603,5,9
2402343,16,68,1-16-2024-068-04,4,2,999,999,304,999,999,999,999,999,999,999,62,887,141,88,66,887,887,887,12,10,119,887,887,887,887,887,771.44724650232,5,9
2402345,16,70,1-16-2024-070-03,3,1,887,887,887,887,887,887,887,887,887,887,56,887,108,92,64,887,887,887,887,887,887,887,887,887,887,887,192.790223628768,5,9
2402355,14,37,1-14-2024-037-02,2,1,887,887,887,887,887,887,887,887,887,887,999,887,158,999,999,887,887,887,887,887,887,887,887,887,887,887,77.0447891691359,8,9
2402345,16,70,1-16-2024-070-03,3,2,887,887,887,887,887,887,887,887,887,887,43,42,999,78,59,999,66,102,887,887,887,887,887,887,887,887,192.790223628768,5,9
2402355,14,37,1-14-2024-037-02,2,2,887,887,887,887,887,887,887,887,887,887,999,887,119,999,999,887,887,887,887,887,887,887,887,887,887,887,77.0447891691359,8,9
2402356,14,38,1-14-2024-038-02,2,1,887,887,350,887,887,887,887,350,887,887,65,887,137,999,999,887,887,887,887,887,887,887,887,887,290,172,77.0447891691359,8,9
2400047,32,1,1-32-2024-001-03,3,3,887,887,290,887,887,887,887,290,887,887,45,887,100,80,60,887,887,887,887,887,887,887,887,887,887,887,320.638176083653,7,9
2400050,69,1,1-69-2024-001-NM1,21,1,98,999,266,999,116,98,999,266,999,116,999,999,999,999,999,999,999,999,887,887,887,999,999,999,887,887,7.66811372485411,8,9
2400049,60,2,1-60-2024-002-09,9,1,887,887,276,887,887,887,887,276,887,887,999,999,125,887,887,47,887,887,10,13,102,887,37,78,887,887,461.937193690162,8,9
2400052,27,1,1-27-2024-001-NM1,21,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,20.5862279366663,3,9
2400051,69,2,1-69-2024-002-04,4,1,93,999,324,887,887,93,999,324,887,887,50,887,141,887,887,887,887,887,887,887,113,887,39,80,281,152,775.494115152989,8,9
2400048,60,1,1-60-2024-001-NM2,22,1,887,887,406,887,887,887,887,406,887,887,999,887,134,999,999,887,887,887,887,887,887,887,887,887,344,208,157.912873387776,8,9
2400056,22,1,1-22-2024-001-09,9,1,887,887,260,887,887,887,887,260,887,887,40,887,112,83,61,52,887,887,887,887,106,887,37,79,887,887,55.0527044392151,12,9
2400057,81,3,1-81-2024-003-10,10,2,887,887,280,887,887,887,887,280,887,887,37,37,121,887,887,54,887,887,887,887,113,887,35,79,887,887,23702.9226403574,8,9
2400059,57,1,1-57-2024-001-07,7,1,887,887,270,887,887,887,887,887,887,887,38,38,117,887,887,887,887,887,887,887,109,887,35,82,887,887,44.2620389608346,1,9
2400061,26,1,1-26-2024-001-03,3,1,887,887,887,887,887,887,887,887,887,887,999,887,122,999,999,887,887,887,999,999,999,887,887,887,887,887,122.620839003631,10,9
2400062,31,2,1-31-2024-002-07,7,1,887,887,887,887,887,887,887,887,887,887,25,887,131,887,887,887,887,887,887,887,887,887,887,887,887,887,279.47292149898,6,9
2400055,57,2,1-57-2024-002-03,3,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,14,16,145,887,887,887,887,887,12.8224544609376,1,9
2400060,21,1,1-21-2024-001-03,3,1,887,887,386,887,887,887,887,999,887,887,999,887,131,887,887,887,887,887,887,887,130,999,999,999,887,180,54.9367577389877,11,9
2400063,29,1,1-29-2024-001-04,4,2,887,887,292,887,887,887,887,306,887,887,52,60,138,72,45,10,30,80,11,18,112,887,40,89,887,887,398.469602501026,2,9
2400064,79,3,1-79-2024-003-04,4,2,887,999,257,999,999,887,999,257,999,887,999,999,112,887,887,52,887,887,887,887,106,887,37,79,887,887,124.792601068346,8,9
2400066,73,2,1-73-2024-002-09,9,1,887,887,357,887,887,887,887,357,887,887,64,887,136,887,887,887,887,887,999,999,122,887,47,87,318,999,33.1279885103634,3,9
2400041,11,1,1-11-2024-001-07,7,1,887,887,320,887,887,887,887,320,887,887,40,42,118,887,887,887,887,887,887,887,887,887,887,887,260,151,39.2977008375247,8,9
2400069,10,2,1-10-2024-002-06,6,1,999,999,999,999,999,999,999,999,999,999,45,999,104,999,999,50,999,999,999,999,114,999,33,80,887,887,1275.29137392333,4,9
2400069,10,2,1-10-2024-002-06,6,2,999,999,283,999,999,999,999,283,999,999,40,999,122,999,999,52,999,999,999,999,106,999,36,79,887,887,1275.29137392333,4,9
2400067,81,4,1-81-2024-004-07,7,2,887,887,278,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,4,11,122,887,887,887,887,887,4178.10588447085,8,9
2400071,62,4,1-62-2024-004-02,2,1,887,887,887,887,887,887,887,887,887,887,19,887,139,87,999,887,887,887,887,887,887,887,887,887,887,887,61.2648028245878,7,9
2400072,62,5,1-62-2024-005-06,6,1,887,887,887,887,887,887,887,887,887,887,36,887,137,999,999,887,887,887,887,887,887,887,887,887,887,887,2580.51563805831,7,9
2400071,62,4,1-62-2024-004-02,2,2,887,887,887,887,887,887,887,887,887,887,887,999,887,887,887,101,71,999,887,887,887,887,887,887,887,887,61.2648028245878,7,9
2400070,13,2,1-13-2024-002-01,1,1,887,887,296,887,887,887,887,282,887,887,22,22,122,999,999,999,999,999,8,20,120,887,887,887,887,887,148.493580370567,7,9
2400070,13,2,1-13-2024-002-01,1,2,887,887,360,887,887,887,887,376,887,887,887,60,887,887,887,887,887,887,887,887,887,887,887,887,170,170,148.493580370567,7,9
2400074,77,2,1-77-2024-002-07,7,1,887,887,270,887,887,887,887,270,887,887,887,887,115,887,887,49,887,887,12,12,109,7,33,79,887,887,7758.83172262348,9,9
2400075,77,3,1-77-2024-003-05,5,1,887,887,266,887,887,887,887,268,887,887,36,887,122,887,887,45,887,887,12,23,110,887,38,82,887,887,90.6570748528622,9,9
2400076,59,2,1-59-2024-002-02,2,1,92,887,265,887,887,887,887,259,887,887,36,887,119,887,887,887,887,887,8,8,110,9,32,81,887,887,48.7900687173874,6,9
2400086,48,4,1-48-2024-004-04,4,1,887,887,887,887,887,887,887,887,887,887,20,887,130,68,59,887,887,220,887,887,126,887,42,96,887,887,144.051903745075,12,9
2400075,77,3,1-77-2024-003-05,5,2,887,887,282,887,887,887,887,286,887,887,35,887,116,887,887,55,887,887,13,25,108,10,33,81,887,887,90.6570748528622,9,9
2400077,59,3,1-59-2024-003-02,2,1,102,887,307,887,887,887,887,307,887,887,49,887,119,887,887,887,887,887,887,887,887,887,887,887,887,887,48.7900687173874,6,9
2400086,48,4,1-48-2024-004-04,4,2,887,887,887,887,887,887,887,887,887,887,25,887,124,82,60,887,887,194,887,887,887,887,887,999,887,887,144.051903745075,12,9
2400086,48,4,1-48-2024-004-04,4,3,887,887,887,887,887,887,887,887,887,887,999,887,999,999,999,887,887,887,887,887,887,887,887,887,887,887,144.051903745075,12,9
2400078,59,4,1-59-2024-004-08,8,1,887,887,305,887,887,887,887,301,887,887,38,887,102,999,999,887,887,887,887,887,887,999,999,999,887,887,111.392066987082,6,9
2400079,59,5,1-59-2024-005-NM2,22,1,887,887,284,887,887,887,887,284,887,887,999,887,122,999,999,887,887,887,887,887,887,887,887,887,887,887,326.257763636632,6,9
2400088,48,6,1-48-2024-006-09,9,1,887,887,267,887,887,887,887,267,887,887,41,887,107,81,887,49,887,887,11,9,104,12,34,80,887,887,253.362227564978,12,9
2400072,62,5,1-62-2024-005-06,6,2,887,887,271,887,887,887,887,281,887,887,999,887,129,999,999,887,887,887,999,999,999,887,887,887,887,887,2580.51563805831,7,9
2400089,48,7,1-48-2024-007-04,4,1,887,887,368,887,887,887,887,368,887,887,53,887,133,887,887,887,887,887,4,15,140,10,48,96,305,170,144.051903745075,12,9
2400072,62,5,1-62-2024-005-06,6,3,887,887,277,887,887,887,887,277,887,887,887,887,887,887,887,887,887,887,999,999,999,887,887,887,887,887,2580.51563805831,7,9
2400090,73,3,1-73-2024-003-03,3,1,887,887,887,887,887,887,887,887,887,887,44,887,125,887,887,887,887,214,11,15,115,887,40,93,887,887,59.7233547597489,3,9
2400091,73,4,1-73-2024-004-03,3,1,887,887,284,887,887,887,887,284,887,887,43,887,143,887,887,57,887,887,887,887,106,887,35,84,887,887,59.7233547597489,3,9
2400085,18,2,1-18-2024-002-02,2,1,887,887,887,887,887,887,887,273,887,887,45,887,122,887,887,887,887,887,14,15,97,999,999,999,887,887,46.7280335632617,6,9
2400095,30,1,1-30-2024-001-03,3,1,887,887,271,887,887,887,887,273,887,887,887,887,887,887,887,887,887,887,13,13,108,887,887,887,887,887,414.154548679097,10,9
2400095,30,1,1-30-2024-001-03,3,2,887,887,887,887,887,887,887,887,887,887,44,887,126,999,999,887,887,887,887,887,887,887,887,887,887,887,414.154548679097,10,9
2400101,62,6,1-62-2024-006-04,4,1,887,887,887,887,887,887,887,887,887,887,42,887,130,999,999,887,887,887,887,887,887,999,999,999,887,887,2586.0757445383,7,9
2400092,23,2,1-23-2024-002-10,10,1,887,887,999,887,887,887,887,887,887,887,999,887,122,887,887,887,887,189,999,999,123,887,42,87,887,887,18788.0442802386,5,9
2400097,19,3,1-19-2024-003-03,3,1,887,887,887,887,887,887,887,887,887,887,34,887,111,999,999,887,887,887,14,20,999,887,887,887,887,887,130.467157753061,9,9
2400102,17,2,1-17-2024-002-05,5,1,887,887,999,887,887,887,887,887,887,887,999,887,113,999,999,887,887,887,999,999,130,887,887,887,887,887,95.9334331296951,4,9
2400104,17,4,1-17-2024-004-07,7,1,887,887,262,887,887,887,887,887,887,887,50,887,110,887,887,887,887,887,7,14,107,887,887,887,887,887,1461.10538290808,4,9
2402352,32,83,1-32-2024-083-04,4,1,887,887,887,887,887,887,887,887,887,887,999,887,999,999,999,887,887,887,887,887,887,887,887,887,887,887,1568.60179570378,7,9
2402351,32,82,1-32-2024-082-02,2,1,887,887,887,887,887,887,887,887,887,887,39,887,130,887,887,887,887,202,887,887,116,887,41,93,887,887,8.40925917720626,7,9
2402356,14,38,1-14-2024-038-02,2,2,887,887,999,887,887,887,887,275,887,887,999,999,133,999,999,999,999,172,13,15,999,8,37,83,887,887,77.0447891691359,8,9
2402356,14,38,1-14-2024-038-02,2,3,887,887,325,887,887,887,887,325,887,887,887,887,887,887,887,887,887,887,12,13,887,887,887,887,887,158,77.0447891691359,8,9
2402354,32,85,1-32-2024-085-02,2,1,887,887,887,887,887,887,887,999,887,887,887,887,117,887,887,887,887,175,999,999,104,887,42,86,887,887,8.40925917459616,7,9
2402353,32,84,1-32-2024-084-02,2,1,887,887,887,887,887,887,887,260,887,887,887,887,125,887,887,887,887,164,10,16,101,887,39,86,887,887,8.40925917720626,7,9
2402353,32,84,1-32-2024-084-02,2,2,887,887,887,887,887,887,887,282,887,887,38,887,122,887,887,887,887,111,12,16,120,10,42,94,887,887,8.40925917720626,7,9
2402359,52,35,1-52-2024-035-09,9,1,887,887,887,887,887,887,887,887,887,887,39,887,151,90,61,887,887,887,887,887,887,887,887,887,887,887,331.24608812461,12,9
2402359,52,35,1-52-2024-035-09,9,2,887,887,887,887,887,887,887,887,887,887,887,999,887,887,887,999,999,999,887,887,887,887,887,887,887,887,331.24608812461,12,9
2402360,52,36,1-52-2024-036-03,3,1,887,887,887,887,887,887,887,887,887,887,31,887,126,887,887,887,887,887,887,887,887,887,887,887,887,887,37.7054990290211,12,9
2402365,82,57,1-82-2024-057-03,3,1,887,887,887,887,887,887,887,887,887,887,999,887,129,887,887,887,887,171,887,887,110,887,37,92,887,887,157.899502135521,1,9
2400104,17,4,1-17-2024-004-07,7,2,887,887,368,887,887,887,887,367,887,887,887,887,887,887,887,887,887,887,10,16,140,887,887,887,334,180,1461.10538290808,4,9
2400107,48,8,1-48-2024-008-07,7,1,887,887,887,887,887,887,887,887,887,887,999,999,92,86,68,887,887,887,887,887,887,887,887,887,887,887,563.199589112615,12,9
2400098,19,4,1-19-2024-004-06,6,2,887,887,254,887,887,887,887,887,887,887,42,887,111,999,999,887,887,887,14,20,999,887,887,887,887,887,659.23547178436,9,9
2400105,20,2,1-20-2024-002-04,4,1,887,887,887,887,887,887,887,887,887,887,999,887,143,999,999,50,887,887,887,887,110,887,35,82,887,887,540.560198144809,11,9
2400103,17,3,1-17-2024-003-07,7,1,887,887,887,887,887,887,887,887,887,887,47,887,117,887,887,887,887,887,887,887,887,4,41,85,887,887,1461.1053822292,4,9
2400109,24,1,1-24-2024-001-06,6,2,887,887,248,887,887,887,887,887,887,887,887,887,90,887,887,135,887,887,9,21,100,887,39,82,887,887,272.903840119745,1,9
2400112,28,2,1-28-2024-002-NM2,22,1,887,887,999,887,887,887,887,999,887,887,999,887,999,999,999,887,887,887,887,887,887,887,887,887,887,999,55.8454658150129,3,9
2400113,28,3,1-28-2024-003-06,6,1,887,887,271,887,887,887,887,271,887,887,999,887,95,94,92,887,887,887,887,887,887,887,887,887,887,887,78.3970439776294,3,9
2400110,16,2,1-16-2024-002-02,2,2,887,887,392,887,887,887,887,406,887,887,67,887,124,76,65,887,887,887,887,887,146,887,887,887,342,999,15.1092509057653,5,9
2400110,16,2,1-16-2024-002-02,2,3,887,887,266,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,16,24,128,887,887,887,887,887,15.1092509057653,5,9
2400113,28,3,1-28-2024-003-06,6,2,887,887,320,887,887,887,887,320,887,887,33,887,118,70,82,887,887,887,887,887,887,887,887,887,887,156,78.3970439776294,3,9
2400115,25,2,1-25-2024-002-01,1,1,887,887,887,887,887,887,887,887,887,887,999,887,104,999,999,887,887,887,887,887,887,887,887,887,887,887,84.4595032082749,2,9
2400115,25,2,1-25-2024-002-01,1,2,887,887,887,887,887,887,887,887,887,887,40,887,120,999,999,887,887,887,887,887,887,887,887,887,887,887,84.4595032082749,2,9
2400114,14,2,1-14-2024-002-07,7,1,887,887,887,887,887,887,887,887,887,887,999,887,83,999,999,887,887,887,887,887,887,887,887,887,887,887,1752.86120972687,8,9
2400114,14,2,1-14-2024-002-07,7,2,887,887,887,887,887,887,887,887,887,887,32,55,125,999,999,55,36,999,887,887,887,887,887,887,887,887,1752.86120972687,8,9
2400116,32,2,1-32-2024-002-02,2,1,887,887,280,887,887,887,887,280,887,887,887,887,122,887,887,50,887,887,10,15,116,887,35,84,887,887,5.912189285169,7,9
2400116,32,2,1-32-2024-002-02,2,2,887,887,887,887,887,887,887,887,887,887,55,887,129,999,999,887,887,226,999,999,123,887,46,105,887,887,5.912189285169,7,9
2400119,69,4,1-69-2024-004-05,5,1,887,887,887,887,887,887,887,887,887,887,999,999,122,999,999,887,887,887,887,887,887,887,887,887,887,887,22.4152869997207,8,9
2400119,69,4,1-69-2024-004-05,5,2,96,887,265,887,108,96,887,265,887,108,20,887,145,887,887,887,887,887,887,887,887,887,887,887,887,887,22.4152869997207,8,9
2400080,54,3,1-54-2024-003-04,4,2,887,999,887,887,887,887,999,887,887,887,999,887,134,999,999,887,887,887,887,887,887,887,887,887,887,887,152.997399597271,9,9
2400118,69,3,1-69-2024-003-NM1,21,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,7.66811372485411,8,9
2400120,60,3,1-60-2024-003-03,3,1,887,887,887,887,887,887,887,887,887,887,20,26,115,887,887,49,999,999,887,887,109,887,33,79,887,887,151.148648275766,8,9
2402989,32,104,1-32-2024-104-NM1,21,2,887,887,887,887,887,887,887,887,887,887,32,887,100,887,887,887,887,887,887,887,887,887,887,887,887,887,11.6164138708606,7,9
2402992,48,98,1-48-2024-098-07,7,1,887,887,887,887,887,887,887,887,887,887,21,887,117,84,68,50,887,887,887,887,99,887,887,887,887,887,160.318869205903,12,9
2402981,16,88,1-16-2024-088-06,6,1,887,887,887,887,887,887,887,887,887,887,59,887,127,84,72,887,887,887,887,887,887,887,887,887,887,887,423.092773126644,5,9
2402998,28,90,1-28-2024-090-03,3,1,887,887,887,887,887,887,887,887,887,887,32,887,131,91,72,887,887,887,887,887,887,887,887,887,887,887,28.3089754479373,3,9
2400120,60,3,1-60-2024-003-03,3,2,887,887,270,887,887,887,887,887,887,887,28,32,106,887,887,887,999,162,887,31,109,887,40,85,887,887,151.148648275766,8,9
2400122,52,1,1-52-2024-001-07,7,2,887,887,887,887,887,887,887,887,887,887,53,887,127,887,887,887,887,887,887,887,887,887,887,887,887,887,27.9760451550854,12,9
2400121,60,4,1-60-2024-004-03,3,1,887,887,259,999,887,887,887,887,887,887,999,999,105,887,887,51,887,887,999,887,115,887,35,73,887,887,151.148648275766,8,9
2400121,60,4,1-60-2024-004-03,3,2,92,887,261,887,887,92,887,261,887,887,48,999,106,887,887,887,887,144,999,887,105,887,37,88,887,887,151.148648275766,8,9
2400124,66,2,1-66-2024-002-04,4,1,887,887,887,887,887,887,887,887,887,887,40,887,119,999,999,887,887,887,999,999,999,887,887,887,887,887,114.973892842,6,9
2400100,82,4,1-82-2024-004-04,4,3,887,887,887,887,887,887,887,887,887,887,999,999,134,887,887,999,999,254,887,887,123,887,44,104,887,887,198.353605416681,1,9
2400123,66,1,1-66-2024-001-10,10,1,887,887,999,887,887,887,887,284,887,887,40,887,129,999,999,887,887,887,10,17,122,887,887,887,887,183,484.778997421925,6,9
2400125,66,3,1-66-2024-003-03,3,1,887,887,887,887,887,887,887,887,887,887,48,887,124,999,999,887,887,887,887,887,887,887,887,887,887,887,79.4686416678806,6,9
2400128,32,4,1-32-2024-004-05,5,2,887,887,887,887,887,887,887,258,887,887,35,887,96,887,887,133,887,887,10,16,102,887,34,83,887,887,35.2856461757235,7,9
2400127,26,2,1-26-2024-002-06,6,1,887,887,265,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,999,999,99,887,887,887,887,887,1075.13840105018,10,9
2400082,54,5,1-54-2024-005-07,7,2,887,887,887,887,887,887,887,285,887,887,38,887,887,887,887,887,887,887,9,18,116,887,887,887,887,887,163.639088013261,9,9
2400133,82,5,1-82-2024-005-03,3,2,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,887,887,52.624413969372,1,9
2400129,27,2,1-27-2024-002-04,4,1,887,887,887,887,887,887,887,999,887,887,999,887,115,999,999,887,887,887,999,999,102,887,887,887,887,887,116.835121535434,3,9
2400130,27,3,1-27-2024-003-08,8,1,887,887,339,887,887,887,887,266,887,887,25,887,123,999,999,887,887,887,887,887,887,887,887,887,887,160,27.4102566170998,3,9
2400131,27,4,1-27-2024-004-03,3,1,887,887,887,887,887,887,887,887,887,887,35,887,134,999,999,887,887,887,887,887,887,887,887,887,887,887,19.9655651519629,3,9
2400131,27,4,1-27-2024-004-03,3,2,887,887,270,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,11,27,116,887,887,887,887,887,19.9655651519629,3,9
2400132,27,5,1-27-2024-005-04,4,1,887,887,887,887,887,887,887,887,887,887,887,45,887,887,887,10,37,164,887,887,887,887,887,887,887,887,116.835121519361,3,9
2400132,27,5,1-27-2024-005-04,4,2,887,887,887,887,887,887,887,887,887,887,44,887,123,999,999,887,887,887,887,887,887,887,887,887,887,887,116.835121519361,3,9
2400141,57,4,1-57-2024-004-04,4,1,999,999,303,887,887,887,887,887,887,887,887,887,132,999,999,999,999,999,9,21,132,887,39,101,887,887,60.4357356083445,1,9
2400141,57,4,1-57-2024-004-04,4,2,887,887,999,887,887,887,887,887,887,887,50,999,122,999,999,887,887,887,887,887,887,887,887,887,887,887,60.4357356083445,1,9
2400140,57,3,1-57-2024-003-06,6,1,887,887,887,887,887,887,887,887,887,887,38,887,140,118,84,887,887,179,887,887,119,887,39,102,887,887,30.0886094601444,1,9
2400142,12,2,1-12-2024-002-03,3,2,887,887,887,887,887,887,887,887,887,887,62,887,141,999,999,887,887,887,887,887,887,887,887,887,887,887,164.057323491007,9,9
2400143,12,3,1-12-2024-003-03,3,2,887,887,887,887,887,887,887,887,887,887,55,887,119,887,887,887,887,169,887,887,102,887,38,88,887,887,164.057323491007,9,9
2400135,21,2,1-21-2024-002-07,7,1,887,887,260,887,887,887,887,280,887,887,20,24,115,887,887,49,887,887,9,14,109,887,33,79,887,887,8974.81562110273,11,9
2400139,29,2,1-29-2024-002-03,3,2,887,887,268,887,887,887,887,270,887,887,45,48,87,85,52,42,66,887,9,14,110,887,887,887,887,887,526.965913964518,2,9
2400138,15,3,1-15-2024-003-06,6,2,108,999,278,887,887,887,999,278,887,887,12,40,128,887,887,887,887,887,887,887,887,887,887,887,887,887,70.1346927021324,1,9
2400146,22,3,1-22-2024-003-06,6,1,887,887,269,887,887,887,887,269,887,887,887,887,122,887,887,887,887,144,11,13,110,887,38,82,887,887,264.995949253924,12,9
2400146,22,3,1-22-2024-003-06,6,2,887,887,351,887,887,887,887,351,887,887,53,887,137,78,66,887,887,887,887,887,137,887,45,97,307,195,264.995949253924,12,9
2400144,18,3,1-18-2024-003-06,6,1,887,887,312,887,887,887,887,310,887,887,887,887,887,887,887,887,887,887,6,10,887,887,887,887,887,887,261.884069240543,6,9
2400144,18,3,1-18-2024-003-06,6,2,887,887,887,887,887,887,887,887,887,887,58,887,126,999,887,887,887,887,887,887,887,887,887,887,887,887,261.884069240543,6,9
2400144,18,3,1-18-2024-003-06,6,3,887,887,887,887,887,887,887,887,887,887,28,887,999,887,887,887,887,887,887,887,887,887,887,887,887,887,261.884069240543,6,9
2400145,22,2,1-22-2024-002-01,1,1,887,887,999,887,887,887,887,999,887,887,999,887,116,999,999,887,887,887,999,999,114,887,41,70,200,999,23.1353338048251,12,9
2400148,79,6,1-79-2024-006-09,9,1,887,887,999,999,999,999,999,999,999,999,38,887,131,887,887,887,887,887,887,887,887,887,887,887,887,179,134.548153434236,8,9
2400151,81,6,1-81-2024-006-03,3,2,120,45,341,67,97,101,42,341,62,97,999,999,137,140,147,999,115,156,999,999,999,999,999,999,887,887,368.540152823667,8,9
2400150,79,7,1-79-2024-007-06,6,1,887,887,887,887,887,887,887,887,887,887,999,999,887,887,887,50,999,999,887,887,887,887,887,887,887,887,120.772111910736,8,9
2400106,67,2,1-67-2024-002-06,6,2,887,887,999,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,999,999,999,887,887,887,887,887,555.780573943308,7,9
2400154,77,4,1-77-2024-004-05,5,1,887,887,887,887,887,887,887,263,887,887,45,887,108,887,887,887,887,887,12,12,102,8,40,83,887,887,90.6570748528622,9,9
2400152,81,7,1-81-2024-007-02,2,1,75,24,305,44,107,85,35,305,47,110,999,999,136,81,131,71,84,129,25,35,117,30,34,84,887,887,23.5191438097523,8,9
2400155,77,5,1-77-2024-005-04,4,1,887,887,887,887,887,887,887,266,887,887,46,887,109,887,887,10,40,155,10,15,100,8,41,83,887,887,1319.74978076648,9,9
