CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EVENTNO,OBJCLASS,OBJCONT,PDOF,OCLOCK,ENDSHIFT,OVERUNDER,HEADINGANG,CDC,CDCPLANE,CDCLONGLAT,CDCVERTLAT,CDCDISTRIB,CDCEXTENT,DAMAPILLAR,DAMBPILLAR,DAMCPILLAR,DAMOTHPILLAR,SILLHEIGHT,CMAXHEIGHT,DOORSILLDIFF,DVBASIS,DVTOTAL,DVLONG,DVLAT,DVENERGY,DVSPEED,DVMOMENT,DVBARRIER,DVESTIMATE,DVRANK,DIRECTLOCATION,FIELDLLOCATION,CMAXLOCATION,FIELDL,FIELDLD,DIRECTL,DIRECTD,DIRECTWIDTH,CMAX,C1,C2,C3,C4,C5,C6,ROLLLAT,ROLLVERT,CASEWGT,PSUSTRAT,VERSION
2400863,69,15,1-69-2024-015-02,2,1,6,3,60,330,11,0,0,888,11LBEW01,L,B,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,8.43191074883387,8,9
2402353,32,84,1-32-2024-084-02,2,2,1,1,1,330,11,0,0,185,11FYEW01,F,Y,E,W,01,8,8,8,8,888,888,888,3,15,-13,8,18422,998,77,13,0,1,"Begins 26cm left of center point, extending left","Begins 75cm right of center point, extending left",68 cm left of center,150,0,164,-49,46,11,11,2,2,1,2,0,,,8.40925917720626,7,9
2402353,32,84,1-32-2024-084-02,2,2,2,3,42,0,12,0,0,888,12FREE02,F,R,E,E,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,8,"Begins 58cm right of center point, extending right",Unknown,unknown,999,999,999,999,34,999,999,999,999,999,999,999,,,8.40925917720626,7,9
2402353,32,84,1-32-2024-084-02,2,2,4,3,42,998,0,0,0,888,00TYZW02,T,Y,Z,W,02,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,8.40925917720626,7,9
2402353,32,84,1-32-2024-084-02,2,2,3,3,42,30,1,0,0,888,01RPEN02,R,P,E,N,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,2,"Begins 210cm forward of rear axle, extending forward",Unknown,234 cm forward of RR tire,999,999,999,999,28,999,999,999,999,999,999,999,,,8.40925917720626,7,9
2401948,28,55,1-28-2024-055-04,4,1,1,3,64,350,12,0,0,888,12LBES02,L,B,E,S,02,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,2,"Begins 50cm rear of rear axle, extending rearward",Unknown,Unknown,999,999,999,999,36,999,999,999,999,999,999,999,,,47.851485985308,3,9
2402546,25,63,1-25-2024-063-03,3,1,1,3,42,0,12,0,0,888,12F99N99,F,9,9,N,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,unk,999,999,999,999,999,999,999,999,999,999,999,999,,,215.935567447783,2,9
2401948,28,55,1-28-2024-055-04,4,1,3,3,64,70,2,0,0,888,02RZEW01,R,Z,E,W,01,8,8,8,8,888,888,888,1,8,-3,-8,10909,998,160,8,0,1,"Begins 77cm rear of rear axle, extending forward","Begins 77cm rear of rear axle, extending forward",212 cm rearward of center,209,-125,209,-118,223,7,7,7,5,3,1,0,,,47.851485985308,3,9
2402491,24,64,1-24-2024-064-03,3,2,1,1,1,60,2,0,0,50,02RDEW01,R,D,E,W,01,0,1,0,0,48,63,13,3,10,-5,-9,36396,998,42,17,0,1,"Begins 94cm forward of rear axle, extending forward","Begins 94cm forward of rear axle, extending forward",75 cm forward of center,268,36,268,36,268,20,2,16,12,20,10,0,,,25.0633899458079,1,9
2402338,24,59,1-24-2024-059-06,6,1,1,1,2,350,12,0,0,20,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,15,-15,3,7454,998,36,11,0,1,"Begins 56cm left of center point, extending right","Begins 56cm left of center point, extending right",39 cm left of center,111,0,140,0,111,1,1,0,0,0,0,1,,,290.211739335201,1,9
2402637,57,55,1-57-2024-055-05,5,1,1,1,2,330,11,1,0,10,11FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,3,34,-30,17,70282,998,99,27,0,1,"Begins 75cm left of center point, extending right","Begins 57cm left of center point, extending right",41 cm left of center,114,0,150,0,150,27,27,20,21,20,20,26,,,22.7674640300694,1,9
2401997,24,48,1-24-2024-048-03,3,2,1,1,1,60,2,0,0,10,02RZEW01,R,Z,E,W,01,0,0,1,0,31,52,9,3,5,-3,-5,4490,998,127,6,0,1,"Begins 142cm rear of front axle, extending rearward","Begins 142cm rear of front axle, extending rearward",73 cm rearward of center,135,-72,135,-72,135,5,0,0,2,5,1,0,,,32.3570562743358,1,9
2402211,25,54,1-25-2024-054-03,3,1,1,3,58,0,12,0,0,888,12FLEW01,F,L,E,W,01,8,8,8,8,888,888,888,1,24,-24,0,44486,998,-77,24,0,2,"Begins 52cm left of center point, extending left","Begins 62cm left of center point, extending right",35 cm left of center,124,0,154,-77,50,23,17,23,16,10,6,0,,,72.4488725969622,2,9
2402211,25,54,1-25-2024-054-03,3,1,2,2,31,998,0,0,0,888,00TDDO01,T,D,D,O,01,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,1,Not measured,Not Measured,Left Windshield Header,777,777,777,777,777,,,,,,,,0,0,72.4488725969622,2,9
2402424,73,72,1-73-2024-072-03,3,2,1,1,1,300,10,0,0,95,10LZEW03,L,Z,E,W,03,8,8,8,8,888,888,888,3,8,-4,7,16929,998,-99,12,0,2,"Begins 110cm rear of front axle, extending rearward","Begins 110cm rear of front axle, extending rearward",115 cm rearward of center,227,-35,227,-47,250,23,5,23,1,0,0,0,,,23.5881329232141,3,9
2402424,73,72,1-73-2024-072-03,3,2,2,3,60,998,0,0,0,888,00R9E999,R,9,E,9,99,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,8,8,Unknown,Unknown,UNKNOWN,999,999,999,999,999,999,999,999,999,999,999,999,,,23.5881329232141,3,9
2402546,25,63,1-25-2024-063-03,3,1,3,3,68,0,12,0,0,888,12F9L999,F,9,L,9,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,8,Unknown,Unknown,unk,999,999,999,999,999,999,999,999,999,999,999,999,,,215.935567447783,2,9
2402552,62,68,1-62-2024-068-06,6,2,1,1,1,290,10,0,0,340,10LZEW01,L,Z,E,W,01,8,8,8,8,888,888,888,1,15,-5,14,8363,998,-178,7,0,1,"Begins 202cm rear of front axle, extending rearward","Begins 202cm rear of front axle, extending rearward",174 cm rearward of center,132,-132,132,-132,132,8,5,8,7,4,5,3,,,1202.67078844342,7,9
2401273,60,14,1-60-2024-014-03,3,2,2,1,1,20,1,0,0,320,01RBEW01,R,B,E,W,01,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,623.203929289304,8,9
2402054,54,49,1-54-2024-049-05,5,1,1,1,2,280,9,1,0,320,09LDAW05,L,D,A,W,05,1,1,1,0,46,54,59,1,46,-8,46,238999,998,-28,55,0,1,"Begins 60cm rear of front axle, extending rearward","Begins 34cm rear of front axle, extending rearward",37 cm rearward of center,213,18,213,4,188,69,0,49,69,57,58,19,,,144.976226836895,9,9
2401273,60,14,1-60-2024-014-03,3,1,2,1,2,10,12,0,0,150,12RZES01,R,Z,E,S,01,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,623.203929289304,8,9
2401919,30,65,1-30-2024-065-02,2,1,3,3,58,140,5,0,0,888,05BREN01,B,R,E,N,01,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,8,"Begins 31cm right of center point, extending right",Unknown,Unknown,999,999,999,999,39,999,999,999,999,999,999,999,,,16.2875943881497,10,9
2401919,30,65,1-30-2024-065-02,2,1,4,3,68,140,5,0,0,888,05BREN01,B,R,E,N,01,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,8,"Begins 31cm right of center point, extending right",Unknown,Unknown,999,999,999,999,39,999,999,999,999,999,999,999,,,16.2875943881497,10,9
2402544,25,61,1-25-2024-061-05,5,1,1,3,57,0,12,0,0,888,12FRE901,F,R,E,9,01,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,9,2,Unknown,Unknown,Unknown - Overlapping Damage,999,999,999,999,999,999,999,999,999,999,999,999,,,58.3080787044777,2,9
2402544,25,61,1-25-2024-061-05,5,1,2,1,2,20,1,0,0,240,01FYEW02,F,Y,E,W,02,8,8,8,8,888,888,888,3,25,-24,-9,49970,998,-85,24,0,1,"Begins 9cm right of center point, extending left","Begins 55cm left of center point, extending right",5 cm left of center,110,0,148,-19,56,34,0,15,34,18,7,0,,,58.3080787044777,2,9
2401996,33,33,1-33-2024-033-03,3,2,3,3,50,0,12,0,0,888,12RZES01,R,Z,E,S,01,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,Right rear door,999,999,999,999,999,999,999,999,999,999,999,999,,,185.717209095167,12,9
2402565,79,54,1-79-2024-054-09,9,2,1,1,1,80,3,0,0,330,03RBEW02,R,B,E,W,02,8,8,8,8,888,888,888,1,10,-2,-10,10687,998,253,7,0,1,"Begins 20cm rear of rear axle, extending rearward","Begins 80cm rear of rear axle, extending forward",277 cm rearward of center,130,-175,130,-220,80,12,12,2,8,9,9,11,,,134.548153434236,8,9
2402637,57,55,1-57-2024-055-05,5,1,2,3,50,350,12,0,0,888,12FLEN02,F,L,E,N,02,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,9,8,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,22.7674640300694,1,9
2402637,57,55,1-57-2024-055-05,5,1,3,3,57,10,12,0,0,888,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,9,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,22.7674640300694,1,9
2401738,33,28,1-33-2024-028-04,4,1,2,1,2,90,3,0,0,185,03RBEN01,R,B,E,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,61.5448384435777,12,9
2402098,32,76,1-32-2024-076-02,2,2,2,3,61,270,9,0,0,888,09LFWN01,L,F,W,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,2,Unknown,Unknown,N/A,999,999,999,999,999,999,999,999,999,999,999,999,,,5.84186321476011,7,9
2401738,33,28,1-33-2024-028-04,4,2,2,1,1,270,9,0,0,190,09LFEN01,L,F,E,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,61.5448384435777,12,9
2402646,22,77,1-22-2024-077-07,7,2,1,1,1,300,10,0,0,125,10LYEW02,L,Y,E,W,02,1,1,0,0,39,46,2,3,7,-3,6,7917,998,-12,9,0,1,"Begins 153cm forward of rear axle, extending forward","Begins 195cm forward of rear axle, extending forward",85 cm forward of center,153,71,153,75,245,8,0,3,3,8,7,3,,,33.5836093550638,12,9
2401813,28,49,1-28-2024-049-03,3,1,2,3,42,999,99,0,0,888,99F99U01,F,9,9,U,01,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Unknown Overlapping Damage,999,999,999,999,999,999,999,999,999,999,999,999,,,28.3089754479373,3,9
2402647,30,92,1-30-2024-092-07,7,2,1,1,1,20,1,0,0,90,01FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,3,19,-17,-6,9369,998,-30,12,0,1,"Begins 16cm right of center point, extending right","Begins 57cm left of center point, extending right",61 cm left of center,114,0,156,42,52,0,0,0,0,0,0,0,,,2139.78782409128,10,9
2402058,17,67,1-17-2024-067-03,3,1,1,1,2,30,1,0,0,90,01FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,20,-18,-10,49294,998,-102,23,0,1,"Begins 63cm right of center point, extending left","Begins 63cm right of center point, extending left",86 cm left of center,126,0,160,0,126,21,21,12,19,19,13,1,,,56.2627107467575,4,9
2402058,17,67,1-17-2024-067-03,3,2,1,1,1,320,11,0,0,340,11LYEW02,L,Y,E,W,02,8,8,8,8,888,888,888,1,18,-14,12,10753,998,-34,12,0,1,"Begins 87cm forward of rear axle, extending forward","Begins 82cm forward of rear axle, extending forward",148 cm forward of center,257,69,257,72,252,5,1,3,1,2,5,3,,,56.2627107467575,4,9
2402604,48,85,1-48-2024-085-07,7,1,2,2,31,998,0,0,0,888,00LDAO02,L,D,A,O,02,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,1,Not measured,Not Measured,Left Side,777,777,777,777,777,,,,,,,,0,0,381.022517786952,12,9
2402135,30,73,1-30-2024-073-01,1,1,1,3,63,0,12,0,0,888,12FRWN03,F,R,W,N,03,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,78.0176264802272,10,9
2402078,30,72,1-30-2024-072-04,4,2,2,1,1,90,3,0,0,90,03RZEW01,R,Z,E,W,01,0,0,1,0,999,999,999,98,999,999,999,9999999,999,999,999,6,2,"Begins 56cm rear of rear axle, extending forward",Unknown,Unknown,999,999,999,999,138,999,999,999,999,999,999,999,,,2044.29476701994,10,9
2401689,28,44,1-28-2024-044-05,5,2,1,1,1,180,6,0,0,110,06BLEE05,B,L,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,8,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,41.6717563477699,3,9
2402541,16,77,1-16-2024-077-02,2,1,1,3,68,10,12,0,0,888,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,1,35,-34,-6,71504,998,-29,34,0,1,"Begins 53cm left of center point, extending right","Begins 74cm left of center point, extending right",15 cm right of center,148,0,148,3,112,34,0,12,22,34,27,18,,,15.1092509057653,5,9
2402541,16,77,1-16-2024-077-02,2,1,2,2,31,998,0,0,0,888,00TPRO01,T,P,R,O,01,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,2,Not measured,Not Measured,Right Roof,777,777,777,777,777,,,,,,,,2,3,15.1092509057653,5,9
2402592,57,53,1-57-2024-053-08,8,1,1,3,52,60,2,0,0,888,02RPAN04,R,P,A,N,04,8,8,8,8,888,888,888,1,35,-18,-30,78535,998,73,35,0,1,"Begins 92cm forward of rear axle, extending forward","Begins 33cm forward of rear axle, extending forward",11 cm rearward of center,128,-30,128,-15,40,42,0,5,26,42,26,14,,,178.816742254017,1,9
2402447,69,46,1-69-2024-046-03,3,1,1,1,2,310,10,0,0,10,10LFEW02,L,F,E,W,02,8,8,8,8,888,888,888,1,17,-11,13,14082,998,38,15,0,1,"Begins 13cm rear of front axle, extending forward","Begins 49cm rear of front axle, extending forward",182 cm forward of center,110,134,110,145,61,21,1,4,7,10,13,21,,,167.095212552646,8,9
2402447,69,46,1-69-2024-046-03,3,2,1,1,1,50,2,0,0,90,02FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,1,21,-13,-16,48562,998,-129,22,0,1,"Begins 8cm left of center point, extending right","Begins 60cm right of center point, extending left",5 cm right of center,120,0,135,19,55,27,13,18,22,27,22,20,,,167.095212552646,8,9
2401850,29,19,1-29-2024-019-03,3,2,1,1,1,80,3,0,0,10,03RYEW01,R,Y,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,104.719093140208,2,9
2402037,13,53,1-13-2024-053-02,2,1,1,3,54,350,12,0,0,888,12FLE999,F,L,E,9,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,Unknown,Unknown,Front Left Bumper Corner,999,999,999,999,999,999,999,999,999,999,999,999,,,28.4531500720589,7,9
2402037,13,53,1-13-2024-053-02,2,1,2,3,54,270,9,0,0,888,09LPE999,L,P,E,9,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Left Side,999,999,999,999,999,999,999,999,999,999,999,999,,,28.4531500720589,7,9
2402037,13,53,1-13-2024-053-02,2,1,3,3,54,30,1,0,0,888,01FRES99,F,R,E,S,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,Right Front Bumper Corner,999,999,999,999,999,999,999,999,999,999,999,999,,,28.4531500720589,7,9
2402341,25,57,1-25-2024-057-03,3,1,2,3,41,0,12,0,0,888,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,1,"Begins 50cm right of center point, extending right",Unknown,70cm right of center,999,999,999,999,32,999,999,999,999,999,999,999,,,193.7608674537,2,9
2402340,25,56,1-25-2024-056-03,3,1,1,1,2,20,1,1,7,205,01FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,9,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,193.760867503639,2,9
2402055,54,50,1-54-2024-050-07,7,1,1,3,60,10,12,0,0,888,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,16,-15,-3,21910,998,-43,16,0,1,"Begins 90cm left of center point, extending right","Begins 90cm left of center point, extending right",18 cm left of center,180,0,180,0,180,7,5,1,7,1,1,5,,,163.639088013261,9,9
2402082,24,49,1-24-2024-049-05,5,2,3,3,68,998,0,0,0,888,00TYDW03,T,Y,D,W,03,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,7,2,"Begins 133cm rear of front axle, extending rearward",Unknown,Unknown,999,999,999,999,183,999,999,999,999,999,999,999,,,29.2580280079194,1,9
2402082,24,49,1-24-2024-049-05,5,2,2,2,31,998,0,0,0,888,00RDAO99,R,D,A,O,99,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,8,Not measured,Not Measured,Unknown,777,777,777,777,777,,,,,,,,999,999,29.2580280079194,1,9
2402265,73,67,1-73-2024-067-03,3,1,1,1,2,0,12,0,0,95,12FLEE06,F,L,E,E,06,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,1,"Begins 43cm left of center point, extending left",Unknown,75cm Left of Front Center Point,999,999,999,999,32,999,999,999,999,999,999,999,,,23.5881329232141,3,9
2402265,73,67,1-73-2024-067-03,3,1,2,1,2,340,11,0,0,105,11LZEW01,L,Z,E,W,01,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,2,"Begins 55cm forward of rear axle, extending rearward","Begins 55cm forward of front axle, extending rearward",47CM AFT OF LEFT REAR AXLE,113,132,113,-135,113,999,999,999,999,999,999,999,,,23.5881329232141,3,9
2402330,17,76,1-17-2024-076-03,3,1,1,2,31,998,0,0,0,888,00TDDO02,T,D,D,O,02,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,1,Not measured,Not Measured,Right D-Pillar,777,777,777,777,777,,,,,,,,11,12,94.8735237981361,4,9
2402097,32,75,1-32-2024-075-05,5,1,1,1,2,200,7,0,0,340,07LBEN01,L,B,E,N,01,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,2,"Begins 320cm rear of front axle, extending rearward",Unknown,N/A,999,999,999,999,16,999,999,999,999,999,999,999,,,34.8659199592484,7,9
2402097,32,75,1-32-2024-075-05,5,1,2,3,55,0,12,0,0,888,12FLEE09,F,L,E,E,09,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,8,1,"Begins 82cm left of center point, extending right",Unknown,N/A,999,999,999,999,26,999,999,999,999,999,999,999,,,34.8659199592484,7,9
2402618,31,50,1-31-2024-050-07,7,1,1,4,76,0,12,0,0,888,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,"Begins 50cm left of center point, extending right",Unknown,Not measured,999,999,999,999,96,999,999,999,999,999,999,999,,,247.070263933881,6,9
2402524,31,47,1-31-2024-047-04,4,2,1,1,1,40,1,0,0,275,01FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,17,-13,-11,18647,998,-112,12,0,1,"Begins 0cm right of center point, extending right","Begins 86cm left of center point, extending right",82 cm right of center,172,0,177,36,73,23,8,0,0,0,0,11,,,222.052598299916,6,9
2401982,15,76,1-15-2024-076-04,4,1,1,1,2,40,1,0,0,340,01RPEW02,R,P,E,W,02,0,1,1,0,999,999,999,3,31,-23,-20,118614,998,99,36,0,1,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,41.2444654462738,1,9
2401982,15,76,1-15-2024-076-04,4,1,2,1,3,210,7,0,0,160,07BRE909,B,R,E,9,09,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,41.2444654462738,1,9
2400092,23,2,1-23-2024-002-10,10,1,2,3,57,270,9,0,0,888,09LPLN01,L,P,L,N,01,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,18788.0442802386,5,9
2401982,15,76,1-15-2024-076-04,4,2,1,1,1,340,11,0,0,225,11FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,29,-28,10,42065,998,71,22,0,1,"Begins 54cm right of center point, extending left","Begins 54cm right of center point, extending left",15 cm right of center,108,0,156,0,108,15,6,8,12,15,12,10,,,41.2444654462738,1,9
2401995,26,54,1-26-2024-054-03,3,1,3,3,45,10,12,0,0,888,12F99999,F,9,9,9,99,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,9,8,Unknown,Unknown,Unknown,999,999,150,999,999,999,999,999,999,999,999,999,,,123.376705143315,10,9
2402003,15,79,1-15-2024-079-09,9,1,2,1,2,270,9,0,0,340,09LBEW01,L,B,E,W,01,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,7,2,"Begins 12cm rear of rear axle, extending rearward",Unknown,34cm rear of left rear axle.,999,999,999,999,66,999,999,999,999,999,999,999,,,117.566281270162,1,9
2402463,24,60,1-24-2024-060-05,5,1,1,3,48,30,1,0,0,888,01FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,-122,21,2,1,"Begins 92cm right of center point, extending left","Begins 92cm right of center point, extending left",102 cm left of center,184,0,185,0,184,26,26,12,7,10,11,14,,,24.2721053029394,1,9
2402336,24,57,1-24-2024-057-03,3,3,2,1,1,330,11,0,0,270,11LDAW02,L,D,A,W,02,1,1,0,0,30,56,8,3,17,-14,8,46162,998,-100,17,0,1,"Begins 60cm forward of front axle, extending rearward","Begins 60cm forward of front axle, extending rearward",28 cm forward of center,460,-23,460,-23,460,14,9,3,1,14,10,5,,,93.2665902000933,1,9
2401886,57,37,1-57-2024-037-03,3,2,3,1,3,200,7,0,0,215,07LYAW02,L,Y,A,W,02,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,6,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,168.570265700135,1,9
2402509,26,69,1-26-2024-069-03,3,1,7,3,48,350,12,0,0,888,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,9,2,Unknown,Unknown,OVERLAPPING DAMAGE,999,999,999,999,999,999,999,999,999,999,999,999,,,516.533434577292,10,9
2402509,26,69,1-26-2024-069-03,3,1,1,1,2,10,12,0,0,30,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,20,-20,-4,19897,998,-37,18,0,1,"Begins 59cm left of center point, extending right","Begins 59cm left of center point, extending right",56 cm left of center,118,0,158,0,118,15,15,10,5,1,0,0,,,516.533434577292,10,9
2402550,62,66,1-62-2024-066-03,3,2,1,1,1,330,11,0,0,0,11F9EW02,F,9,E,W,02,8,8,8,8,888,888,888,1,21,-18,10,77545,998,107,25,0,1,"Begins 79cm left of center point, extending right","Begins 64cm left of center point, extending right",19 cm left of center,128,0,158,999,999,28,20,28,24,17,12,6,,,324.669436286919,7,9
2402550,62,66,1-62-2024-066-03,3,2,3,3,68,0,12,0,0,888,12F9EW02,F,9,E,W,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,"Begins 67cm right of center point, extending left",Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,324.669436286919,7,9
2402640,82,65,1-82-2024-065-04,4,1,2,3,59,0,12,0,0,888,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,10,999,999,999,9999999,999,0,33,3,1,"Begins 70cm left of center point, extending right","Begins 70cm left of center point, extending right",29 cm right of center,140,0,160,0,140,27,6,19,26,27,17,18,,,531.382217055759,1,9
2402156,54,53,1-54-2024-053-07,7,1,1,3,51,20,1,0,0,888,01FRAE06,F,R,A,E,06,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,"Begins 61cm right of center point, extending right",Unknown,unknown,999,999,999,999,19,999,999,999,999,999,999,999,,,163.639088013261,9,9
2401626,13,44,1-13-2024-044-02,2,1,2,3,54,80,3,0,0,888,03FREE01,F,R,E,E,01,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,16.539360702524,7,9
2402101,27,66,1-27-2024-066-06,6,2,1,1,1,10,12,0,0,110,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,3,13,-13,-2,8227,998,-37,11,0,1,"Begins 54cm right of center point, extending right",Unknown,Front 76 cm right of center,999,999,999,999,22,999,999,999,999,999,999,999,,,22.8219831356438,3,9
2402120,26,57,1-26-2024-057-09,9,2,2,3,58,0,12,0,0,888,12F99999,F,9,9,9,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,9,8,Unknown,Unknown,OVERLAPPING DAMAGE,999,999,999,999,999,999,999,999,999,999,999,999,,,1548.92839261726,10,9
2401888,10,25,1-10-2024-025-08,8,1,4,3,61,0,12,0,0,888,12UDDW01,U,D,D,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,2,Not measured,Not Measured,Unknown,777,777,777,777,777,,,,,,,,999,999,469.660121887338,4,9
2402573,48,81,1-48-2024-081-04,4,1,1,4,79,10,12,0,0,888,12FRLN03,F,R,L,N,03,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,6,1,"Begins 65cm right of center point, extending right",Unknown,83 cm Right of front center point,999,999,170,80,30,999,999,999,999,999,999,999,,,97.455715732025,12,9
2402441,30,82,1-30-2024-082-07,7,2,1,1,1,60,2,0,0,290,02RFEW02,R,F,E,W,02,8,8,8,8,888,888,888,3,12,-6,-10,9941,998,-69,13,0,1,"Begins 246cm forward of rear axle, extending forward","Begins 236cm forward of rear axle, extending forward",318 cm forward of right rear axle.,80,149,80,154,70,29,0,2,6,11,16,29,,,1606.47008990451,10,9
2402069,30,71,1-30-2024-071-03,3,2,2,2,31,998,0,0,0,888,00LDAO02,L,D,A,O,02,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,2,Not measured,Not measured,Unknown,777,777,777,777,777,,,,,,,,999,999,437.500322170257,10,9
