CASEID,PSU,CASENO,CASENUMBER,CATEGORY,NMNO,NMFACTORTYPE,NMFACTOR,CASEWGT,PSUSTRAT,VERSION
2403346,24,92,1-24-2024-092-NM1,21,1,3,3002,23.1726143074507,1,9
2402543,25,60,1-25-2024-060-NM1,21,1,3,3019,46.3961698932894,2,9
2402543,25,60,1-25-2024-060-NM1,21,1,3,3012,46.3961698932894,2,9
2402379,26,68,1-26-2024-068-NM2,22,1,3,3003,401.065954850307,10,9
2402288,81,46,1-81-2024-046-NM2,22,1,3,3004,2408.08347527868,8,9
2403660,10,59,1-10-2024-059-NM2,22,1,3,3003,271.413807736263,4,9
2403660,10,59,1-10-2024-059-NM2,22,1,3,3002,271.413807736263,4,9
2403616,32,123,1-32-2024-123-NM1,21,1,3,3004,73.4062485290255,7,9
2403550,77,119,1-77-2024-119-NM1,21,1,3,3004,113.21347390618,9,9
2403641,29,39,1-29-2024-039-NM2,22,1,3,3001,381.081668154122,2,9
2403641,29,39,1-29-2024-039-NM2,22,1,3,3012,381.081668154122,2,9
2403641,29,39,1-29-2024-039-NM2,22,1,3,3017,381.081668154122,2,9
2402228,27,70,1-27-2024-070-NM2,22,1,3,3002,30.6673615919684,3,9
2402228,27,70,1-27-2024-070-NM2,22,1,3,3001,30.6673615919684,3,9
2404051,59,121,1-59-2024-121-NM2,22,1,3,3002,778.982106600467,6,9
2404051,59,121,1-59-2024-121-NM2,22,1,3,3012,778.982106600467,6,9
2402153,81,44,1-81-2024-044-NM2,22,1,3,3002,2513.96756463306,8,9
2402153,81,44,1-81-2024-044-NM2,22,1,3,3012,2513.96756463306,8,9
2402106,82,48,1-82-2024-048-NM2,22,1,3,3002,217.855164636431,1,9
2402106,82,48,1-82-2024-048-NM2,22,1,3,3006,217.855164636431,1,9
2402124,28,61,1-28-2024-061-NM2,22,1,3,3003,37.9334438090452,3,9
2402140,77,71,1-77-2024-071-NM1,21,1,3,3012,113.21347390618,9,9
2403403,29,33,1-29-2024-033-NM2,22,1,3,3002,717.115181555973,2,9
2404182,77,135,1-77-2024-135-NM2,22,1,3,3004,829.004115071482,9,9
2402542,16,78,1-16-2024-078-NM1,21,1,3,3002,21.9314980825962,5,9
2402542,16,78,1-16-2024-078-NM1,21,1,3,3012,21.9314980825962,5,9
2403799,69,82,1-69-2024-082-NM1,21,1,3,3019,12.0111452927932,8,9
2403799,69,82,1-69-2024-082-NM1,21,1,3,3003,12.0111452927932,8,9
2404179,60,59,1-60-2024-059-NM1,21,1,3,3001,43.22330010499,8,9
2402620,31,52,1-31-2024-052-NM2,22,1,3,3003,197.377933176122,6,9
2402620,31,52,1-31-2024-052-NM2,22,1,3,3018,197.377933176122,6,9
2402620,31,52,1-31-2024-052-NM2,22,1,3,3001,197.377933176122,6,9
2402620,31,52,1-31-2024-052-NM2,22,1,3,3002,197.377933176122,6,9
2404160,25,110,1-25-2024-110-NM2,22,1,3,3003,217.706177804094,2,9
2404160,25,110,1-25-2024-110-NM2,22,1,3,3002,217.706177804094,2,9
2403715,25,97,1-25-2024-097-NM2,22,1,3,3001,209.921679437629,2,9
2403715,25,97,1-25-2024-097-NM2,22,1,3,3019,209.921679437629,2,9
2400825,10,13,1-10-2024-013-NM1,21,1,3,3004,60.5767032793963,4,9
2403432,62,93,1-62-2024-093-NM2,22,1,3,3002,1033.17136515517,7,9
2402114,22,63,1-22-2024-063-NM2,22,1,3,3002,82.628551642103,12,9
2404100,20,107,1-20-2024-107-NM1,21,1,3,3002,44.2957867500321,11,9
2404100,20,107,1-20-2024-107-NM1,21,1,3,3006,44.2957867500321,11,9
2403198,33,54,1-33-2024-054-NM1,21,2,3,3016,55.7364737376608,12,9
2400815,23,13,1-23-2024-013-NM1,21,1,3,3004,75.3524398717664,5,9
2404700,69,110,1-69-2024-110-NM1,21,1,3,3010,7.66811372485411,8,9
2404267,15,171,1-15-2024-171-NM2,22,1,3,3004,27.5756522213656,1,9
2402593,57,54,1-57-2024-054-NM2,22,1,3,3012,570.311860030331,1,9
2402593,57,54,1-57-2024-054-NM2,22,1,3,3018,570.311860030331,1,9
2402972,11,82,1-11-2024-082-NM1,21,1,3,3011,37.1071357763572,8,9
2402972,11,82,1-11-2024-082-NM1,21,1,3,3012,37.1071357763572,8,9
2403389,15,132,1-15-2024-132-NM2,22,1,3,3003,43.1774985201338,1,9
2403389,15,132,1-15-2024-132-NM2,22,1,3,3002,43.1774985201338,1,9
2403389,15,132,1-15-2024-132-NM2,22,1,3,3001,43.1774985201338,1,9
2402933,77,98,1-77-2024-098-NM1,21,1,3,3001,113.21347390618,9,9
2403877,17,122,1-17-2024-122-NM2,22,1,3,3019,97.286021862156,4,9
2403877,17,122,1-17-2024-122-NM2,22,1,3,3003,97.286021862156,4,9
2403877,17,122,1-17-2024-122-NM2,22,1,3,3002,97.286021862156,4,9
2404828,25,128,1-25-2024-128-NM1,21,1,3,3012,46.3961698932894,2,9
2404828,25,128,1-25-2024-128-NM1,21,1,3,3019,46.3961698932894,2,9
2403157,62,84,1-62-2024-084-NM1,21,1,3,3011,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,1,3,3002,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,1,3,3003,50.4228553346501,7,9
2402692,69,50,1-69-2024-050-NM1,21,1,3,3012,7.66811372485411,8,9
2402692,69,50,1-69-2024-050-NM1,21,1,3,3002,7.66811372485411,8,9
2403177,13,71,1-13-2024-071-NM1,21,1,3,3002,64.2373320511644,7,9
2403177,13,71,1-13-2024-071-NM1,21,1,3,3012,64.2373320511644,7,9
2402571,32,94,1-32-2024-094-NM1,21,1,3,3012,27.5926066558606,7,9
2402571,32,94,1-32-2024-094-NM1,21,1,3,3002,27.5926066558606,7,9
2404650,82,126,1-82-2024-126-NM2,22,1,3,3001,272.240647923415,1,9
2404650,82,126,1-82-2024-126-NM2,22,1,3,3012,272.240647923415,1,9
2403754,21,79,1-21-2024-079-NM1,21,1,3,3019,15.3205421761938,11,9
2403754,21,79,1-21-2024-079-NM1,21,1,3,3003,15.3205421761938,11,9
2403754,21,79,1-21-2024-079-NM1,21,1,3,3002,15.3205421761938,11,9
2400618,16,20,1-16-2024-020-NM1,21,1,3,3005,19.3635256654646,5,9
2400618,16,20,1-16-2024-020-NM1,21,1,3,3006,19.3635256654646,5,9
2400618,16,20,1-16-2024-020-NM1,21,1,3,3004,19.3635256654646,5,9
2404886,22,148,1-22-2024-148-NM2,22,1,3,3002,35.1496027167127,12,9
2404886,22,148,1-22-2024-148-NM2,22,1,3,3012,35.1496027167127,12,9
2404886,22,148,1-22-2024-148-NM2,22,1,3,3017,35.1496027167127,12,9
2404924,12,94,1-12-2024-094-NM1,21,1,3,3019,263.286057296844,9,9
2404029,82,106,1-82-2024-106-NM2,22,1,3,3001,313.918669121444,1,9
2404029,82,106,1-82-2024-106-NM2,22,1,3,3012,313.918669121444,1,9
2401718,21,32,1-21-2024-032-NM2,22,1,3,3019,2513.96756463306,11,9
2401718,21,32,1-21-2024-032-NM2,22,1,3,3004,2513.96756463306,11,9
2401718,21,32,1-21-2024-032-NM2,22,1,3,3009,2513.96756463306,11,9
2404053,10,70,1-10-2024-070-NM1,21,1,3,3012,31.3806248143146,4,9
2404053,10,70,1-10-2024-070-NM1,21,1,3,3011,31.3806248143146,4,9
2405266,59,155,1-59-2024-155-NM2,22,1,3,3007,265.224171982023,6,9
2401773,33,29,1-33-2024-029-NM2,22,1,3,3004,84.6784527844662,12,9
2401773,33,29,1-33-2024-029-NM2,22,1,3,3019,84.6784527844662,12,9
2401773,33,29,1-33-2024-029-NM2,22,1,3,3009,84.6784527844662,12,9
2404084,69,91,1-69-2024-091-NM2,22,1,3,3019,98.6054556454264,8,9
2404084,69,91,1-69-2024-091-NM2,22,1,3,3012,98.6054556454264,8,9
2404084,69,91,1-69-2024-091-NM2,22,1,3,3002,98.6054556454264,8,9
2404140,15,164,1-15-2024-164-NM2,22,1,3,3002,26.3765495179532,1,9
2400118,69,3,1-69-2024-003-NM1,21,1,1,1068,7.66811372485411,8,9
2400118,69,3,1-69-2024-003-NM1,21,1,1,1060,7.66811372485411,8,9
2400079,59,5,1-59-2024-005-NM2,22,1,1,1072,326.257763636632,6,9
2400050,69,1,1-69-2024-001-NM1,21,1,1,1068,7.66811372485411,8,9
2400050,69,1,1-69-2024-001-NM1,21,1,1,1042,7.66811372485411,8,9
2400729,32,21,1-32-2024-021-NM1,21,1,1,1066,10.924164677076,7,9
2400112,28,2,1-28-2024-002-NM2,22,1,1,1096,55.8454658150129,3,9
2401016,24,22,1-24-2024-022-NM1,21,1,1,1101,81.6170730667138,1,9
2400684,59,25,1-59-2024-025-NM2,22,1,1,1060,264.2527724963,6,9
2400625,60,9,1-60-2024-009-NM1,21,1,1,1060,140.53984277194,8,9
2400447,67,5,1-67-2024-005-NM2,22,1,1,1060,483.798087598719,7,9
2401085,77,38,1-77-2024-038-NM2,22,1,1,1056,297.636915073691,9,9
2400111,16,3,1-16-2024-003-NM2,22,1,1,1060,1277.06637139415,5,9
2400112,28,2,1-28-2024-002-NM2,22,1,1,1060,55.8454658150129,3,9
2401053,27,34,1-27-2024-034-NM2,22,1,1,1053,32.7871735473087,3,9
2401306,26,31,1-26-2024-031-NM1,21,1,1,1060,25.7030205312635,10,9
2401297,27,43,1-27-2024-043-NM1,21,1,1,1062,20.2398432682456,3,9
2401297,27,43,1-27-2024-043-NM1,21,1,1,1064,20.2398432682456,3,9
2401027,16,33,1-16-2024-033-NM2,22,1,1,1091,439.019791611487,5,9
2402080,11,53,1-11-2024-053-NM1,21,1,1,1087,37.1071357763572,8,9
2402195,79,44,1-79-2024-044-NM2,22,1,1,1062,110.555038236303,8,9
2401752,13,46,1-13-2024-046-NM2,22,1,1,1026,2482.68938093394,7,9
2401844,26,46,1-26-2024-046-NM1,21,1,1,1063,25.7030205312635,10,9
2401844,26,46,1-26-2024-046-NM1,21,1,1,1060,25.7030205312635,10,9
2402344,16,69,1-16-2024-069-NM1,21,1,1,1060,26.1808531062603,5,9
2400693,77,22,1-77-2024-022-NM2,22,1,1,1065,426.24158292944,9,9
2402148,59,67,1-59-2024-067-NM1,21,1,1,1066,62.3822922049643,6,9
2402148,59,67,1-59-2024-067-NM1,21,1,1,1064,62.3822922049643,6,9
2402288,81,46,1-81-2024-046-NM2,22,1,1,1062,2408.08347527868,8,9
2402288,81,46,1-81-2024-046-NM2,22,2,1,1062,2408.08347527868,8,9
2402090,16,59,1-16-2024-059-NM1,21,1,1,1060,19.3635256654646,5,9
2402083,24,50,1-24-2024-050-NM1,21,1,1,1066,23.1726143074507,1,9
2402620,31,52,1-31-2024-052-NM2,22,1,1,1062,197.377933176122,6,9
2402289,81,47,1-81-2024-047-NM1,21,1,1,1060,30.4851567966787,8,9
2402502,32,90,1-32-2024-090-NM1,21,1,1,1053,20.533614820255,7,9
2401750,57,33,1-57-2024-033-NM1,21,1,1,1065,38.5305215581579,1,9
2402267,31,43,1-31-2024-043-NM2,22,1,1,1042,197.377933176122,6,9
2401665,24,37,1-24-2024-037-NM2,22,1,1,1060,87.1884768897586,1,9
2402738,32,98,1-32-2024-098-NM1,21,1,1,1082,72.5717518696977,7,9
2402956,12,50,1-12-2024-050-NM2,22,1,1,1064,639.059715073345,9,9
2401453,22,45,1-22-2024-045-NM2,22,1,1,1063,29.8393033504253,12,9
2403102,16,93,1-16-2024-093-NM2,22,1,1,1066,346.176563309069,5,9
2400831,77,28,1-77-2024-028-NM2,22,1,1,1062,330.223105550016,9,9
2400831,77,28,1-77-2024-028-NM2,22,1,1,1064,330.223105550016,9,9
2403191,12,53,1-12-2024-053-NM2,22,1,1,1013,279.612696685556,9,9
2400815,23,13,1-23-2024-013-NM1,21,1,1,1060,75.3524398717664,5,9
2402975,24,81,1-24-2024-081-NM2,22,1,1,1065,262.129476205265,1,9
2403715,25,97,1-25-2024-097-NM2,22,1,1,1060,209.921679437629,2,9
2402228,27,70,1-27-2024-070-NM2,22,1,1,1063,30.6673615919684,3,9
2402868,32,101,1-32-2024-101-NM1,21,1,1,1060,21.5942405462542,7,9
2403020,22,90,1-22-2024-090-NM2,22,1,1,1062,24.4305122731702,12,9
2403020,22,90,1-22-2024-090-NM2,22,1,1,1064,24.4305122731702,12,9
2403346,24,92,1-24-2024-092-NM1,21,1,1,1013,23.1726143074507,1,9
2402344,16,69,1-16-2024-069-NM1,21,1,1,1061,26.1808531062603,5,9
2402288,81,46,1-81-2024-046-NM2,22,1,1,1063,2408.08347527868,8,9
2403378,16,98,1-16-2024-098-NM1,21,1,1,1064,23.4984908001716,5,9
2402148,59,67,1-59-2024-067-NM1,21,1,1,1063,62.3822922049643,6,9
2403641,29,39,1-29-2024-039-NM2,22,1,1,1066,381.081668154122,2,9
2400677,11,17,1-11-2024-017-NM1,21,1,1,1064,37.1071357763572,8,9
2403403,29,33,1-29-2024-033-NM2,22,1,1,1063,717.115181555973,2,9
2404053,10,70,1-10-2024-070-NM1,21,1,2,2009,31.3806248143146,4,9
2402593,57,54,1-57-2024-054-NM2,22,1,2,2009,570.311860030331,1,9
2403389,15,132,1-15-2024-132-NM2,22,1,2,2001,43.1774985201338,1,9
2402289,81,47,1-81-2024-047-NM1,21,1,2,2009,30.4851567966787,8,9
2400923,21,22,1-21-2024-022-NM1,21,1,2,2009,12.4076963253184,11,9
2404828,25,128,1-25-2024-128-NM1,21,1,2,2003,46.3961698932894,2,9
2401146,20,28,1-20-2024-028-NM1,21,1,2,2009,43.971490849978,11,9
2403157,62,84,1-62-2024-084-NM1,21,1,2,2009,50.4228553346501,7,9
2404902,57,145,1-57-2024-145-NM2,22,1,2,2009,184.840196410829,1,9
2403849,62,106,1-62-2024-106-NM1,21,1,2,2009,41.0383325582026,7,9
2401718,21,32,1-21-2024-032-NM2,22,1,2,2009,2513.96756463306,11,9
2404943,24,137,1-24-2024-137-NM2,22,1,2,2004,103.775968566411,1,9
2402256,21,45,1-21-2024-045-NM1,21,1,2,2009,17.4486412062215,11,9
2403213,24,89,1-24-2024-089-NM1,21,1,2,2009,23.1726143074507,1,9
2403157,62,84,1-62-2024-084-NM1,21,2,2,2009,50.4228553346501,7,9
2404707,11,143,1-11-2024-143-NM2,22,1,2,2006,2037.79059287364,8,9
2402769,21,56,1-21-2024-056-NM1,21,1,2,2009,32.5426329002838,11,9
2403799,69,82,1-69-2024-082-NM1,21,1,2,2009,12.0111452927932,8,9
2403847,81,94,1-81-2024-094-NM1,21,1,2,2009,39.6531790525059,8,9
2404089,33,76,1-33-2024-076-NM2,22,1,2,2009,228.732430580773,12,9
2405574,16,126,1-16-2024-126-NM1,21,1,2,2009,196.102077456907,5,9
2402841,24,79,1-24-2024-079-NM1,21,1,2,2009,23.1726143074507,1,9
2405843,11,178,1-11-2024-178-NM2,22,1,2,2009,142.256664296033,8,9
2406292,22,191,1-22-2024-191-NM2,22,1,2,2008,24.4305122731702,12,9
2405998,20,141,1-20-2024-141-NM1,21,1,2,2009,35.0220589332575,11,9
2404706,11,142,1-11-2024-142-NM1,21,1,2,2009,37.1071357763572,8,9
2400118,69,3,1-69-2024-003-NM1,21,1,2,2009,7.66811372485411,8,9
2400052,27,1,1-27-2024-001-NM1,21,1,2,2009,20.5862279366663,3,9
2404711,25,125,1-25-2024-125-NM1,21,1,2,2009,55.4169403670828,2,9
2404276,81,106,1-81-2024-106-NM1,21,1,2,2009,34.7221032435964,8,9
2400052,27,1,1-27-2024-001-NM1,21,2,2,2009,20.5862279366663,3,9
2404182,77,135,1-77-2024-135-NM2,22,1,2,2009,829.004115071482,9,9
2405953,27,183,1-27-2024-183-NM2,22,1,2,2003,130.19869272293,3,9
2401724,22,52,1-22-2024-052-NM2,22,1,2,2008,30.6635507189318,12,9
2403616,32,123,1-32-2024-123-NM1,21,1,2,2009,73.4062485290255,7,9
2405993,29,104,1-29-2024-104-NM1,21,1,2,2004,46.066249775962,2,9
2406352,26,138,1-26-2024-138-NM1,21,1,2,2009,89.692806404866,10,9
2404890,30,167,1-30-2024-167-NM2,22,1,2,2009,814.767720370494,10,9
2404202,52,45,1-52-2024-045-NM1,21,1,2,2009,23.3488363699868,12,9
2404700,69,110,1-69-2024-110-NM1,21,1,2,2009,7.66811372485411,8,9
2404374,29,60,1-29-2024-060-NM1,21,1,2,2009,40.3751173333703,2,9
2405560,57,173,1-57-2024-173-NM2,22,1,2,2008,166.164473508738,1,9
2403576,30,126,1-30-2024-126-NM2,22,1,2,2009,516.81832296578,10,9
2403980,66,81,1-66-2024-081-NM2,22,1,2,2009,110.074249285118,6,9
2405263,81,135,1-81-2024-135-NM1,21,1,2,2009,20.6268312285561,8,9
2405420,30,185,1-30-2024-185-NM1,21,1,2,2009,122.593345274421,10,9
2405604,29,93,1-29-2024-093-NM1,21,1,2,2008,118.587450301321,2,9
2405578,32,150,1-32-2024-150-NM1,21,1,2,2009,61.8412176679644,7,9
2406091,32,158,1-32-2024-158-NM1,21,1,2,2009,128.080968764564,7,9
2406368,20,150,1-20-2024-150-NM2,22,1,2,2009,450.978616278898,11,9
2406347,32,163,1-32-2024-163-NM1,21,1,2,2009,47.5537279263516,7,9
2403048,10,45,1-10-2024-045-NM2,22,1,2,2009,461.067694088124,4,9
2404924,12,94,1-12-2024-094-NM1,21,1,2,2009,263.286057296844,9,9
2404592,11,140,1-11-2024-140-NM1,21,1,2,2009,37.1071357763572,8,9
2402832,69,55,1-69-2024-055-NM1,21,1,2,2009,7.66811372485411,8,9
2404582,24,129,1-24-2024-129-NM1,21,1,2,2009,23.1726143074507,1,9
2405870,81,152,1-81-2024-152-NM1,21,1,2,2009,20.2135532866767,8,9
2401442,26,39,1-26-2024-039-NM1,21,1,4,4015,25.7030205312635,10,9
2405218,28,164,1-28-2024-164-NM2,22,1,4,4098,142.962485684357,3,9
2405595,52,55,1-52-2024-055-NM2,22,1,4,4005,153.764846051201,12,9
2405527,48,179,1-48-2024-179-NM1,21,1,4,4003,85.8427679861707,12,9
2404477,27,140,1-27-2024-140-NM2,22,1,4,4005,26.6993316813968,3,9
2404273,81,103,1-81-2024-103-NM1,21,1,4,4012,34.7221032435964,8,9
2405972,21,146,1-21-2024-146-NM1,21,1,4,4098,9.08918343004306,11,9
2404650,82,126,1-82-2024-126-NM2,22,1,4,4017,272.240647923415,1,9
2404089,33,76,1-33-2024-076-NM2,22,1,4,4002,228.732430580773,12,9
2406292,22,191,1-22-2024-191-NM2,22,1,4,4017,24.4305122731702,12,9
2404933,33,96,1-33-2024-096-NM2,22,1,4,4093,151.096542186302,12,9
2405276,77,169,1-77-2024-169-NM1,21,4,4,4002,113.21347390618,9,9
2404927,54,110,1-54-2024-110-NM1,21,1,4,4012,158.05614243884,9,9
2406323,14,132,1-14-2024-132-NM2,22,1,4,4005,464.271661627575,8,9
2405047,33,97,1-33-2024-097-NM1,21,1,4,4002,55.4261582929793,12,9
2405047,33,97,1-33-2024-097-NM1,21,2,4,4002,55.4261582929793,12,9
2406194,82,169,1-82-2024-169-NM2,22,1,4,4093,291.351098901355,1,9
2405228,82,149,1-82-2024-149-NM2,22,1,4,4007,530.041651146454,1,9
2406202,26,134,1-26-2024-134-NM1,21,1,4,4098,112.32218986867,10,9
2405547,30,189,1-30-2024-189-NM1,21,2,4,4006,33.3381262919494,10,9
2405574,16,126,1-16-2024-126-NM1,21,1,4,4008,196.102077456907,5,9
2405574,16,126,1-16-2024-126-NM1,21,1,4,4003,196.102077456907,5,9
2405715,76,166,1-76-2024-166-NM1,21,1,4,4012,85.5567201400254,3,9
2400079,59,5,1-59-2024-005-NM2,22,1,5,5008,326.257763636632,6,9
2400693,77,22,1-77-2024-022-NM2,22,1,5,5003,426.24158292944,9,9
2401085,77,38,1-77-2024-038-NM2,22,1,5,5008,297.636915073691,9,9
2400677,11,17,1-11-2024-017-NM1,21,1,5,5004,37.1071357763572,8,9
2400488,57,9,1-57-2024-009-NM1,21,1,5,5002,15.1868109907281,1,9
2401297,27,43,1-27-2024-043-NM1,21,1,5,5004,20.2398432682456,3,9
2400815,23,13,1-23-2024-013-NM1,21,1,5,5003,75.3524398717664,5,9
2401453,22,45,1-22-2024-045-NM2,22,1,5,5004,29.8393033504253,12,9
2401750,57,33,1-57-2024-033-NM1,21,1,5,5003,38.5305215581579,1,9
2402090,16,59,1-16-2024-059-NM1,21,1,5,5001,19.3635256654646,5,9
2401027,16,33,1-16-2024-033-NM2,22,2,5,5004,439.019791611487,5,9
2401027,16,33,1-16-2024-033-NM2,22,1,5,5004,439.019791611487,5,9
2401339,59,43,1-59-2024-043-NM2,22,1,5,5004,260.431399312795,6,9
2401755,81,34,1-81-2024-034-NM1,21,1,5,5001,46.909790827141,8,9
2401844,26,46,1-26-2024-046-NM1,21,1,5,5004,25.7030205312635,10,9
2401085,77,38,1-77-2024-038-NM2,22,1,5,5004,297.636915073691,9,9
2402106,82,48,1-82-2024-048-NM2,22,1,5,5003,217.855164636431,1,9
2402114,22,63,1-22-2024-063-NM2,22,1,5,5004,82.628551642103,12,9
2400684,59,25,1-59-2024-025-NM2,22,1,5,5003,264.2527724963,6,9
2400684,59,25,1-59-2024-025-NM2,22,1,5,5004,264.2527724963,6,9
2402288,81,46,1-81-2024-046-NM2,22,1,5,5001,2408.08347527868,8,9
2402288,81,46,1-81-2024-046-NM2,22,2,5,5001,2408.08347527868,8,9
2402228,27,70,1-27-2024-070-NM2,22,1,5,5004,30.6673615919684,3,9
2402083,24,50,1-24-2024-050-NM1,21,1,5,5003,23.1726143074507,1,9
2402420,48,79,1-48-2024-079-NM1,21,1,5,5008,85.8427679861707,12,9
2402288,81,46,1-81-2024-046-NM2,22,1,5,5008,2408.08347527868,8,9
2402148,59,67,1-59-2024-067-NM1,21,1,5,5004,62.3822922049643,6,9
2402148,59,67,1-59-2024-067-NM1,21,1,5,5008,62.3822922049643,6,9
2400662,26,13,1-26-2024-013-NM2,22,1,5,5004,1176.30815772609,10,9
2402638,82,63,1-82-2024-063-NM2,22,1,5,5003,317.115950685831,1,9
2402638,82,63,1-82-2024-063-NM2,22,1,5,5004,317.115950685831,1,9
2402956,12,50,1-12-2024-050-NM2,22,1,5,5004,639.059715073345,9,9
2400831,77,28,1-77-2024-028-NM2,22,1,5,5001,330.223105550016,9,9
2400831,77,28,1-77-2024-028-NM2,22,1,5,5004,330.223105550016,9,9
2403102,16,93,1-16-2024-093-NM2,22,1,5,5003,346.176563309069,5,9
2404140,15,164,1-15-2024-164-NM2,22,1,3,3003,26.3765495179532,1,9
2404117,24,116,1-24-2024-116-NM2,22,1,3,3002,150.695729579903,1,9
2404117,24,116,1-24-2024-116-NM2,22,1,3,3012,150.695729579903,1,9
2404117,24,116,1-24-2024-116-NM2,22,1,3,3020,150.695729579903,1,9
2405121,22,155,1-22-2024-155-NM2,22,1,3,3002,64.1408737687855,12,9
2404218,24,120,1-24-2024-120-NM2,22,1,3,3003,253.744000679976,1,9
2404218,24,120,1-24-2024-120-NM2,22,1,3,3002,253.744000679976,1,9
2404163,25,113,1-25-2024-113-NM2,22,1,3,3015,217.706177804094,2,9
2405560,57,173,1-57-2024-173-NM2,22,1,3,3011,166.164473508738,1,9
2403275,20,88,1-20-2024-088-NM2,22,1,3,3019,204.607683671141,11,9
2403275,20,88,1-20-2024-088-NM2,22,1,3,3002,204.607683671141,11,9
2403275,20,88,1-20-2024-088-NM2,22,1,3,3009,204.607683671141,11,9
2405069,11,151,1-11-2024-151-NM1,21,1,3,3004,37.1071357763572,8,9
2403213,24,89,1-24-2024-089-NM1,21,1,3,3019,23.1726143074507,1,9
2404202,52,45,1-52-2024-045-NM1,21,1,3,3019,23.3488363699868,12,9
2404202,52,45,1-52-2024-045-NM1,21,1,3,3012,23.3488363699868,12,9
2403413,81,77,1-81-2024-077-NM1,21,1,3,3005,23.4695700092411,8,9
2403509,82,89,1-82-2024-089-NM2,22,1,3,3006,184.00474438731,1,9
2402769,21,56,1-21-2024-056-NM1,21,1,3,3002,32.5426329002838,11,9
2402769,21,56,1-21-2024-056-NM1,21,1,3,3012,32.5426329002838,11,9
2403576,30,126,1-30-2024-126-NM2,22,1,3,3002,516.81832296578,10,9
2403576,30,126,1-30-2024-126-NM2,22,1,3,3003,516.81832296578,10,9
2403628,26,103,1-26-2024-103-NM2,22,1,3,3019,471.653968173224,10,9
2403628,26,103,1-26-2024-103-NM2,22,1,3,3013,471.653968173224,10,9
2404502,31,95,1-31-2024-095-NM2,22,1,3,3006,343.437603726452,6,9
2404502,31,95,1-31-2024-095-NM2,22,1,3,3007,343.437603726452,6,9
2405276,77,169,1-77-2024-169-NM1,21,1,3,3011,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,1,3,3012,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,1,3,3002,113.21347390618,9,9
2405218,28,164,1-28-2024-164-NM2,22,1,3,3003,142.962485684357,3,9
2403847,81,94,1-81-2024-094-NM1,21,1,3,3002,39.6531790525059,8,9
2403847,81,94,1-81-2024-094-NM1,21,1,3,3012,39.6531790525059,8,9
2402090,16,59,1-16-2024-059-NM1,21,1,3,3012,19.3635256654646,5,9
2402090,16,59,1-16-2024-059-NM1,21,1,3,3019,19.3635256654646,5,9
2402090,16,59,1-16-2024-059-NM1,21,1,3,3002,19.3635256654646,5,9
2405394,10,107,1-10-2024-107-NM1,21,1,3,3003,36.1764362071444,4,9
2405394,10,107,1-10-2024-107-NM1,21,1,3,3002,36.1764362071444,4,9
2405547,30,189,1-30-2024-189-NM1,21,1,3,3012,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,3,3002,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,3,3017,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,2,3,3012,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,2,3,3002,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,2,3,3017,33.3381262919494,10,9
2405730,26,128,1-26-2024-128-NM1,21,1,3,3011,26.5232523906936,10,9
2405276,77,169,1-77-2024-169-NM1,21,2,3,3011,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,2,3,3002,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,2,3,3012,113.21347390618,9,9
2401755,81,34,1-81-2024-034-NM1,21,1,3,3019,46.909790827141,8,9
2404354,12,79,1-12-2024-079-NM2,22,1,3,3017,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,3,3014,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,3,3019,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,3,3002,719.957760795501,9,9
2404463,14,82,1-14-2024-082-NM2,22,1,3,3002,398.655902879135,8,9
2404463,14,82,1-14-2024-082-NM2,22,1,3,3012,398.655902879135,8,9
2404463,14,82,1-14-2024-082-NM2,22,1,3,3003,398.655902879135,8,9
2404582,24,129,1-24-2024-129-NM1,21,1,3,3002,23.1726143074507,1,9
2404582,24,129,1-24-2024-129-NM1,21,1,3,3012,23.1726143074507,1,9
2404582,24,129,1-24-2024-129-NM1,21,1,3,3019,23.1726143074507,1,9
2403998,25,103,1-25-2024-103-NM1,21,1,3,3012,55.4169403670828,2,9
2404374,29,60,1-29-2024-060-NM1,21,1,3,3011,40.3751173333703,2,9
2404374,29,60,1-29-2024-060-NM1,21,1,3,3012,40.3751173333703,2,9
2404374,29,60,1-29-2024-060-NM1,21,1,3,3019,40.3751173333703,2,9
2405854,29,101,1-29-2024-101-NM2,22,1,3,3011,1234.79079181352,2,9
2404711,25,125,1-25-2024-125-NM1,21,1,3,3019,55.4169403670828,2,9
