CASEID,PSU,CASENO,CASENUMBER,CATEGORY,NMNO,NMFACTORTYPE,NMFACTOR,CASEWGT,PSUSTRAT,VERSION
2404711,25,125,1-25-2024-125-NM1,21,1,3,3011,55.4169403670828,2,9
2404276,81,106,1-81-2024-106-NM1,21,1,3,3002,34.7221032435964,8,9
2404276,81,106,1-81-2024-106-NM1,21,1,3,3004,34.7221032435964,8,9
2404276,81,106,1-81-2024-106-NM1,21,1,3,3019,34.7221032435964,8,9
2404449,11,136,1-11-2024-136-NM1,21,1,3,3012,37.1071357763572,8,9
2404449,11,136,1-11-2024-136-NM1,21,1,3,3002,37.1071357763572,8,9
2404449,11,136,1-11-2024-136-NM1,21,1,3,3019,37.1071357763572,8,9
2404760,32,138,1-32-2024-138-NM1,21,1,3,3002,41.8806863445024,7,9
2401183,22,34,1-22-2024-034-NM2,22,1,5,5001,24.4305122731702,12,9
2402990,32,105,1-32-2024-105-NM2,22,1,5,5004,564.925282878733,7,9
2403003,26,86,1-26-2024-086-NM1,21,1,5,5004,25.7030205312635,10,9
2403641,29,39,1-29-2024-039-NM2,22,1,5,5003,381.081668154122,2,9
2402975,24,81,1-24-2024-081-NM2,22,1,5,5003,262.129476205265,1,9
2403715,25,97,1-25-2024-097-NM2,22,1,5,5004,209.921679437629,2,9
2401793,20,53,1-20-2024-053-NM2,22,1,5,5004,172.732860679058,11,9
2403020,22,90,1-22-2024-090-NM2,22,1,5,5001,24.4305122731702,12,9
2403020,22,90,1-22-2024-090-NM2,22,1,5,5004,24.4305122731702,12,9
2403403,29,33,1-29-2024-033-NM2,22,1,5,5004,717.115181555973,2,9
2402376,15,92,1-15-2024-092-NM2,22,1,5,5008,172.627983004139,1,9
2403378,16,98,1-16-2024-098-NM1,21,1,5,5004,23.4984908001716,5,9
2402767,27,90,1-27-2024-090-NM2,22,1,5,5003,33.2945661482558,3,9
2403644,21,77,1-21-2024-077-NM2,22,1,5,5004,1397.14293235216,11,9
2402377,15,93,1-15-2024-093-NM2,22,1,5,5004,172.627983004139,1,9
2401800,60,18,1-60-2024-018-NM1,21,1,5,5004,135.73456108388,8,9
2401800,60,18,1-60-2024-018-NM1,21,1,5,5002,135.73456108388,8,9
2404273,81,103,1-81-2024-103-NM1,21,1,5,5008,34.7221032435964,8,9
2404179,60,59,1-60-2024-059-NM1,21,1,5,5004,43.22330010499,8,9
2403886,24,109,1-24-2024-109-NM1,21,1,5,5008,23.1726143074507,1,9
2404202,52,45,1-52-2024-045-NM1,21,1,5,5004,23.3488363699868,12,9
2402620,31,52,1-31-2024-052-NM2,22,1,5,5001,197.377933176122,6,9
2402620,31,52,1-31-2024-052-NM2,22,1,5,5004,197.377933176122,6,9
2402547,59,79,1-59-2024-079-NM1,21,1,5,5003,62.3822922049643,6,9
2401206,31,25,1-31-2024-025-NM2,22,1,5,5003,197.377933176122,6,9
2401790,81,35,1-81-2024-035-NM1,21,1,5,5004,46.909790827141,8,9
2404371,22,130,1-22-2024-130-NM2,22,1,5,5004,24.4305122731702,12,9
2403660,10,59,1-10-2024-059-NM2,22,1,5,5004,271.413807736263,4,9
2402933,77,98,1-77-2024-098-NM1,21,1,5,5008,113.21347390618,9,9
2403963,18,109,1-18-2024-109-NM2,22,1,5,5004,178.115957125676,6,9
2404650,82,126,1-82-2024-126-NM2,22,1,5,5003,272.240647923415,1,9
2405074,16,123,1-16-2024-123-NM1,21,1,5,5003,43.3211199928482,5,9
2405167,57,157,1-57-2024-157-NM1,21,1,5,5003,19.2604769426058,1,9
2404887,17,158,1-17-2024-158-NM2,22,1,5,5004,62.2469031035836,4,9
2404886,22,148,1-22-2024-148-NM2,22,1,5,5003,35.1496027167127,12,9
2404886,22,148,1-22-2024-148-NM2,22,1,5,5004,35.1496027167127,12,9
2404029,82,106,1-82-2024-106-NM2,22,1,5,5003,313.918669121444,1,9
2404825,24,135,1-24-2024-135-NM2,22,1,5,5003,43.9956216097119,1,9
2401715,26,45,1-26-2024-045-NM2,22,1,5,5004,339.064613159241,10,9
2404943,24,137,1-24-2024-137-NM2,22,1,5,5004,103.775968566411,1,9
2405106,27,161,1-27-2024-161-NM2,22,1,5,5003,35.0197990231484,3,9
2401980,26,53,1-26-2024-053-NM2,22,1,5,5004,326.204869245419,10,9
2402090,16,59,1-16-2024-059-NM1,21,1,5,5008,19.3635256654646,5,9
2404160,25,110,1-25-2024-110-NM2,22,1,5,5004,217.706177804094,2,9
2404160,25,110,1-25-2024-110-NM2,22,1,5,5003,217.706177804094,2,9
2405049,30,174,1-30-2024-174-NM1,21,1,5,5004,35.2170995864478,10,9
2405303,30,179,1-30-2024-179-NM2,22,1,5,5004,503.501583789456,10,9
2405444,17,180,1-17-2024-180-NM2,22,1,5,5004,245.767819800364,4,9
2403413,81,77,1-81-2024-077-NM1,21,1,5,5008,23.4695700092411,8,9
2405527,48,179,1-48-2024-179-NM1,21,1,5,5003,85.8427679861707,12,9
2402168,48,72,1-48-2024-072-NM2,22,1,5,5004,76.3842355060005,12,9
2402168,48,72,1-48-2024-072-NM2,22,1,5,5003,76.3842355060005,12,9
2404569,18,121,1-18-2024-121-NM2,22,1,5,5004,142.413843051628,6,9
2404422,33,84,1-33-2024-084-NM1,21,1,5,5004,41.0900179301514,12,9
2404946,60,72,1-60-2024-072-NM1,21,1,5,5003,43.22330010499,8,9
2406202,26,134,1-26-2024-134-NM1,21,2,5,5008,112.32218986867,10,9
