CASEID,PSU,CASENO,CASENUMBER,CATEGORY,JKWGT1,JKWGT2,JKWGT3,JKWGT4,JKWGT5,JKWGT6,JKWGT7,JKWGT8,JKWGT9,JKWGT10,JKWGT11,JKWGT12,JKWGT13,JKWGT14,JKWGT15,JKWGT16,JKWGT17,JKWGT18,JKWGT19,JKWGT20,JKWGT21,JKWGT22,JKWGT23,JKWGT24,JKWGT25,JKWGT26,JKWGT27,JKWGT28,JKWGT29,JKWGT30,JKWGT31,JKWGT32,JKWGT33,JKWGT34,JKWGT35,JKWGT36,JKWGT37,JKWGT38,JKWGT39,JKWGT40,CASEWGT,PSUSTRAT,VERSION
2406091,32,158,1-32-2024-158-NM1,21,126.44402547,129.74061064,127.39241936,128.77700176,125.97666682,129.93085924,128.08096876,128.08096876,128.08096876,128.08096876,126.64433659,129.70197695,139.55278091,119.14904942,128.08096876,128.08096876,128.08096876,128.08096876,118.96922933,138.08331198,0,227.04351283,133.18909581,123.55367413,126.1972285,130.6824706,132.48727399,124.18598622,128.08096876,128.08096876,128.08096876,128.08096876,127.11853611,129.05808603,128.48844621,127.67606763,128.08096876,128.08096876,128.08096876,128.08096876,128.080968764564,7,9
2401599,52,23,1-52-2024-023-03,3,18.685190649,18.70895646,18.691708664,18.702134297,18.680710056,18.713784795,18.762530744,18.628125556,18.611512294,18.782911343,18.686438821,18.707667455,18.937436907,18.442518876,18.617751105,18.772937831,19.713706859,17.775780915,18.702271518,18.691337617,18.711601799,18.683157071,18.708416936,18.686379551,18.688810541,18.705090144,18.71071254,18.684103762,18.781752645,18.612877751,14.934602529,25.774138571,18.707991539,18.686034116,18.681406904,18.713100187,38.473145254,0,18.781835801,18.609463423,18.6968585475994,12,9
2406094,82,167,1-82-2024-167-02,2,60.332870577,0,30.21085761,30.53920856,30.399727519,30.34860695,30.374145725,30.374145725,30.374145725,30.374145725,30.3406815,30.407683851,29.924673579,30.837326019,30.374145725,30.374145725,30.374145725,30.374145725,29.155981998,31.698539856,30.684286524,30.070211676,31.104529524,29.677276106,30.573786679,30.177095091,30.707831971,30.047633517,30.374145725,30.374145725,30.374145725,30.374145725,30.145906744,30.605867133,30.470778188,30.278124229,30.374145725,30.374145725,30.374145725,30.374145725,30.3741457251434,1,9
2406096,27,188,1-27-2024-188-06,6,96.588548309,96.588548309,96.588548309,96.588548309,96.588548309,96.588548309,99.224213644,94.115673281,0,196.9127252,96.588548309,96.588548309,96.588548309,96.588548309,94.468706983,98.803512942,100.32941754,93.14635246,96.588548309,96.588548309,96.588548309,96.588548309,96.588548309,96.588548309,96.588548309,96.588548309,96.588548309,96.588548309,96.23597765,96.888869434,98.110693193,94.015809999,96.588548309,96.588548309,96.588548309,96.588548309,100.48946265,92.685171303,91.32033002,103.04441352,96.5885483091747,3,9
2402442,33,40,1-33-2024-040-03,3,51.219357376,51.284503597,51.237224389,51.265802862,51.20707529,51.297738905,51.431360029,51.062932033,51.017392192,51.487226795,51.222778832,51.280970211,51.910808242,50.55415184,51.034493857,51.459887664,54.038699192,48.726507126,51.266179009,51.236207284,51.291754931,51.213782984,51.28302467,51.222616362,51.229280129,51.273905352,51.289317318,51.21637803,51.484050602,51.021135146,40.93834302,70.651396571,51.281858583,51.221669466,51.208985474,51.295862274,52.730791277,49.767958681,0,102.02355176,51.2513411158493,12,9
2401560,52,22,1-52-2024-022-03,3,18.685190649,18.70895646,18.691708664,18.702134297,18.680710056,18.713784795,18.762530744,18.628125556,18.611512294,18.782911343,18.686438821,18.707667455,18.937436907,18.442518876,18.617751105,18.772937831,19.713706859,17.775780915,18.702271518,18.691337617,18.711601799,18.683157071,18.708416936,18.686379551,18.688810541,18.705090144,18.71071254,18.684103762,18.781752645,18.612877751,14.934602529,25.774138571,18.707991539,18.686034116,18.681406904,18.713100187,38.473145254,0,18.781835801,18.609463423,18.6968585475994,12,9
2405831,11,176,1-11-2024-176-05,5,30.919254515,32.832942146,31.709882042,32.054525349,31.700448707,32.042581994,31.881272306,31.881272306,31.881272306,31.881272306,32.577358695,31.173133375,32.113224168,31.634202502,31.881272306,31.881272306,31.881272306,31.881272306,27.616031657,37.371136442,32.395626068,31.38279341,0,62.444873853,30.166907645,33.960426969,32.80099724,30.962160083,31.881272306,31.881272306,31.881272306,31.881272306,31.641708395,32.124491435,31.982699548,31.780486345,31.881272306,31.881272306,31.881272306,31.881272306,31.8812723055547,8,9
2405835,32,154,1-32-2024-154-02,2,9.3858425123,10.36708166,9.8243947125,9.9311725263,9.4138659866,10.313757363,9.8774950552,9.8774950552,9.8774950552,9.8774950552,10.06608347,9.685419642,10.407825998,9.3314410867,9.8774950552,9.8774950552,9.8774950552,9.8774950552,8.783428234,11.349778967,0,19.70350298,10.221282216,9.5614845747,9.9129948485,9.8407163525,10.246332312,9.5240032535,9.8774950552,9.8774950552,9.8774950552,9.8774950552,9.8032730694,9.9528495055,9.9089193684,9.8462694247,9.8774950552,9.8774950552,9.8774950552,9.8774950552,9.87749505515872,7,9
2401566,82,37,1-82-2024-037-03,3,210.62636568,0,105.50505517,106.7112386,106.10217395,106.11129226,106.09587152,106.11257853,106.09500518,106.11413735,105.92856438,106.28309537,105.87948796,106.25714935,106.09305405,106.11579322,106.21633996,106.00345783,101.87866439,110.69827448,107.27245201,104.96583426,108.72311541,103.61208536,106.75595355,105.46259383,107.34966506,104.89233559,106.13968083,106.07022051,107.37137399,104.03818516,105.36993879,106.85209402,106.35412463,105.86098263,106.13498944,106.07255356,106.10088139,106.10790976,106.104530062029,1,9
2405837,28,177,1-28-2024-177-06,6,91.659796136,91.659796136,91.659796136,91.659796136,91.659796136,91.659796136,0,178.62621557,89.959474634,93.432298986,91.659796136,91.659796136,91.659796136,91.659796136,89.648126769,93.761734826,95.209775066,88.393249787,91.659796136,91.659796136,91.659796136,91.659796136,91.659796136,91.659796136,91.659796136,91.659796136,91.659796136,91.659796136,91.325216568,91.944792376,93.10426851,89.218340362,91.659796136,91.659796136,91.659796136,91.659796136,95.361653334,87.955601934,86.66040622,97.786229332,91.6597961358167,3,9
2401567,24,36,1-24-2024-036-03,3,173.02780738,175.65021397,0,350.64957945,174.32410664,174.33908788,174.31375186,174.34120119,174.31232847,174.34376232,174.03886902,174.62135752,173.95823727,174.57872864,174.30912281,174.34648289,174.51167949,174.1619177,167.3849507,181.87542335,176.24685404,172.45711944,178.63026987,170.23293252,175.39825566,173.27328714,176.37371379,172.33636235,174.38572983,174.27160768,176.4093812,170.93300741,173.12105647,175.55621284,174.73805742,173.92783332,174.37802195,174.27544083,174.32198299,174.33353049,174.327977699745,1,9
2405839,12,113,1-12-2024-113-06,6,257.99646065,257.99646065,257.99646065,257.99646065,257.99646065,257.99646065,265.03655329,251.39119516,253.21053544,262.98555599,257.99646065,257.99646065,257.99646065,257.99646065,252.33417906,263.91282492,267.98864957,248.80205447,257.99646065,257.99646065,257.99646065,257.99646065,257.99646065,257.99646065,257.99646065,257.99646065,257.99646065,257.99646065,257.05471358,258.79864464,0,502.2489032,257.99646065,257.99646065,257.99646065,257.99646065,268.41614404,247.57019926,243.92458882,275.24064128,257.996460650317,9,9
2401571,27,50,1-27-2024-050-03,3,11.844035268,11.85909977,11.848166861,11.854775387,11.841195141,11.862160321,11.893059056,11.807863254,0,23.811955528,11.84482645,11.858282705,12.003927326,11.690212217,11.801287171,11.899655825,12.495983781,11.267585117,11.854862367,11.847931664,11.860776579,11.842746238,11.858757781,11.84478888,11.846329819,11.856649018,11.860212902,11.84334632,11.905243297,11.798198084,9.4666392431,16.337526974,11.858488134,11.844569919,11.841636855,11.861726367,12.19354134,11.50841182,11.905296007,11.796033835,11.8514312322575,3,9
2405842,32,155,1-32-2024-155-06,6,1832.2961087,1850.5551285,1831.4140508,1851.3190316,1877.3908028,1809.9264832,1841.3127485,1841.3127485,1841.3127485,1841.3127485,1846.5744406,1835.3059801,1871.8969061,1813.7495971,1841.3127485,1841.3127485,1841.3127485,1841.3127485,1489.247567,2419.2942867,0,3648.6765324,1914.7707952,1774.620208,1867.7868748,1812.4695069,1902.9480238,1785.0216233,1841.3127485,1841.3127485,1841.3127485,1841.3127485,1827.4766608,1855.3599446,1847.1707103,1835.4918242,1841.3127485,1841.3127485,1841.3127485,1841.3127485,1841.31274852964,7,9
2400830,77,27,1-77-2024-027-NM2,22,329.02884328,331.62946886,329.99154872,330.46095431,329.66896271,330.76269434,335.20161179,325.41067932,320.17572179,340.25073003,329.59010306,330.91488855,330.74807086,329.73870228,315.53096379,347.2067965,339.54456963,321.37587655,330.85953647,329.69848322,330.08586414,330.36589239,332.37718327,328.74667216,336.48988952,322.39437761,330.23045991,330.21522615,325.45908564,335.08776069,678.88706214,0,339.20651352,322.32718357,332.4856946,327.88253893,333.07287229,327.54485801,336.0986311,325.25867535,330.223105550016,9,9
2405793,10,118,1-10-2024-118-07,7,1778.5902517,1782.7840595,1770.4533922,1790.7341035,1780.5524,1780.4973064,1779.9581464,1781.1100179,1780.5742676,1780.4938883,3673.6757569,0,1779.0033744,1783.9675132,1779.8394773,1781.2808919,1781.2812937,1779.8498482,1787.6287125,1771.0684783,2115.5623585,1541.9883382,1934.2620216,1655.9699362,1751.1055417,1814.7476668,1742.0659318,1815.2960126,1780.9786017,1780.100209,1780.2851093,1780.8050594,1765.9408239,1795.4080201,1785.0238933,1776.1251642,1780.2868738,1780.776719,1779.989298,1781.0891159,1780.5340311051,4,9
2405794,10,119,1-10-2024-119-06,6,466.77670566,471.42818372,466.55200177,471.62278773,478.26456107,461.07805247,469.07369108,469.07369108,469.07369108,469.07369108,940.82821012,0,476.86499308,462.0519892,469.07369108,469.07369108,469.07369108,469.07369108,379.38522598,616.31425828,473.46030061,464.74944845,487.78709929,452.08379289,475.81796423,461.72588674,484.77525296,454.73354929,469.07369108,469.07369108,469.07369108,469.07369108,465.54895322,472.65220871,470.56600452,467.59081292,469.07369108,469.07369108,469.07369108,469.07369108,469.073691082994,4,9
2405795,10,120,1-10-2024-120-05,5,22.471332552,23.862152344,23.045940651,23.296418694,23.039084742,23.287738566,23.170502762,23.170502762,23.170502762,23.170502762,47.352801506,0,23.339079512,22.990938675,23.170502762,23.170502762,23.170502762,23.170502762,20.070633683,27.160397234,23.544322074,22.808220902,23.666441417,22.691677864,21.924545866,24.681579811,23.838935594,22.502515234,23.170502762,23.170502762,23.170502762,23.170502762,22.996393768,23.347268277,23.244217518,23.097254074,23.170502762,23.170502762,23.170502762,23.170502762,23.1705027621316,4,9
2405796,79,111,1-79-2024-111-06,6,120.1807085,121.37832167,120.12285413,121.42842624,123.1384795,118.7134798,120.77211191,120.77211191,120.77211191,120.77211191,121.11722746,120.37812663,122.7781336,118.96423869,120.77211191,120.77211191,120.77211191,120.77211191,97.680078503,158.6820493,121.90152954,119.65875185,125.5902415,116.39773337,122.50855573,118.88027729,249.62956659,0,120.77211191,120.77211191,120.77211191,120.77211191,119.86459984,121.69347062,121.15633692,120.39031619,120.77211191,120.77211191,120.77211191,120.77211191,120.772111910736,8,9
2400831,77,28,1-77-2024-028-NM2,22,329.02884328,331.62946886,329.99154872,330.46095431,329.66896271,330.76269434,335.20161179,325.41067932,320.17572179,340.25073003,329.59010306,330.91488855,330.74807086,329.73870228,315.53096379,347.2067965,339.54456963,321.37587655,330.85953647,329.69848322,330.08586414,330.36589239,332.37718327,328.74667216,336.48988952,322.39437761,330.23045991,330.21522615,325.45908564,335.08776069,678.88706214,0,339.20651352,322.32718357,332.4856946,327.88253893,333.07287229,327.54485801,336.0986311,325.25867535,330.223105550016,9,9
2405799,66,112,1-66-2024-112-06,6,124.9723441,124.9723441,124.9723441,124.9723441,124.9723441,124.9723441,128.38253382,121.77278272,122.6540631,127.38903981,124.9723441,124.9723441,124.9723441,124.9723441,122.22955994,127.83820477,259.62503241,0,124.9723441,124.9723441,124.9723441,124.9723441,124.9723441,124.9723441,124.9723441,124.9723441,124.9723441,124.9723441,124.51616598,125.36091847,126.94179097,121.64357332,124.9723441,124.9723441,124.9723441,124.9723441,130.01959263,119.92190921,118.15599164,133.3253489,124.972344097308,6,9
2405806,54,126,1-54-2024-126-08,8,161.99425721,161.99425721,161.99425721,161.99425721,161.99425721,161.99425721,163.34554242,160.66161796,163.43278531,160.53449471,161.99425721,161.99425721,161.99425721,161.99425721,151.75075027,173.34711696,160.30693091,163.6787975,161.99425721,161.99425721,161.99425721,161.99425721,161.99425721,161.99425721,161.99425721,161.99425721,161.99425721,161.99425721,311.13096672,0,164.88619987,155.05181128,161.99425721,161.99425721,161.99425721,161.99425721,165.46120202,158.5839442,157.41828821,166.92301444,161.994257211147,9,9
2405807,24,160,1-24-2024-160-05,5,24.106123035,24.440389154,0,48.808015392,24.29254782,24.251697162,24.272105303,24.272105303,24.272105303,24.272105303,24.245363902,24.298905758,23.912930254,24.642234589,24.272105303,24.272105303,24.272105303,24.272105303,23.298665637,25.330434123,24.519940096,24.029230349,24.855758013,23.715233912,24.431639214,24.114641327,24.53875536,24.011188049,24.272105303,24.272105303,24.272105303,24.272105303,24.08971859,24.457274837,24.349324703,24.195374129,24.272105303,24.272105303,24.272105303,24.272105303,24.2721053029394,1,9
2402741,28,82,1-28-2024-082-10,10,240.39576462,243.11828165,240.70193098,242.76085257,241.67995935,241.65998372,0,476.18232286,243.24951456,240.1608888,241.33109716,242.07874875,244.67413436,237.44619607,242.34451778,239.96065553,228.7970516,254.16129149,251.89304276,227.30753469,241.75899357,241.65177924,244.8298397,239.2825507,248.44572014,233.80419257,240.39410895,242.9730762,227.53436482,256.74154252,371.88443511,174.95549644,236.82361121,246.10813192,243.82536182,239.78686798,245.47973508,237.98549379,237.74236591,246.05496342,241.705082713595,3,9
2401541,11,37,1-11-2024-037-04,4,266.36828954,269.34083791,266.34910344,269.34609265,264.11745117,271.3015798,267.80379824,267.87350315,267.84008851,267.83709131,271.9171038,263.81244687,275.07713049,261.59687507,267.81627924,267.86233251,267.87018325,267.8095175,242.09801651,303.34243789,270.84711396,264.90043886,0,523.15647346,270.13985712,265.5692129,273.79208273,262.3532531,267.85492305,267.82257285,267.83128994,267.84650186,265.91682649,269.79527,268.67942317,267.00315953,267.82288173,267.85404175,267.82043199,267.85695434,267.838588479671,8,9
2401542,11,38,1-11-2024-038-09,9,727.34790468,748.42341171,734.40313055,741.33107055,721.75512527,753.31754652,738.03753379,737.6532425,737.77317947,737.9119198,728.85208565,747.88959816,743.39864569,733.4106073,737.97531513,737.71288371,738.6759438,737.05967985,665.08192652,823.94068628,853.63370204,652.3322271,0,1416.3251848,676.11795152,831.31056193,717.89273743,758.61513915,739.86057615,736.06185206,751.83531717,712.15500901,774.21874227,702.51642146,738.67233493,737.09202261,738.74582207,736.91892923,737.03884207,738.69187716,737.845284351843,8,9
2405556,17,182,1-17-2024-182-07,7,1140.940649,1143.6309177,1135.7209679,1148.7307592,1142.1993395,1142.1639977,1141.8181342,1142.5570436,1142.2133673,1142.1618051,0,2214.4649643,1141.2056613,1144.3900866,1141.7420096,1142.6666568,1142.6669146,1141.7486624,1146.7386945,1136.115537,1357.1035194,989.16384682,1240.8019015,1062.28144,1123.3095938,1164.1351226,1117.5108111,1164.4868787,1142.4727419,1141.9092653,1142.0278763,1142.361417,1132.8262188,1151.729011,1145.0677396,1139.35933,1142.0290082,1142.343237,1141.8381175,1142.5436352,1142.187556136,4,9
2405558,17,184,1-17-2024-184-06,6,322.1236635,325.33365906,321.96859484,325.46795573,330.05145858,318.19101001,323.70881835,323.70881835,323.70881835,323.70881835,0,645.30561752,329.08561354,318.86312595,323.70881835,323.70881835,323.70881835,323.70881835,261.81460512,425.31986781,326.73602754,320.72464871,336.62298381,311.98405107,328.36305655,318.63808191,334.54450182,313.81265397,323.70881835,323.70881835,323.70881835,323.70881835,321.27638876,326.17836149,324.73866724,322.68548077,323.70881835,323.70881835,323.70881835,323.70881835,323.708818353724,4,9
2401970,82,45,1-82-2024-045-03,3,278.01575067,0,139.26113675,140.85323558,140.0493022,140.0613379,140.04098333,140.0630357,140.0398398,140.06509327,139.82014669,140.28810898,139.75536838,140.25386159,140.03726442,140.06727893,140.19999534,139.91900211,134.4744912,146.11591373,141.59400784,138.54939344,143.50880741,136.76251593,140.91225698,139.20509,141.69592501,138.45237905,140.09880932,140.00712534,141.72457966,137.32494531,139.08279022,141.03915734,140.38186388,139.73094231,140.09261693,140.01020484,140.04759609,140.05687317,140.052412148362,1,9
2405561,24,152,1-24-2024-152-08,8,40.616333939,41.179537914,0,82.236477809,40.930440496,40.861611346,40.895996961,40.895996961,40.895996961,40.895996961,40.850940456,40.941152966,40.290824006,41.519626678,40.895996961,40.895996961,40.895996961,40.895996961,39.255851407,42.679171996,41.313573056,40.486777684,41.879391651,39.957726035,41.164795166,40.630686384,41.345274837,40.456378267,40.895996961,40.895996961,40.895996961,40.895996961,40.588694139,41.207988549,41.026103695,40.766712838,40.895996961,40.895996961,40.895996961,40.895996961,40.8959969609354,1,9
2405562,24,153,1-24-2024-153-05,5,24.106123035,24.440389154,0,48.808015392,24.29254782,24.251697162,24.272105303,24.272105303,24.272105303,24.272105303,24.245363902,24.298905758,23.912930254,24.642234589,24.272105303,24.272105303,24.272105303,24.272105303,23.298665637,25.330434123,24.519940096,24.029230349,24.855758013,23.715233912,24.431639214,24.114641327,24.53875536,24.011188049,24.272105303,24.272105303,24.272105303,24.272105303,24.08971859,24.457274837,24.349324703,24.195374129,24.272105303,24.272105303,24.272105303,24.272105303,24.2721053029394,1,9
2405563,24,154,1-24-2024-154-06,6,157.26687822,159.44761001,0,318.42051919,158.48310216,158.21659495,158.34973642,158.34973642,158.34973642,158.34973642,158.17527715,158.52458095,156.00650028,160.76443734,158.34973642,158.34973642,158.34973642,158.34973642,151.99907534,165.25420918,159.96659551,156.76523501,162.15745115,154.71674139,159.39052594,157.32245104,160.08934515,156.64752815,158.34973642,158.34973642,158.34973642,158.34973642,157.15985662,159.55777118,158.85351108,157.84914692,158.34973642,158.34973642,158.34973642,158.34973642,158.34973642154,1,9
2401973,28,58,1-28-2024-058-10,10,460.75854885,465.9767065,461.34536772,465.29163409,463.21992209,463.18163547,0,912.68278548,466.22823624,460.3083702,462.55126956,463.98426844,468.95875753,455.10520914,464.49365907,459.92458977,438.52768223,487.14247536,482.79499862,435.67277482,463.37140434,463.16591022,469.25719277,458.62488884,476.18763026,448.12470242,460.75537549,465.69839606,436.10753258,492.0879565,712.77850062,335.33136818,453.9119215,471.70725285,467.33194349,459.59149697,470.50282558,456.1388631,455.67286799,471.60534656,463.268075201058,3,9
2405565,60,90,1-60-2024-090-08,8,189.32663015,197.25056455,192.26172193,194.35134546,189.87323669,196.53799433,193.30088654,193.30088654,193.30088654,193.30088654,192.50475016,194.12715105,194.29346908,192.34712083,193.30088654,193.30088654,193.30088654,193.30088654,180.86932063,206.82096616,194.72404008,191.89002986,194.23514633,192.13554438,179.85070233,210.11648708,0,375.7906183,193.30088654,193.30088654,193.30088654,193.30088654,191.84837499,194.77556023,193.91585497,192.6898063,193.30088654,193.30088654,193.30088654,193.30088654,193.300886538683,8,9
2405335,28,167,1-28-2024-167-02,2,38.224070349,38.224070349,38.224070349,38.224070349,38.224070349,38.224070349,0,76.092884236,38.377908575,38.073116736,38.224070349,38.224070349,38.224070349,38.224070349,37.23378695,39.299937665,38.919875336,37.594991787,38.224070349,38.224070349,38.224070349,38.224070349,38.224070349,38.224070349,38.224070349,38.224070349,38.224070349,38.224070349,38.400565528,38.046434015,37.795666944,38.7520405,38.224070349,38.224070349,38.224070349,38.224070349,38.673155118,37.788365171,38.057096134,38.405987561,38.2240703487293,3,9
2402835,79,61,1-79-2024-061-09,9,116.27955857,119.64885494,117.40746248,118.51501748,115.38545285,120.43126983,117.98848678,117.92705095,117.94622502,117.96840514,116.52002877,119.5635153,118.84555631,117.24878991,117.97854001,117.93658566,118.09054803,117.83215935,106.32522941,131.72164059,136.46859971,104.28696215,123.23745988,113.21244361,108.0895352,132.8998469,229.53596228,0,118.27993267,117.67263875,120.19430899,113.85070273,123.77269943,112.30980229,118.08997108,117.83732992,118.10171932,117.80965785,117.82882806,118.09309526,117.957752270952,8,9
2402838,24,76,1-24-2024-076-04,4,218.18368444,221.29919841,0,441.93294456,219.87326552,219.5844681,219.70120293,219.75838753,219.73097479,219.72851594,219.51360126,219.94664841,216.5920194,222.97556969,219.71144211,219.74922335,219.75566395,219.70589491,212.70087801,226.88487456,222.00805392,217.49803022,225.07516016,214.63253639,221.18223591,218.29614135,222.250718,217.27258898,219.74314477,219.71660527,219.7237566,219.73623618,218.15316677,221.33496894,220.41954916,219.04437398,219.71685867,219.74242176,219.71484895,219.7448112,219.729744189396,1,9
2405338,27,166,1-27-2024-166-NM1,21,21.535955126,21.535955126,21.535955126,21.535955126,21.535955126,21.535955126,21.764837956,21.311836142,0,44.137246659,21.535955126,21.535955126,21.535955126,21.535955126,20.492266069,22.79307195,22.222956092,20.890156361,21.535955126,21.535955126,21.535955126,21.535955126,21.535955126,21.535955126,21.535955126,21.535955126,21.535955126,21.535955126,21.05061167,22.076370649,21.891529577,20.285130407,21.535955126,21.535955126,21.535955126,21.535955126,22.090045159,20.985636757,21.411325651,21.657452815,21.5359551258335,3,9
2402839,24,77,1-24-2024-077-09,9,531.37027068,539.4038014,0,1075.7715328,534.38689579,536.40536566,535.496083,535.21725371,535.30427608,535.40494156,533.16607985,537.67307695,528.20712983,542.74793686,535.45093915,535.26052743,535.95929258,534.78658391,514.86716487,557.55812181,537.96342439,532.07797221,549.42465474,522.01489087,535.73799782,535.64096818,541.46848227,529.3888555,536.81882337,534.06259245,545.50730684,516.71656298,561.74799369,509.72311666,535.9566741,534.81005077,536.00999398,534.68445983,534.7714647,535.97085331,535.356593044099,1,9
2405340,32,146,1-32-2024-146-05,5,61.53144697,65.339817219,63.104850226,63.790714154,63.08607724,63.766946057,63.445928661,63.445928661,63.445928661,63.445928661,64.83118854,62.036683395,63.90752885,62.954242728,63.445928661,63.445928661,63.445928661,63.445928661,54.957805874,74.37113657,0,124.90784262,64.803917688,62.134800859,60.034224859,67.583589704,65.276244654,61.616832007,63.445928661,63.445928661,63.445928661,63.445928661,62.969179973,63.929951488,63.647775863,63.245357654,63.445928661,63.445928661,63.445928661,63.445928661,63.4459286609016,7,9
2402840,24,78,1-24-2024-078-03,3,60.95041999,61.874183548,0,123.51910055,61.407051707,61.412328966,61.403404153,61.413073398,61.402902751,61.413975574,61.306574486,61.511760691,61.278171311,61.496744329,61.401773532,61.414933917,61.473125734,61.349919364,58.962678887,64.067063019,62.084354754,60.74939063,62.923931918,59.965903115,61.785429232,61.036892189,62.12904211,60.706852984,61.428758963,61.388558529,62.141606239,60.212510056,60.983267723,61.841070904,61.552869156,61.267461278,61.426043802,61.389908788,61.406303634,61.41037133,61.4084153169314,1,9
2402843,25,70,1-25-2024-070-03,3,107.45956029,111.29536767,108.75500377,109.99834213,0,219.4771299,109.36401946,109.3812411,109.36312643,109.38284795,109.27738794,109.4653375,102.62140803,117.10815727,109.3611152,109.38455483,109.48819877,109.26875908,116.47736926,101.88868543,111.93678289,106.9990136,113.77330126,105.37883884,113.41160931,105.31113493,112.96507808,106.08843786,109.40917826,109.3375783,110.67881216,107.2429487,108.6157253,110.14353642,109.63022772,109.12189511,109.40434236,109.33998322,109.36918365,109.37642852,109.372944716244,2,9
2402844,25,71,1-25-2024-071-04,4,392.88011143,397.2644739,392.85181286,397.27222439,0,800.3129433,394.99741607,395.10022738,395.05094244,395.04652171,401.06433924,389.11036932,405.72522301,385.84251002,395.01582494,395.08375124,395.09533069,395.0058517,357.08265374,447.41515968,399.48615691,390.71510395,404.74019806,385.81501938,398.4429879,391.70151273,403.82984085,386.95813037,395.07282266,395.0251077,395.03796497,395.06040181,392.21422566,397.93473886,396.28891972,393.8165134,395.02556328,395.07152278,395.02195003,395.0758187,395.048729962853,2,9
2405349,15,205,1-15-2024-205-08,8,0,71.035004028,34.619196713,34.995460315,34.189119215,35.389194579,34.806311671,34.806311671,34.806311671,34.806311671,34.662957073,34.955091228,34.985038928,34.634573885,34.806311671,34.806311671,34.806311671,34.806311671,32.567848282,37.24077596,35.062568777,34.552268774,34.974537168,34.596476822,32.384432952,37.834176902,35.830411222,33.832967913,34.806311671,34.806311671,34.806311671,34.806311671,34.544768279,35.071845642,34.917044649,34.696278812,34.806311671,34.806311671,34.806311671,34.806311671,34.8063116712962,1,9
2402957,66,62,1-66-2024-062-09,9,162.63712316,162.83797231,162.852991,162.62177556,162.30523704,163.19271839,163.93655602,161.54007544,164.53607044,160.90347514,162.24958871,163.26059449,162.97510206,162.50543604,163.88351543,161.55870843,334.39934776,0,163.04742596,162.40422121,161.87625346,163.37485637,163.09135147,162.40719999,161.78924322,163.88634865,162.80601685,162.67130292,170.21312325,156.30405676,130.31700105,245.3428085,172.05195152,153.77157609,162.40244452,163.08612667,172.91347203,152.6584046,160.5864263,165.05455879,162.736700961055,6,9
2402963,69,57,1-69-2024-057-01,1,8.7637409668,8.8852628587,8.7766462278,8.8720364401,8.8315153875,8.8166641987,8.8240835444,8.8240835444,8.8240835444,8.8240835444,8.8143617526,8.8338268051,8.6935060524,8.9586434312,8.8240835444,8.8240835444,8.8240835444,8.8240835444,8.4701911717,9.2088372282,8.9141834715,8.7357867584,18.072539034,0,8.8820818326,8.7668377777,8.9210237294,8.7292275103,8.8240835444,8.8240835444,8.8240835444,8.8240835444,8.7577771581,8.8914016206,8.8521565288,8.7961880536,8.8240835444,8.8240835444,8.8240835444,8.8240835444,8.82408354436594,8,9
2402964,77,100,1-77-2024-100-03,3,209.84939977,210.11630854,209.92260221,210.03969028,209.79907918,210.17053455,210.71798993,209.20851386,209.02193385,210.9468801,209.86341772,210.101832,212.68232382,207.12400473,209.09200061,210.8348697,221.40044645,199.63601258,210.04123138,209.91843506,210.14601777,209.82656109,210.11024926,209.86275207,209.89005401,210.07288676,210.1360307,209.83719318,210.933867,209.03726901,335.45468552,0,210.10547172,209.85887257,209.80690534,210.16284585,216.04185343,203.90291468,210.93480091,208.99892342,209.980439460019,9,9
2402965,77,101,1-77-2024-101-07,7,3871.8342123,3871.0130299,3870.3024615,3872.5478129,3869.3167201,3873.5842115,3889.4132035,3852.9957973,3893.2815772,3849.9064057,3874.5329179,3868.3978985,3874.4903532,3868.5397263,3758.3830149,3994.586862,4208.6413201,3600.8652982,3841.6002008,3902.6219452,3784.0370024,3941.864467,3884.0392506,3861.3600669,3866.279601,3877.1608851,3871.521573,3871.109578,3699.5112493,4046.8170467,6950.3230757,0,3868.7552611,3874.1990845,3868.8683325,3874.0753441,3756.4118003,4011.7493312,3739.4797631,4025.1739023,3871.41446442028,9,9
2402966,20,82,1-20-2024-082-09,9,336.48709082,341.57427679,337.42986925,340.61299006,338.39735088,339.67553503,339.09973714,338.92317014,338.97827655,339.04202237,337.62427639,340.47830573,334.48405053,343.69193085,339.07115007,338.95057297,339.39306189,338.65045104,326.03659637,353.07039314,340.66216654,336.93523865,347.91992308,330.56285172,339.25292828,339.19148484,342.88172377,335.23237134,339.93735469,338.19198771,345.43928562,327.20771682,355.7236048,322.77915818,0,677.33062257,339.42516825,338.58578156,338.64087688,339.40038265,339.011405955568,11,9
2405288,54,116,1-54-2024-116-01,1,135.31943412,135.31943412,135.31943412,135.31943412,135.31943412,135.31943412,136.84615794,133.82708931,136.84870586,133.66485049,135.31943412,135.31943412,135.31943412,135.31943412,132.72822136,138.05954253,137.88293297,133.02597988,135.31943412,135.31943412,135.31943412,135.31943412,135.31943412,135.31943412,135.31943412,135.31943412,135.31943412,135.31943412,265.40112164,0,126.76368447,146.1609898,135.31943412,135.31943412,135.31943412,135.31943412,138.65785089,132.07082129,137.099039,133.53106103,135.319434123776,9,9
