CASEID,PSU,CASENO,CASENUMBER,CATEGORY,JKWGT1,JKWGT2,JKWGT3,JKWGT4,JKWGT5,JKWGT6,JKWGT7,JKWGT8,JKWGT9,JKWGT10,JKWGT11,JKWGT12,JKWGT13,JKWGT14,JKWGT15,JKWGT16,JKWGT17,JKWGT18,JKWGT19,JKWGT20,JKWGT21,JKWGT22,JKWGT23,JKWGT24,JKWGT25,JKWGT26,JKWGT27,JKWGT28,JKWGT29,JKWGT30,JKWGT31,JKWGT32,JKWGT33,JKWGT34,JKWGT35,JKWGT36,JKWGT37,JKWGT38,JKWGT39,JKWGT40,CASEWGT,PSUSTRAT,VERSION
2404639,69,104,1-69-2024-104-10,10,11145.522979,11428.046666,11176.151354,11394.258769,11291.716777,11271.796755,11281.55682,11285.183461,11278.624042,11288.171067,11253.51684,11313.309113,11252.969159,11253.602608,11232.620756,11339.660229,11315.234117,11254.403665,11287.388994,11073.954523,11401.140951,11168.018604,23408.178847,0,11674.287843,10843.746901,11345.473417,11220.651455,11304.273702,11263.122481,11258.003032,11311.553716,10972.434496,11576.580573,11418.579223,11158.4535,11278.315836,11288.349077,11261.117214,11306.165477,11283.3874602085,8,9
2404640,69,105,1-69-2024-105-02,2,7.2520819225,7.3526424844,7.2627611531,7.3416974928,7.3081659229,7.295876418,7.3020159995,7.3020159995,7.3020159995,7.3020159995,7.2939711211,7.3100786437,7.1939618395,7.4133656305,7.3020159995,7.3020159995,7.3020159995,7.3020159995,7.0091665774,7.6204034605,7.3765745762,7.2289495399,14.955203962,0,7.350010154,7.254644564,7.382234957,7.2235216976,7.3020159995,7.3020159995,7.3020159995,7.3020159995,7.2471468121,7.3577223703,7.3252466705,7.2789322063,7.3020159995,7.3020159995,7.3020159995,7.3020159995,7.30201599951961,8,9
2404641,69,106,1-69-2024-106-05,5,15.896177222,16.116600616,15.919585527,16.092609778,16.019110363,15.992172423,16.005630059,16.005630059,16.005630059,16.005630059,15.987996114,16.023302945,15.768781096,16.249702518,16.005630059,16.005630059,16.005630059,16.005630059,15.363719727,16.703518411,16.169058487,15.845472272,32.781010351,0,16.110830688,15.901794396,16.18146574,15.833574731,16.005630059,16.005630059,16.005630059,16.005630059,15.885359723,16.127735456,16.056550452,15.955031614,16.005630059,16.005630059,16.005630059,16.005630059,16.0056300586408,8,9
2404642,33,90,1-33-2024-090-03,3,58.890866159,58.965769819,58.911409248,58.944268135,58.876744492,58.980987479,59.134622045,58.711011814,58.658651128,59.198856397,58.894800072,58.961707211,59.685880827,58.126027781,58.678314238,59.167422478,62.132482025,56.024642958,58.944700619,58.910239804,58.97410724,58.884456848,58.964069382,58.894613267,58.902275116,58.953584195,58.971304528,58.887440573,59.195204482,58.662954693,47.069986877,81.233388166,58.962728641,58.893524547,58.878940778,58.978829771,60.628678894,57.222080554,0,117.30438724,58.9276403435907,12,9
2404469,28,140,1-28-2024-140-07,7,44.335137114,44.325734016,44.317597524,44.343308327,44.306310115,44.355175796,0,88.238848881,44.58072404,44.084048803,44.36603913,44.295788982,44.365551735,44.297413007,43.036043682,45.740738505,48.191807748,41.232358611,43.988937104,44.687677611,43.329799301,45.137031197,44.47489311,44.21520102,44.271533034,44.396131143,44.331557181,44.326839558,42.361921895,46.338809671,39.792964994,50.228140886,44.299881027,44.36221651,44.301175772,44.360799598,43.013471934,45.937260459,42.819588583,46.090980936,44.330330715033,3,9
2404472,52,46,1-52-2024-046-03,3,474.22340436,474.82657208,474.38882923,474.65342804,474.10968852,474.9491135,476.18626811,472.77511288,472.35347428,476.70352036,474.25508251,474.7938576,480.62532349,468.06448223,472.51181304,476.45039622,500.32677509,451.14291307,474.65691066,474.37941219,474.89370982,474.17179288,474.81287916,474.25357826,474.31527591,474.72844636,474.87114076,474.19581956,476.67411302,472.38812908,379.03482961,654.13834771,474.80208274,474.24481125,474.12737429,474.93173838,976.43456049,0,476.67622349,472.30147467,474.51953142531,12,9
2404473,25,120,1-25-2024-120-04,4,211.87212667,214.23652276,211.85686584,214.24070244,0,431.5922348,213.01394532,213.06938933,213.04281098,213.04042697,216.28571163,209.83918264,218.79922995,208.07689364,213.02387284,213.06050409,213.06674865,213.01849448,192.56729736,241.28175142,215.43463051,210.70458287,218.26802635,208.0620685,214.87207102,211.23653274,217.77708951,208.67852464,213.05461053,213.02887884,213.0358125,213.04791223,211.51302823,214.59798281,213.71042655,212.37710891,213.02912453,213.05390953,213.02717598,213.05622624,213.041617839475,2,9
2404475,27,138,1-27-2024-138-04,4,41.360524513,41.377367746,41.36105878,41.376748925,41.360949048,41.376201339,41.712323863,41.027425726,0,82.088444238,41.373652541,41.363927376,41.390511023,41.34931598,40.568930131,42.188671819,42.035735875,40.662143395,41.718565712,40.931159395,41.375233732,41.362483082,41.380114765,41.357976328,41.370309754,41.3672249,41.388699163,41.350658065,41.973413442,40.802734273,41.744728598,40.937771883,41.382900813,41.355483736,41.36702833,41.370512049,41.58540396,41.184646122,41.850255259,40.871333341,41.3687632563113,3,9
2404477,27,140,1-27-2024-140-NM2,22,26.602772707,26.813039535,26.680609755,26.718562325,26.654527901,26.742958732,27.101855876,26.310235456,0,55.020178438,26.648151908,26.755264,26.741776388,26.660166513,25.511436712,28.07250391,27.452994454,25.984011955,26.750788651,26.656914705,26.688235384,26.710876341,26.873494042,26.579958494,27.206016225,26.066360214,26.699926299,26.698694613,26.314149223,27.092650741,27.444825243,25.588351038,27.425661805,26.060927414,26.882267443,26.510091245,26.929742171,26.482788931,27.174382042,26.297945569,26.6993316813968,3,9
2404478,27,141,1-27-2024-141-03,3,26.493148696,26.526845498,26.502390386,26.517172566,26.486795803,26.533691444,26.602806804,26.412237883,0,53.263407638,26.49491844,26.525017858,26.850800794,26.149071963,26.397528272,26.617562687,27.951449733,25.203725015,26.517367127,26.50186429,26.530596241,26.490265349,26.526080524,26.494834403,26.498281228,26.521363569,26.529335389,26.491607633,26.630060937,26.390618495,21.175306848,36.544346724,26.525477367,26.494344622,26.487783843,26.532720759,27.274935996,25.742414532,26.630178842,26.385777426,26.5096922457315,3,9
2404479,32,131,1-32-2024-131-04,4,1857.5052623,1878.234172,1857.371469,1878.2708157,1841.8091593,1891.9073025,1867.5157067,1868.0017902,1867.768775,1867.7478742,1896.1996268,1839.6822277,1918.2359067,1824.2320544,1867.6027423,1867.9238924,1867.9786391,1867.5555897,1688.2577893,2115.3425418,0,3694.5385655,1913.5787888,1824.1020808,1883.8060905,1851.9329434,1909.2746938,1829.5066168,1867.8722229,1867.6466305,1867.7074186,1867.8134982,1854.3570084,1881.4031303,1873.6218311,1861.9324948,1867.6487844,1867.8660772,1867.6317013,1867.886388,1867.75831461533,7,9
2404480,82,119,1-82-2024-119-04,4,1248.0874725,0,624.97075997,632.00299925,628.87623551,628.05022408,628.38410624,628.54766425,628.46925899,628.46222624,627.84753244,629.0861235,619.49129415,637.74937143,628.41339209,628.52145307,628.53987432,628.39752611,608.36194494,648.93067137,634.98210605,622.08264454,643.75456969,613.88682787,632.6201212,624.36538285,635.67616803,621.43784291,628.50406727,628.42815964,628.4486137,628.4843075,623.95645038,633.05696454,630.43870289,626.50545985,628.4288844,628.50199935,628.42313624,628.50883355,628.465739258919,1,9
2404481,82,120,1-82-2024-120-03,3,330.98444845,0,165.79373804,167.68917005,166.732068,166.74639678,166.72216418,166.74841806,166.72080278,166.75086764,166.45925283,167.01637322,166.3821327,166.97560088,166.71773673,166.75346973,166.91147181,166.57694259,160.0951212,173.95451517,168.57107727,164.94639048,170.85069228,162.81906976,167.75943644,165.72701304,168.69241212,164.83089251,166.79100741,166.68185543,168.72652617,163.48865549,165.5814122,167.91051438,167.12799068,166.35305288,166.78363522,166.68552164,166.73003683,166.74108142,166.73577046287,1,9
2404482,82,121,1-82-2024-121-NM2,22,742.28230579,0,372.77520681,377.36279415,374.73900637,375.3500088,375.07421332,375.03233042,375.15306418,374.95407536,373.92167636,376.25371529,370.09045974,380.21372062,374.90831268,375.20686308,375.07984831,375.0278851,360.70526271,390.78452295,378.72511311,371.46066955,386.5769793,364.80984572,384.6824727,363.78604815,379.18175584,371.01247838,375.06219225,375.04395101,374.72757916,375.41636785,382.36108277,368.87801341,378.82415079,371.21746806,375.25921232,374.85641598,375.29365714,374.81841914,375.053029592921,1,9
2404483,82,122,1-82-2024-122-03,3,330.98444845,0,165.79373804,167.68917005,166.732068,166.74639678,166.72216418,166.74841806,166.72080278,166.75086764,166.45925283,167.01637322,166.3821327,166.97560088,166.71773673,166.75346973,166.91147181,166.57694259,160.0951212,173.95451517,168.57107727,164.94639048,170.85069228,162.81906976,167.75943644,165.72701304,168.69241212,164.83089251,166.79100741,166.68185543,168.72652617,163.48865549,165.5814122,167.91051438,167.12799068,166.35305288,166.78363522,166.68552164,166.73003683,166.74108142,166.73577046287,1,9
2404487,22,132,1-22-2024-132-10,10,373.36826194,377.59671186,373.84378115,377.04157448,375.36279606,375.33177112,379.33001071,371.5542405,375.40305133,375.40125344,374.82096426,375.9821718,380.01316884,368.78716924,365.29793394,386.16968014,388.47055175,363.20925708,391.22514375,353.04040938,375.48554726,375.31902841,380.25500102,371.63928495,385.87096932,363.13062816,373.36569045,377.37118748,377.66429083,373.17862989,360.93621402,391.0982283,367.82020784,382.24036772,378.69490631,372.42256026,0,741.03097412,374.92801068,375.89182861,375.401816158302,12,9
2404488,22,133,1-22-2024-133-07,7,67.948875528,67.93446416,67.921994018,67.961398883,67.904694719,67.979587193,68.641379285,67.256209591,67.971963223,67.911084548,67.996236546,67.88856983,67.995489555,67.891058842,66.385770163,69.572655891,70.138279506,65.878822724,67.418282798,68.489185807,66.408075647,69.177873671,68.163068228,67.765059184,67.851394702,68.042356137,67.943388853,67.936158535,68.241726094,67.644182583,65.461612587,70.616796184,67.894841376,67.990377925,67.896825727,67.988206339,0,134.07365305,67.969150614,67.914301759,67.9415091482,12,9
2404489,22,134,1-22-2024-134-09,9,44.87943222,44.934856194,44.939000576,44.875197077,44.787848822,45.03274776,45.396003559,44.42800975,44.921634029,44.891866837,44.772492759,45.051478052,44.972696911,44.843093389,43.903481341,45.957511326,46.391617851,43.513906996,44.992654567,44.815163331,44.669471545,45.083008421,45.004775734,44.81598532,44.645461221,45.224153828,44.926038142,44.888864064,45.217250341,44.613189523,44.094337733,45.043188319,47.477437786,42.432999874,44.814673055,45.00333396,0,88.494574814,44.88981222,44.926426427,44.9069105417859,12,9
2404490,21,98,1-21-2024-098-03,3,471.40087074,478.54541455,472.25972605,477.65882139,474.93253778,474.97335299,474.90432698,474.97911055,474.90044905,474.98608814,474.15542994,475.74237479,473.93575497,475.62623571,474.89171548,474.99350012,475.44356549,474.49066656,456.02734441,495.50551576,480.17091425,469.84607563,486.66434623,463.78645049,477.85897364,472.06966137,480.51653383,469.51708227,475.10042537,474.78950841,480.61370694,465.69375035,471.65492067,478.28931575,952.12062925,0,475.07942586,474.79995154,474.92675206,474.95821231,474.943084168885,11,9
2404492,21,100,1-21-2024-100-03,3,471.40087074,478.54541455,472.25972605,477.65882139,474.93253778,474.97335299,474.90432698,474.97911055,474.90044905,474.98608814,474.15542994,475.74237479,473.93575497,475.62623571,474.89171548,474.99350012,475.44356549,474.49066656,456.02734441,495.50551576,480.17091425,469.84607563,486.66434623,463.78645049,477.85897364,472.06966137,480.51653383,469.51708227,475.10042537,474.78950841,480.61370694,465.69375035,471.65492067,478.28931575,952.12062925,0,475.07942586,474.79995154,474.92675206,474.95821231,474.943084168885,11,9
2404494,15,174,1-15-2024-174-03,3,0,51.549229738,25.186298369,25.474239981,25.237512393,25.414078835,25.327338785,25.331327102,25.32713197,25.331699227,25.30727601,25.350802776,23.765834327,27.120784224,25.326666196,25.332094519,25.35609716,25.305277673,26.974701612,23.596144939,25.92315861,24.779633013,26.348473292,24.404420807,26.26470996,24.388741428,26.161298914,24.568755064,25.337796998,25.321215344,25.631828326,24.836125331,25.154043219,25.507865162,25.388989288,25.271265815,25.336677064,25.321772291,25.328534747,25.330212568,25.3294057626406,1,9
2404497,14,83,1-14-2024-083-03,3,138.93370956,143.89299794,140.60857932,142.21608275,140.89449395,141.88021866,141.39597143,141.41823717,141.39481683,141.42031464,141.28396615,141.52696481,132.67849654,151.40831272,141.39221653,141.42252146,141.55652198,141.27280995,150.59277134,131.73116464,144.72227916,138.33827198,147.09670085,136.24355943,0,272.31205105,146.05175479,137.16099502,141.45435692,141.36178584,143.09585766,138.65365396,140.42850717,142.40380342,141.74015022,141.08293056,141.44810462,141.36489513,141.40264817,141.41201501,141.407510827265,8,9
2404498,57,126,1-57-2024-126-03,3,73.665608195,74.782082936,147.59964228,0,74.217500261,74.223878437,74.213091771,74.224778168,74.21248577,74.225868552,74.096061958,74.344053137,74.061733446,74.325904133,74.211120978,74.22702682,74.297358338,74.148449238,71.26319395,77.432430545,75.036099064,73.422641042,76.050824843,72.475706068,74.674813115,73.770119815,75.090108885,73.371229393,74.243735981,74.195149124,75.105294084,72.773758983,73.705308467,74.742062489,74.393737456,74.048789137,74.240454397,74.196781067,74.216596128,74.221512408,74.219148340463,1,9
2404499,12,84,1-12-2024-084-07,7,1361.6403174,1361.3515253,1361.1016338,1361.8912753,1360.7549699,1362.2557543,1367.8224683,1355.0152545,1369.1828916,1353.9287823,1362.5893938,1360.4318402,1362.5744247,1360.481718,1321.741986,1404.8097683,1480.0880897,1266.3464133,1351.0076698,1372.4676969,1330.7639384,1386.2684428,1365.9325653,1357.9567871,1359.6868808,1363.513593,1361.5303689,1361.3854792,1301.0380599,1423.1779942,0,3085.2577054,1360.5575169,1362.4719918,1360.5972817,1362.428475,1321.0487525,1410.8454374,1315.0941214,1415.5665686,1361.49270117535,9,9
2404500,15,175,1-15-2024-175-03,3,0,51.549229725,25.186298363,25.474239974,25.237512387,25.414078829,25.327338779,25.331327096,25.327131963,25.33169922,25.307276003,25.35080277,23.76583432,27.120784217,25.326666189,25.332094512,25.356097153,25.305277667,26.974701605,23.596144932,25.923158603,24.779633007,26.348473285,24.4044208,26.264709953,24.388741422,26.161298907,24.568755057,25.337796991,25.321215337,25.63182832,24.836125325,25.154043212,25.507865156,25.388989282,25.271265809,25.336677057,25.321772285,25.328534741,25.330212562,25.3294057561508,1,9
2404501,31,94,1-31-2024-094-04,4,222.0083757,222.0987841,222.01124345,222.09546249,222.01065445,222.09252325,223.89670771,220.22042156,223.83080391,220.31057855,222.07884222,222.02664104,222.16933247,221.94821233,0,452.9071434,225.63266672,218.25971778,223.9302117,219.70369863,222.08732948,222.01888859,222.1135291,221.99469796,222.06089934,222.04434096,222.15960705,221.95541616,225.29814238,219.0143589,224.07064463,219.73919208,222.1284836,221.98131862,222.04328584,222.06198519,223.21544745,221.06432394,224.63707368,219.38257395,222.052598299916,6,9
2404502,31,95,1-31-2024-095-NM2,22,342.19555081,344.90024531,343.19678072,343.68497045,342.86128582,343.99878518,348.61533426,338.43259922,332.98815502,353.86650244,342.77927045,344.15706973,343.98357651,342.93381615,0,722.20185797,353.13208371,334.23633623,344.09950263,342.89198765,343.29487035,343.58610445,345.67788091,341.90208808,349.95516483,335.29559453,343.44525239,343.42940902,338.48294261,348.49692719,353.0270019,329.14688909,352.78049965,335.22571159,345.79073453,341.00337493,346.40140924,340.65218107,349.54824947,338.27451252,343.437603726452,6,9
2404503,31,96,1-31-2024-096-10,10,417.32085231,422.04707172,417.85234924,421.42658405,419.55018128,419.5155041,426.12041213,413.32012057,422.27488868,416.91311395,418.94456551,420.2424694,424.74799193,412.20047733,0,833.1310283,397.18578541,441.21745223,437.27983088,394.60002245,419.68738265,419.50126134,425.0182924,415.38834164,431.29536765,405.8780531,417.31797812,421.79499881,394.99379372,445.69670152,645.58179579,303.71823317,411.11968606,427.23737475,423.27454468,416.26382345,426.14649403,413.13668427,412.71462053,427.1450756,419.593794787767,6,9
2404504,76,131,1-76-2024-131-04,4,192.59612495,192.67455581,192.59861278,192.67167426,192.59810181,192.66912442,389.31301766,0,192.71755955,192.55149083,192.65725589,192.61197046,192.73575775,192.54393219,188.28127101,197.19404981,198.80301322,186.8376763,194.26335109,190.59677754,192.66461873,192.60524507,192.68734736,192.58425928,192.64169013,192.62732544,192.72732078,192.55018164,193.44919252,191.82674886,185.62413368,200.1951697,192.70032065,192.57265247,192.62641011,192.64263212,195.28560845,190.05450489,192.7587691,192.51053601,192.634488830863,3,9
2404505,76,132,1-76-2024-132-04,4,192.59612499,192.67455585,192.59861281,192.6716743,192.59810184,192.66912445,389.31301773,0,192.71755958,192.55149086,192.65725592,192.61197049,192.73575779,192.54393223,188.28127105,197.19404985,198.80301325,186.83767634,194.26335113,190.59677757,192.66461877,192.60524511,192.6873474,192.58425931,192.64169016,192.62732548,192.72732082,192.55018167,193.44919256,191.82674889,185.62413371,200.19516974,192.70032069,192.57265251,192.62641015,192.64263215,195.28560848,190.05450492,192.75876913,192.51053605,192.634488866632,3,9
2404507,69,102,1-69-2024-102-03,3,59.299511381,60.198253796,59.407550426,60.086725489,59.743774731,59.748909049,59.740225974,59.749633317,59.739738154,59.750511057,59.646019045,59.845647558,59.618385201,59.83103793,59.738639521,59.751443442,59.80805907,59.688189879,57.365610415,62.331736735,60.402732286,59.103927122,122.43913717,0,60.111903488,59.383641387,60.446209236,59.062541653,59.764894022,59.725782461,60.458433052,58.581588544,59.331469398,60.166038044,59.885642555,59.607965261,59.762252405,59.727096146,59.74304692,59.747004438,59.7451014057249,8,9
2404411,67,33,1-67-2024-033-04,4,420.67511266,425.36965464,420.64481206,425.37795345,417.12036638,428.46625191,422.94220978,423.05229466,422.99952296,422.99478948,429.43834821,416.63867345,434.42897447,413.13962364,422.96192101,423.03465288,423.04705154,422.9512422,382.34510025,479.06833975,855.49702913,0,433.37426219,413.11018813,426.63154471,419.4131319,432.39950013,414.33417053,423.02295114,422.9718605,422.98562738,423.00965156,419.96211761,426.08733869,424.32508315,421.67776205,422.97234831,423.02155929,422.96847944,423.02615914,422.997153962446,7,9
2404417,73,119,1-73-2024-119-03,3,75.902252861,75.998793411,75.928730087,75.971080687,75.884051969,76.018406888,76.21642078,75.670445267,151.20591904,0,75.907323135,75.993557266,76.926917776,74.916481047,75.628302575,76.258696043,80.080251304,72.208084099,75.9716381,75.927222834,76.009539203,75.893992138,75.99660178,75.90708237,75.916957443,75.983087812,76.005926891,75.897837751,76.294503236,75.608506227,60.666760045,104.69870069,75.994873749,75.905679159,75.886882681,76.015625898,78.142055232,73.751416997,76.29484103,75.594636678,75.9496497438155,3,9
2404418,77,140,1-77-2024-140-04,4,476.75819069,476.95234078,476.76434913,476.9452077,476.76308426,476.93889574,480.81334289,472.91859782,480.67181591,473.11220799,476.90951602,476.79741512,477.10384188,476.62899117,467.63356982,486.30415308,484.54127737,468.7080288,480.88529199,471.80894648,476.92774224,476.7807669,476.98400536,476.72881804,476.87098408,476.83542531,477.08295676,476.64446124,483.82289358,470.3286043,962.37373736,0,477.01611983,476.70008621,476.83315948,476.87331591,479.3503512,474.73085994,482.40326283,471.11933817,476.853157776602,9,9
2404419,57,124,1-57-2024-124-03,3,73.665608195,74.782082936,147.59964228,0,74.217500261,74.223878437,74.213091771,74.224778168,74.21248577,74.225868552,74.096061958,74.344053137,74.061733446,74.325904133,74.211120978,74.22702682,74.297358338,74.148449238,71.26319395,77.432430545,75.036099064,73.422641042,76.050824843,72.475706068,74.674813115,73.770119815,75.090108885,73.371229393,74.243735981,74.195149124,75.105294084,72.773758983,73.705308467,74.742062489,74.393737456,74.048789137,74.240454397,74.196781067,74.216596128,74.221512408,74.219148340463,1,9
2404423,33,85,1-33-2024-085-03,3,39.264602101,39.314542994,39.278298898,39.300207068,39.255186692,39.32468914,39.427122684,39.144686913,39.109776211,39.469949975,39.267224979,39.311834311,39.794666212,38.754657579,39.122886295,39.448991881,41.42590088,37.353590753,39.300495421,39.277519189,39.320101844,39.260328789,39.313409253,39.26710043,39.272208853,39.306418412,39.318233178,39.262318143,39.467515115,39.112645548,31.383208062,54.161143684,39.312515334,39.266374542,39.256651033,39.323250521,40.423262689,38.151964318,0,78.210941527,39.2891207375412,12,9
2404426,12,83,1-12-2024-083-07,7,1361.6403174,1361.3515253,1361.1016338,1361.8912753,1360.7549699,1362.2557543,1367.8224683,1355.0152545,1369.1828916,1353.9287823,1362.5893938,1360.4318402,1362.5744247,1360.481718,1321.741986,1404.8097683,1480.0880897,1266.3464133,1351.0076698,1372.4676969,1330.7639384,1386.2684428,1365.9325653,1357.9567871,1359.6868808,1363.513593,1361.5303689,1361.3854792,1301.0380599,1423.1779942,0,3085.2577054,1360.5575169,1362.4719918,1360.5972817,1362.428475,1321.0487525,1410.8454374,1315.0941214,1415.5665686,1361.49270117535,9,9
2404428,69,100,1-69-2024-100-09,9,775.25025174,786.97088623,777.4223684,784.75612733,779.65140006,782.59627554,781.2696646,780.86286262,780.98982516,781.1366925,777.87027321,784.44582104,770.63534219,791.84986045,781.20380134,780.92599744,781.94547085,780.23453077,751.17280963,813.45739148,784.8694276,776.28276301,1603.1819069,0,781.62260969,781.48104691,789.98318189,772.35943775,783.19949557,779.17825308,795.87568272,753.87101544,819.57026494,743.66782697,781.94165057,780.26876808,782.01944238,780.08553538,780.21247237,781.96233754,781.066153737877,8,9
2404429,69,101,1-69-2024-101-05,5,7.2520819225,7.3526424844,7.2627611531,7.3416974928,7.3081659229,7.295876418,7.3020159995,7.3020159995,7.3020159995,7.3020159995,7.2939711211,7.3100786437,7.1939618395,7.4133656305,7.3020159995,7.3020159995,7.3020159995,7.3020159995,7.0091665774,7.6204034605,7.3765745762,7.2289495399,14.955203962,0,7.350010154,7.254644564,7.382234957,7.2235216976,7.3020159995,7.3020159995,7.3020159995,7.3020159995,7.2471468121,7.3577223703,7.3252466705,7.2789322063,7.3020159995,7.3020159995,7.3020159995,7.3020159995,7.30201599951961,8,9
2404431,57,125,1-57-2024-125-04,4,460.60639113,467.18353577,922.58125379,0,464.17325658,463.56357792,463.81001619,463.93073828,463.87286739,463.86767653,463.41397132,464.3281748,457.24623572,470.72251406,463.83163206,463.91139182,463.92498854,463.81992139,449.03166826,478.97542634,468.67999677,459.15891024,475.1549481,453.10958177,466.93661686,460.84379832,469.1922836,458.68298246,463.89855937,463.84253198,463.85762912,463.88397469,460.54196546,467.25905072,465.32651301,462.42338816,463.84306692,463.89703304,463.83882421,463.90207736,463.870269479946,1,9
2404433,30,154,1-30-2024-154-05,5,84.14190511,85.308653824,84.26581033,85.181665125,84.792616821,84.650028477,84.721262654,84.721262654,84.721262654,84.721262654,84.627922369,84.814809065,83.467569855,86.013190984,84.721262654,84.721262654,84.721262654,84.721262654,81.323492392,88.415336689,85.58632468,83.873512838,86.758489913,82.777515014,85.278112347,84.171638026,85.651998955,83.810536579,84.721262654,84.721262654,84.721262654,84.721262654,0,170.73518588,84.990795312,84.453434138,84.721262654,84.721262654,84.721262654,84.721262654,84.7212626538785,10,9
2404434,17,141,1-17-2024-141-04,4,257.62268413,260.49763554,257.60412796,260.50271775,255.44574699,262.39400087,259.01106112,259.07847742,259.04615988,259.04326108,0,510.30151363,266.04558982,253.00792836,259.02313234,259.06767355,259.07526653,259.0165926,234.14927108,293.38286924,261.9544564,256.20302704,265.39968089,252.98990196,261.27042075,256.84984338,264.80273372,253.73947241,259.06050737,259.02921931,259.03765019,259.05236266,257.18604386,260.93714737,259.85793687,258.23670959,259.02951804,259.059655,259.02714874,259.06247196,259.044709099464,4,9
2404435,17,142,1-17-2024-142-03,3,59.865213084,62.002123244,60.586898523,61.279556449,60.710096415,61.134835809,60.926178287,60.935772383,60.925680783,60.936667547,0,121.96524418,57.169901331,65.240400853,60.924560339,60.937618442,60.995357994,60.873109181,64.888991837,56.761705034,62.359452631,59.608644699,63.382568337,58.706052999,63.18107146,58.668335472,62.932311024,59.101367261,60.95133604,60.911448043,61.658643084,59.744539793,60.509307148,61.360443502,61.074481652,60.791291958,60.948641982,60.912787808,60.929055234,60.933091316,60.9311505045675,4,9
2404437,17,144,1-17-2024-144-04,4,257.62268425,260.49763566,257.60412808,260.50271787,255.44574711,262.39400099,259.01106124,259.07847755,259.04616,259.04326121,0,510.30151387,266.04558994,253.00792847,259.02313246,259.06767367,259.07526665,259.01659272,234.14927119,293.38286938,261.95445652,256.20302716,265.39968102,252.98990208,261.27042087,256.8498435,264.80273385,253.73947253,259.06050749,259.02921943,259.03765031,259.05236279,257.18604398,260.9371475,259.85793699,258.23670971,259.02951817,259.05965512,259.02714886,259.06247208,259.044709221254,4,9
2404438,66,89,1-66-2024-089-03,3,90.15455348,90.269221621,90.186002382,90.236305229,90.132934975,90.292517955,90.527713267,89.879218964,89.799061301,90.626048031,90.160575809,90.263002275,91.371621543,88.983681545,89.829163064,90.57792663,190.2341242,0,90.236967309,90.184212109,90.281985169,90.144741627,90.266618463,90.160289836,90.172019168,90.250566953,90.277694567,90.149309337,90.620457404,89.80564952,72.058265161,124.35816138,90.264565957,90.158623141,90.136297214,90.289214773,92.814927515,87.599851353,90.620858626,89.789175661,90.2108501600037,6,9
2404439,66,90,1-66-2024-090-03,3,90.15455348,90.269221621,90.186002382,90.236305229,90.132934975,90.292517955,90.527713267,89.879218964,89.799061301,90.626048031,90.160575809,90.263002275,91.371621543,88.983681545,89.829163064,90.57792663,190.2341242,0,90.236967309,90.184212109,90.281985169,90.144741627,90.266618463,90.160289836,90.172019168,90.250566953,90.277694567,90.149309337,90.620457404,89.80564952,72.058265161,124.35816138,90.264565957,90.158623141,90.136297214,90.289214773,92.814927515,87.599851353,90.620858626,89.789175661,90.2108501600037,6,9
2404440,30,153,1-30-2024-153-04,4,3972.0912094,4028.8099586,3977.9917937,4022.752592,4002.8504761,3997.5928434,3999.7180316,4000.7590922,4000.2600361,4000.2152721,3996.302694,4004.1864309,3943.1145299,4059.3287374,3999.9044386,4000.5922559,4000.7095087,3999.8034502,3872.27528,4130.498658,4041.714859,3959.6086944,4097.5523327,3907.4416276,4026.6806254,3974.138517,4046.1326222,3955.5044775,4000.4815938,3999.9984352,4000.1286271,4000.3558211,0,8058.9223406,4012.7957132,3987.7602883,4000.0030484,4000.4684313,3999.9664609,4000.5119315,4000.2376327131,10,9
2404263,31,86,1-31-2024-086-10,10,417.32085231,422.04707172,417.85234924,421.42658405,419.55018128,419.5155041,426.12041213,413.32012057,422.27488868,416.91311395,418.94456551,420.2424694,424.74799193,412.20047733,0,833.1310283,397.18578541,441.21745223,437.27983088,394.60002245,419.68738265,419.50126134,425.0182924,415.38834164,431.29536765,405.8780531,417.31797812,421.79499881,394.99379372,445.69670152,645.58179579,303.71823317,411.11968606,427.23737475,423.27454468,416.26382345,426.14649403,413.13668427,412.71462053,427.1450756,419.593794787767,6,9
2404266,15,170,1-15-2024-170-03,3,0,23.919044942,11.686541306,11.820147344,11.710304814,11.792232336,11.751984612,11.753835207,11.751888649,11.754007874,11.742675406,11.762871996,11.027440414,12.584150335,11.751672528,11.754191291,11.765328611,11.74174817,12.51636743,10.948703872,12.02844735,11.497846984,12.225795031,11.323747048,12.186928517,11.316471755,12.138945386,11.399998788,11.756837264,11.749143312,11.893268955,11.524059642,11.671574789,11.83574956,11.780590688,11.725966534,11.75631761,11.749401737,11.752539543,11.753318059,11.752943697986,1,9
2404267,15,171,1-15-2024-171-NM2,22,0,55.097855603,27.408176041,27.74547691,26.438572496,28.616887824,27.577209748,27.574130321,27.583007232,27.568376643,27.260746459,27.941988045,27.622563795,27.589119469,27.565011957,27.586962779,27.577624059,27.573803481,28.83512801,26.603123238,27.468443123,27.697223457,33.742385412,23.501796433,25.393234876,31.024678484,27.098384963,28.040322551,27.576325903,27.574984722,27.551723584,27.602366549,28.112974458,27.121636162,27.852922683,27.293643805,27.59081174,27.561196269,27.593344284,27.558402564,27.5756522213656,1,9
