CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,CONTACT,CONTACTAREA,CONTCOMP,NMNO,LONGLOC,LATLOC,CRUSH,BOTTOMOUT,BODYREGION,EVIDENCE,CONFIDENCE,CASEWGT,PSUSTRAT,VERSION
2403157,62,84,1-62-2024-084-NM1,21,1,O,10,61,2,888,888,888,8,999,98,1,50.4228553346501,7,9
2404955,16,122,1-16-2024-122-NM1,21,1,A,5,770,1,133,24,3,0,712,5,1,20.5106500164933,5,9
2404955,16,122,1-16-2024-122-NM1,21,1,B,1,703,1,113,33,3,0,742,5,1,20.5106500164933,5,9
2403963,18,109,1-18-2024-109-NM2,22,1,A,10,61,1,888,888,888,8,761,98,1,178.115957125676,6,9
2404906,77,155,1-77-2024-155-NM1,21,1,A,1,700,1,33,-60,0,0,851,9,3,113.21347390618,9,9
2404906,77,155,1-77-2024-155-NM1,21,1,B,1,706,1,60,-60,0,0,841,2,2,113.21347390618,9,9
2404906,77,155,1-77-2024-155-NM1,21,1,C,5,770,1,103,-36,0,0,831,3,2,113.21347390618,9,9
2404906,77,155,1-77-2024-155-NM1,21,1,D,5,772,1,120,-61,1,0,831,96,2,113.21347390618,9,9
2404906,77,155,1-77-2024-155-NM1,21,1,E,5,770,1,160,-57,0,0,811,3,2,113.21347390618,9,9
2404906,77,155,1-77-2024-155-NM1,21,1,H,6,775,1,204,-69,0,0,101,2,1,113.21347390618,9,9
2404906,77,155,1-77-2024-155-NM1,21,1,I,6,784,1,224,-70,1,0,101,5,1,113.21347390618,9,9
2404906,77,155,1-77-2024-155-NM1,21,1,F,5,770,1,113,54,0,0,861,3,3,113.21347390618,9,9
2404906,77,155,1-77-2024-155-NM1,21,1,G,5,772,1,156,69,0,0,862,3,3,113.21347390618,9,9
2404902,57,145,1-57-2024-145-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,184.840196410829,1,9
2402692,69,50,1-69-2024-050-NM1,21,1,D,5,770,1,190,30,0,0,999,9,2,7.66811372485411,8,9
2402692,69,50,1-69-2024-050-NM1,21,1,E,5,774,1,219,27,0,0,999,3,2,7.66811372485411,8,9
2402692,69,50,1-69-2024-050-NM1,21,1,F,10,61,1,888,888,888,8,999,98,1,7.66811372485411,8,9
2404463,14,82,1-14-2024-082-NM2,22,1,B,3,740,1,110,90,0,0,999,3,3,398.655902879135,8,9
2404449,11,136,1-11-2024-136-NM1,21,1,A,1,700,1,65,36,0,0,852,3,2,37.1071357763572,8,9
2404449,11,136,1-11-2024-136-NM1,21,1,B,1,703,1,94,95,0,0,762,98,2,37.1071357763572,8,9
2404449,11,136,1-11-2024-136-NM1,21,1,C,5,772,1,138,83,2,0,742,5,2,37.1071357763572,8,9
2404449,11,136,1-11-2024-136-NM1,21,1,D,3,752,1,247,74,0,0,999,3,2,37.1071357763572,8,9
2404449,11,136,1-11-2024-136-NM1,21,1,E,6,775,1,250,108,6,0,101,12,2,37.1071357763572,8,9
2402989,32,104,1-32-2024-104-NM1,21,1,B,5,770,1,95,45,0,0,999,3,3,11.6164138708606,7,9
2400825,10,13,1-10-2024-013-NM1,21,1,B,5,770,1,999,999,999,9,999,9,3,60.5767032793963,4,9
2400825,10,13,1-10-2024-013-NM1,21,1,C,2,722,1,999,999,999,8,999,1,3,60.5767032793963,4,9
2400825,10,13,1-10-2024-013-NM1,21,1,D,2,722,1,999,999,999,8,999,1,3,60.5767032793963,4,9
2405047,33,97,1-33-2024-097-NM1,21,1,A,5,770,2,109,11,3,0,511,5,1,55.4261582929793,12,9
2405047,33,97,1-33-2024-097-NM1,21,1,B,1,718,2,52,0,1,0,851,1,1,55.4261582929793,12,9
2405047,33,97,1-33-2024-097-NM1,21,1,C,6,777,2,274,1,0,0,999,98,1,55.4261582929793,12,9
2405047,33,97,1-33-2024-097-NM1,21,1,D,3,749,2,334,71,0,0,999,98,1,55.4261582929793,12,9
2405047,33,97,1-33-2024-097-NM1,21,1,E,1,706,1,76,-65,0,0,831,2,1,55.4261582929793,12,9
2400050,69,1,1-69-2024-001-NM1,21,1,A,2,720,1,76,-89,888,0,832,3,3,7.66811372485411,8,9
2400118,69,3,1-69-2024-003-NM1,21,1,A,1,703,1,110,-45,15,0,831,5,2,7.66811372485411,8,9
2400118,69,3,1-69-2024-003-NM1,21,1,B,1,703,1,118,3,5,0,741,5,2,7.66811372485411,8,9
2400118,69,3,1-69-2024-003-NM1,21,1,C,5,770,1,200,-25,0,9,999,9,2,7.66811372485411,8,9
2400118,69,3,1-69-2024-003-NM1,21,1,D,6,775,1,253,-62,888,8,101,12,2,7.66811372485411,8,9
2400052,27,1,1-27-2024-001-NM1,21,1,A,1,701,2,73,30,999,1,872,2,1,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,B,1,700,1,48,18,999,1,852,2,2,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,C,1,700,1,50,73,999,9,832,2,1,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,D,1,702,2,999,999,999,9,842,98,2,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,E,1,706,1,75,56,4,1,812,2,1,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,F,1,703,2,76,1,10,0,832,1,1,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,G,1,703,1,102,51,10,0,512,1,1,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,H,5,770,2,96,2,5,1,832,1,1,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,I,5,770,1,136,61,8,0,812,1,1,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,J,6,775,2,210,15,10,0,512,12,1,20.5862279366663,3,9
2400050,69,1,1-69-2024-001-NM1,21,1,D,2,734,1,888,888,0,8,999,3,2,7.66811372485411,8,9
2400050,69,1,1-69-2024-001-NM1,21,1,C,2,732,1,225,-89,888,8,601,96,1,7.66811372485411,8,9
2400052,27,1,1-27-2024-001-NM1,21,1,K,7,791,2,999,999,999,9,859,98,2,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,L,7,793,2,999,999,999,9,859,98,2,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,M,3,756,2,999,999,999,9,999,98,2,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,N,5,774,2,172,25,888,8,819,1,1,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,Q,10,61,1,888,888,888,8,999,98,1,20.5862279366663,3,9
2400488,57,9,1-57-2024-009-NM1,21,1,A,1,700,1,999,999,999,0,841,5,2,15.1868109907281,1,9
2400248,22,4,1-22-2024-004-NM2,22,1,A,1,700,1,71,67,0,0,851,3,2,105.99041920132,12,9
2400625,60,9,1-60-2024-009-NM1,21,1,A,1,701,1,32,50,0,0,851,2,1,140.53984277194,8,9
2400625,60,9,1-60-2024-009-NM1,21,1,B,1,702,1,73,43,0,0,831,2,1,140.53984277194,8,9
2400625,60,9,1-60-2024-009-NM1,21,1,C,5,770,1,120,42,0,0,811,3,1,140.53984277194,8,9
2400625,60,9,1-60-2024-009-NM1,21,1,D,6,775,1,222,35,7,0,996,96,1,140.53984277194,8,9
2400619,16,21,1-16-2024-021-NM1,21,1,A,1,700,1,48,0,0,0,851,1,3,61.8147074429554,5,9
2400619,16,21,1-16-2024-021-NM1,21,1,B,5,770,1,80,0,1,0,831,1,1,61.8147074429554,5,9
2400619,16,21,1-16-2024-021-NM1,21,1,C,5,770,1,94,-6,2,0,811,1,1,61.8147074429554,5,9
2400619,16,21,1-16-2024-021-NM1,21,1,D,5,770,1,130,-30,0,0,711,3,3,61.8147074429554,5,9
2400574,13,13,1-13-2024-013-NM1,21,1,A,1,702,1,90,25,2,0,831,2,1,16.3827604184312,7,9
2400574,13,13,1-13-2024-013-NM1,21,1,B,1,706,1,93,50,1,0,862,2,2,16.3827604184312,7,9
2400574,13,13,1-13-2024-013-NM1,21,1,C,5,770,1,100,20,2,0,811,1,1,16.3827604184312,7,9
2400574,13,13,1-13-2024-013-NM1,21,1,D,5,770,1,116,36,10,0,811,5,1,16.3827604184312,7,9
2400574,13,13,1-13-2024-013-NM1,21,1,E,6,775,1,255,0,19,8,101,2,1,16.3827604184312,7,9
2400574,13,13,1-13-2024-013-NM1,21,1,F,6,775,1,260,-60,8,0,769,12,2,16.3827604184312,7,9
2400574,13,13,1-13-2024-013-NM1,21,1,G,2,733,1,260,-90,1,8,769,2,2,16.3827604184312,7,9
2400611,24,13,1-24-2024-013-NM2,22,1,A,1,703,1,999,999,999,0,814,1,1,147.143075961834,1,9
2405047,33,97,1-33-2024-097-NM1,21,1,F,2,722,1,227,-67,2,0,101,98,1,55.4261582929793,12,9
2405047,33,97,1-33-2024-097-NM1,21,1,G,2,733,1,250,-80,0,0,749,3,1,55.4261582929793,12,9
2405047,33,97,1-33-2024-097-NM1,21,1,H,2,729,1,287,-57,0,0,999,98,1,55.4261582929793,12,9
2405047,33,97,1-33-2024-097-NM1,21,1,I,2,729,1,337,-58,0,0,999,3,1,55.4261582929793,12,9
2403177,13,71,1-13-2024-071-NM1,21,1,A,10,61,1,888,888,888,8,999,98,1,64.2373320511644,7,9
2403193,30,111,1-30-2024-111-NM1,21,2,D,5,770,1,65,82,0,0,999,3,2,39.9148366584821,10,9
2403193,30,111,1-30-2024-111-NM1,21,2,E,5,774,1,230,10,888,0,999,1,2,39.9148366584821,10,9
2403193,30,111,1-30-2024-111-NM1,21,2,F,6,775,1,240,30,999,0,101,2,2,39.9148366584821,10,9
2403193,30,111,1-30-2024-111-NM1,21,2,G,3,740,1,110,101,0,0,999,3,2,39.9148366584821,10,9
2403193,30,111,1-30-2024-111-NM1,21,2,H,3,742,1,999,999,0,0,999,3,2,39.9148366584821,10,9
2403193,30,111,1-30-2024-111-NM1,21,2,I,3,753,1,888,888,888,0,999,3,2,39.9148366584821,10,9
2403193,30,111,1-30-2024-111-NM1,21,2,J,7,791,1,130,888,888,0,999,96,2,39.9148366584821,10,9
2403193,30,111,1-30-2024-111-NM1,21,2,K,10,61,1,888,888,888,8,999,98,1,39.9148366584821,10,9
2404658,81,117,1-81-2024-117-NM1,21,2,A,2,738,1,888,888,5,0,839,2,3,26.5893987350207,8,9
2402571,32,94,1-32-2024-094-NM1,21,1,C,6,776,1,888,888,0,0,999,3,2,27.5926066558606,7,9
2403346,24,92,1-24-2024-092-NM1,21,1,B,1,703,1,100,-70,0,0,999,6,2,23.1726143074507,1,9
2403346,24,92,1-24-2024-092-NM1,21,1,C,5,770,1,105,-70,2,0,101,5,2,23.1726143074507,1,9
2403346,24,92,1-24-2024-092-NM1,21,1,D,10,61,1,888,888,888,8,999,98,1,23.1726143074507,1,9
2403440,57,82,1-57-2024-082-NM1,21,1,A,3,740,1,999,999,999,0,999,5,2,13.7201676622522,1,9
2403440,57,82,1-57-2024-082-NM1,21,1,B,3,740,1,999,999,999,0,999,5,2,13.7201676622522,1,9
2403440,57,82,1-57-2024-082-NM1,21,1,C,3,753,1,888,888,0,8,999,98,2,13.7201676622522,1,9
2403440,57,82,1-57-2024-082-NM1,21,1,D,10,61,1,888,888,888,8,999,98,1,13.7201676622522,1,9
2405167,57,157,1-57-2024-157-NM1,21,1,B,1,703,1,87,-156,9,0,811,1,2,19.2604769426058,1,9
2405167,57,157,1-57-2024-157-NM1,21,1,E,6,775,1,197,-157,4,0,101,12,2,19.2604769426058,1,9
2402198,11,55,1-11-2024-055-NM1,21,1,D,3,749,1,888,888,888,8,101,1,2,37.1071357763572,8,9
2403754,21,79,1-21-2024-079-NM1,21,1,C,5,770,1,100,47,0,0,999,3,2,15.3205421761938,11,9
2403754,21,79,1-21-2024-079-NM1,21,1,E,5,787,1,202,80,888,0,999,1,2,15.3205421761938,11,9
2403754,21,79,1-21-2024-079-NM1,21,1,F,3,753,1,236,90,888,0,999,2,2,15.3205421761938,11,9
2405218,28,164,1-28-2024-164-NM2,22,1,A,2,730,1,888,888,888,8,761,5,1,142.962485684357,3,9
2403754,21,79,1-21-2024-079-NM1,21,1,G,10,61,1,888,888,888,8,999,98,1,15.3205421761938,11,9
2403754,21,79,1-21-2024-079-NM1,21,1,D,5,770,1,162,30,0,0,999,3,2,15.3205421761938,11,9
2403886,24,109,1-24-2024-109-NM1,21,2,C,1,702,1,54,34,1,0,831,1,2,23.1726143074507,1,9
2403886,24,109,1-24-2024-109-NM1,21,2,D,1,703,1,61,34,1,0,999,3,2,23.1726143074507,1,9
2403886,24,109,1-24-2024-109-NM1,21,2,E,1,703,1,71,34,1,0,999,3,3,23.1726143074507,1,9
2403886,24,109,1-24-2024-109-NM1,21,2,F,5,770,1,120,34,1,0,999,9,3,23.1726143074507,1,9
2403886,24,109,1-24-2024-109-NM1,21,2,G,10,61,1,888,888,888,8,999,98,1,23.1726143074507,1,9
2405121,22,155,1-22-2024-155-NM2,22,1,A,3,740,1,999,999,999,0,999,5,1,64.1408737687855,12,9
2405096,32,144,1-32-2024-144-NM1,21,1,B,1,700,1,67,-96,20,0,849,1,3,65.0700959465246,7,9
2405096,32,144,1-32-2024-144-NM1,21,1,C,1,706,1,67,-85,52,0,819,1,3,65.0700959465246,7,9
2404582,24,129,1-24-2024-129-NM1,21,1,H,10,61,1,888,888,888,8,999,98,2,23.1726143074507,1,9
2404273,81,103,1-81-2024-103-NM1,21,1,A,10,61,1,888,888,888,8,999,98,3,34.7221032435964,8,9
2404592,11,140,1-11-2024-140-NM1,21,1,B,5,770,1,999,999,999,0,999,1,2,37.1071357763572,8,9
2404592,11,140,1-11-2024-140-NM1,21,1,C,5,770,1,999,999,999,0,999,1,2,37.1071357763572,8,9
2404592,11,140,1-11-2024-140-NM1,21,1,D,5,770,1,999,999,999,0,999,1,2,37.1071357763572,8,9
2404592,11,140,1-11-2024-140-NM1,21,1,E,5,774,1,999,999,999,0,999,98,2,37.1071357763572,8,9
2404592,11,140,1-11-2024-140-NM1,21,1,F,6,775,1,999,999,999,0,999,98,2,37.1071357763572,8,9
2404592,11,140,1-11-2024-140-NM1,21,1,G,10,61,1,888,888,888,8,999,98,1,37.1071357763572,8,9
2402767,27,90,1-27-2024-090-NM2,22,1,A,10,73,1,888,888,888,8,999,98,1,33.2945661482558,3,9
2405854,29,101,1-29-2024-101-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,1234.79079181352,2,9
2404587,25,122,1-25-2024-122-NM2,22,1,B,10,61,1,888,888,888,8,999,98,2,117.391789482128,2,9
2404569,18,121,1-18-2024-121-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,142.413843051628,6,9
2402198,11,55,1-11-2024-055-NM1,21,1,E,3,750,1,888,888,999,9,832,1,1,37.1071357763572,8,9
2402198,11,55,1-11-2024-055-NM1,21,1,F,6,782,1,999,999,999,9,101,2,3,37.1071357763572,8,9
2404652,30,158,1-30-2024-158-NM2,22,1,A,10,61,1,888,888,888,8,732,98,1,415.467981801604,10,9
2403772,81,91,1-81-2024-091-NM1,21,1,E,1,700,1,60,15,999,1,849,1,1,42.9814225528816,8,9
2403772,81,91,1-81-2024-091-NM1,21,1,F,5,770,1,999,999,999,9,601,1,1,42.9814225528816,8,9
2403772,81,91,1-81-2024-091-NM1,21,1,G,6,777,1,333,-48,999,9,999,1,1,42.9814225528816,8,9
2403772,81,91,1-81-2024-091-NM1,21,1,H,6,775,1,157,25,999,0,739,2,1,42.9814225528816,8,9
2406239,57,194,1-57-2024-194-NM1,21,1,A,1,703,1,999,999,999,9,999,6,3,19.2604769426058,1,9
2406239,57,194,1-57-2024-194-NM1,21,1,B,1,703,1,999,999,999,9,999,6,3,19.2604769426058,1,9
2402543,25,60,1-25-2024-060-NM1,21,1,K,3,752,1,999,999,999,8,999,3,3,46.3961698932894,2,9
2404887,17,158,1-17-2024-158-NM2,22,1,A,3,750,1,888,888,888,9,851,5,1,62.2469031035836,4,9
2404887,17,158,1-17-2024-158-NM2,22,1,B,3,750,1,888,888,999,9,711,5,2,62.2469031035836,4,9
2404887,17,158,1-17-2024-158-NM2,22,1,C,3,756,1,888,888,888,9,711,5,1,62.2469031035836,4,9
2404887,17,158,1-17-2024-158-NM2,22,1,D,10,61,1,888,888,888,8,999,98,2,62.2469031035836,4,9
2404706,11,142,1-11-2024-142-NM1,21,1,I,10,61,1,888,888,888,0,999,98,1,37.1071357763572,8,9
2403413,81,77,1-81-2024-077-NM1,21,2,C,3,756,1,888,888,999,0,832,1,2,23.4695700092411,8,9
2404755,22,143,1-22-2024-143-NM2,22,1,A,10,61,1,888,888,888,8,742,98,1,85.2845477308788,12,9
2405941,11,180,1-11-2024-180-NM2,22,1,C,5,770,1,999,999,3,0,101,5,3,2346.62012709175,8,9
2405941,11,180,1-11-2024-180-NM2,22,1,A,1,702,1,999,999,2,0,711,2,3,2346.62012709175,8,9
2404650,82,126,1-82-2024-126-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,272.240647923415,1,9
2402989,32,104,1-32-2024-104-NM1,21,1,C,5,770,1,90,82,0,0,999,3,3,11.6164138708606,7,9
2402989,32,104,1-32-2024-104-NM1,21,1,D,5,770,1,138,15,1,0,999,1,3,11.6164138708606,7,9
2402989,32,104,1-32-2024-104-NM1,21,1,E,10,61,1,888,888,888,8,999,98,1,11.6164138708606,7,9
2404607,26,111,1-26-2024-111-NM1,21,1,A,1,706,1,999,999,999,9,739,5,2,76.6867213232,10,9
2404607,26,111,1-26-2024-111-NM1,21,1,B,1,703,1,999,999,999,0,819,5,2,76.6867213232,10,9
2406259,30,213,1-30-2024-213-NM1,21,1,H,5,770,1,160,0,999,0,101,5,3,70.0679338170937,10,9
2404767,81,119,1-81-2024-119-NM1,21,1,A,1,701,1,999,999,999,0,999,2,2,47.7030665360098,8,9
2404767,81,119,1-81-2024-119-NM1,21,1,C,1,702,1,999,999,999,0,999,2,2,47.7030665360098,8,9
2404767,81,119,1-81-2024-119-NM1,21,1,B,1,700,1,999,999,999,0,999,2,2,47.7030665360098,8,9
2404767,81,119,1-81-2024-119-NM1,21,1,E,1,703,1,999,999,999,0,999,5,2,47.7030665360098,8,9
2404767,81,119,1-81-2024-119-NM1,21,1,F,5,770,1,999,999,999,0,999,5,2,47.7030665360098,8,9
2404767,81,119,1-81-2024-119-NM1,21,1,G,6,775,1,999,999,999,0,999,2,2,47.7030665360098,8,9
2404767,81,119,1-81-2024-119-NM1,21,1,H,10,61,1,888,888,888,0,999,98,1,47.7030665360098,8,9
2405266,59,155,1-59-2024-155-NM2,22,1,B,2,738,1,888,888,888,8,999,3,2,265.224171982023,6,9
2405266,59,155,1-59-2024-155-NM2,22,1,C,2,720,1,999,999,2,0,999,5,2,265.224171982023,6,9
2405266,59,155,1-59-2024-155-NM2,22,1,D,10,61,1,888,888,888,8,999,98,1,265.224171982023,6,9
2405355,67,48,1-67-2024-048-NM2,22,1,D,1,702,1,68,-53,999,8,999,5,2,466.844383438263,7,9
2405242,17,171,1-17-2024-171-NM2,22,1,B,10,61,1,888,888,888,8,999,98,1,85.8489914277837,4,9
2405234,26,120,1-26-2024-120-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,2513.96756463306,10,9
2405167,57,157,1-57-2024-157-NM1,21,1,A,1,700,1,47,-174,0,0,999,98,3,19.2604769426058,1,9
2405167,57,157,1-57-2024-157-NM1,21,1,C,5,770,1,102,-156,5,0,819,5,1,19.2604769426058,1,9
2405167,57,157,1-57-2024-157-NM1,21,1,D,5,774,1,999,999,999,8,999,98,2,19.2604769426058,1,9
2405167,57,157,1-57-2024-157-NM1,21,1,F,10,61,1,888,888,888,8,999,98,1,19.2604769426058,1,9
2405228,82,149,1-82-2024-149-NM2,22,1,A,10,61,1,999,999,999,8,999,98,2,530.041651146454,1,9
2405560,57,173,1-57-2024-173-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,166.164473508738,1,9
2405355,67,48,1-67-2024-048-NM2,22,1,E,1,701,1,30,-53,999,0,999,2,3,466.844383438263,7,9
2405355,67,48,1-67-2024-048-NM2,22,1,F,5,770,1,100,-20,999,0,831,5,2,466.844383438263,7,9
2404767,81,119,1-81-2024-119-NM1,21,1,D,1,706,1,999,999,888,0,999,2,2,47.7030665360098,8,9
2405338,27,166,1-27-2024-166-NM1,21,1,D,5,770,1,999,999,999,9,741,5,2,21.5359551258335,3,9
2405338,27,166,1-27-2024-166-NM1,21,1,C,5,770,1,999,999,999,9,999,5,3,21.5359551258335,3,9
2405355,67,48,1-67-2024-048-NM2,22,1,G,5,770,1,100,-40,999,0,832,5,2,466.844383438263,7,9
2405355,67,48,1-67-2024-048-NM2,22,1,H,5,770,1,155,-10,999,0,741,5,2,466.844383438263,7,9
2405348,15,204,1-15-2024-204-NM2,22,1,A,10,61,1,888,888,888,0,999,98,1,95.8031442610112,1,9
2405316,24,148,1-24-2024-148-NM1,21,1,A,3,750,1,888,888,1,0,999,5,3,23.1726143074507,1,9
2405316,24,148,1-24-2024-148-NM1,21,1,B,3,750,1,888,888,0,0,999,3,3,23.1726143074507,1,9
2405316,24,148,1-24-2024-148-NM1,21,1,C,3,740,1,999,999,999,0,999,3,3,23.1726143074507,1,9
2404706,11,142,1-11-2024-142-NM1,21,1,J,6,784,1,999,999,999,9,101,5,2,37.1071357763572,8,9
2402307,30,81,1-30-2024-081-NM1,21,1,D,2,733,1,999,999,999,0,101,2,3,70.0679338170937,10,9
2405495,26,125,1-26-2024-125-NM1,21,1,A,10,61,1,888,888,888,8,811,98,2,26.2657713930828,10,9
2405316,24,148,1-24-2024-148-NM1,21,1,D,10,61,1,888,888,888,0,999,98,1,23.1726143074507,1,9
2406281,52,63,1-52-2024-063-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,99.7929570162416,12,9
2405570,25,151,1-25-2024-151-NM2,22,1,A,1,700,1,999,999,999,0,851,3,3,362.735522403193,2,9
2405570,25,151,1-25-2024-151-NM2,22,1,B,1,700,1,999,999,999,0,851,3,3,362.735522403193,2,9
2405570,25,151,1-25-2024-151-NM2,22,1,C,1,700,1,999,999,999,0,999,3,3,362.735522403193,2,9
2405570,25,151,1-25-2024-151-NM2,22,1,D,1,703,1,999,999,999,0,711,3,3,362.735522403193,2,9
2405570,25,151,1-25-2024-151-NM2,22,1,E,10,61,1,888,888,888,8,101,98,1,362.735522403193,2,9
2406219,15,242,1-15-2024-242-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,30.3797729398406,1,9
2405353,29,90,1-29-2024-090-NM2,22,1,B,5,770,1,122,45,0,0,999,3,2,400.603383200049,2,9
2405353,29,90,1-29-2024-090-NM2,22,1,C,10,61,1,888,888,0,0,999,98,1,400.603383200049,2,9
2405381,22,165,1-22-2024-165-NM2,22,1,B,10,61,1,888,888,888,8,101,98,3,86.2407444911639,12,9
2405381,22,165,1-22-2024-165-NM2,22,1,C,1,719,1,999,999,999,9,712,98,2,86.2407444911639,12,9
2405381,22,165,1-22-2024-165-NM2,22,1,D,1,719,1,999,999,999,9,732,98,2,86.2407444911639,12,9
2405381,22,165,1-22-2024-165-NM2,22,1,E,1,719,1,999,999,999,9,812,98,2,86.2407444911639,12,9
2406002,81,159,1-81-2024-159-NM1,21,1,B,10,61,1,888,888,888,8,601,98,1,21.098194093673,8,9
2405352,29,89,1-29-2024-089-NM1,21,1,A,1,700,1,75,-90,0,0,512,5,2,37.5008426016573,2,9
2402679,13,64,1-13-2024-064-NM1,21,1,B,1,702,1,999,999,999,9,839,2,2,52.9890988226477,7,9
2402679,13,64,1-13-2024-064-NM1,21,1,D,1,703,1,999,999,999,9,829,1,2,52.9890988226477,7,9
2402679,13,64,1-13-2024-064-NM1,21,1,C,1,706,1,999,999,999,9,829,5,2,52.9890988226477,7,9
2402679,13,64,1-13-2024-064-NM1,21,1,E,5,770,1,999,999,999,9,601,1,3,52.9890988226477,7,9
2402535,24,69,1-24-2024-069-NM1,21,1,A,1,701,1,999,999,999,0,999,2,1,23.1726143074507,1,9
2401453,22,45,1-22-2024-045-NM2,22,1,A,3,750,1,888,888,888,8,712,9,3,29.8393033504253,12,9
2401453,22,45,1-22-2024-045-NM2,22,1,B,3,750,1,888,888,888,8,401,5,2,29.8393033504253,12,9
2401453,22,45,1-22-2024-045-NM2,22,1,C,3,745,1,888,888,888,8,712,9,2,29.8393033504253,12,9
2403102,16,93,1-16-2024-093-NM2,22,1,A,5,770,1,163,55,5,0,101,1,1,346.176563309069,5,9
2403198,33,54,1-33-2024-054-NM1,21,1,A,1,701,2,34,-55,0,0,999,9,1,55.7364737376608,12,9
2403198,33,54,1-33-2024-054-NM1,21,1,B,1,700,2,48,-20,0,0,999,9,1,55.7364737376608,12,9
2403198,33,54,1-33-2024-054-NM1,21,1,C,5,770,1,137,30,0,0,999,2,1,55.7364737376608,12,9
2403198,33,54,1-33-2024-054-NM1,21,1,D,6,775,1,999,999,999,0,999,9,2,55.7364737376608,12,9
2403198,33,54,1-33-2024-054-NM1,21,1,E,6,777,1,888,888,0,8,999,9,1,55.7364737376608,12,9
2402754,26,79,1-26-2024-079-NM2,22,1,A,4,760,1,888,888,999,0,999,4,2,1030.55932741376,10,9
2403191,12,53,1-12-2024-053-NM2,22,1,A,1,700,1,46,33,1,0,999,5,3,279.612696685556,9,9
2402841,24,79,1-24-2024-079-NM1,21,1,A,1,700,1,62,198,0,0,851,3,1,23.1726143074507,1,9
2402841,24,79,1-24-2024-079-NM1,21,1,B,5,770,1,128,194,999,0,999,5,1,23.1726143074507,1,9
2402841,24,79,1-24-2024-079-NM1,21,1,C,6,775,1,220,255,999,0,101,2,1,23.1726143074507,1,9
2402254,26,62,1-26-2024-062-NM1,21,1,F,10,61,1,888,888,888,9,999,98,1,25.7030205312635,10,9
2402260,26,63,1-26-2024-063-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,962.578555188656,10,9
2403500,32,122,1-32-2024-122-NM1,21,1,A,1,706,1,72,-38,26,0,852,3,3,14.4199310356771,7,9
2402256,21,45,1-21-2024-045-NM1,21,1,A,10,61,1,888,888,888,8,999,98,1,17.4486412062215,11,9
2401098,10,16,1-10-2024-016-NM1,21,1,D,10,61,1,888,888,888,8,999,98,3,31.3806248143146,4,9
2401098,10,16,1-10-2024-016-NM1,21,1,C,10,61,2,888,888,888,8,999,98,3,31.3806248143146,4,9
2401098,10,16,1-10-2024-016-NM1,21,1,A,1,701,1,32,-78,0,0,852,5,3,31.3806248143146,4,9
2401098,10,16,1-10-2024-016-NM1,21,1,B,6,775,2,198,25,0,0,712,2,3,31.3806248143146,4,9
2401027,16,33,1-16-2024-033-NM2,22,1,C,10,61,1,888,888,888,8,999,98,3,439.019791611487,5,9
2403576,30,126,1-30-2024-126-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,516.81832296578,10,9
2400611,24,13,1-24-2024-013-NM2,22,1,D,5,770,1,999,999,999,9,101,1,1,147.143075961834,1,9
2401324,66,26,1-66-2024-026-NM2,22,1,J,6,775,1,999,999,999,0,101,2,2,110.074249285118,6,9
2401324,66,26,1-66-2024-026-NM2,22,1,K,6,775,1,999,999,999,0,601,2,1,110.074249285118,6,9
2402832,69,55,1-69-2024-055-NM1,21,1,D,1,702,1,68,-35,999,9,832,5,1,7.66811372485411,8,9
2402832,69,55,1-69-2024-055-NM1,21,1,E,1,700,1,45,-40,0,9,852,3,2,7.66811372485411,8,9
2402832,69,55,1-69-2024-055-NM1,21,1,F,5,770,1,170,-40,5,9,712,1,2,7.66811372485411,8,9
2402832,69,55,1-69-2024-055-NM1,21,1,G,9,828,1,192,-28,888,8,722,1,1,7.66811372485411,8,9
2402832,69,55,1-69-2024-055-NM1,21,1,H,10,61,1,888,888,888,8,999,98,2,7.66811372485411,8,9
