CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,WHEELBASE,OAL,MAXWIDTH,CURBWT,TRACKWIDTH,OVERHANG_FRT,OVERHANG_REAR,UEW,ENG_CYL,ENG_DISP,TRANSMISSION,DRVWHEELS,ALTVEH,SUSPMODS,WEIGHTDIST,CASEWGT,PSUSTRAT,VERSION
2404012,32,127,1-32-2024-127-NM1,21,1,365,571,202,2262,167,101,105,999,4,2.4,2,2,0,0,60,81.1432128652192,7,9
2404482,82,121,1-82-2024-121-NM2,22,1,266,459,185,1580,161,91,101,999,4,1.5,2,3,9,1,58,375.053029592921,1,9
2400305,73,9,1-73-2024-009-04,4,1,312,526,203,1939,173,96,118,999,6,3.5,2,3,0,0,58,54.3106720874916,3,9
2402377,15,93,1-15-2024-093-NM2,22,1,270,469,189,1610,160,97,102,999,6,2.5,2,4,9,0,57,172.627983004139,1,9
2405595,52,55,1-52-2024-055-NM2,22,1,303,520,200,2222,166,98,119,999,8,5.4,2,3,9,0,99,153.764846051201,12,9
2400079,59,5,1-59-2024-005-NM2,22,1,284,488,186,1775,160,94,110,160,4,2.0,2,4,0,0,59,326.257763636632,6,9
2404019,16,108,1-16-2024-108-02,2,2,299,506,190,2280,163,94,112,163,98,98.0,3,2,0,1,47,24.080851017413,5,9
2401849,29,18,1-29-2024-018-03,3,1,283,488,191,1532,160,94,112,148,4,2.0,2,1,0,0,61,104.719093140208,2,9
2401849,29,18,1-29-2024-018-03,3,2,272,478,188,1701,159,93,113,999,6,3.7,2,2,9,0,53,104.719093140208,2,9
2405015,81,128,1-81-2024-128-07,7,2,300,515,201,1996,173,94,120,180,6,3.4,2,1,0,0,56,11794.2038037789,8,9
2404766,81,118,1-81-2024-118-02,2,1,301,462,188,1903,160,74,87,170,4,2.0,2,3,0,1,52,29.2612564861438,8,9
2400357,25,5,1-25-2024-005-06,6,2,265,438,184,1466,160,93,100,130,4,2.0,2,4,0,0,57,456.185546555652,2,9
2402080,11,53,1-11-2024-053-NM1,21,3,287,516,194,1923,168,103,126,150,6,3.7,2,1,9,0,99,37.1071357763572,8,9
2405732,29,96,1-29-2024-096-NM1,21,1,365,598,203,2371,174,100,108,194,8,6.2,2,3,0,0,58,151.12126186189,2,9
2404235,26,108,1-26-2024-108-NM1,21,1,266,459,185,1580,161,91,101,165,4,2.0,2,4,0,0,58,41.696402482386,10,9
2402738,32,98,1-32-2024-098-NM1,21,1,256,425,178,1382,154,93,76,165,4,1.4,2,1,0,0,60,72.5717518696977,7,9
2404767,81,119,1-81-2024-119-NM1,21,1,267,448,186,1631,161,91,90,999,4,2.4,2,1,9,0,59,47.7030665360098,8,9
2402990,32,105,1-32-2024-105-NM2,22,1,258,439,173,1156,152,83,98,999,4,1.6,2,1,9,0,57,564.925282878733,7,9
2400677,11,17,1-11-2024-017-NM1,21,1,280,487,184,1524,155,91,114,148,4,1.9,2,1,0,0,60,37.1071357763572,8,9
2404592,11,140,1-11-2024-140-NM1,21,1,272,481,180,1490,156,94,115,999,4,2.4,1,1,9,0,59,37.1071357763572,8,9
2400866,48,31,1-48-2024-031-09,9,2,300,511,193,2252,163,98,113,999,8,4.7,2,3,0,0,99,69.6007046591066,12,9
2400448,82,13,1-82-2024-013-NM2,22,1,320,533,200,2159,170,98,116,999,8,4.6,2,2,9,0,99,387.535062825824,1,9
2400488,57,9,1-57-2024-009-NM1,21,1,278,491,185,1496,158,98,114,145,4,2.4,2,1,0,0,62,15.1868109907281,1,9
2402168,48,72,1-48-2024-072-NM2,22,1,262,456,182,1531,158,92,102,170,4,2.3,2,1,0,0,58,76.3842355060005,12,9
2403754,21,79,1-21-2024-079-NM1,21,1,264,441,181,1398,151,89,90,154,4,2.4,2,1,0,0,56,15.3205421761938,11,9
2402972,11,82,1-11-2024-082-NM1,21,1,266,456,185,1545,156,90,100,154,4,2.5,2,1,0,0,58,37.1071357763572,8,9
2400685,59,26,1-59-2024-026-04,4,2,272,474,181,1494,156,93,108,156,4,2.4,2,1,0,0,56,406.376487914372,6,9
2402502,32,90,1-32-2024-090-NM1,21,1,300,510,197,1987,173,94,116,999,6,3.5,2,1,9,0,55,20.533614820255,7,9
2404463,14,82,1-14-2024-082-NM2,22,1,270,463,176,1315,153,91,102,999,99,1.8,2,1,0,0,60,398.655902879135,8,9
2402975,24,81,1-24-2024-081-NM2,22,1,374,613,206,2193,173,95,121,999,8,5.3,2,3,0,0,58,262.129476205265,1,9
2404045,81,98,1-81-2024-098-NM1,21,1,284,491,186,1635,161,999,999,145,6,3.3,2,1,0,0,62,74.6147978501919,8,9
2400991,33,14,1-33-2024-014-09,9,1,278,482,180,1429,154,96,110,160,4,2.5,2,1,0,0,60,254.441893481535,12,9
2403762,25,99,1-25-2024-099-03,3,1,322,536,186,1974,156,93,123,999,4,2.3,2,2,0,0,57,75.1415122343651,2,9
2406255,69,163,1-69-2024-163-03,3,2,324,539,190,2007,161,93,121,160,6,3.5,2,3,0,1,58,20.3132021948385,8,9
2406000,81,157,1-81-2024-157-09,9,1,285,484,192,1700,163,92,107,170,6,3.6,2,2,0,1,52,4875.21511446398,8,9
2403092,25,75,1-25-2024-075-07,7,2,283,489,192,1787,164,105,102,144,6,3.5,2,4,0,0,59,582.419978548881,2,9
2401629,30,56,1-30-2024-056-03,3,2,270,469,184,1550,160,97,102,150,4,2.5,2,1,0,0,57,520.816161472832,10,9
2402892,26,84,1-26-2024-084-07,7,2,278,485,182,1467,159,99,109,170,4,2.5,2,1,0,0,62,3973.65605256827,10,9
2400876,24,17,1-24-2024-017-03,3,1,398,613,206,2208,173,95,121,180,4,2.7,2,3,0,0,99,28.7833246640805,1,9
2400604,20,15,1-20-2024-015-04,4,2,305,504,191,1785,162,89,110,160,8,5.7,2,2,0,1,56,98.2982956547551,11,9
2405788,69,147,1-69-2024-147-09,9,2,364,584,203,2313,173,100,120,999,8,5.3,9,2,9,0,59,634.831339238048,8,9
2403967,10,68,1-10-2024-068-04,4,2,270,464,180,1256,154,91,104,150,4,2.0,2,1,0,0,61,501.477407680457,4,9
2406154,69,159,1-69-2024-159-04,4,1,324,539,190,2007,161,93,121,150,6,3.5,2,2,0,0,58,208.229237945387,8,9
2406154,69,159,1-69-2024-159-04,4,2,295,513,197,2388,171,100,118,160,8,5.3,2,2,0,1,51,208.229237945387,8,9
2401805,25,43,1-25-2024-043-04,4,3,295,440,188,1994,157,68,78,170,6,3.6,2,3,9,0,50,53.7806372420421,2,9
2403123,26,90,1-26-2024-090-06,6,1,270,464,178,1265,152,97,98,165,4,1.8,2,1,0,1,61,454.400298946999,10,9
2401918,19,28,1-19-2024-028-09,9,1,270,468,189,1722,162,94,104,174,4,2.4,2,1,0,0,56,701.520150030231,9,9
2403392,26,99,1-26-2024-099-06,6,2,275,482,184,1614,158,101,108,160,4,2.5,2,4,0,0,57,1095.96937893317,10,9
2401271,24,28,1-24-2024-028-01,1,1,379,595,202,3005,175,100,116,999,8,6.4,2,3,0,0,99,23.1726143074507,1,9
2405301,69,131,1-69-2024-131-05,5,1,265,465,178,1470,154,91,109,148,4,1.9,1,1,0,1,60,7.30201599951961,8,9
2403608,25,94,1-25-2024-094-06,6,2,252,406,174,1263,151,89,66,164,4,1.4,2,1,1,0,62,673.073242125667,2,9
2401668,24,40,1-24-2024-040-03,3,2,274,485,185,1491,158,102,111,150,4,2.4,2,1,0,0,61,33.2458613397881,1,9
2401940,25,45,1-25-2024-045-04,4,1,300,495,197,2130,168,93,102,180,4,2.0,2,4,0,0,99,652.68947390091,2,9
2404264,10,76,1-10-2024-076-06,6,1,300,513,193,2027,167,97,114,150,6,3.5,2,1,0,0,54,767.380247494335,4,9
2403222,25,82,1-25-2024-082-03,3,2,270,454,176,1390,153,95,89,140,4,1.8,2,4,0,0,60,218.616726516573,2,9
2401805,25,43,1-25-2024-043-04,4,2,267,463,182,1610,157,97,99,168,4,2.5,2,4,0,0,58,53.7806372420421,2,9
2401610,77,53,1-77-2024-053-08,8,1,278,485,199,1967,170,95,113,160,6,3.4,2,1,0,1,55,105.1925616478,9,9
2404172,10,74,1-10-2024-074-01,1,1,302,525,200,2633,171,100,123,160,8,5.4,2,3,0,1,50,28.7027141180818,4,9
2404172,10,74,1-10-2024-074-01,1,2,269,467,181,1497,155,100,99,150,4,2.4,2,1,0,0,61,28.7027141180818,4,9
2400056,22,1,1-22-2024-001-09,9,1,260,453,170,1135,146,94,100,150,4,1.8,2,1,0,1,61,55.0527044392151,12,9
2405872,81,154,1-81-2024-154-01,1,1,289,504,200,2044,172,104,111,168,6,3.5,2,4,0,0,60,37.5482771746596,8,9
2405872,81,154,1-81-2024-154-01,1,2,279,482,193,2111,160,91,112,166,6,4.0,2,1,0,1,54,37.5482771746596,8,9
2400680,24,15,1-24-2024-015-06,6,1,274,487,185,1625,158,99,114,150,4,2.5,2,1,0,0,60,119.681847498873,1,9
2404109,25,107,1-25-2024-107-06,6,1,285,493,186,1736,158,97,111,999,4,2.0,2,1,0,0,59,223.222186627092,2,9
2404052,10,69,1-10-2024-069-05,5,1,286,501,200,2146,170,96,117,160,6,3.5,2,3,0,0,54,59.1173447825401,4,9
2404052,10,69,1-10-2024-069-05,5,2,274,487,185,1625,158,99,114,150,4,2.5,2,1,0,0,60,59.1173447825401,4,9
2402838,24,76,1-24-2024-076-04,4,1,304,508,193,2262,163,86,118,155,6,3.6,2,4,0,0,56,219.729744189396,1,9
2402838,24,76,1-24-2024-076-04,4,2,301,462,188,1890,160,74,87,180,6,3.6,2,3,0,0,52,219.729744189396,1,9
2405625,81,144,1-81-2024-144-06,6,1,292,482,194,2211,163,88,102,178,6,3.6,2,3,0,0,53,1754.68497049156,8,9
2402087,25,48,1-25-2024-048-03,3,2,285,487,179,1569,153,99,103,150,6,3.6,2,1,0,0,59,139.912654997625,2,9
2401681,32,62,1-32-2024-062-04,4,2,355,574,202,2580,178,101,118,999,6,5.6,2,2,9,0,58,562.002399856569,7,9
2401083,77,36,1-77-2024-036-09,9,1,312,520,173,1425,139,90,118,152,6,4.3,2,2,0,1,99,825.00994640781,9,9
2400333,20,7,1-20-2024-007-06,6,1,282,495,203,1861,168,98,114,148,6,3.4,2,1,0,0,57,119.111028080302,11,9
2400333,20,7,1-20-2024-007-06,6,2,326,541,191,2060,167,95,122,160,8,4.7,2,3,0,1,57,119.111028080302,11,9
2401953,14,31,1-14-2024-031-02,2,1,245,385,167,940,143,80,61,140,3,1.2,2,1,0,0,60,81.6126543321507,8,9
2400534,25,11,1-25-2024-011-08,8,2,251,415,174,1299,150,88,78,999,4,1.7,9,1,9,0,59,115.991726003141,2,9
2404029,82,106,1-82-2024-106-NM2,22,1,262,452,182,1604,156,89,100,158,4,2.3,2,4,9,1,57,313.918669121444,1,9
2404361,21,93,1-21-2024-093-05,5,1,269,472,181,1350,154,91,112,148,4,1.4,2,1,0,0,59,21.0158628465893,11,9
2404361,21,93,1-21-2024-093-05,5,2,260,454,176,1260,152,94,100,156,4,1.8,1,1,9,0,60,21.0158628465893,11,9
2401029,31,20,1-31-2024-020-09,9,1,267,443,171,1315,147,77,80,145,4,2.0,2,1,0,1,99,161.39423315543,6,9
2405357,21,127,1-21-2024-127-02,2,1,283,488,191,1462,160,94,112,162,4,2.0,2,1,0,0,61,9.63819602034845,11,9
2405111,15,197,1-15-2024-197-NM2,22,1,266,456,185,1545,156,90,100,999,4,2.5,2,1,9,0,58,69.3276767334112,1,9
2404610,82,124,1-82-2024-124-03,3,1,351,538,202,2127,174,75,113,999,8,5.4,2,1,9,1,99,121.028896204562,1,9
2404610,82,124,1-82-2024-124-03,3,3,283,488,191,1532,160,94,112,144,4,1.5,2,1,0,0,61,121.028896204562,1,9
2404610,82,124,1-82-2024-124-03,3,4,266,460,185,1610,157,94,100,999,4,2.5,2,1,9,1,58,121.028896204562,1,9
2402998,28,90,1-28-2024-090-03,3,1,275,486,190,1780,159,101,111,160,4,2.5,2,4,0,0,56,28.3089754479373,3,9
2401707,27,56,1-27-2024-056-04,4,2,282,482,197,2091,166,84,117,164,6,4.3,2,4,0,0,99,54.7711555466727,3,9
2405752,81,148,1-81-2024-148-03,3,1,275,490,181,1575,160,105,110,999,4,2.4,2,1,9,0,60,373.325197740105,8,9
2405752,81,148,1-81-2024-148-03,3,2,288,469,185,1847,160,84,98,170,98,98.0,3,4,0,0,48,373.325197740105,8,9
2404965,28,156,1-28-2024-156-07,7,1,260,446,170,1132,148,83,103,140,4,1.6,2,1,0,0,59,112.67681252621,3,9
2405002,22,152,1-22-2024-152-03,3,2,309,520,197,2153,166,90,123,152,6,3.6,2,3,0,1,51,28.3765658017979,12,9
2404756,15,183,1-15-2024-183-04,4,1,269,454,184,1668,157,93,92,160,4,1.5,2,4,9,0,58,58.4198767720656,1,9
2402002,31,38,1-31-2024-038-10,10,1,263,448,176,1431,150,93,93,999,4,2.2,2,1,9,0,57,419.593794787767,6,9
2402002,31,38,1-31-2024-038-10,10,2,367,592,208,2327,174,101,124,999,6,3.6,2,3,9,0,57,419.593794787767,6,9
2406084,31,132,1-31-2024-132-03,3,1,343,569,202,2400,173,101,124,178,6,4.3,2,2,0,0,53,151.964719784207,6,9
2406084,31,132,1-31-2024-132-03,3,2,356,574,201,2407,174,102,116,167,8,5.7,2,3,0,0,57,151.964719784207,6,9
2400047,32,1,1-32-2024-001-03,3,2,289,489,183,1918,158,100,100,160,6,3.6,2,1,0,0,56,320.638176083653,7,9
2401980,26,53,1-26-2024-053-NM2,22,1,280,467,181,1570,155,84,104,999,6,2.5,2,2,0,0,55,326.204869245419,10,9
2402198,11,55,1-11-2024-055-NM1,21,1,263,425,180,1378,153,85,77,999,4,2.0,2,1,0,0,60,37.1071357763572,8,9
2402841,24,79,1-24-2024-079-NM1,21,1,270,462,186,1712,157,100,93,150,6,3.2,2,3,0,0,57,23.1726143074507,1,9
2404607,26,111,1-26-2024-111-NM1,21,1,278,481,182,1500,158,96,107,999,4,2.5,2,1,9,0,60,76.6867213232,10,9
2404587,25,122,1-25-2024-122-NM2,22,1,286,482,190,1940,165,100,97,999,6,3.6,2,4,0,0,59,117.391789482128,2,9
2401324,66,26,1-66-2024-026-NM2,22,1,303,509,200,1962,162,96,111,150,6,3.8,2,1,0,1,57,110.074249285118,6,9
2401146,20,28,1-20-2024-028-NM1,21,2,245,399,170,1141,145,84,72,999,4,1.4,2,1,9,0,63,43.971490849978,11,9
2400248,22,4,1-22-2024-004-NM2,22,1,269,459,185,1703,161,92,99,160,4,2.5,2,4,0,0,56,105.99041920132,12,9
2403218,16,96,1-16-2024-096-NM1,21,2,270,463,176,1300,153,91,102,999,4,1.8,9,9,9,0,60,19.3635256654646,5,9
2400470,30,16,1-30-2024-016-NM2,22,1,353,563,201,2107,999,100,110,999,8,4.6,9,2,9,0,57,614.931666902505,10,9
2405594,27,174,1-27-2024-174-NM2,22,1,286,501,200,2146,170,96,117,158,6,3.5,2,3,0,0,54,41.6395308351094,3,9
2400825,10,13,1-10-2024-013-NM1,21,3,320,533,185,1981,999,999,999,999,6,3.8,2,3,9,0,99,60.5767032793963,4,9
2403616,32,123,1-32-2024-123-NM1,21,1,272,481,192,1627,161,97,114,999,4,2.3,2,2,0,0,99,73.4062485290255,7,9
2404586,25,121,1-25-2024-121-NM2,22,1,267,450,175,1267,151,89,94,999,4,1.8,2,1,0,0,61,117.391789482128,2,9
2400776,27,27,1-27-2024-027-06,6,2,270,457,179,1275,156,88,99,148,4,2.0,1,1,0,0,62,20.2078569673904,3,9
2405591,27,171,1-27-2024-171-07,7,1,287,504,200,2146,170,98,119,164,6,3.5,2,4,0,0,54,251.94804629152,3,9
2405591,27,171,1-27-2024-171-07,7,2,267,448,185,1634,162,91,90,158,4,2.0,2,4,0,0,58,251.94804629152,3,9
2405591,27,171,1-27-2024-171-07,7,3,285,477,185,2033,157,83,110,160,6,4.0,2,2,0,1,51,251.94804629152,3,9
2400914,27,30,1-27-2024-030-04,4,1,264,450,182,1300,154,91,95,150,4,2.0,2,4,0,0,59,23.5163223733446,3,9
2402230,27,72,1-27-2024-072-03,3,1,270,469,187,1649,162,99,100,160,4,1.5,2,4,0,0,57,39.3017294904609,3,9
2405476,27,169,1-27-2024-169-03,3,1,295,481,193,2077,170,81,83,166,4,2.3,2,3,0,0,55,34.4708789566897,3,9
2400047,32,1,1-32-2024-001-03,3,3,284,490,186,1527,163,95,112,160,4,2.5,2,1,0,0,60,320.638176083653,7,9
2400674,15,25,1-15-2024-025-04,4,3,274,481,182,1504,157,98,109,999,6,2.9,2,1,9,0,61,12.0772640225884,1,9
2403144,15,121,1-15-2024-121-03,3,1,282,468,189,2129,162,91,95,999,4,2.0,2,4,9,0,53,8.49612670451469,1,9
2403144,15,121,1-15-2024-121-03,3,2,270,457,184,1666,160,96,91,999,4,2.5,2,4,9,0,59,8.49612670451469,1,9
2402154,54,51,1-54-2024-051-04,4,1,264,441,181,1367,156,91,87,156,3,1.2,2,1,0,0,99,152.997399597271,9,9
2401816,28,52,1-28-2024-052-09,9,1,333,533,182,2034,159,87,113,160,6,3.9,2,3,9,0,58,35.1195291082184,3,9
2401816,28,52,1-28-2024-052-09,9,2,310,525,195,2043,170,96,120,152,6,3.4,2,3,0,0,58,35.1195291082184,3,9
2403044,77,105,1-77-2024-105-04,4,1,283,488,191,1462,160,94,112,156,4,2.0,2,1,0,0,61,1313.43764510397,9,9
2403831,15,153,1-15-2024-153-02,2,2,283,463,183,1755,161,90,90,999,4,2.0,2,4,9,0,57,13.160978448786,1,9
2403831,15,153,1-15-2024-153-02,2,3,269,465,180,1574,155,98,98,999,4,2.5,2,4,9,0,59,13.160978448786,1,9
2402503,77,85,1-77-2024-085-03,3,2,273,465,184,1485,158,95,98,160,4,1.5,2,1,0,0,58,78.5516932728452,9,9
2402054,54,49,1-54-2024-049-05,5,1,320,526,174,1815,153,86,120,152,5,3.5,2,3,0,0,57,144.976226836895,9,9
2402054,54,49,1-54-2024-049-05,5,2,287,504,200,2067,170,98,119,178,6,3.5,2,1,0,0,54,144.976226836895,9,9
2401175,32,39,1-32-2024-039-05,5,2,365,573,203,2301,174,100,108,190,8,5.3,2,2,0,0,56,29.2292884498511,7,9
2404716,14,89,1-14-2024-089-05,5,2,278,487,183,1416,159,97,112,150,4,2.5,2,1,0,0,60,76.4230415651045,8,9
2406038,48,196,1-48-2024-196-04,4,1,269,459,185,1583,161,92,99,175,4,2.5,2,1,0,1,57,256.245639765987,12,9
2403190,67,13,1-67-2024-013-06,6,2,275,483,173,1394,139,90,118,999,4,2.2,9,2,9,0,59,1631.38147749848,7,9
2401613,77,56,1-77-2024-056-05,5,1,279,486,193,1995,163,96,111,160,6,3.5,2,4,0,0,55,90.6570748528622,9,9
2404418,77,140,1-77-2024-140-04,4,1,277,487,184,1537,158,105,104,152,6,3.6,2,1,0,0,60,476.853157776602,9,9
2401570,27,49,1-27-2024-049-06,6,1,326,540,189,2001,158,94,120,154,6,3.6,2,3,0,0,57,40.7043990647032,3,9
2400852,30,27,1-30-2024-027-05,5,2,257,436,169,1096,149,999,999,140,4,1.5,2,1,0,1,99,31.7722666149377,10,9
2400901,52,11,1-52-2024-011-03,3,1,287,501,200,2146,170,96,117,158,6,3.5,2,3,0,0,54,19.4411121960784,12,9
2400901,52,11,1-52-2024-011-03,3,3,308,529,203,2671,173,94,126,182,8,5.6,2,3,0,0,51,19.4411121960784,12,9
2405180,20,123,1-20-2024-123-03,3,2,285,490,186,1620,164,94,111,140,4,1.6,2,1,0,0,61,77.3409617195656,11,9
2404639,69,104,1-69-2024-104-10,10,1,280,493,185,1468,157,100,114,156,4,2.3,2,1,0,0,61,11283.3874602085,8,9
2402524,31,47,1-31-2024-047-04,4,1,283,490,185,1558,161,97,112,999,4,2.5,2,1,9,0,61,222.052598299916,6,9
2402524,31,47,1-31-2024-047-04,4,2,286,486,195,1715,169,103,97,177,4,2.0,2,1,0,0,59,222.052598299916,6,9
2406262,20,148,1-20-2024-148-03,3,1,295,505,200,2317,167,96,116,165,8,5.3,2,3,0,0,99,117.724388691886,11,9
2406262,20,148,1-20-2024-148-03,3,2,299,506,197,2240,169,98,109,160,6,3.0,2,4,0,0,50,117.724388691886,11,9
2406262,20,148,1-20-2024-148-03,3,3,265,451,178,1248,153,88,99,145,4,2.0,2,1,0,0,63,117.724388691886,11,9
2400311,79,11,1-79-2024-011-06,6,1,278,480,191,1790,163,92,110,999,4,2.7,2,4,9,0,57,537.61971125089,8,9
2403100,25,76,1-25-2024-076-04,4,1,267,448,185,1634,162,91,90,144,4,2.0,2,4,0,0,58,144.418223406391,2,9
2403100,25,76,1-25-2024-076-04,4,2,270,455,184,1630,160,96,91,999,4,2.5,2,4,0,0,57,144.418223406391,2,9
2404428,69,100,1-69-2024-100-09,9,1,270,464,180,1256,154,91,104,999,4,2.0,9,9,9,0,61,781.066153737877,8,9
2404428,69,100,1-69-2024-100-09,9,2,273,484,183,1545,155,100,111,160,6,3.0,2,1,0,0,61,781.066153737877,8,9
2404428,69,100,1-69-2024-100-09,9,3,999,999,999,9999,999,999,999,999,99,99.0,9,9,9,0,99,781.066153737877,8,9
2404760,32,138,1-32-2024-138-NM1,21,1,276,470,179,1660,155,85,109,156,6,3.5,2,2,0,0,52,41.8806863445024,7,9
2402127,60,22,1-60-2024-022-04,4,1,374,589,206,2184,173,95,121,180,8,6.2,2,3,0,0,99,1425.1124132527,8,9
2401156,60,13,1-60-2024-013-03,3,1,275,459,175,1569,153,92,92,146,4,2.5,2,1,0,0,51,228.262148598629,8,9
2401156,60,13,1-60-2024-013-03,3,2,298,510,198,2008,172,97,115,152,6,3.6,2,1,0,1,57,228.262148598629,8,9
2405994,25,166,1-25-2024-166-04,4,1,270,464,180,1256,154,91,104,130,4,2.0,2,1,0,0,61,345.115336307189,2,9
2403478,11,102,1-11-2024-102-04,4,1,271,464,182,1385,160,91,102,148,4,2.0,2,1,0,0,61,595.929961083085,8,9
2403881,33,69,1-33-2024-069-08,8,1,260,435,178,1211,153,92,84,148,4,1.8,2,1,0,0,57,110.532062129554,12,9
2404142,54,99,1-54-2024-099-09,9,1,370,581,203,2470,172,90,114,180,8,5.7,2,2,0,1,58,260.857597244036,9,9
2401557,67,9,1-67-2024-009-03,3,1,296,505,200,2258,166,94,115,999,8,5.3,2,3,9,0,52,308.739029181547,7,9
2401557,67,9,1-67-2024-009-03,3,2,266,459,185,1580,161,91,101,164,4,1.5,2,4,0,0,58,308.739029181547,7,9
2401557,67,9,1-67-2024-009-03,3,3,295,512,199,2075,166,999,999,999,4,2.5,2,4,9,0,99,308.739029181547,7,9
2404311,19,58,1-19-2024-058-NM1,21,1,299,547,199,2003,164,107,141,154,8,4.6,2,2,0,0,54,58.1964149408969,9,9
2400229,52,2,1-52-2024-002-03,3,1,279,486,193,1995,163,96,111,999,6,3.5,1,4,9,0,55,28.0226584874927,12,9
2400229,52,2,1-52-2024-002-03,3,2,262,449,174,1194,153,88,99,156,4,1.6,2,1,0,0,61,28.0226584874927,12,9
2403624,82,92,1-82-2024-092-06,6,1,343,569,202,2422,173,101,124,190,8,6.0,2,2,9,1,99,333.226313697198,1,9
2403624,82,92,1-82-2024-092-06,6,2,269,443,182,1550,154,92,82,165,4,2.0,2,4,0,0,60,333.226313697198,1,9
2403833,22,118,1-22-2024-118-04,4,1,271,459,188,1571,158,96,92,160,3,1.5,2,4,0,1,58,63.7412272058456,12,9
2403833,22,118,1-22-2024-118-04,4,2,257,414,180,1231,158,83,73,154,4,2.0,2,1,0,0,61,63.7412272058456,12,9
2406157,57,192,1-57-2024-192-02,2,3,302,513,201,2233,171,100,112,999,6,3.6,9,4,9,0,55,16.2550493374768,1,9
2404288,54,103,1-54-2024-103-02,2,1,262,444,181,1609,155,86,95,999,6,3.0,2,1,9,0,59,132.981711816027,9,9
2404952,11,147,1-11-2024-147-05,5,1,257,424,181,1372,154,88,81,999,4,2.4,2,3,0,0,60,73.2779432619076,8,9
2404165,59,123,1-59-2024-123-05,5,1,365,573,203,2366,174,100,108,186,6,4.3,2,3,0,0,59,64.5686342016191,6,9
2403269,29,29,1-29-2024-029-03,3,1,999,999,999,9999,999,999,999,999,99,99.0,9,9,9,0,99,159.682488965025,2,9
2405476,27,169,1-27-2024-169-03,3,2,279,472,183,1749,158,91,102,150,4,2.0,2,4,0,0,56,34.4708789566897,3,9
2405725,27,175,1-27-2024-175-04,4,1,270,442,176,1347,150,92,80,146,4,2.4,2,1,0,0,61,90.2307194288076,3,9
2405725,27,175,1-27-2024-175-04,4,2,281,470,192,1910,166,94,94,170,6,3.0,2,4,0,0,57,90.2307194288076,3,9
2403406,27,109,1-27-2024-109-03,3,1,247,442,170,1090,146,90,107,999,4,1.8,9,1,9,0,99,21.3864561982913,3,9
2403518,27,112,1-27-2024-112-07,7,1,242,388,187,1792,157,70,80,999,6,3.8,9,3,9,0,50,354.886135920309,3,9
2401498,54,34,1-54-2024-034-09,9,1,368,581,200,2349,170,98,116,154,8,5.4,2,1,0,1,99,117.274582131211,9,9
2405838,28,178,1-28-2024-178-04,4,1,267,463,178,1376,155,97,100,146,4,2.4,2,4,0,0,60,113.418269020985,3,9
2405248,31,111,1-31-2024-111-04,4,1,262,444,172,1239,147,82,102,999,4,1.6,2,1,9,0,60,222.052598299916,6,9
2403156,21,66,1-21-2024-066-05,5,1,270,464,178,1265,152,97,98,148,4,1.8,2,1,0,1,61,33.7829758264888,11,9
2403393,21,69,1-21-2024-069-02,2,1,370,593,203,2445,175,99,124,178,6,3.4,2,3,0,1,99,11.0430466560592,11,9
2403393,21,69,1-21-2024-069-02,2,2,305,504,191,1785,162,89,110,146,6,3.6,2,2,0,0,56,11.0430466560592,11,9
2400743,76,20,1-76-2024-020-03,3,1,267,447,180,1447,156,97,84,150,4,2.0,2,4,0,0,54,71.5495535595937,3,9
2400743,76,20,1-76-2024-020-03,3,2,282,499,203,1932,168,102,114,160,4,2.0,2,3,0,0,57,71.5495535595937,3,9
2402729,31,55,1-31-2024-055-07,7,1,268,460,180,1399,155,96,96,156,4,1.4,2,1,0,0,61,230.868935151332,6,9
2402735,32,95,1-32-2024-095-03,3,1,269,459,185,1583,161,92,99,160,4,2.5,2,4,0,0,57,522.145708532268,7,9
2402735,32,95,1-32-2024-095-03,3,2,281,504,182,1650,157,112,112,154,8,5.3,9,9,9,0,62,522.145708532268,7,9
2402878,82,71,1-82-2024-071-04,4,1,270,468,189,1724,162,95,104,999,6,3.3,2,2,9,1,57,406.439017898255,1,9
2402878,82,71,1-82-2024-071-04,4,2,271,459,189,1678,160,95,95,999,6,2.0,2,1,9,1,99,406.439017898255,1,9
2402878,82,71,1-82-2024-071-04,4,3,285,487,183,1765,160,88,115,999,6,3.5,2,4,9,1,52,406.439017898255,1,9
2401335,77,46,1-77-2024-046-09,9,1,262,444,170,1095,147,82,102,144,4,1.6,2,1,0,1,60,1115.38810302438,9,9
2404183,77,136,1-77-2024-136-05,5,1,282,496,184,1610,159,98,116,150,6,3.5,2,1,0,0,61,90.6570748528622,9,9
2404183,77,136,1-77-2024-136-05,5,2,301,462,188,1890,160,74,87,999,6,3.6,9,3,9,0,52,90.6570748528622,9,9
2405363,77,171,1-77-2024-171-04,4,1,284,467,185,1673,159,80,104,160,4,2.0,2,2,0,0,51,1429.94537400698,9,9
2400051,69,2,1-69-2024-002-04,4,2,365,573,203,2269,174,100,108,999,6,4.3,9,2,9,0,58,775.494115152989,8,9
2404699,69,109,1-69-2024-109-04,4,1,365,570,203,2299,173,100,105,999,8,5.3,9,9,9,0,58,202.550243262675,8,9
2404699,69,109,1-69-2024-109-04,4,2,285,490,186,1620,164,94,111,152,4,2.5,2,1,0,0,61,202.550243262675,8,9
