CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,WHEELBASE,OAL,MAXWIDTH,CURBWT,TRACKWIDTH,OVERHANG_FRT,OVERHANG_REAR,UEW,ENG_CYL,ENG_DISP,TRANSMISSION,DRVWHEELS,ALTVEH,SUSPMODS,WEIGHTDIST,CASEWGT,PSUSTRAT,VERSION
2402627,28,78,1-28-2024-078-10,10,1,265,453,183,1340,154,89,99,152,4,2.0,2,1,0,0,60,80.5683609045318,3,9
2402295,62,58,1-62-2024-058-03,3,1,290,499,196,2049,167,100,109,162,6,3.5,2,4,0,0,56,418.15320145516,7,9
2405615,10,112,1-10-2024-112-03,3,1,262,444,170,1140,147,82,102,999,4,1.6,2,1,9,0,60,264.138565132489,4,9
2405615,10,112,1-10-2024-112-03,3,2,285,487,185,1575,159,94,110,999,4,1.5,2,1,9,0,59,264.138565132489,4,9
2404782,10,90,1-10-2024-090-03,3,1,249,440,172,1169,146,85,106,999,4,1.6,2,1,0,0,59,195.471427219272,4,9
2404782,10,90,1-10-2024-090-03,3,2,269,459,185,1528,161,92,99,999,4,2.5,2,1,0,0,57,195.471427219272,4,9
2400798,22,21,1-22-2024-021-06,6,2,342,559,201,2144,173,98,118,999,8,5.2,9,3,9,0,99,25.2675524846257,12,9
2400134,11,3,1-11-2024-003-03,3,2,270,464,176,1395,152,94,100,999,4,2.0,2,1,9,0,61,69.9532021494563,8,9
2403145,15,122,1-15-2024-122-04,4,1,270,469,184,1550,160,97,102,152,4,2.5,2,1,9,0,57,32.2934989269981,1,9
2403477,11,101,1-11-2024-101-07,7,1,379,597,201,2443,173,102,116,160,6,3.6,2,3,0,0,57,2789.72309945544,8,9
2403477,11,101,1-11-2024-101-07,7,2,271,446,175,1380,153,90,85,144,4,1.8,2,1,0,0,60,2789.72309945544,8,9
2403477,11,101,1-11-2024-101-07,7,3,267,447,180,1500,156,97,84,999,4,2.5,2,4,9,0,54,2789.72309945544,8,9
2403477,11,101,1-11-2024-101-07,7,4,303,510,196,1880,168,98,108,160,6,3.3,2,1,0,0,58,2789.72309945544,8,9
2403932,20,102,1-20-2024-102-02,2,1,268,467,183,1515,157,99,100,999,4,2.4,1,4,0,0,60,19.9171728154044,11,9
2402149,59,68,1-59-2024-068-04,4,2,283,492,185,1418,159,97,113,158,4,1.5,2,1,0,0,59,113.075776303552,6,9
2401817,52,26,1-52-2024-026-03,3,1,295,481,202,2026,170,81,83,999,6,2.7,2,3,0,0,55,24.5452841772009,12,9
2401817,52,26,1-52-2024-026-03,3,2,264,460,176,1354,152,95,99,154,4,2.0,2,1,0,0,62,24.5452841772009,12,9
2401940,25,45,1-25-2024-045-04,4,2,268,431,177,1669,151,89,74,999,98,98.0,9,1,9,0,56,652.68947390091,2,9
2401276,16,40,1-16-2024-040-08,8,1,286,479,181,1660,157,96,97,152,6,3.4,2,1,0,1,57,293.684778521298,5,9
2401485,57,30,1-57-2024-030-03,3,2,301,462,188,1890,160,74,87,999,6,3.6,9,3,9,0,52,119.858768946284,1,9
2401153,24,24,1-24-2024-024-04,4,1,284,482,193,2071,164,98,100,999,6,2.7,2,4,0,0,59,134.47964575983,1,9
2404264,10,76,1-10-2024-076-06,6,2,389,598,203,2409,174,100,108,999,8,5.3,2,3,9,0,59,767.380247494335,4,9
2402604,48,85,1-48-2024-085-07,7,1,284,488,186,1554,160,94,110,144,4,2.5,2,1,0,1,59,381.022517786952,12,9
2402272,11,59,1-11-2024-059-06,6,2,267,448,186,1631,161,91,90,999,4,2.4,2,1,9,0,59,331.125785841071,8,9
2402272,11,59,1-11-2024-059-06,6,3,360,583,203,2860,173,97,126,160,8,6.2,2,2,0,0,99,331.125785841071,8,9
2405801,66,114,1-66-2024-114-03,3,1,281,510,189,1562,154,111,116,152,6,3.8,2,1,0,1,65,79.4686416678806,6,9
2405801,66,114,1-66-2024-114-03,3,2,369,583,203,2125,173,95,118,154,8,5.0,2,3,0,0,58,79.4686416678806,6,9
2404805,66,95,1-66-2024-095-01,1,1,283,489,183,1470,158,98,109,160,4,2.5,2,1,0,0,60,106.258770256521,6,9
2400182,23,3,1-23-2024-003-02,2,1,283,488,191,1462,160,94,112,999,4,1.5,2,1,0,0,61,62.9617318466021,5,9
2400182,23,3,1-23-2024-003-02,2,2,281,463,190,1895,160,91,93,999,6,3.1,2,4,0,0,53,62.9617318466021,5,9
2400915,66,16,1-66-2024-016-07,7,1,271,468,183,1445,158,98,99,140,4,2.4,2,1,0,0,61,240.716767785159,6,9
2400589,19,11,1-19-2024-011-09,9,1,289,481,183,1970,155,82,112,160,6,4.0,2,2,0,0,52,436.023489736323,9,9
2401579,15,58,1-15-2024-058-02,2,2,287,470,190,1869,166,87,95,164,4,2.0,2,4,0,0,55,13.160978448786,1,9
2401253,30,44,1-30-2024-044-02,2,1,295,513,197,2506,171,100,118,184,8,5.3,2,3,0,1,51,41.0620689400047,10,9
2401253,30,44,1-30-2024-044-02,2,2,270,464,180,1256,154,91,104,148,4,2.0,2,1,0,0,61,41.0620689400047,10,9
2402836,79,62,1-79-2024-062-01,1,1,357,574,201,2225,173,102,116,999,8,5.7,2,2,0,0,57,107.802444352875,8,9
2402172,62,57,1-62-2024-057-03,3,1,265,439,180,1516,156,92,84,152,4,2.5,2,4,0,0,60,481.728882975185,7,9
2405753,81,149,1-81-2024-149-01,1,1,288,474,180,1827,154,91,96,148,6,3.7,2,2,0,1,54,39.030210189351,8,9
2405830,11,175,1-11-2024-175-07,7,1,368,584,203,2130,172,96,120,999,8,5.0,2,3,0,0,58,874.79164024383,8,9
2404828,25,128,1-25-2024-128-NM1,21,1,278,485,182,1552,159,99,109,150,4,2.5,2,1,0,0,62,46.3961698932894,2,9
2403222,25,82,1-25-2024-082-03,3,1,274,480,182,1621,155,97,109,160,4,2.5,2,4,0,0,53,218.616726516573,2,9
2403222,25,82,1-25-2024-082-03,3,3,262,456,178,1500,153,95,101,999,4,2.5,2,4,9,0,55,218.616726516573,2,9
2404187,14,77,1-14-2024-077-06,6,2,261,435,177,1320,154,92,83,164,4,1.8,2,1,0,0,60,127.512356200493,8,9
2400566,48,22,1-48-2024-022-07,7,1,334,541,194,2255,168,87,120,999,4,2.7,2,3,0,0,99,630.467870665179,12,9
2400566,48,22,1-48-2024-022-07,7,2,270,456,178,1272,157,88,98,156,4,2.0,2,1,0,0,62,630.467870665179,12,9
2405730,26,128,1-26-2024-128-NM1,21,1,282,490,182,1610,159,99,109,155,6,3.5,2,1,0,1,61,26.5232523906936,10,9
2405515,81,140,1-81-2024-140-09,9,2,278,485,199,1975,170,95,113,180,6,3.4,2,1,0,0,55,2458.15811118751,8,9
2403546,23,41,1-23-2024-041-10,10,2,273,485,182,1504,154,99,114,150,4,2.3,2,1,0,0,62,24230.4540548434,5,9
2403792,12,65,1-12-2024-065-10,10,1,277,481,182,1441,159,96,108,164,4,2.5,2,1,0,0,60,22003.0893968835,9,9
2406202,26,134,1-26-2024-134-NM1,21,2,370,574,203,2450,173,90,113,999,8,5.7,2,2,9,0,58,112.32218986867,10,9
2402289,81,47,1-81-2024-047-NM1,21,2,284,488,186,1554,160,94,110,154,4,2.5,2,1,0,1,59,30.4851567966787,8,9
2401207,16,38,1-16-2024-038-05,5,1,272,481,180,1490,156,94,115,999,4,2.4,1,1,9,0,59,15.6592746300539,5,9
2401207,16,38,1-16-2024-038-05,5,2,284,469,181,1625,158,79,106,999,4,2.0,2,4,0,0,55,15.6592746300539,5,9
2401496,57,29,1-57-2024-029-03,3,2,262,440,180,1648,156,91,87,148,4,2.4,2,3,0,0,59,119.858768977002,1,9
2400506,32,15,1-32-2024-015-02,2,1,999,999,999,9999,999,999,999,999,8,5.3,9,9,9,0,99,16.1834771830848,7,9
2400506,32,15,1-32-2024-015-02,2,2,288,469,185,1645,160,84,98,150,98,98.0,3,1,0,0,47,16.1834771830848,7,9
2400506,32,15,1-32-2024-015-02,2,3,288,474,180,1827,154,91,96,144,6,3.7,2,4,0,0,54,16.1834771830848,7,9
2405326,14,102,1-14-2024-102-03,3,1,374,589,206,2097,173,95,121,180,8,5.3,2,2,0,0,58,223.908382589018,8,9
2405326,14,102,1-14-2024-102-03,3,2,407,632,202,3198,174,104,121,180,6,6.7,2,3,0,0,57,223.908382589018,8,9
2403013,82,76,1-82-2024-076-09,9,1,262,447,175,1278,151,89,94,999,4,1.8,2,1,0,0,61,1663.40326174629,1,9
2403013,82,76,1-82-2024-076-09,9,2,274,485,185,1491,158,102,111,999,4,2.4,2,1,9,1,61,1663.40326174629,1,9
2403068,12,52,1-12-2024-052-04,4,1,324,539,190,1948,161,93,121,164,6,3.5,2,2,0,0,58,384.288289360588,9,9
2402521,15,99,1-15-2024-099-04,4,1,297,493,200,2258,168,88,108,999,6,3.0,2,4,9,0,51,44.3900245469225,1,9
2402521,15,99,1-15-2024-099-04,4,2,267,463,182,1569,157,97,99,999,4,2.5,2,4,9,0,58,44.3900245469225,1,9
2401347,81,28,1-81-2024-028-05,5,1,270,464,178,1265,152,97,98,160,4,1.8,2,1,0,1,61,184.417144420412,8,9
2404685,48,152,1-48-2024-152-09,9,1,266,456,185,1615,157,90,100,999,4,2.5,2,4,9,0,58,1175.94355118661,12,9
2406369,57,195,1-57-2024-195-03,3,1,290,504,196,2005,167,100,116,158,6,3.5,2,3,0,0,54,151.143506604441,1,9
2400203,54,8,1-54-2024-008-08,8,1,365,570,203,2397,173,101,103,999,8,6.2,2,3,0,0,58,161.994257211147,9,9
2400541,23,9,1-23-2024-009-03,3,2,330,570,204,2713,175,103,137,156,8,6.2,2,3,0,0,51,341.793285163894,5,9
2405705,24,158,1-24-2024-158-03,3,1,302,521,199,2141,170,102,116,999,6,3.6,2,1,9,0,55,101.740335153597,1,9
2405705,24,158,1-24-2024-158-03,3,2,280,493,185,1468,157,100,114,999,4,3.6,2,1,9,0,61,101.740335153597,1,9
2405705,24,158,1-24-2024-158-03,3,3,290,498,198,1957,170,95,113,999,99,3.8,2,4,9,0,56,101.740335153597,1,9
2405705,24,158,1-24-2024-158-03,3,4,310,519,202,1964,174,96,113,999,6,3.6,9,1,9,0,55,101.740335153597,1,9
2400890,31,16,1-31-2024-016-10,10,1,271,461,182,1577,155,94,94,147,6,3.5,2,4,0,0,57,419.593794787767,6,9
2401800,60,18,1-60-2024-018-NM1,21,1,282,483,191,1907,162,104,99,162,6,3.0,2,1,0,0,59,135.73456108388,8,9
2401554,76,40,1-76-2024-040-04,4,1,282,499,203,1932,168,102,114,160,6,3.5,2,4,0,0,57,86.4714255045695,3,9
2401723,22,50,1-22-2024-050-07,7,1,272,481,180,1435,156,94,115,146,4,2.4,2,1,0,0,59,172.502323958184,12,9
2401723,22,50,1-22-2024-050-07,7,2,303,508,198,2115,172,95,110,170,6,3.5,2,4,0,0,56,172.502323958184,12,9
2401136,77,40,1-77-2024-040-06,6,1,283,490,185,1545,161,97,112,999,4,2.5,2,1,9,0,61,432.202486626462,9,9
2400472,73,13,1-73-2024-013-03,3,2,285,480,193,1875,165,97,99,152,4,2.0,2,4,0,0,58,24.7530556281062,3,9
2405141,59,151,1-59-2024-151-04,4,1,283,490,185,1558,161,97,112,172,4,2.0,2,1,0,0,61,619.324138047773,6,9
2402387,82,59,1-82-2024-059-04,4,1,270,464,176,1315,152,94,100,999,4,1.8,2,1,9,0,61,595.159797221277,1,9
2405463,76,155,1-76-2024-155-07,7,1,271,459,188,1551,158,96,92,150,4,1.5,2,3,0,0,58,72.7960942583928,3,9
2404750,29,71,1-29-2024-071-07,7,1,281,486,186,1463,159,97,109,154,4,2.4,2,1,0,0,61,548.83867408701,2,9
2400900,32,28,1-32-2024-028-02,2,1,273,465,184,1643,158,94,97,170,4,2.0,2,4,0,0,57,6.80938847594463,7,9
2401398,24,31,1-24-2024-031-04,4,1,999,999,999,9999,999,999,999,999,99,99.0,9,9,9,0,99,162.587056004165,1,9
2401398,24,31,1-24-2024-031-04,4,2,288,469,185,1645,160,84,98,999,98,98.0,3,1,0,0,47,162.587056004165,1,9
2404481,82,120,1-82-2024-120-03,3,1,266,457,184,1502,160,97,93,999,4,2.0,2,3,9,0,58,166.73577046287,1,9
2404481,82,120,1-82-2024-120-03,3,2,365,573,203,2378,174,100,108,190,6,4.3,2,3,0,1,58,166.73577046287,1,9
2404481,82,120,1-82-2024-120-03,3,3,270,464,180,1253,154,91,104,999,4,2.0,2,9,9,0,61,166.73577046287,1,9
2402572,11,72,1-11-2024-072-06,6,1,268,460,180,1399,155,96,96,999,4,1.8,2,1,9,0,61,486.399762010129,8,9
2400651,22,17,1-22-2024-017-04,4,2,398,613,206,2208,173,95,121,999,4,2.7,2,3,0,0,99,53.2870024901003,12,9
2405228,82,149,1-82-2024-149-NM2,22,1,278,484,186,1630,159,97,110,999,6,3.5,2,1,9,0,62,530.041651146454,1,9
2404730,31,101,1-31-2024-101-04,4,1,334,564,203,2747,172,97,133,173,6,3.5,2,3,0,0,50,386.371521041855,6,9
2404210,32,128,1-32-2024-128-02,2,1,429,659,202,3108,174,104,125,999,6,6.7,2,3,9,0,57,6.93929734709835,7,9
2402953,30,103,1-30-2024-103-05,5,1,287,466,188,1815,162,83,96,160,4,2.0,2,4,0,0,53,43.1584302855262,10,9
2402953,30,103,1-30-2024-103-05,5,2,271,459,188,2024,158,84,105,152,6,3.8,2,1,0,1,56,43.1584302855262,10,9
2405707,25,152,1-25-2024-152-04,4,1,357,582,202,2308,174,101,124,180,8,5.7,2,3,0,0,57,681.483933708275,2,9
2405784,30,194,1-30-2024-194-06,6,1,289,485,192,2655,162,83,113,152,8,5.0,2,3,0,0,49,943.451481828902,10,9
2405784,30,194,1-30-2024-194-06,6,2,365,573,203,2394,174,100,108,186,8,5.3,2,3,0,0,58,943.451481828902,10,9
2403151,69,63,1-69-2024-063-03,3,2,283,489,183,1520,158,98,109,155,4,2.5,2,1,0,0,60,24.0868849457621,8,9
2406348,27,193,1-27-2024-193-01,1,1,365,573,203,2366,174,100,108,178,8,6.2,2,3,0,0,59,42.5243537061726,3,9
2402389,66,54,1-66-2024-054-09,9,1,249,406,172,1170,146,85,72,136,4,1.6,2,1,0,0,59,97.5596917228585,6,9
2404233,30,147,1-30-2024-147-05,5,1,274,477,189,1970,163,99,102,160,6,3.5,2,1,0,0,57,25.0922001598244,10,9
2404233,30,147,1-30-2024-147-05,5,2,290,499,196,2049,167,100,109,164,6,3.5,2,1,0,1,56,25.0922001598244,10,9
2404356,12,81,1-12-2024-081-03,3,1,304,508,193,2262,163,86,118,170,6,3.6,2,4,0,0,56,188.310944180204,9,9
2402266,13,57,1-13-2024-057-02,2,1,278,484,186,1451,158,97,112,160,4,2.5,2,1,0,1,61,18.6467959659871,7,9
2402266,13,57,1-13-2024-057-02,2,2,257,424,181,1372,154,88,81,999,4,2.4,2,1,0,0,60,18.6467959659871,7,9
2400520,21,11,1-21-2024-011-02,2,1,276,463,186,1573,162,89,98,999,4,2.5,2,4,0,0,58,22.3979516230092,11,9
2405684,66,109,1-66-2024-109-01,1,1,280,493,185,1523,157,100,114,140,4,2.4,2,1,0,0,61,106.258770256521,6,9
2404078,12,74,1-12-2024-074-03,3,1,267,448,185,1560,162,91,90,160,4,2.0,2,1,0,0,58,164.057323491007,9,9
2401161,25,26,1-25-2024-026-06,6,1,270,463,184,1610,160,93,100,160,4,2.5,2,4,0,0,57,113.807897238659,2,9
2401161,25,26,1-25-2024-026-06,6,2,265,444,175,1178,151,87,92,140,4,1.8,2,1,0,0,60,113.807897238659,2,9
2402003,15,79,1-15-2024-079-09,9,1,273,480,183,1476,155,98,110,154,4,2.4,2,1,0,0,61,117.566281270162,1,9
2401754,13,48,1-13-2024-048-02,2,1,267,450,175,1267,151,89,94,160,4,1.8,2,1,0,0,61,58.2530897040008,7,9
2401754,13,48,1-13-2024-048-02,2,2,289,475,192,2003,164,85,99,999,98,98.0,3,4,0,0,50,58.2530897040008,7,9
2401671,25,40,1-25-2024-040-09,9,1,252,445,174,1400,149,91,102,146,4,2.5,2,4,0,1,55,132.614575781808,2,9
2401410,16,42,1-16-2024-042-04,4,1,285,487,179,1549,153,99,103,999,4,2.4,2,1,9,0,59,837.680255873977,5,9
2401410,16,42,1-16-2024-042-04,4,2,258,439,170,1218,152,83,98,134,4,1.6,2,1,0,0,61,837.680255873977,5,9
2405003,69,119,1-69-2024-119-03,3,2,357,572,190,2032,161,93,121,152,6,3.5,2,3,0,0,58,26.9832944416769,8,9
2404327,16,113,1-16-2024-113-NM1,21,1,265,451,178,1313,153,88,99,150,4,2.0,2,1,0,0,63,55.2220906582399,5,9
2405738,15,220,1-15-2024-220-03,3,1,269,459,185,1583,161,92,99,999,4,2.0,2,4,9,0,57,11.752943697986,1,9
2403437,73,98,1-73-2024-098-06,6,2,320,533,200,2159,170,98,116,999,8,4.6,2,9,9,0,99,436.667596310041,3,9
2403769,11,113,1-11-2024-113-10,10,1,286,501,200,2067,170,96,117,999,6,3.5,2,3,9,0,54,7925.92300893548,8,9
2403769,11,113,1-11-2024-113-10,10,2,303,510,196,1880,168,98,108,168,6,3.3,2,1,0,1,58,7925.92300893548,8,9
2403984,27,123,1-27-2024-123-02,2,1,349,551,188,2155,163,74,128,166,6,3.6,2,3,0,1,54,17.0270955559146,3,9
2403984,27,123,1-27-2024-123-02,2,2,335,541,195,2034,168,91,116,158,4,2.4,2,3,0,1,99,17.0270955559146,3,9
2401316,28,33,1-28-2024-033-04,4,1,267,447,180,1447,156,97,84,150,4,2.0,2,4,0,0,54,47.851485985308,3,9
2402644,10,37,1-10-2024-037-03,3,1,437,651,203,2907,174,95,119,999,8,5.4,2,3,9,0,59,150.425980586893,4,9
2402644,10,37,1-10-2024-037-03,3,2,267,439,189,1684,161,87,86,150,3,1.5,2,4,0,0,57,150.425980586893,4,9
2402312,10,30,1-10-2024-030-04,4,1,301,462,188,1890,160,74,87,999,6,3.6,2,3,9,0,52,1083.59847476752,4,9
2402312,10,30,1-10-2024-030-04,4,2,278,481,182,1580,158,96,107,152,6,3.5,2,1,0,0,61,1083.59847476752,4,9
2402097,32,75,1-32-2024-075-05,5,2,398,611,200,2408,170,98,116,999,8,4.6,2,2,9,0,99,34.8659199592484,7,9
2401765,73,54,1-73-2024-054-06,6,1,278,480,191,1790,163,92,110,156,4,2.7,2,4,0,1,57,57.2521131397256,3,9
2404968,66,97,1-66-2024-097-09,9,1,273,485,182,1440,154,99,114,140,4,2.3,2,1,0,0,62,138.72411861014,6,9
2404765,30,162,1-30-2024-162-03,3,1,272,480,179,1310,155,100,110,999,4,2.3,2,1,9,0,61,790.869505357685,10,9
2404765,30,162,1-30-2024-162-03,3,2,283,492,185,1418,159,97,113,999,4,1.5,2,1,9,0,59,790.869505357685,10,9
2400984,48,35,1-48-2024-035-04,4,1,282,465,185,1530,158,80,103,144,4,2.0,2,4,0,1,50,179.536136506328,12,9
2406093,57,190,1-57-2024-190-05,5,2,288,487,184,1751,157,86,111,999,6,3.6,9,4,9,0,52,11.5282225058122,1,9
2403036,81,68,1-81-2024-068-05,5,1,269,454,184,1611,157,93,92,170,4,2.5,2,1,0,0,58,46.9373959605953,8,9
2403036,81,68,1-81-2024-068-05,5,2,355,557,185,2073,157,79,123,170,6,4.0,2,1,0,0,57,46.9373959605953,8,9
2403377,27,108,1-27-2024-108-03,3,1,357,571,202,2402,175,101,113,184,8,5.7,2,3,0,1,58,32.3914110115022,3,9
2403377,27,108,1-27-2024-108-03,3,2,279,472,183,1749,158,91,102,148,4,2.0,2,4,0,0,56,32.3914110115022,3,9
2403377,27,108,1-27-2024-108-03,3,3,300,518,198,2004,172,95,123,999,6,3.5,2,1,9,0,55,32.3914110115022,3,9
2406033,62,180,1-62-2024-180-02,2,1,292,485,198,2489,169,87,106,999,6,3.0,2,4,0,0,49,40.5230025519482,7,9
2406033,62,180,1-62-2024-180-02,2,2,283,492,185,1418,159,97,113,154,4,1.5,2,1,0,0,59,40.5230025519482,7,9
2406033,62,180,1-62-2024-180-02,2,3,282,501,185,1615,158,100,120,999,6,3.5,9,9,9,0,61,40.5230025519482,7,9
2401376,73,43,1-73-2024-043-06,6,1,367,592,208,2327,174,101,124,170,6,3.6,2,3,0,1,57,37.0946854309253,3,9
2400380,82,12,1-82-2024-012-04,4,1,298,495,201,2311,167,89,108,999,4,2.0,2,4,0,0,53,562.692885550509,1,9
2400380,82,12,1-82-2024-012-04,4,2,278,481,182,1500,158,96,107,999,4,2.4,9,9,9,0,60,562.692885550509,1,9
2404705,11,141,1-11-2024-141-05,5,1,263,453,176,1249,151,94,96,999,99,2.0,2,1,9,0,60,86.5730951129539,8,9
2404705,11,141,1-11-2024-141-05,5,2,352,561,200,2495,170,94,113,999,8,5.4,2,1,9,0,57,86.5730951129539,8,9
2404705,11,141,1-11-2024-141-05,5,3,278,491,185,1496,158,98,114,148,4,2.4,2,1,0,0,61,86.5730951129539,8,9
2404705,11,141,1-11-2024-141-05,5,4,260,453,170,1135,146,94,100,999,4,1.8,1,1,9,0,61,86.5730951129539,8,9
2404705,11,141,1-11-2024-141-05,5,5,338,542,200,2274,164,84,118,999,8,5.8,2,2,9,0,99,86.5730951129539,8,9
2402704,30,94,1-30-2024-094-05,5,1,262,452,175,1281,151,96,94,154,4,1.8,2,1,0,0,61,50.0878076533116,10,9
2402704,30,94,1-30-2024-094-05,5,2,307,535,206,2429,174,97,132,999,8,5.3,2,2,9,1,51,50.0878076533116,10,9
2404018,26,106,1-26-2024-106-03,3,1,349,551,188,2155,163,74,128,180,6,3.6,2,3,0,0,54,1803.86639113949,10,9
2404018,26,106,1-26-2024-106-03,3,2,289,475,192,1780,164,85,99,160,98,98.0,3,2,0,0,46,1803.86639113949,10,9
2400735,18,26,1-18-2024-026-04,4,1,302,517,199,2107,171,102,113,164,6,3.6,2,1,0,0,55,239.178929734892,6,9
2400735,18,26,1-18-2024-026-04,4,2,276,463,186,1573,162,89,98,166,4,2.5,2,4,0,0,58,239.178929734892,6,9
2402063,79,41,1-79-2024-041-10,10,1,283,488,191,1462,160,94,112,999,4,1.5,2,1,9,0,61,174.035213758045,8,9
2402063,79,41,1-79-2024-041-10,10,2,269,457,179,1296,152,94,95,999,4,2.0,2,1,9,0,62,174.035213758045,8,9
2401067,30,35,1-30-2024-035-05,5,1,275,480,184,1543,159,101,104,999,4,2.5,2,4,9,0,59,31.0583053089904,10,9
2401067,30,35,1-30-2024-035-05,5,2,278,485,182,1550,159,99,109,160,4,2.5,2,1,0,0,60,31.0583053089904,10,9
2405690,12,110,1-12-2024-110-07,7,1,302,517,199,2107,171,102,113,160,6,3.6,2,1,0,0,55,531.105146229092,9,9
2405690,12,110,1-12-2024-110-07,7,2,277,481,182,1523,158,96,108,150,4,2.5,2,1,0,1,62,531.105146229092,9,9
2405014,81,127,1-81-2024-127-02,2,1,365,573,203,2394,174,100,108,999,8,5.3,2,3,9,0,58,20.6727672091787,8,9
2402690,73,81,1-73-2024-081-01,1,1,338,551,202,2360,171,95,118,999,8,6.0,9,2,9,0,99,29.6045947385831,3,9
2402690,73,81,1-73-2024-081-01,1,2,270,463,188,1324,156,89,104,999,4,2.0,9,1,9,0,62,29.6045947385831,3,9
2406085,27,184,1-27-2024-184-03,3,1,276,463,186,1573,162,89,98,144,4,2.5,2,4,0,0,58,19.1155268679266,3,9
2400334,77,11,1-77-2024-011-06,6,2,270,464,178,1265,152,97,98,140,4,1.8,2,1,0,0,61,329.081744532079,9,9
2401662,11,41,1-11-2024-041-03,3,1,275,486,190,1705,159,101,111,152,4,2.5,2,4,0,0,56,152.094599148101,8,9
2405747,33,108,1-33-2024-108-03,3,1,263,433,183,1529,155,90,81,999,6,2.7,2,1,0,0,60,23.6193822392045,12,9
2405747,33,108,1-33-2024-108-03,3,2,275,486,190,1655,159,101,111,168,4,2.5,2,4,0,0,56,23.6193822392045,12,9
2404911,10,93,1-10-2024-093-09,9,1,287,487,189,2178,158,90,110,165,8,5.3,2,3,0,0,54,2003.16128419088,4,9
2404911,10,93,1-10-2024-093-09,9,2,286,479,181,1660,157,96,97,160,6,3.4,2,1,0,0,57,2003.16128419088,4,9
2402498,27,81,1-27-2024-081-04,4,1,280,493,185,1523,157,100,114,148,6,3.4,2,1,0,0,61,41.9395991935004,3,9
2406185,73,153,1-73-2024-153-01,1,1,318,501,176,1598,147,85,98,160,6,4.0,1,3,0,0,99,29.6045947385831,3,9
2400234,27,6,1-27-2024-006-07,7,1,308,514,200,2050,166,96,111,150,6,3.6,2,1,0,0,56,196.612062436637,3,9
2401224,81,25,1-81-2024-025-05,5,1,262,444,181,1721,155,86,95,145,4,2.3,2,3,0,0,57,62.3562447625643,8,9
2402106,82,48,1-82-2024-048-NM2,22,1,292,482,194,2121,163,88,102,999,6,3.6,2,3,9,0,51,217.855164636431,1,9
2403088,24,84,1-24-2024-084-09,9,1,357,574,201,2336,173,102,116,999,8,5.7,9,4,9,0,57,96.3610685705963,1,9
2403088,24,84,1-24-2024-084-09,9,2,233,399,172,1120,149,77,89,999,2,2.0,9,1,9,0,51,96.3610685705963,1,9
2402329,17,75,1-17-2024-075-01,1,1,268,460,180,1399,155,96,96,160,4,1.4,2,1,0,0,61,79.7282237668519,4,9
2405744,22,174,1-22-2024-174-07,7,1,260,443,181,1629,157,93,90,999,4,2.0,2,4,9,0,57,219.277461308875,12,9
2405744,22,174,1-22-2024-174-07,7,2,262,439,178,1421,154,85,92,999,6,3.0,2,3,9,0,59,219.277461308875,12,9
2405246,31,109,1-31-2024-109-10,10,1,281,510,189,1555,154,111,116,171,6,3.8,2,1,0,1,99,419.593794787767,6,9
2405246,31,109,1-31-2024-109-10,10,2,400,613,202,2241,167,95,118,999,8,4.8,2,3,9,0,60,419.593794787767,6,9
2400978,54,25,1-54-2024-025-09,9,1,278,474,186,2014,157,87,109,999,6,3.7,2,3,9,0,54,117.274582131211,9,9
2400955,59,33,1-59-2024-033-06,6,1,326,540,189,2001,158,94,120,158,6,3.6,2,3,0,0,57,293.492594938454,6,9
2402209,25,52,1-25-2024-052-03,3,1,324,539,190,1927,161,93,121,999,6,3.5,2,3,0,0,58,72.4488725969622,2,9
2404224,27,131,1-27-2024-131-07,7,1,289,489,183,1834,158,100,100,140,6,3.6,2,1,0,0,56,22.5691073413332,3,9
2404224,27,131,1-27-2024-131-07,7,2,266,459,185,1580,161,91,101,999,4,1.5,2,4,9,0,58,22.5691073413332,3,9
2402896,11,81,1-11-2024-081-03,3,1,266,459,185,1580,161,91,101,999,4,1.5,2,4,0,0,58,171.808727202705,8,9
2402896,11,81,1-11-2024-081-03,3,2,254,428,181,1353,157,88,86,144,5,2.4,2,1,0,0,63,171.808727202705,8,9
2401568,32,55,1-32-2024-055-02,2,1,324,529,190,1635,161,85,119,170,4,2.7,2,2,0,1,58,5.39420777852474,7,9
2404857,26,115,1-26-2024-115-02,2,1,290,500,199,1970,170,95,115,175,6,3.8,2,1,0,0,57,21.1529220587709,10,9
2404124,27,127,1-27-2024-127-10,10,2,282,475,190,2004,163,96,98,160,6,3.5,2,4,0,0,60,108.682282011543,3,9
2400875,11,22,1-11-2024-022-03,3,2,357,571,189,2032,158,94,120,150,6,3.6,2,3,0,0,57,45.0595330598255,8,9
2406039,48,197,1-48-2024-197-02,2,1,264,444,186,1471,162,89,91,156,4,2.4,2,4,0,0,58,74.210049573419,12,9
2406039,48,197,1-48-2024-197-02,2,2,282,499,203,1932,168,102,114,160,6,3.5,2,4,0,1,57,74.210049573419,12,9
2406039,48,197,1-48-2024-197-02,2,3,272,476,188,1516,158,94,112,144,6,4.0,1,2,0,1,53,74.210049573419,12,9
2400042,14,1,1-14-2024-001-07,7,1,278,490,186,1617,158,102,112,150,4,3.5,9,1,0,0,61,1866.51616575165,8,9
