CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,INTRUNO,SEATLOC,INTCOMP,INTRUSION,INTMAG,INTDIRECT,CASEWGT,PSUSTRAT,VERSION
2401965,27,63,1-27-2024-063-09,9,1,1,21,17,5,1,3,41.2487504471852,3,9
2401719,81,33,1-81-2024-033-02,2,1,1,11,22,999,2,1,30.1720920470308,8,9
2401719,81,33,1-81-2024-033-02,2,1,2,12,22,999,3,2,30.1720920470308,8,9
2401719,81,33,1-81-2024-033-02,2,1,3,13,22,999,4,2,30.1720920470308,8,9
2401719,81,33,1-81-2024-033-02,2,1,4,13,15,999,3,3,30.1720920470308,8,9
2401719,81,33,1-81-2024-033-02,2,1,5,12,3,999,3,2,30.1720920470308,8,9
2401719,81,33,1-81-2024-033-02,2,1,6,13,4,999,4,2,30.1720920470308,8,9
2401719,81,33,1-81-2024-033-02,2,1,7,13,5,999,9,2,30.1720920470308,8,9
2401719,81,33,1-81-2024-033-02,2,1,8,13,20,999,2,3,30.1720920470308,8,9
2401719,81,33,1-81-2024-033-02,2,1,9,13,19,999,2,1,30.1720920470308,8,9
2401719,81,33,1-81-2024-033-02,2,1,10,12,19,999,1,1,30.1720920470308,8,9
2401719,81,33,1-81-2024-033-02,2,1,11,23,20,999,2,3,30.1720920470308,8,9
2401719,81,33,1-81-2024-033-02,2,1,12,88,96,999,8,8,30.1720920470308,8,9
2404412,67,34,1-67-2024-034-01,1,1,1,11,21,999,1,2,66.8119266347119,7,9
2404412,67,34,1-67-2024-034-01,1,1,2,12,21,999,1,2,66.8119266347119,7,9
2404412,67,34,1-67-2024-034-01,1,1,3,13,21,999,1,2,66.8119266347119,7,9
2404412,67,34,1-67-2024-034-01,1,1,4,12,3,999,1,2,66.8119266347119,7,9
2404412,67,34,1-67-2024-034-01,1,1,5,13,4,999,2,2,66.8119266347119,7,9
2404412,67,34,1-67-2024-034-01,1,1,6,12,32,999,1,2,66.8119266347119,7,9
2404412,67,34,1-67-2024-034-01,1,1,7,11,7,999,1,2,66.8119266347119,7,9
2404412,67,34,1-67-2024-034-01,1,1,8,11,8,999,3,2,66.8119266347119,7,9
2404412,67,34,1-67-2024-034-01,1,1,9,11,17,999,1,3,66.8119266347119,7,9
2404412,67,34,1-67-2024-034-01,1,1,10,21,14,999,2,3,66.8119266347119,7,9
2404412,67,34,1-67-2024-034-01,1,1,11,22,19,999,0,1,66.8119266347119,7,9
2404412,67,34,1-67-2024-034-01,1,1,12,21,19,999,1,1,66.8119266347119,7,9
2404412,67,34,1-67-2024-034-01,1,1,13,23,19,999,2,1,66.8119266347119,7,9
2404412,67,34,1-67-2024-034-01,1,1,14,13,14,999,2,3,66.8119266347119,7,9
2404412,67,34,1-67-2024-034-01,1,1,15,88,96,999,8,8,66.8119266347119,7,9
2404375,29,61,1-29-2024-061-06,6,2,1,11,17,7,1,3,2394.13090167698,2,9
2402297,62,60,1-62-2024-060-08,8,1,1,11,21,14,2,2,289.141140144412,7,9
2402297,62,60,1-62-2024-060-08,8,1,2,13,21,8,2,2,289.141140144412,7,9
2402297,62,60,1-62-2024-060-08,8,1,3,11,35,999,2,2,289.141140144412,7,9
2402297,62,60,1-62-2024-060-08,8,1,4,12,21,999,2,2,289.141140144412,7,9
2402051,33,35,1-33-2024-035-09,9,2,1,23,25,19,3,2,185.63642695444,12,9
2402051,33,35,1-33-2024-035-09,9,2,2,22,25,10,2,2,185.63642695444,12,9
2402051,33,35,1-33-2024-035-09,9,2,3,21,25,3,1,2,185.63642695444,12,9
2402051,33,35,1-33-2024-035-09,9,2,4,13,13,13,2,3,185.63642695444,12,9
2402051,33,35,1-33-2024-035-09,9,2,5,21,24,999,1,2,185.63642695444,12,9
2400625,60,9,1-60-2024-009-NM1,21,1,1,13,21,7,1,2,140.53984277194,8,9
2403233,32,114,1-32-2024-114-05,5,1,1,11,2,6,1,2,54.6650925289724,7,9
2403233,32,114,1-32-2024-114-05,5,1,2,12,3,9,2,2,54.6650925289724,7,9
2403233,32,114,1-32-2024-114-05,5,1,3,13,4,29,3,2,54.6650925289724,7,9
2403233,32,114,1-32-2024-114-05,5,1,4,13,5,31,4,2,54.6650925289724,7,9
2403233,32,114,1-32-2024-114-05,5,1,5,11,21,15,3,2,54.6650925289724,7,9
2403233,32,114,1-32-2024-114-05,5,1,6,12,21,15,3,2,54.6650925289724,7,9
2403233,32,114,1-32-2024-114-05,5,1,7,13,21,15,3,2,54.6650925289724,7,9
2403233,32,114,1-32-2024-114-05,5,1,8,23,24,28,3,2,54.6650925289724,7,9
2403233,32,114,1-32-2024-114-05,5,1,9,13,6,12,2,1,54.6650925289724,7,9
2403233,32,114,1-32-2024-114-05,5,1,10,13,7,19,3,2,54.6650925289724,7,9
2403239,76,91,1-76-2024-091-07,7,2,1,21,15,999,9,3,107.278454695971,3,9
2401069,32,35,1-32-2024-035-05,5,1,1,13,7,3,1,2,24.5654666372372,7,9
2401069,32,35,1-32-2024-035-05,5,1,2,13,22,999,1,1,24.5654666372372,7,9
2401069,32,35,1-32-2024-035-05,5,1,3,13,19,999,1,1,24.5654666372372,7,9
2404318,48,141,1-48-2024-141-10,10,1,1,11,7,9,2,2,281.781789090427,12,9
2404318,48,141,1-48-2024-141-10,10,1,2,11,21,14,2,2,281.781789090427,12,9
2402652,59,84,1-59-2024-084-02,2,1,1,12,22,999,1,1,48.7900687173874,6,9
2402652,59,84,1-59-2024-084-02,2,1,2,12,19,999,1,1,48.7900687173874,6,9
2401905,73,61,1-73-2024-061-05,5,1,1,22,25,3,1,2,34.7225186472303,3,9
2405895,48,192,1-48-2024-192-08,8,2,1,12,24,5,1,3,96.1411607504999,12,9
2405895,48,192,1-48-2024-192-08,8,2,2,13,7,7,1,3,96.1411607504999,12,9
2405895,48,192,1-48-2024-192-08,8,2,3,13,17,13,2,3,96.1411607504999,12,9
2405895,48,192,1-48-2024-192-08,8,2,4,13,8,9,2,3,96.1411607504999,12,9
2405895,48,192,1-48-2024-192-08,8,2,5,23,15,5,1,3,96.1411607504999,12,9
2405154,79,99,1-79-2024-099-09,9,2,1,13,18,999,2,3,332.8863993413,8,9
2405154,79,99,1-79-2024-099-09,9,2,2,12,24,999,1,3,332.8863993413,8,9
2403333,69,68,1-69-2024-068-02,2,2,1,13,14,26,3,3,7.30201599951961,8,9
2403333,69,68,1-69-2024-068-02,2,2,2,21,13,19,3,3,7.30201599951961,8,9
2403874,19,50,1-19-2024-050-08,8,1,1,12,34,15,3,2,70.8994340810439,9,9
2403874,19,50,1-19-2024-050-08,8,1,2,11,2,18,3,2,70.8994340810439,9,9
2403874,19,50,1-19-2024-050-08,8,1,3,13,4,48,5,2,70.8994340810439,9,9
2403874,19,50,1-19-2024-050-08,8,1,4,12,3,45,4,2,70.8994340810439,9,9
2403874,19,50,1-19-2024-050-08,8,1,5,11,5,18,3,2,70.8994340810439,9,9
2403874,19,50,1-19-2024-050-08,8,1,6,13,5,22,3,2,70.8994340810439,9,9
2403874,19,50,1-19-2024-050-08,8,1,7,13,24,999,2,2,70.8994340810439,9,9
2403874,19,50,1-19-2024-050-08,8,1,8,12,24,999,2,2,70.8994340810439,9,9
2403874,19,50,1-19-2024-050-08,8,1,9,11,24,999,2,2,70.8994340810439,9,9
2403880,33,68,1-33-2024-068-05,5,1,1,11,5,999,2,2,25.3427821602115,12,9
2403880,33,68,1-33-2024-068-05,5,1,2,11,21,999,2,1,25.3427821602115,12,9
2403880,33,68,1-33-2024-068-05,5,1,3,12,21,999,2,1,25.3427821602115,12,9
2403880,33,68,1-33-2024-068-05,5,1,4,13,21,999,2,1,25.3427821602115,12,9
2403880,33,68,1-33-2024-068-05,5,1,5,13,7,8,2,3,25.3427821602115,12,9
2403880,33,68,1-33-2024-068-05,5,1,6,13,22,3,1,1,25.3427821602115,12,9
2405005,82,141,1-82-2024-141-03,3,2,1,11,15,4,1,2,95.2724395487845,1,9
2402546,25,63,1-25-2024-063-03,3,1,1,11,21,17,3,2,215.935567447783,2,9
2402546,25,63,1-25-2024-063-03,3,1,2,11,2,14,2,2,215.935567447783,2,9
2402546,25,63,1-25-2024-063-03,3,1,3,11,24,5,1,3,215.935567447783,2,9
2402546,25,63,1-25-2024-063-03,3,1,4,11,7,6,1,2,215.935567447783,2,9
2400339,24,6,1-24-2024-006-08,8,2,1,11,5,16,3,3,59.5669287216797,1,9
2400339,24,6,1-24-2024-006-08,8,2,2,11,24,11,2,2,59.5669287216797,1,9
2403780,10,63,1-10-2024-063-03,3,1,1,21,15,5,1,3,1732.95029492939,4,9
2401616,59,52,1-59-2024-052-01,1,1,1,11,5,33,4,2,53.4084683471652,6,9
2401616,59,52,1-59-2024-052-01,1,1,2,11,6,999,4,2,53.4084683471652,6,9
2401616,59,52,1-59-2024-052-01,1,1,3,11,7,15,3,2,53.4084683471652,6,9
2401616,59,52,1-59-2024-052-01,1,1,4,11,21,39,4,2,53.4084683471652,6,9
2401616,59,52,1-59-2024-052-01,1,1,5,11,33,8,2,2,53.4084683471652,6,9
2401616,59,52,1-59-2024-052-01,1,1,6,11,22,13,2,2,53.4084683471652,6,9
2401616,59,52,1-59-2024-052-01,1,1,7,11,2,66,6,2,53.4084683471652,6,9
2401616,59,52,1-59-2024-052-01,1,1,8,11,18,999,9,3,53.4084683471652,6,9
2401616,59,52,1-59-2024-052-01,1,1,9,11,3,8,2,2,53.4084683471652,6,9
2401616,59,52,1-59-2024-052-01,1,1,10,11,32,999,5,2,53.4084683471652,6,9
2401616,59,52,1-59-2024-052-01,1,1,11,11,32,999,5,2,53.4084683471652,6,9
2401616,59,52,1-59-2024-052-01,1,1,12,11,32,999,3,2,53.4084683471652,6,9
2401616,59,52,1-59-2024-052-01,1,1,13,11,1,999,5,2,53.4084683471652,6,9
2401616,59,52,1-59-2024-052-01,1,1,14,11,19,18,3,2,53.4084683471652,6,9
2401616,59,52,1-59-2024-052-01,1,1,15,23,6,10,2,1,53.4084683471652,6,9
2401616,59,52,1-59-2024-052-01,1,1,16,22,6,10,2,1,53.4084683471652,6,9
2401616,59,52,1-59-2024-052-01,1,1,17,12,3,999,3,2,53.4084683471652,6,9
2401616,59,52,1-59-2024-052-01,1,1,18,12,21,999,2,2,53.4084683471652,6,9
2401616,59,52,1-59-2024-052-01,1,1,19,13,21,999,2,2,53.4084683471652,6,9
2402354,32,85,1-32-2024-085-02,2,1,1,13,16,999,9,3,8.40925917459616,7,9
2405108,26,119,1-26-2024-119-05,5,1,1,13,4,19,3,3,77.544217826064,10,9
2405108,26,119,1-26-2024-119-05,5,1,2,13,15,20,3,3,77.544217826064,10,9
2403041,77,102,1-77-2024-102-02,2,1,1,11,21,9,2,2,83.1566199866033,9,9
2403041,77,102,1-77-2024-102-02,2,1,2,12,21,11,2,2,83.1566199866033,9,9
2403041,77,102,1-77-2024-102-02,2,1,3,13,21,5,1,2,83.1566199866033,9,9
2403041,77,102,1-77-2024-102-02,2,1,4,11,22,5,1,2,83.1566199866033,9,9
2403926,31,81,1-31-2024-081-09,9,2,1,23,17,4,1,3,161.39423315543,6,9
2404713,16,117,1-16-2024-117-02,2,1,1,11,6,6,1,1,39.1670441583168,5,9
2404713,16,117,1-16-2024-117-02,2,1,2,13,29,999,1,3,39.1670441583168,5,9
2404713,16,117,1-16-2024-117-02,2,1,3,12,32,999,1,3,39.1670441583168,5,9
2404172,10,74,1-10-2024-074-01,1,1,1,11,5,40,4,2,28.7027141180818,4,9
2404172,10,74,1-10-2024-074-01,1,2,1,13,24,999,3,2,28.7027141180818,4,9
2404172,10,74,1-10-2024-074-01,1,2,2,11,21,999,3,2,28.7027141180818,4,9
2404172,10,74,1-10-2024-074-01,1,2,3,12,21,999,3,2,28.7027141180818,4,9
2402303,13,59,1-13-2024-059-02,2,1,1,13,17,8,2,3,58.2530897040008,7,9
2402303,13,59,1-13-2024-059-02,2,1,2,23,6,4,1,3,58.2530897040008,7,9
2400631,69,12,1-69-2024-012-08,8,2,1,98,31,999,2,2,148.766413435097,8,9
2400631,69,12,1-69-2024-012-08,8,2,2,11,24,999,4,2,148.766413435097,8,9
2405500,33,103,1-33-2024-103-02,2,1,1,13,7,5,1,3,23.2460633538017,12,9
2405500,33,103,1-33-2024-103-02,2,1,2,13,20,6,1,3,23.2460633538017,12,9
2405500,33,103,1-33-2024-103-02,2,1,3,23,20,13,2,1,23.2460633538017,12,9
2405500,33,103,1-33-2024-103-02,2,1,4,23,19,16,3,1,23.2460633538017,12,9
2405500,33,103,1-33-2024-103-02,2,1,5,23,30,5,1,1,23.2460633538017,12,9
2405500,33,103,1-33-2024-103-02,2,1,6,11,22,999,1,1,23.2460633538017,12,9
2405500,33,103,1-33-2024-103-02,2,1,7,12,22,999,1,1,23.2460633538017,12,9
2405500,33,103,1-33-2024-103-02,2,1,8,13,22,999,2,1,23.2460633538017,12,9
2405500,33,103,1-33-2024-103-02,2,1,9,11,21,999,3,2,23.2460633538017,12,9
2405500,33,103,1-33-2024-103-02,2,1,10,12,21,999,3,2,23.2460633538017,12,9
2405500,33,103,1-33-2024-103-02,2,1,11,13,21,999,2,2,23.2460633538017,12,9
2405254,30,178,1-30-2024-178-03,3,1,1,11,21,7,1,2,228.715099700349,10,9
2403396,22,99,1-22-2024-099-07,7,1,1,13,6,3,1,2,107.39673734291,12,9
2403396,22,99,1-22-2024-099-07,7,1,2,13,5,999,1,2,107.39673734291,12,9
2402898,20,81,1-20-2024-081-03,3,1,1,99,99,999,9,9,81.8606256970461,11,9
2401238,48,45,1-48-2024-045-02,2,1,1,13,7,999,1,3,74.210049573419,12,9
2401238,48,45,1-48-2024-045-02,2,1,2,13,22,10,2,1,74.210049573419,12,9
2401238,48,45,1-48-2024-045-02,2,1,3,13,21,999,4,2,74.210049573419,12,9
2401238,48,45,1-48-2024-045-02,2,1,4,12,22,5,1,1,74.210049573419,12,9
2401238,48,45,1-48-2024-045-02,2,1,5,11,22,3,1,1,74.210049573419,12,9
2401238,48,45,1-48-2024-045-02,2,1,6,12,21,999,4,2,74.210049573419,12,9
2401238,48,45,1-48-2024-045-02,2,1,7,11,21,999,3,2,74.210049573419,12,9
2401238,48,45,1-48-2024-045-02,2,1,8,13,19,9,2,1,74.210049573419,12,9
2401238,48,45,1-48-2024-045-02,2,1,9,23,19,3,1,1,74.210049573419,12,9
2401238,48,45,1-48-2024-045-02,2,1,10,11,19,9,2,1,74.210049573419,12,9
2401238,48,45,1-48-2024-045-02,2,1,11,98,30,999,2,1,74.210049573419,12,9
2401736,31,33,1-31-2024-033-08,8,1,1,11,20,999,3,1,222.937813489072,6,9
2401736,31,33,1-31-2024-033-08,8,1,2,11,7,999,1,3,222.937813489072,6,9
2401736,31,33,1-31-2024-033-08,8,1,3,21,8,999,1,3,222.937813489072,6,9
2401736,31,33,1-31-2024-033-08,8,1,4,21,20,999,1,3,222.937813489072,6,9
2401736,31,33,1-31-2024-033-08,8,1,5,21,9,999,1,3,222.937813489072,6,9
2401736,31,33,1-31-2024-033-08,8,1,6,21,30,999,1,1,222.937813489072,6,9
2401736,31,33,1-31-2024-033-08,8,1,7,22,30,999,2,1,222.937813489072,6,9
2401736,31,33,1-31-2024-033-08,8,1,8,23,30,999,2,1,222.937813489072,6,9
2401736,31,33,1-31-2024-033-08,8,1,9,23,9,999,2,3,222.937813489072,6,9
2401736,31,33,1-31-2024-033-08,8,1,10,23,20,999,1,1,222.937813489072,6,9
2401736,31,33,1-31-2024-033-08,8,1,11,23,8,999,2,3,222.937813489072,6,9
2401736,31,33,1-31-2024-033-08,8,1,12,13,20,999,1,1,222.937813489072,6,9
2401736,31,33,1-31-2024-033-08,8,1,13,12,19,999,2,1,222.937813489072,6,9
2401736,31,33,1-31-2024-033-08,8,1,14,13,19,999,2,1,222.937813489072,6,9
2401736,31,33,1-31-2024-033-08,8,1,15,22,19,999,2,1,222.937813489072,6,9
2401736,31,33,1-31-2024-033-08,8,1,16,23,19,999,2,1,222.937813489072,6,9
2404392,77,139,1-77-2024-139-03,3,1,1,11,21,20,3,2,85.2970128115426,9,9
2404392,77,139,1-77-2024-139-03,3,1,2,12,21,20,3,2,85.2970128115426,9,9
2400313,17,8,1-17-2024-008-08,8,1,1,11,7,2,0,1,98.1097831692489,4,9
2400313,17,8,1-17-2024-008-08,8,1,2,11,22,1,0,1,98.1097831692489,4,9
2400313,17,8,1-17-2024-008-08,8,1,3,12,22,4,1,1,98.1097831692489,4,9
2400313,17,8,1-17-2024-008-08,8,1,4,13,22,1,0,1,98.1097831692489,4,9
2405151,62,154,1-62-2024-154-01,1,2,1,11,16,999,9,3,69.8075005283482,7,9
2403087,30,109,1-30-2024-109-01,1,2,1,11,2,999,9,2,31.9306938476085,10,9
2403087,30,109,1-30-2024-109-01,1,2,2,12,3,999,9,2,31.9306938476085,10,9
2403087,30,109,1-30-2024-109-01,1,2,3,13,4,999,9,2,31.9306938476085,10,9
2403087,30,109,1-30-2024-109-01,1,2,4,11,21,999,9,2,31.9306938476085,10,9
2403087,30,109,1-30-2024-109-01,1,2,5,12,21,999,9,2,31.9306938476085,10,9
2403087,30,109,1-30-2024-109-01,1,2,6,13,21,999,9,2,31.9306938476085,10,9
2403136,28,94,1-28-2024-094-10,10,1,1,13,22,999,2,1,80.5683609045318,3,9
2403136,28,94,1-28-2024-094-10,10,1,2,12,22,999,1,1,80.5683609045318,3,9
2403136,28,94,1-28-2024-094-10,10,1,3,13,20,999,2,1,80.5683609045318,3,9
2403136,28,94,1-28-2024-094-10,10,1,4,23,19,999,1,1,80.5683609045318,3,9
2403302,30,120,1-30-2024-120-03,3,1,1,21,15,20,3,3,125.586126540136,10,9
2401593,66,34,1-66-2024-034-03,3,3,1,21,19,2,0,1,79.4686416678806,6,9
2401593,66,34,1-66-2024-034-03,3,3,2,22,19,1,0,1,79.4686416678806,6,9
2401593,66,34,1-66-2024-034-03,3,3,3,98,16,16,3,2,79.4686416678806,6,9
2401593,66,34,1-66-2024-034-03,3,3,4,21,24,5,1,2,79.4686416678806,6,9
2405294,18,130,1-18-2024-130-03,3,2,1,23,16,4,1,3,415.437196175479,6,9
2404796,54,109,1-54-2024-109-07,7,1,1,13,17,16,3,3,449.749114529077,9,9
2404796,54,109,1-54-2024-109-07,7,1,2,13,6,5,1,3,449.749114529077,9,9
2404796,54,109,1-54-2024-109-07,7,1,3,13,7,999,2,3,449.749114529077,9,9
2405460,14,105,1-14-2024-105-03,3,2,1,11,14,999,1,3,307.187128515067,8,9
2405245,15,203,1-15-2024-203-06,6,1,1,99,99,999,9,9,112.218327840174,1,9
2403110,27,100,1-27-2024-100-06,6,2,1,23,25,7,1,2,42.4506543066445,3,9
2404106,60,56,1-60-2024-056-04,4,1,1,13,7,4,1,3,2165.10859656783,8,9
2404106,60,56,1-60-2024-056-04,4,1,2,13,14,5,1,3,2165.10859656783,8,9
2405935,24,164,1-24-2024-164-04,4,1,1,21,19,4,1,1,250.949654847823,1,9
2401189,76,32,1-76-2024-032-07,7,1,1,21,18,999,9,3,72.7960942583928,3,9
2402283,54,56,1-54-2024-056-09,9,2,1,13,5,8,2,3,118.814051563781,9,9
2402283,54,56,1-54-2024-056-09,9,2,2,13,15,11,2,3,118.814051563781,9,9
2402283,54,56,1-54-2024-056-09,9,2,3,23,15,3,1,3,118.814051563781,9,9
2405529,48,181,1-48-2024-181-08,8,1,1,13,4,5,1,2,96.1411607504999,12,9
2405529,48,181,1-48-2024-181-08,8,1,2,13,7,4,1,2,96.1411607504999,12,9
2402520,15,98,1-15-2024-098-03,3,1,1,11,21,999,2,2,11.6786128984979,1,9
2402520,15,98,1-15-2024-098-03,3,1,2,12,21,999,2,2,11.6786128984979,1,9
2403465,66,72,1-66-2024-072-09,9,2,1,11,21,15,3,1,120.817592914173,6,9
2403465,66,72,1-66-2024-072-09,9,2,2,12,21,15,3,1,120.817592914173,6,9
2403465,66,72,1-66-2024-072-09,9,2,3,11,22,15,3,1,120.817592914173,6,9
2403465,66,72,1-66-2024-072-09,9,2,4,12,22,15,3,1,120.817592914173,6,9
2403465,66,72,1-66-2024-072-09,9,2,5,11,1,6,1,2,120.817592914173,6,9
2403465,66,72,1-66-2024-072-09,9,2,6,11,2,12,2,2,120.817592914173,6,9
2403465,66,72,1-66-2024-072-09,9,2,7,12,3,22,3,2,120.817592914173,6,9
2403465,66,72,1-66-2024-072-09,9,2,8,13,4,32,4,2,120.817592914173,6,9
2403465,66,72,1-66-2024-072-09,9,2,9,13,7,40,4,2,120.817592914173,6,9
2403465,66,72,1-66-2024-072-09,9,2,10,13,35,100,6,2,120.817592914173,6,9
2403465,66,72,1-66-2024-072-09,9,2,11,23,35,100,6,2,120.817592914173,6,9
2403588,19,43,1-19-2024-043-08,8,1,1,13,22,999,2,1,104.734055269602,9,9
2403588,19,43,1-19-2024-043-08,8,1,2,12,22,999,1,1,104.734055269602,9,9
2403588,19,43,1-19-2024-043-08,8,1,3,13,19,999,2,1,104.734055269602,9,9
2403588,19,43,1-19-2024-043-08,8,1,4,12,19,999,1,1,104.734055269602,9,9
2403588,19,43,1-19-2024-043-08,8,1,5,13,21,999,1,1,104.734055269602,9,9
2403588,19,43,1-19-2024-043-08,8,1,6,12,21,999,1,1,104.734055269602,9,9
2403588,19,43,1-19-2024-043-08,8,1,7,11,7,999,2,1,104.734055269602,9,9
2403588,19,43,1-19-2024-043-08,8,1,8,13,20,999,1,3,104.734055269602,9,9
2402875,27,93,1-27-2024-093-06,6,2,1,13,7,3,1,3,54.3276867228202,3,9
2402875,27,93,1-27-2024-093-06,6,2,2,13,17,3,1,3,54.3276867228202,3,9
2400170,13,3,1-13-2024-003-02,2,1,1,11,24,999,4,2,10.955434091132,7,9
2400170,13,3,1-13-2024-003-02,2,1,2,21,25,999,4,2,10.955434091132,7,9
2400170,13,3,1-13-2024-003-02,2,1,3,22,25,999,4,2,10.955434091132,7,9
2400170,13,3,1-13-2024-003-02,2,1,4,23,25,999,3,2,10.955434091132,7,9
2403322,12,56,1-12-2024-056-09,9,2,1,13,14,10,2,2,223.589468890907,9,9
2403565,67,18,1-67-2024-018-03,3,1,1,11,15,10,2,3,114.933643901249,7,9
2404063,48,132,1-48-2024-132-08,8,2,1,11,5,999,3,2,118.318452247458,12,9
2404063,48,132,1-48-2024-132-08,8,2,2,11,15,999,1,3,118.318452247458,12,9
2404063,48,132,1-48-2024-132-08,8,2,3,11,7,999,2,1,118.318452247458,12,9
2404063,48,132,1-48-2024-132-08,8,2,4,11,22,999,2,1,118.318452247458,12,9
2404063,48,132,1-48-2024-132-08,8,2,5,13,22,999,1,1,118.318452247458,12,9
2404063,48,132,1-48-2024-132-08,8,2,6,11,8,999,1,3,118.318452247458,12,9
2404063,48,132,1-48-2024-132-08,8,2,7,21,19,999,1,1,118.318452247458,12,9
2404063,48,132,1-48-2024-132-08,8,2,8,22,19,999,1,1,118.318452247458,12,9
2401401,24,34,1-24-2024-034-03,3,1,1,11,15,6,1,3,45.4386068459632,1,9
2401401,24,34,1-24-2024-034-03,3,1,2,21,8,6,1,3,45.4386068459632,1,9
2401401,24,34,1-24-2024-034-03,3,1,3,11,6,2,0,3,45.4386068459632,1,9
2401899,79,38,1-79-2024-038-04,4,2,1,98,31,999,2,2,115.664170328803,8,9
2400150,79,7,1-79-2024-007-06,6,1,1,22,34,999,1,2,120.772111910736,8,9
2400150,79,7,1-79-2024-007-06,6,1,2,21,34,999,2,2,120.772111910736,8,9
2405486,21,129,1-21-2024-129-02,2,1,1,99,99,999,9,9,9.63819602034845,11,9
2405486,21,129,1-21-2024-129-02,2,2,1,99,99,999,9,9,9.63819602034845,11,9
2404484,79,88,1-79-2024-088-06,6,1,1,32,31,999,9,2,120.772111910736,8,9
2403843,33,67,1-33-2024-067-09,9,1,1,13,17,24,3,3,498.087824339282,12,9
2403843,33,67,1-33-2024-067-09,9,1,2,13,20,17,3,3,498.087824339282,12,9
2403843,33,67,1-33-2024-067-09,9,1,3,13,8,17,3,3,498.087824339282,12,9
2403843,33,67,1-33-2024-067-09,9,1,4,23,20,17,3,3,498.087824339282,12,9
2403843,33,67,1-33-2024-067-09,9,1,5,23,14,31,4,3,498.087824339282,12,9
2403843,33,67,1-33-2024-067-09,9,1,6,12,24,3,1,3,498.087824339282,12,9
2402048,12,36,1-12-2024-036-07,7,1,1,23,17,10,2,3,2650.77373773183,9,9
2402706,30,96,1-30-2024-096-02,2,1,1,11,5,2,0,2,41.0620689400047,10,9
2402706,30,96,1-30-2024-096-02,2,3,1,11,21,999,9,2,41.0620689400047,10,9
2402706,30,96,1-30-2024-096-02,2,3,2,12,21,999,9,2,41.0620689400047,10,9
2402706,30,96,1-30-2024-096-02,2,3,3,13,21,999,9,2,41.0620689400047,10,9
2402706,30,96,1-30-2024-096-02,2,3,4,13,22,2,0,1,41.0620689400047,10,9
2400499,52,5,1-52-2024-005-09,9,2,1,98,31,31,4,2,203.384126194142,12,9
2400499,52,5,1-52-2024-005-09,9,2,2,98,32,999,2,2,203.384126194142,12,9
2400499,52,5,1-52-2024-005-09,9,2,3,98,6,999,1,2,203.384126194142,12,9
2400784,26,15,1-26-2024-015-05,5,1,1,13,24,999,4,2,37.7123897005153,10,9
2400784,26,15,1-26-2024-015-05,5,2,1,99,99,999,9,9,37.7123897005153,10,9
2400329,30,10,1-30-2024-010-03,3,1,1,21,17,6,1,3,147.061529949055,10,9
2401116,66,23,1-66-2024-023-07,7,2,1,31,31,14,2,2,161.444955065863,6,9
2401116,66,23,1-66-2024-023-07,7,2,2,32,31,6,1,2,161.444955065863,6,9
2404374,29,60,1-29-2024-060-NM1,21,1,1,11,21,999,1,2,40.3751173333703,2,9
2401411,16,43,1-16-2024-043-01,1,1,1,11,7,999,2,1,26.4826489473316,5,9
2401411,16,43,1-16-2024-043-01,1,1,2,11,22,999,2,1,26.4826489473316,5,9
2401411,16,43,1-16-2024-043-01,1,1,3,11,3,999,1,3,26.4826489473316,5,9
2401411,16,43,1-16-2024-043-01,1,1,4,12,22,999,3,1,26.4826489473316,5,9
2401411,16,43,1-16-2024-043-01,1,1,5,12,4,999,1,3,26.4826489473316,5,9
2401411,16,43,1-16-2024-043-01,1,1,6,11,19,999,2,1,26.4826489473316,5,9
2401411,16,43,1-16-2024-043-01,1,1,7,12,19,999,3,1,26.4826489473316,5,9
2401411,16,43,1-16-2024-043-01,1,1,8,11,20,999,2,3,26.4826489473316,5,9
2401411,16,43,1-16-2024-043-01,1,1,9,13,7,999,5,1,26.4826489473316,5,9
2401411,16,43,1-16-2024-043-01,1,1,10,13,22,999,4,1,26.4826489473316,5,9
2401411,16,43,1-16-2024-043-01,1,1,11,13,19,999,3,1,26.4826489473316,5,9
2401411,16,43,1-16-2024-043-01,1,1,12,13,20,999,5,1,26.4826489473316,5,9
2401411,16,43,1-16-2024-043-01,1,1,13,13,8,20,3,3,26.4826489473316,5,9
2401411,16,43,1-16-2024-043-01,1,1,14,12,24,3,1,3,26.4826489473316,5,9
2401411,16,43,1-16-2024-043-01,1,1,15,23,8,16,3,2,26.4826489473316,5,9
2401411,16,43,1-16-2024-043-01,1,1,16,23,20,999,2,1,26.4826489473316,5,9
2401411,16,43,1-16-2024-043-01,1,1,17,23,14,19,3,3,26.4826489473316,5,9
2400499,52,5,1-52-2024-005-09,9,2,4,98,10,999,1,2,203.384126194142,12,9
2404704,20,116,1-20-2024-116-02,2,1,1,21,9,13,2,3,25.0067474296414,11,9
2404704,20,116,1-20-2024-116-02,2,1,2,21,20,15,3,3,25.0067474296414,11,9
2404704,20,116,1-20-2024-116-02,2,1,3,11,8,4,1,3,25.0067474296414,11,9
2404704,20,116,1-20-2024-116-02,2,1,4,98,10,999,2,3,25.0067474296414,11,9
2404704,20,116,1-20-2024-116-02,2,1,5,11,21,999,2,2,25.0067474296414,11,9
