CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,INTRUNO,SEATLOC,INTCOMP,INTRUSION,INTMAG,INTDIRECT,CASEWGT,PSUSTRAT,VERSION
2404973,21,116,1-21-2024-116-01,1,1,9,88,96,999,8,8,21.1221156250567,11,9
2400776,27,27,1-27-2024-027-06,6,2,1,13,16,26,3,3,20.2078569673904,3,9
2400776,27,27,1-27-2024-027-06,6,2,2,23,8,13,2,3,20.2078569673904,3,9
2400776,27,27,1-27-2024-027-06,6,2,3,23,14,20,3,3,20.2078569673904,3,9
2400776,27,27,1-27-2024-027-06,6,2,4,23,6,3,1,3,20.2078569673904,3,9
2405946,16,128,1-16-2024-128-02,2,1,1,11,21,2,0,2,28.4733610013342,5,9
2405946,16,128,1-16-2024-128-02,2,1,2,11,2,3,1,2,28.4733610013342,5,9
2405946,16,128,1-16-2024-128-02,2,1,3,12,3,6,1,2,28.4733610013342,5,9
2405946,16,128,1-16-2024-128-02,2,1,4,12,21,2,0,2,28.4733610013342,5,9
2405946,16,128,1-16-2024-128-02,2,1,5,13,21,8,2,2,28.4733610013342,5,9
2405946,16,128,1-16-2024-128-02,2,1,6,13,4,24,3,2,28.4733610013342,5,9
2405946,16,128,1-16-2024-128-02,2,1,7,13,5,2,0,2,28.4733610013342,5,9
2405946,16,128,1-16-2024-128-02,2,1,8,13,15,4,1,3,28.4733610013342,5,9
2405946,16,128,1-16-2024-128-02,2,1,9,13,6,999,2,2,28.4733610013342,5,9
2405946,16,128,1-16-2024-128-02,2,1,10,13,12,999,2,3,28.4733610013342,5,9
2405946,16,128,1-16-2024-128-02,2,1,11,11,5,999,1,2,28.4733610013342,5,9
2405946,16,128,1-16-2024-128-02,2,1,12,88,96,999,8,8,28.4733610013342,5,9
2402411,54,61,1-54-2024-061-08,8,1,1,11,22,999,9,2,161.994257211147,9,9
2402411,54,61,1-54-2024-061-08,8,1,2,13,7,999,9,2,161.994257211147,9,9
2402411,54,61,1-54-2024-061-08,8,1,3,13,2,999,9,2,161.994257211147,9,9
2402411,54,61,1-54-2024-061-08,8,1,4,13,4,999,9,2,161.994257211147,9,9
2402411,54,61,1-54-2024-061-08,8,1,5,12,3,999,9,2,161.994257211147,9,9
2402411,54,61,1-54-2024-061-08,8,1,7,12,34,999,9,2,161.994257211147,9,9
2402411,54,61,1-54-2024-061-08,8,1,8,13,8,8,2,2,161.994257211147,9,9
2402411,54,61,1-54-2024-061-08,8,1,9,12,6,999,9,2,161.994257211147,9,9
2402411,54,61,1-54-2024-061-08,8,1,6,12,19,999,9,2,161.994257211147,9,9
2402411,54,61,1-54-2024-061-08,8,1,10,13,30,999,9,2,161.994257211147,9,9
2402411,54,61,1-54-2024-061-08,8,1,11,13,24,999,9,2,161.994257211147,9,9
2402079,11,52,1-11-2024-052-03,3,2,1,13,19,22,3,1,212.616287924737,8,9
2402079,11,52,1-11-2024-052-03,3,2,2,12,19,12,2,1,212.616287924737,8,9
2402079,11,52,1-11-2024-052-03,3,2,3,11,19,3,1,1,212.616287924737,8,9
2402079,11,52,1-11-2024-052-03,3,2,4,11,21,14,2,2,212.616287924737,8,9
2402079,11,52,1-11-2024-052-03,3,2,5,12,21,13,2,2,212.616287924737,8,9
2402079,11,52,1-11-2024-052-03,3,2,6,13,21,19,3,2,212.616287924737,8,9
2402079,11,52,1-11-2024-052-03,3,2,7,13,20,10,2,1,212.616287924737,8,9
2402079,11,52,1-11-2024-052-03,3,2,8,13,22,999,3,1,212.616287924737,8,9
2402079,11,52,1-11-2024-052-03,3,2,9,12,22,999,2,1,212.616287924737,8,9
2402079,11,52,1-11-2024-052-03,3,2,10,11,22,999,1,1,212.616287924737,8,9
2402079,11,52,1-11-2024-052-03,3,2,11,13,7,999,2,1,212.616287924737,8,9
2405067,24,142,1-24-2024-142-03,3,2,1,13,15,999,9,3,101.332311537624,1,9
2404403,62,126,1-62-2024-126-02,2,1,1,13,22,5,1,1,41.3368831287418,7,9
2404403,62,126,1-62-2024-126-02,2,1,2,11,21,999,9,2,41.3368831287418,7,9
2404403,62,126,1-62-2024-126-02,2,1,3,13,21,999,9,2,41.3368831287418,7,9
2404618,77,148,1-77-2024-148-10,10,1,1,21,17,8,2,3,257.957670739438,9,9
2404618,77,148,1-77-2024-148-10,10,1,2,11,21,8,2,1,257.957670739438,9,9
2404618,77,148,1-77-2024-148-10,10,1,3,12,21,21,3,1,257.957670739438,9,9
2404618,77,148,1-77-2024-148-10,10,1,4,13,21,13,2,1,257.957670739438,9,9
2404618,77,148,1-77-2024-148-10,10,1,5,12,32,28,3,1,257.957670739438,9,9
2404618,77,148,1-77-2024-148-10,10,1,6,13,19,5,1,1,257.957670739438,9,9
2404618,77,148,1-77-2024-148-10,10,1,7,21,19,999,0,1,257.957670739438,9,9
2404618,77,148,1-77-2024-148-10,10,1,8,13,22,999,0,1,257.957670739438,9,9
2400885,16,26,1-16-2024-026-02,2,1,4,88,96,999,8,8,15.1092509057653,5,9
2402634,27,86,1-27-2024-086-09,9,1,1,11,5,9,2,3,66.9899073843268,3,9
2402634,27,86,1-27-2024-086-09,9,2,1,11,5,13,2,2,66.9899073843268,3,9
2402634,27,86,1-27-2024-086-09,9,2,2,11,15,9,2,3,66.9899073843268,3,9
2402634,27,86,1-27-2024-086-09,9,2,3,21,8,5,1,3,66.9899073843268,3,9
2402634,27,86,1-27-2024-086-09,9,2,4,21,15,8,2,3,66.9899073843268,3,9
2402142,77,73,1-77-2024-073-01,1,1,1,11,2,10,2,2,96.927477716339,9,9
2402142,77,73,1-77-2024-073-01,1,1,2,12,3,12,2,2,96.927477716339,9,9
2402142,77,73,1-77-2024-073-01,1,1,3,13,4,9,2,2,96.927477716339,9,9
2402142,77,73,1-77-2024-073-01,1,1,4,11,5,8,2,2,96.927477716339,9,9
2402142,77,73,1-77-2024-073-01,1,1,5,11,21,8,2,2,96.927477716339,9,9
2402142,77,73,1-77-2024-073-01,1,1,6,12,21,16,3,2,96.927477716339,9,9
2402142,77,73,1-77-2024-073-01,1,1,7,13,21,20,3,2,96.927477716339,9,9
2402142,77,73,1-77-2024-073-01,1,1,8,11,1,22,3,2,96.927477716339,9,9
2405296,19,74,1-19-2024-074-09,9,1,1,11,22,999,1,1,803.524783167018,9,9
2405296,19,74,1-19-2024-074-09,9,1,2,12,19,999,2,1,803.524783167018,9,9
2405296,19,74,1-19-2024-074-09,9,1,3,21,19,999,1,1,803.524783167018,9,9
2405296,19,74,1-19-2024-074-09,9,1,4,12,22,999,1,1,803.524783167018,9,9
2404721,32,136,1-32-2024-136-02,2,1,1,11,5,17,3,3,13.4701686395906,7,9
2404721,32,136,1-32-2024-136-02,2,1,2,11,16,8,2,3,13.4701686395906,7,9
2404721,32,136,1-32-2024-136-02,2,1,3,11,29,999,0,3,13.4701686395906,7,9
2404721,32,136,1-32-2024-136-02,2,1,4,11,6,999,2,3,13.4701686395906,7,9
2404721,32,136,1-32-2024-136-02,2,1,5,11,12,999,1,3,13.4701686395906,7,9
2404721,32,136,1-32-2024-136-02,2,1,6,11,8,999,1,3,13.4701686395906,7,9
2402806,19,37,1-19-2024-037-03,3,1,1,23,15,41,4,3,64.3484690974811,9,9
2405960,31,130,1-31-2024-130-04,4,1,1,99,99,999,9,9,277.889964841913,6,9
2405860,21,143,1-21-2024-143-03,3,2,1,13,22,8,2,1,591.415698550646,11,9
2405860,21,143,1-21-2024-143-03,3,2,2,13,21,12,2,2,591.415698550646,11,9
2405860,21,143,1-21-2024-143-03,3,2,3,12,21,14,2,2,591.415698550646,11,9
2405860,21,143,1-21-2024-143-03,3,2,4,11,21,17,3,2,591.415698550646,11,9
2405860,21,143,1-21-2024-143-03,3,2,5,13,7,8,2,3,591.415698550646,11,9
2405860,21,143,1-21-2024-143-03,3,2,6,23,9,4,1,1,591.415698550646,11,9
2405860,21,143,1-21-2024-143-03,3,2,7,98,31,999,2,2,591.415698550646,11,9
2405860,21,143,1-21-2024-143-03,3,2,8,12,22,999,2,1,591.415698550646,11,9
2405860,21,143,1-21-2024-143-03,3,2,9,13,19,999,1,1,591.415698550646,11,9
2405860,21,143,1-21-2024-143-03,3,2,10,12,19,999,1,1,591.415698550646,11,9
2405147,48,168,1-48-2024-168-10,10,1,1,12,22,15,3,1,234.818157575356,12,9
2405147,48,168,1-48-2024-168-10,10,1,2,13,22,19,3,1,234.818157575356,12,9
2405147,48,168,1-48-2024-168-10,10,1,3,13,7,11,2,3,234.818157575356,12,9
2405147,48,168,1-48-2024-168-10,10,1,4,13,20,12,2,1,234.818157575356,12,9
2405147,48,168,1-48-2024-168-10,10,1,5,13,21,14,2,1,234.818157575356,12,9
2401526,33,25,1-33-2024-025-06,6,1,1,11,7,36,4,1,86.5029641253402,12,9
2405731,26,129,1-26-2024-129-08,8,1,1,11,20,15,3,3,651.857569140449,10,9
2405731,26,129,1-26-2024-129-08,8,1,2,11,8,27,3,3,651.857569140449,10,9
2405731,26,129,1-26-2024-129-08,8,1,3,21,20,23,3,3,651.857569140449,10,9
2403169,62,85,1-62-2024-085-02,2,2,1,13,5,29,3,2,84.9091806236359,7,9
2403169,62,85,1-62-2024-085-02,2,2,2,11,21,18,3,2,84.9091806236359,7,9
2403169,62,85,1-62-2024-085-02,2,2,3,13,21,18,3,2,84.9091806236359,7,9
2403169,62,85,1-62-2024-085-02,2,2,4,12,21,999,2,2,84.9091806236359,7,9
2403169,62,85,1-62-2024-085-02,2,2,5,13,12,999,2,3,84.9091806236359,7,9
2401177,52,15,1-52-2024-015-09,9,2,1,11,5,13,2,2,308.439233897572,12,9
2401177,52,15,1-52-2024-015-09,9,2,2,13,5,999,1,1,308.439233897572,12,9
2401177,52,15,1-52-2024-015-09,9,2,3,13,21,9,2,2,308.439233897572,12,9
2401177,52,15,1-52-2024-015-09,9,2,4,12,21,6,1,2,308.439233897572,12,9
2401177,52,15,1-52-2024-015-09,9,2,5,11,21,4,1,2,308.439233897572,12,9
2401177,52,15,1-52-2024-015-09,9,2,6,11,32,3,1,3,308.439233897572,12,9
2401177,52,15,1-52-2024-015-09,9,2,7,11,24,3,1,3,308.439233897572,12,9
2401177,52,15,1-52-2024-015-09,9,2,8,11,20,999,1,3,308.439233897572,12,9
2401177,52,15,1-52-2024-015-09,9,2,9,11,19,999,1,1,308.439233897572,12,9
2402766,27,89,1-27-2024-089-03,3,1,1,21,23,11,2,3,11.8514312322575,3,9
2402766,27,89,1-27-2024-089-03,3,1,2,21,16,5,1,3,11.8514312322575,3,9
2405591,27,171,1-27-2024-171-07,7,2,1,98,31,3,1,2,251.94804629152,3,9
2404927,54,110,1-54-2024-110-NM1,21,1,1,12,29,10,2,3,158.05614243884,9,9
2404927,54,110,1-54-2024-110-NM1,21,1,2,13,16,46,5,3,158.05614243884,9,9
2404927,54,110,1-54-2024-110-NM1,21,1,3,23,14,18,3,3,158.05614243884,9,9
2404927,54,110,1-54-2024-110-NM1,21,1,4,23,24,999,2,2,158.05614243884,9,9
2404927,54,110,1-54-2024-110-NM1,21,1,5,13,8,999,2,3,158.05614243884,9,9
2404927,54,110,1-54-2024-110-NM1,21,1,6,13,6,999,3,3,158.05614243884,9,9
2404927,54,110,1-54-2024-110-NM1,21,1,7,88,96,999,8,8,158.05614243884,9,9
2404758,22,144,1-22-2024-144-06,6,1,1,12,21,999,9,2,83.3531700651186,12,9
2404758,22,144,1-22-2024-144-06,6,1,2,13,21,999,9,2,83.3531700651186,12,9
2400181,59,9,1-59-2024-009-08,8,1,1,98,31,999,1,2,157.411754942879,6,9
2403244,22,95,1-22-2024-095-06,6,2,1,23,14,999,1,3,88.2065738868729,12,9
2404240,22,127,1-22-2024-127-05,5,1,1,11,17,999,1,3,25.2675524846257,12,9
2402912,13,68,1-13-2024-068-02,2,2,1,31,31,20,3,2,18.738992513569,7,9
2402912,13,68,1-13-2024-068-02,2,2,2,32,31,38,4,2,18.738992513569,7,9
2402912,13,68,1-13-2024-068-02,2,2,3,33,31,27,3,2,18.738992513569,7,9
2402912,13,68,1-13-2024-068-02,2,2,4,21,14,9,2,2,18.738992513569,7,9
2402912,13,68,1-13-2024-068-02,2,2,5,98,31,999,2,2,18.738992513569,7,9
2402912,13,68,1-13-2024-068-02,2,2,6,21,24,999,2,2,18.738992513569,7,9
2402912,13,68,1-13-2024-068-02,2,2,7,23,24,999,2,2,18.738992513569,7,9
2401818,52,27,1-52-2024-027-07,7,1,1,23,14,11,2,3,574.95190063988,12,9
2401818,52,27,1-52-2024-027-07,7,1,2,23,9,10,2,3,574.95190063988,12,9
2404449,11,136,1-11-2024-136-NM1,21,1,1,13,21,6,1,1,37.1071357763572,8,9
2400158,73,6,1-73-2024-006-06,6,1,1,13,5,8,2,2,61.3505113045855,3,9
2402960,33,50,1-33-2024-050-01,1,2,1,21,25,999,4,2,90.7387316926985,12,9
2402960,33,50,1-33-2024-050-01,1,2,2,22,25,999,4,2,90.7387316926985,12,9
2402960,33,50,1-33-2024-050-01,1,2,3,23,25,999,4,2,90.7387316926985,12,9
2402960,33,50,1-33-2024-050-01,1,2,4,23,9,999,1,2,90.7387316926985,12,9
2402960,33,50,1-33-2024-050-01,1,2,5,21,9,999,2,2,90.7387316926985,12,9
2402960,33,50,1-33-2024-050-01,1,2,6,21,30,999,1,2,90.7387316926985,12,9
2402960,33,50,1-33-2024-050-01,1,2,7,22,30,999,2,2,90.7387316926985,12,9
2402960,33,50,1-33-2024-050-01,1,2,8,23,30,999,2,2,90.7387316926985,12,9
2402960,33,50,1-33-2024-050-01,1,2,9,21,34,999,3,2,90.7387316926985,12,9
2402960,33,50,1-33-2024-050-01,1,2,10,22,34,999,3,2,90.7387316926985,12,9
2402960,33,50,1-33-2024-050-01,1,2,11,23,24,999,2,2,90.7387316926985,12,9
2400962,81,21,1-81-2024-021-01,1,1,1,11,6,999,9,3,66.9848935846813,8,9
2400962,81,21,1-81-2024-021-01,1,1,2,12,22,999,9,1,66.9848935846813,8,9
2400962,81,21,1-81-2024-021-01,1,1,3,21,9,999,2,3,66.9848935846813,8,9
2400962,81,21,1-81-2024-021-01,1,1,4,21,19,999,3,1,66.9848935846813,8,9
2400962,81,21,1-81-2024-021-01,1,1,5,23,9,999,2,3,66.9848935846813,8,9
2400962,81,21,1-81-2024-021-01,1,1,6,23,24,999,4,2,66.9848935846813,8,9
2400962,81,21,1-81-2024-021-01,1,1,7,13,6,999,1,3,66.9848935846813,8,9
2402219,28,65,1-28-2024-065-09,9,1,1,99,99,999,9,9,34.7771381559099,3,9
2402219,28,65,1-28-2024-065-09,9,2,1,13,7,6,1,3,34.7771381559099,3,9
2402219,28,65,1-28-2024-065-09,9,2,2,13,17,36,4,3,34.7771381559099,3,9
2402219,28,65,1-28-2024-065-09,9,2,3,13,4,8,2,2,34.7771381559099,3,9
2403912,21,82,1-21-2024-082-01,1,1,1,11,21,999,3,2,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,1,2,12,21,999,3,2,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,1,3,13,21,999,4,2,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,1,4,11,7,8,2,3,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,1,5,11,2,999,2,2,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,1,6,12,3,999,2,2,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,1,7,13,4,999,2,2,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,1,8,11,6,999,2,1,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,1,9,11,24,999,1,2,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,2,1,11,22,999,1,1,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,2,2,12,22,999,1,1,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,2,3,13,22,999,2,1,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,2,4,11,21,999,4,2,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,2,5,12,21,999,4,2,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,2,6,13,21,999,4,2,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,2,7,11,2,999,3,2,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,2,8,12,3,999,3,2,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,2,9,13,4,999,2,2,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,2,10,11,7,12,2,3,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,2,11,21,29,999,2,3,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,2,12,11,1,999,9,1,117.649349567078,11,9
2404837,14,90,1-14-2024-090-05,5,1,1,11,24,999,4,2,85.9927626247339,8,9
2405323,11,159,1-11-2024-159-09,9,1,1,13,7,999,2,3,1362.81724767285,8,9
2403490,14,58,1-14-2024-058-01,1,1,2,88,96,999,8,8,73.3352740137857,8,9
2403490,14,58,1-14-2024-058-01,1,2,1,13,21,999,4,1,73.3352740137857,8,9
2403490,14,58,1-14-2024-058-01,1,2,2,12,21,999,3,1,73.3352740137857,8,9
2403490,14,58,1-14-2024-058-01,1,3,1,13,22,999,5,1,73.3352740137857,8,9
2403490,14,58,1-14-2024-058-01,1,3,2,13,19,999,5,1,73.3352740137857,8,9
2403490,14,58,1-14-2024-058-01,1,3,3,12,22,999,4,1,73.3352740137857,8,9
2403490,14,58,1-14-2024-058-01,1,3,4,12,19,999,4,1,73.3352740137857,8,9
2403490,14,58,1-14-2024-058-01,1,3,5,11,19,999,3,1,73.3352740137857,8,9
2403490,14,58,1-14-2024-058-01,1,3,6,11,22,999,2,1,73.3352740137857,8,9
2403490,14,58,1-14-2024-058-01,1,3,7,11,21,999,2,1,73.3352740137857,8,9
2403490,14,58,1-14-2024-058-01,1,3,8,12,21,999,4,1,73.3352740137857,8,9
2403490,14,58,1-14-2024-058-01,1,3,9,13,21,999,5,1,73.3352740137857,8,9
2403490,14,58,1-14-2024-058-01,1,3,10,13,7,999,3,1,73.3352740137857,8,9
2403490,14,58,1-14-2024-058-01,1,3,11,13,98,999,5,1,73.3352740137857,8,9
2403490,14,58,1-14-2024-058-01,1,3,12,12,98,999,5,1,73.3352740137857,8,9
2403773,81,92,1-81-2024-092-02,2,1,1,11,18,999,1,3,26.3649807190026,8,9
2403773,81,92,1-81-2024-092-02,2,1,2,11,12,999,2,3,26.3649807190026,8,9
2403773,81,92,1-81-2024-092-02,2,1,3,11,6,999,1,3,26.3649807190026,8,9
2403773,81,92,1-81-2024-092-02,2,2,1,11,5,999,3,2,26.3649807190026,8,9
2403773,81,92,1-81-2024-092-02,2,2,2,12,3,999,1,2,26.3649807190026,8,9
2403773,81,92,1-81-2024-092-02,2,2,3,13,4,999,1,2,26.3649807190026,8,9
2403773,81,92,1-81-2024-092-02,2,2,4,11,2,999,1,2,26.3649807190026,8,9
2403773,81,92,1-81-2024-092-02,2,2,5,11,12,999,2,2,26.3649807190026,8,9
2403773,81,92,1-81-2024-092-02,2,2,6,13,5,999,1,2,26.3649807190026,8,9
2400785,26,16,1-26-2024-016-05,5,1,1,11,8,4,1,3,37.7123897005153,10,9
2402219,28,65,1-28-2024-065-09,9,2,4,13,8,7,1,3,34.7771381559099,3,9
2402219,28,65,1-28-2024-065-09,9,2,5,13,29,16,3,3,34.7771381559099,3,9
2402219,28,65,1-28-2024-065-09,9,2,6,23,15,14,2,3,34.7771381559099,3,9
2402219,28,65,1-28-2024-065-09,9,2,7,23,6,17,3,3,34.7771381559099,3,9
2402219,28,65,1-28-2024-065-09,9,2,8,23,25,2,0,2,34.7771381559099,3,9
2404211,32,129,1-32-2024-129-03,3,2,1,11,17,7,1,3,349.213384549016,7,9
2404211,32,129,1-32-2024-129-03,3,2,2,11,5,11,2,1,349.213384549016,7,9
2403524,21,72,1-21-2024-072-NM1,21,2,1,33,16,10,2,3,9.710167648307,11,9
2403524,21,72,1-21-2024-072-NM1,21,2,2,33,31,18,3,2,9.710167648307,11,9
2403647,11,108,1-11-2024-108-03,3,1,1,99,99,999,9,9,114.198903719813,8,9
2403647,11,108,1-11-2024-108-03,3,3,1,99,99,999,9,9,114.198903719813,8,9
2402319,69,43,1-69-2024-043-03,3,2,1,13,14,4,1,3,51.0270559627138,8,9
2401649,33,27,1-33-2024-027-03,3,1,1,11,21,20,3,1,17.2161737549189,12,9
2401649,33,27,1-33-2024-027-03,3,1,2,13,21,3,1,1,17.2161737549189,12,9
2401649,33,27,1-33-2024-027-03,3,1,3,23,19,6,1,1,17.2161737549189,12,9
2401649,33,27,1-33-2024-027-03,3,1,4,22,19,4,1,1,17.2161737549189,12,9
2401649,33,27,1-33-2024-027-03,3,1,5,23,20,3,1,3,17.2161737549189,12,9
2402534,24,68,1-24-2024-068-03,3,2,1,13,17,999,1,3,122.594712962901,1,9
2400991,33,14,1-33-2024-014-09,9,1,1,13,21,4,1,1,254.441893481535,12,9
2400991,33,14,1-33-2024-014-09,9,1,2,23,9,19,3,3,254.441893481535,12,9
2400991,33,14,1-33-2024-014-09,9,1,3,23,30,8,2,1,254.441893481535,12,9
2400991,33,14,1-33-2024-014-09,9,1,4,23,20,999,1,3,254.441893481535,12,9
2400991,33,14,1-33-2024-014-09,9,1,5,13,6,999,3,1,254.441893481535,12,9
2400991,33,14,1-33-2024-014-09,9,1,6,11,1,999,1,1,254.441893481535,12,9
2400204,54,9,1-54-2024-009-05,5,2,1,21,16,999,2,3,144.976226836895,9,9
2400321,19,8,1-19-2024-008-05,5,1,1,13,15,14,2,3,49.1552833588875,9,9
2400321,19,8,1-19-2024-008-05,5,1,2,21,9,12,2,3,49.1552833588875,9,9
2400321,19,8,1-19-2024-008-05,5,1,3,21,17,12,2,3,49.1552833588875,9,9
2400321,19,8,1-19-2024-008-05,5,1,4,21,20,6,1,3,49.1552833588875,9,9
2400321,19,8,1-19-2024-008-05,5,2,1,99,99,999,9,9,49.1552833588875,9,9
2403670,48,121,1-48-2024-121-10,10,2,1,21,25,999,1,2,3639.36835154125,12,9
2403670,48,121,1-48-2024-121-10,10,2,2,22,25,999,1,2,3639.36835154125,12,9
2403670,48,121,1-48-2024-121-10,10,2,3,23,25,999,1,2,3639.36835154125,12,9
2403670,48,121,1-48-2024-121-10,10,2,4,21,9,999,1,2,3639.36835154125,12,9
2403670,48,121,1-48-2024-121-10,10,2,5,23,9,999,1,2,3639.36835154125,12,9
2405585,12,106,1-12-2024-106-08,8,1,1,11,1,40,4,2,295.547885122293,9,9
2405585,12,106,1-12-2024-106-08,8,1,2,11,7,48,5,2,295.547885122293,9,9
2405585,12,106,1-12-2024-106-08,8,1,3,11,5,39,4,2,295.547885122293,9,9
2405585,12,106,1-12-2024-106-08,8,1,4,11,2,47,5,2,295.547885122293,9,9
2405585,12,106,1-12-2024-106-08,8,1,5,12,5,7,1,2,295.547885122293,9,9
2405585,12,106,1-12-2024-106-08,8,1,6,12,3,31,4,2,295.547885122293,9,9
2405585,12,106,1-12-2024-106-08,8,1,7,13,4,11,2,2,295.547885122293,9,9
2405585,12,106,1-12-2024-106-08,8,1,8,21,13,10,2,3,295.547885122293,9,9
2405585,12,106,1-12-2024-106-08,8,1,9,11,20,12,2,1,295.547885122293,9,9
2403693,17,114,1-17-2024-114-07,7,1,1,11,21,24,3,1,1761.97755269954,4,9
2403693,17,114,1-17-2024-114-07,7,1,2,12,21,24,3,1,1761.97755269954,4,9
2403693,17,114,1-17-2024-114-07,7,1,3,13,21,24,3,1,1761.97755269954,4,9
2403816,16,106,1-16-2024-106-02,2,2,1,22,25,9,2,2,143.697759026414,5,9
2401578,18,59,1-18-2024-059-09,9,1,1,13,14,6,1,3,363.748138569445,6,9
2401578,18,59,1-18-2024-059-09,9,1,2,13,7,6,1,3,363.748138569445,6,9
2401578,18,59,1-18-2024-059-09,9,1,3,12,24,3,1,3,363.748138569445,6,9
2401578,18,59,1-18-2024-059-09,9,1,4,13,8,4,1,3,363.748138569445,6,9
2405021,62,148,1-62-2024-148-02,2,1,1,11,2,31,4,2,40.5230025519482,7,9
2405021,62,148,1-62-2024-148-02,2,1,2,12,3,31,4,2,40.5230025519482,7,9
2405021,62,148,1-62-2024-148-02,2,1,3,13,4,27,3,2,40.5230025519482,7,9
2404357,24,121,1-24-2024-121-03,3,1,1,21,17,6,1,3,207.581096674821,1,9
2402488,32,87,1-32-2024-087-02,2,2,1,11,12,6,1,3,6.60426747006496,7,9
2402488,32,87,1-32-2024-087-02,2,2,2,11,15,4,1,2,6.60426747006496,7,9
2402365,82,57,1-82-2024-057-03,3,2,1,99,99,999,9,9,157.899502135521,1,9
2406324,18,156,1-18-2024-156-04,4,3,1,99,99,999,9,9,370.120034184823,6,9
2400496,76,11,1-76-2024-011-03,3,1,1,99,99,999,9,9,71.5495535595937,3,9
2405783,13,81,1-13-2024-081-04,4,1,1,23,16,18,3,3,4266.40495495528,7,9
2405562,24,153,1-24-2024-153-05,5,1,1,98,10,3,1,3,24.2721053029394,1,9
2405562,24,153,1-24-2024-153-05,5,1,2,13,11,999,9,3,24.2721053029394,1,9
2405562,24,153,1-24-2024-153-05,5,1,3,23,15,999,9,3,24.2721053029394,1,9
2404898,59,142,1-59-2024-142-03,3,2,1,21,25,20,3,2,36.1342171260839,6,9
2404898,59,142,1-59-2024-142-03,3,2,2,22,25,11,2,2,36.1342171260839,6,9
2404898,59,142,1-59-2024-142-03,3,2,3,21,9,16,3,2,36.1342171260839,6,9
2403046,62,83,1-62-2024-083-02,2,1,1,11,6,5,1,3,143.712548638116,7,9
2403046,62,83,1-62-2024-083-02,2,1,2,11,12,999,1,3,143.712548638116,7,9
2403639,22,112,1-22-2024-112-07,7,1,1,13,15,4,1,3,106.715881703067,12,9
2402797,77,95,1-77-2024-095-05,5,1,1,98,31,18,3,2,90.6570748528622,9,9
2402797,77,95,1-77-2024-095-05,5,1,2,98,10,4,1,3,90.6570748528622,9,9
2401801,14,29,1-14-2024-029-03,3,1,1,13,4,999,9,2,228.862516808655,8,9
2401801,14,29,1-14-2024-029-03,3,1,2,12,3,999,9,2,228.862516808655,8,9
2401801,14,29,1-14-2024-029-03,3,1,3,13,5,999,9,3,228.862516808655,8,9
2400390,26,6,1-26-2024-006-02,2,1,1,11,22,999,1,1,21.1529220587709,10,9
2400390,26,6,1-26-2024-006-02,2,1,2,11,3,999,2,3,21.1529220587709,10,9
2400390,26,6,1-26-2024-006-02,2,1,3,12,3,999,2,2,21.1529220587709,10,9
2400390,26,6,1-26-2024-006-02,2,1,4,12,4,999,3,3,21.1529220587709,10,9
2400390,26,6,1-26-2024-006-02,2,1,5,13,4,999,4,2,21.1529220587709,10,9
2400390,26,6,1-26-2024-006-02,2,1,6,13,7,999,4,2,21.1529220587709,10,9
2400390,26,6,1-26-2024-006-02,2,1,7,13,14,999,4,3,21.1529220587709,10,9
2400390,26,6,1-26-2024-006-02,2,1,8,13,20,999,3,3,21.1529220587709,10,9
2400390,26,6,1-26-2024-006-02,2,1,9,13,8,999,2,3,21.1529220587709,10,9
2400390,26,6,1-26-2024-006-02,2,1,10,23,24,999,1,2,21.1529220587709,10,9
2400390,26,6,1-26-2024-006-02,2,1,11,13,5,999,4,2,21.1529220587709,10,9
2405299,69,129,1-69-2024-129-05,5,1,1,11,21,999,3,1,7.30201599951961,8,9
2405299,69,129,1-69-2024-129-05,5,1,2,12,21,999,3,1,7.30201599951961,8,9
2405299,69,129,1-69-2024-129-05,5,1,3,13,21,999,3,1,7.30201599951961,8,9
2405299,69,129,1-69-2024-129-05,5,1,4,11,22,999,4,1,7.30201599951961,8,9
2405299,69,129,1-69-2024-129-05,5,1,5,12,22,999,4,1,7.30201599951961,8,9
