CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,BAGNO,BAGLOCATION,BAGSTATUS,BAGTYPE,BAGDEPLOY,BAGMALFUNCTION,BAGFLAPSOPEN,BAGFLAPSDAM,BAGDAMAGE,BAGDAMSOURCE,PREVCRASH,PRIORMAINT,DEPLOYEVENT,BAGDVTOTAL,BAGDVLONG,BAGDVLAT,BAGDVENERGY,BAGDVSPEED,BAGDVBES,BAGDVEST,BAGDVRANK,CDCFORDEPLOY,CASEWGT,PSUSTRAT,VERSION
2406183,32,159,1-32-2024-159-02,2,1,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,33.6745556127473,7,9
2406185,73,153,1-73-2024-153-01,1,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,29.6045947385831,3,9
2406186,28,187,1-28-2024-187-04,4,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,81.1581075737838,3,9
2406186,28,187,1-28-2024-187-04,4,1,2,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,81.1581075737838,3,9
2406186,28,187,1-28-2024-187-04,4,1,3,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,81.1581075737838,3,9
2406186,28,187,1-28-2024-187-04,4,1,4,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,81.1581075737838,3,9
2406186,28,187,1-28-2024-187-04,4,1,5,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,81.1581075737838,3,9
2406186,28,187,1-28-2024-187-04,4,1,6,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,81.1581075737838,3,9
2406187,28,188,1-28-2024-188-07,7,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,243.919478645917,3,9
2406187,28,188,1-28-2024-188-07,7,1,2,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,243.919478645917,3,9
2406187,28,188,1-28-2024-188-07,7,1,3,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,243.919478645917,3,9
2406187,28,188,1-28-2024-188-07,7,1,4,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,243.919478645917,3,9
2406187,28,188,1-28-2024-188-07,7,1,5,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,243.919478645917,3,9
2406187,28,188,1-28-2024-188-07,7,1,6,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,243.919478645917,3,9
2406187,28,188,1-28-2024-188-07,7,1,7,4,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,243.919478645917,3,9
2406187,28,188,1-28-2024-188-07,7,1,8,4,1,1,7,0,60,60,60,60,,,,,,,,,,,,,243.919478645917,3,9
2406189,28,190,1-28-2024-190-04,4,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,81.1581075737838,3,9
2406189,28,190,1-28-2024-190-04,4,1,2,2,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,81.1581075737838,3,9
2406189,28,190,1-28-2024-190-04,4,1,3,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,81.1581075737838,3,9
2406189,28,190,1-28-2024-190-04,4,1,4,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,81.1581075737838,3,9
2406189,28,190,1-28-2024-190-04,4,1,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,81.1581075737838,3,9
2406189,28,190,1-28-2024-190-04,4,1,6,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,81.1581075737838,3,9
2406189,28,190,1-28-2024-190-04,4,1,7,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,81.1581075737838,3,9
2406189,28,190,1-28-2024-190-04,4,1,8,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,81.1581075737838,3,9
2406189,28,190,1-28-2024-190-04,4,1,9,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,81.1581075737838,3,9
2406189,28,190,1-28-2024-190-04,4,1,10,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,81.1581075737838,3,9
2406191,52,61,1-52-2024-061-06,6,1,1,1,1,99,1,0,1,0,0,50,9,9,1,21,-19,-7,55118,998,22,0,1,1,252.857744755917,12,9
2406191,52,61,1-52-2024-061-06,6,1,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,252.857744755917,12,9
2406191,52,61,1-52-2024-061-06,6,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,252.857744755917,12,9
2406191,52,61,1-52-2024-061-06,6,1,4,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,252.857744755917,12,9
2406191,52,61,1-52-2024-061-06,6,2,1,1,1,99,1,99,99,99,99,59,9,9,1,27,-26,5,43853,998,25,0,1,1,252.857744755917,12,9
2406191,52,61,1-52-2024-061-06,6,2,2,2,1,99,1,99,99,99,99,59,9,9,1,27,-26,5,43853,998,25,0,1,1,252.857744755917,12,9
2406191,52,61,1-52-2024-061-06,6,2,3,4,1,99,1,99,99,99,99,59,9,9,1,27,-26,5,43853,998,25,0,1,1,252.857744755917,12,9
2406191,52,61,1-52-2024-061-06,6,2,4,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,252.857744755917,12,9
2406191,52,61,1-52-2024-061-06,6,2,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,252.857744755917,12,9
2406191,52,61,1-52-2024-061-06,6,2,6,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,252.857744755917,12,9
2406191,52,61,1-52-2024-061-06,6,2,7,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,252.857744755917,12,9
2406192,29,108,1-29-2024-108-02,2,1,1,1,1,99,1,0,1,0,0,50,9,9,1,81,-79,14,340520,998,80,0,1,1,90.8510962627682,2,9
2406192,29,108,1-29-2024-108-02,2,1,2,8,1,99,1,0,1,0,97,97,9,9,1,81,-79,14,340520,998,80,0,1,1,90.8510962627682,2,9
2406192,29,108,1-29-2024-108-02,2,1,3,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,90.8510962627682,2,9
2406192,29,108,1-29-2024-108-02,2,1,4,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,90.8510962627682,2,9
2406192,29,108,1-29-2024-108-02,2,1,5,5,1,99,1,0,1,0,0,50,9,9,69,,,,,,,,,69,90.8510962627682,2,9
2406192,29,108,1-29-2024-108-02,2,1,6,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,90.8510962627682,2,9
2406193,82,168,1-82-2024-168-07,7,2,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1697.47710151414,1,9
2406193,82,168,1-82-2024-168-07,7,2,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1697.47710151414,1,9
2406193,82,168,1-82-2024-168-07,7,2,3,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1697.47710151414,1,9
2406193,82,168,1-82-2024-168-07,7,2,4,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1697.47710151414,1,9
2406193,82,168,1-82-2024-168-07,7,2,5,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1697.47710151414,1,9
2406193,82,168,1-82-2024-168-07,7,2,6,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1697.47710151414,1,9
2406193,82,168,1-82-2024-168-07,7,2,7,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1697.47710151414,1,9
2406195,27,189,1-27-2024-189-03,3,1,1,1,1,99,1,0,1,0,0,50,9,9,2,19,-9,-16,31358,998,19,0,1,1,32.3914110115022,3,9
2406195,27,189,1-27-2024-189-03,3,1,2,4,1,99,1,0,1,0,0,50,9,9,2,19,-9,-16,31358,998,19,0,1,1,32.3914110115022,3,9
2406195,27,189,1-27-2024-189-03,3,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,32.3914110115022,3,9
2406195,27,189,1-27-2024-189-03,3,1,4,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,32.3914110115022,3,9
2406195,27,189,1-27-2024-189-03,3,1,5,2,1,99,1,0,1,0,0,50,9,9,2,19,-9,-16,31358,998,19,0,1,1,32.3914110115022,3,9
2406195,27,189,1-27-2024-189-03,3,1,6,4,1,99,1,0,1,0,0,50,9,9,2,19,-9,-16,31358,998,19,0,1,1,32.3914110115022,3,9
2406195,27,189,1-27-2024-189-03,3,1,7,5,1,99,1,0,1,0,0,50,9,9,2,19,-9,-16,31358,998,19,0,1,1,32.3914110115022,3,9
2406195,27,189,1-27-2024-189-03,3,1,8,8,1,99,1,0,1,0,0,50,9,9,2,19,-9,-16,31358,998,19,0,1,1,32.3914110115022,3,9
2406195,27,189,1-27-2024-189-03,3,1,9,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,32.3914110115022,3,9
2406195,27,189,1-27-2024-189-03,3,1,10,5,1,99,1,0,1,0,0,50,,,,,,,,,,,,,32.3914110115022,3,9
2406196,27,190,1-27-2024-190-04,4,2,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,148.721534412378,3,9
2406196,27,190,1-27-2024-190-04,4,2,2,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,148.721534412378,3,9
2406196,27,190,1-27-2024-190-04,4,2,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,148.721534412378,3,9
2406196,27,190,1-27-2024-190-04,4,2,4,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,148.721534412378,3,9
2406196,27,190,1-27-2024-190-04,4,2,5,3,1,99,7,0,60,60,60,60,,,,,,,,,,,,,148.721534412378,3,9
2406196,27,190,1-27-2024-190-04,4,2,6,11,1,99,7,0,60,60,60,60,,,,,,,,,,,,,148.721534412378,3,9
2406196,27,190,1-27-2024-190-04,4,2,7,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,148.721534412378,3,9
2406196,27,190,1-27-2024-190-04,4,2,8,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,148.721534412378,3,9
2406197,73,154,1-73-2024-154-03,3,1,1,1,1,1,1,0,1,0,0,50,1,1,1,13,-12,-4,13252,998,13,0,1,1,49.7668221990478,3,9
2406197,73,154,1-73-2024-154-03,3,1,2,4,1,1,1,0,1,0,0,50,1,1,1,13,-12,-4,13252,998,13,0,1,1,49.7668221990478,3,9
2406197,73,154,1-73-2024-154-03,3,1,3,2,1,1,1,0,1,0,0,50,1,1,1,13,-12,-4,13252,998,13,0,1,1,49.7668221990478,3,9
2406197,73,154,1-73-2024-154-03,3,1,4,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,49.7668221990478,3,9
2406197,73,154,1-73-2024-154-03,3,1,5,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,49.7668221990478,3,9
2406197,73,154,1-73-2024-154-03,3,1,6,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,49.7668221990478,3,9
2406197,73,154,1-73-2024-154-03,3,1,7,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,49.7668221990478,3,9
2406197,73,154,1-73-2024-154-03,3,1,8,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,49.7668221990478,3,9
2406197,73,154,1-73-2024-154-03,3,1,9,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,49.7668221990478,3,9
2406201,15,240,1-15-2024-240-03,3,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,12.8685765153933,1,9
2406201,15,240,1-15-2024-240-03,3,1,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,12.8685765153933,1,9
2406201,15,240,1-15-2024-240-03,3,1,3,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,12.8685765153933,1,9
2406201,15,240,1-15-2024-240-03,3,1,4,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,12.8685765153933,1,9
2406201,15,240,1-15-2024-240-03,3,1,5,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,12.8685765153933,1,9
2406201,15,240,1-15-2024-240-03,3,1,6,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,12.8685765153933,1,9
2406201,15,240,1-15-2024-240-03,3,1,7,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,12.8685765153933,1,9
2406201,15,240,1-15-2024-240-03,3,1,8,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,12.8685765153933,1,9
2406202,26,134,1-26-2024-134-NM1,21,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,112.32218986867,10,9
2406202,26,134,1-26-2024-134-NM1,21,1,2,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,112.32218986867,10,9
2406202,26,134,1-26-2024-134-NM1,21,1,3,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,112.32218986867,10,9
2406202,26,134,1-26-2024-134-NM1,21,1,4,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,112.32218986867,10,9
2406202,26,134,1-26-2024-134-NM1,21,1,5,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,112.32218986867,10,9
2406202,26,134,1-26-2024-134-NM1,21,1,6,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,112.32218986867,10,9
2406203,21,151,1-21-2024-151-03,3,1,1,1,1,99,1,0,1,0,0,50,9,9,1,27,-27,0,36246,998,23,0,1,1,324.785475613736,11,9
2406203,21,151,1-21-2024-151-03,3,1,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,324.785475613736,11,9
2406203,21,151,1-21-2024-151-03,3,1,3,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,324.785475613736,11,9
2406203,21,151,1-21-2024-151-03,3,1,4,2,1,99,1,0,1,0,0,50,9,9,1,27,-27,0,36246,998,23,0,1,1,324.785475613736,11,9
2406203,21,151,1-21-2024-151-03,3,1,5,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,324.785475613736,11,9
2406203,21,151,1-21-2024-151-03,3,1,6,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,324.785475613736,11,9
2406203,21,151,1-21-2024-151-03,3,2,1,1,9,79,79,79,79,79,79,79,9,9,79,,,,,,,,,79,324.785475613736,11,9
2406203,21,151,1-21-2024-151-03,3,2,2,4,9,79,79,79,79,79,79,79,9,9,79,,,,,,,,,79,324.785475613736,11,9
2406203,21,151,1-21-2024-151-03,3,2,3,5,9,79,79,79,79,79,79,79,9,9,79,,,,,,,,,79,324.785475613736,11,9
2406203,21,151,1-21-2024-151-03,3,2,4,8,9,79,79,79,79,79,79,79,9,9,79,,,,,,,,,79,324.785475613736,11,9
2406204,21,152,1-21-2024-152-03,3,2,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,324.785475546463,11,9
2406204,21,152,1-21-2024-152-03,3,2,2,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,324.785475546463,11,9
2406204,21,152,1-21-2024-152-03,3,2,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,324.785475546463,11,9
2406204,21,152,1-21-2024-152-03,3,2,4,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,324.785475546463,11,9
2406204,21,152,1-21-2024-152-03,3,2,5,2,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,324.785475546463,11,9
2406204,21,152,1-21-2024-152-03,3,2,6,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,324.785475546463,11,9
2406204,21,152,1-21-2024-152-03,3,2,7,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,324.785475546463,11,9
2406204,21,152,1-21-2024-152-03,3,2,8,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,324.785475546463,11,9
2406206,22,187,1-22-2024-187-10,10,1,1,1,1,1,1,0,1,0,0,50,2,1,1,999,999,999,9999999,999,999,6,1,1,263.638993066393,12,9
2406206,22,187,1-22-2024-187-10,10,1,2,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,263.638993066393,12,9
2406206,22,187,1-22-2024-187-10,10,1,3,8,1,1,1,0,1,0,97,97,2,1,1,999,999,999,9999999,999,999,6,1,1,263.638993066393,12,9
2406206,22,187,1-22-2024-187-10,10,1,4,8,1,1,1,0,1,0,97,97,,,,,,,,,,,,,263.638993066393,12,9
2406206,22,187,1-22-2024-187-10,10,1,5,5,1,1,7,0,60,60,60,60,2,1,60,,,,,,,,,60,263.638993066393,12,9
2406206,22,187,1-22-2024-187-10,10,1,6,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,263.638993066393,12,9
2406209,21,154,1-21-2024-154-01,1,1,1,1,1,99,99,99,69,69,69,69,9,9,1,999,999,999,9999999,999,999,7,1,1,32.0082246155111,11,9
2406209,21,154,1-21-2024-154-01,1,1,2,2,1,99,99,99,69,69,69,69,9,9,1,999,999,999,9999999,999,999,7,1,1,32.0082246155111,11,9
2406210,11,188,1-11-2024-188-03,3,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,199.422450532305,8,9
2406210,11,188,1-11-2024-188-03,3,1,2,5,1,99,1,0,1,0,97,97,9,9,1,3,0,3,1237,998,3,0,1,1,199.422450532305,8,9
2406210,11,188,1-11-2024-188-03,3,1,3,8,1,99,1,0,1,0,97,97,9,9,1,3,0,3,1237,998,3,0,1,1,199.422450532305,8,9
2406210,11,188,1-11-2024-188-03,3,1,4,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,199.422450532305,8,9
2406210,11,188,1-11-2024-188-03,3,1,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,199.422450532305,8,9
2406210,11,188,1-11-2024-188-03,3,1,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,199.422450532305,8,9
2406212,66,120,1-66-2024-120-09,9,1,1,1,1,99,1,0,1,0,0,50,9,9,1,29,-29,0,55378,998,28,0,1,1,97.5596917228585,6,9
2406212,66,120,1-66-2024-120-09,9,1,2,2,1,99,1,0,1,0,0,50,9,9,1,29,-29,0,55378,998,28,0,1,1,97.5596917228585,6,9
2406212,66,120,1-66-2024-120-09,9,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,97.5596917228585,6,9
2406212,66,120,1-66-2024-120-09,9,1,4,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,97.5596917228585,6,9
2406212,66,120,1-66-2024-120-09,9,1,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,97.5596917228585,6,9
2406212,66,120,1-66-2024-120-09,9,1,6,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,97.5596917228585,6,9
2406215,14,128,1-14-2024-128-03,3,1,1,1,1,1,1,0,1,0,0,50,1,1,1,17,-16,-6,25363,998,17,0,1,1,85.5382393215963,8,9
2406215,14,128,1-14-2024-128-03,3,1,2,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,85.5382393215963,8,9
2406215,14,128,1-14-2024-128-03,3,1,3,8,1,1,1,0,1,0,0,50,1,1,1,17,-16,-6,25363,998,17,0,1,1,85.5382393215963,8,9
2406215,14,128,1-14-2024-128-03,3,1,4,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,85.5382393215963,8,9
2406215,14,128,1-14-2024-128-03,3,1,5,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,85.5382393215963,8,9
2406215,14,128,1-14-2024-128-03,3,1,6,8,1,1,1,0,1,0,0,50,,,,,,,,,,,,,85.5382393215963,8,9
2406216,76,191,1-76-2024-191-07,7,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,492.536455086335,3,9
2406216,76,191,1-76-2024-191-07,7,1,2,4,9,79,79,79,79,79,79,79,9,9,79,,,,,,,,,79,492.536455086335,3,9
2406216,76,191,1-76-2024-191-07,7,1,3,3,1,99,7,0,60,60,60,60,,,,,,,,,,,,,492.536455086335,3,9
2406216,76,191,1-76-2024-191-07,7,1,4,11,9,79,79,79,79,79,79,79,,,,,,,,,,,,,492.536455086335,3,9
2406216,76,191,1-76-2024-191-07,7,1,5,5,9,79,79,79,79,79,79,79,9,9,79,,,,,,,,,79,492.536455086335,3,9
2406216,76,191,1-76-2024-191-07,7,1,6,5,9,79,79,79,79,79,79,79,,,,,,,,,,,,,492.536455086335,3,9
2406216,76,191,1-76-2024-191-07,7,1,7,8,1,99,1,0,1,0,99,59,9,9,2,999,999,999,9999999,999,999,6,1,1,492.536455086335,3,9
2406216,76,191,1-76-2024-191-07,7,1,8,8,1,99,1,0,1,0,99,59,,,,,,,,,,,,,492.536455086335,3,9
2406217,18,153,1-18-2024-153-03,3,1,1,1,1,99,1,0,1,0,0,50,9,9,1,11,-8,7,14536,998,10,0,1,1,90.4428231986945,6,9
2406217,18,153,1-18-2024-153-03,3,1,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,90.4428231986945,6,9
2406217,18,153,1-18-2024-153-03,3,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,90.4428231986945,6,9
2406217,18,153,1-18-2024-153-03,3,1,4,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,90.4428231986945,6,9
2406217,18,153,1-18-2024-153-03,3,1,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,90.4428231986945,6,9
2406217,18,153,1-18-2024-153-03,3,1,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,90.4428231986945,6,9
2406217,18,153,1-18-2024-153-03,3,2,1,1,1,1,1,0,1,0,97,97,1,1,1,18,-11,-14,26784,998,19,0,1,1,90.4428231986945,6,9
2406217,18,153,1-18-2024-153-03,3,2,2,4,1,1,1,0,1,0,0,50,1,1,1,18,-11,-14,26784,998,19,0,1,1,90.4428231986945,6,9
2406217,18,153,1-18-2024-153-03,3,2,3,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,90.4428231986945,6,9
2406217,18,153,1-18-2024-153-03,3,2,4,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,90.4428231986945,6,9
2406217,18,153,1-18-2024-153-03,3,2,5,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,90.4428231986945,6,9
2406217,18,153,1-18-2024-153-03,3,2,6,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,90.4428231986945,6,9
2406217,18,153,1-18-2024-153-03,3,2,7,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,90.4428231986945,6,9
2406217,18,153,1-18-2024-153-03,3,2,8,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,90.4428231986945,6,9
2406217,18,153,1-18-2024-153-03,3,2,9,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,90.4428231986945,6,9
2406218,15,241,1-15-2024-241-04,4,2,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,48.9130372067112,1,9
2406218,15,241,1-15-2024-241-04,4,2,2,4,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,48.9130372067112,1,9
2406218,15,241,1-15-2024-241-04,4,2,3,5,1,99,7,0,60,60,60,60,1,1,60,,,,,,,,,60,48.9130372067112,1,9
2406218,15,241,1-15-2024-241-04,4,2,4,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,48.9130372067112,1,9
2406218,15,241,1-15-2024-241-04,4,2,5,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,48.9130372067112,1,9
2406218,15,241,1-15-2024-241-04,4,2,6,4,1,1,7,0,60,60,60,60,,,,,,,,,,,,,48.9130372067112,1,9
2406218,15,241,1-15-2024-241-04,4,2,7,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,48.9130372067112,1,9
2406218,15,241,1-15-2024-241-04,4,2,8,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,48.9130372067112,1,9
2406220,15,243,1-15-2024-243-04,4,1,1,1,1,99,99,99,69,69,69,69,9,9,1,999,999,999,9999999,999,999,9,1,1,48.9130372170985,1,9
2406220,15,243,1-15-2024-243-04,4,2,1,1,1,99,7,99,60,60,60,60,9,9,60,,,,,,,,,60,48.9130372170985,1,9
2406220,15,243,1-15-2024-243-04,4,2,2,4,1,99,7,99,60,60,60,60,9,9,60,,,,,,,,,60,48.9130372170985,1,9
2406220,15,243,1-15-2024-243-04,4,2,3,5,1,99,7,99,60,60,60,60,9,9,60,,,,,,,,,60,48.9130372170985,1,9
2406220,15,243,1-15-2024-243-04,4,2,4,8,1,99,7,99,60,60,60,60,9,9,60,,,,,,,,,60,48.9130372170985,1,9
2406220,15,243,1-15-2024-243-04,4,2,5,5,1,99,7,99,60,60,60,60,,,,,,,,,,,,,48.9130372170985,1,9
2406220,15,243,1-15-2024-243-04,4,2,6,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,48.9130372170985,1,9
2406220,15,243,1-15-2024-243-04,4,2,7,5,1,99,7,99,60,60,60,60,,,,,,,,,,,,,48.9130372170985,1,9
2406220,15,243,1-15-2024-243-04,4,2,8,8,1,99,7,99,60,60,60,60,,,,,,,,,,,,,48.9130372170985,1,9
2406220,15,243,1-15-2024-243-04,4,2,9,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,48.9130372170985,1,9
2406220,15,243,1-15-2024-243-04,4,2,10,11,1,99,7,99,60,60,60,60,,,,,,,,,,,,,48.9130372170985,1,9
2406221,69,162,1-69-2024-162-03,3,2,1,1,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,5,1,1,53.9679117020293,8,9
2406221,69,162,1-69-2024-162-03,3,2,2,2,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,5,1,1,53.9679117020293,8,9
2406221,69,162,1-69-2024-162-03,3,2,3,4,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,5,1,1,53.9679117020293,8,9
2406221,69,162,1-69-2024-162-03,3,2,4,5,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,5,1,1,53.9679117020293,8,9
2406221,69,162,1-69-2024-162-03,3,2,5,5,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,5,1,1,53.9679117020293,8,9
2406221,69,162,1-69-2024-162-03,3,2,6,8,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,5,1,1,53.9679117020293,8,9
2406221,69,162,1-69-2024-162-03,3,2,7,8,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,5,1,1,53.9679117020293,8,9
2406222,66,122,1-66-2024-122-10,10,2,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,242.389498710963,6,9
2406222,66,122,1-66-2024-122-10,10,2,2,2,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,242.389498710963,6,9
2406222,66,122,1-66-2024-122-10,10,2,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,242.389498710963,6,9
2406222,66,122,1-66-2024-122-10,10,2,4,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,242.389498710963,6,9
2406222,66,122,1-66-2024-122-10,10,2,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,242.389498710963,6,9
2406222,66,122,1-66-2024-122-10,10,2,6,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,242.389498710963,6,9
2406224,28,191,1-28-2024-191-04,4,2,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,81.1581075737838,3,9
2406224,28,191,1-28-2024-191-04,4,2,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,81.1581075737838,3,9
