CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,BAGNO,BAGLOCATION,BAGSTATUS,BAGTYPE,BAGDEPLOY,BAGMALFUNCTION,BAGFLAPSOPEN,BAGFLAPSDAM,BAGDAMAGE,BAGDAMSOURCE,PREVCRASH,PRIORMAINT,DEPLOYEVENT,BAGDVTOTAL,BAGDVLONG,BAGDVLAT,BAGDVENERGY,BAGDVSPEED,BAGDVBES,BAGDVEST,BAGDVRANK,CDCFORDEPLOY,CASEWGT,PSUSTRAT,VERSION
2401653,17,53,1-17-2024-053-06,6,1,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,103.359955056797,4,9
2401653,17,53,1-17-2024-053-06,6,1,3,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,103.359955056797,4,9
2401653,17,53,1-17-2024-053-06,6,1,4,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,103.359955056797,4,9
2401653,17,53,1-17-2024-053-06,6,1,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,103.359955056797,4,9
2401653,17,53,1-17-2024-053-06,6,1,6,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,103.359955056797,4,9
2401654,17,54,1-17-2024-054-07,7,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,364.699531711488,4,9
2401654,17,54,1-17-2024-054-07,7,1,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,364.699531711488,4,9
2401654,17,54,1-17-2024-054-07,7,1,3,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,364.699531711488,4,9
2401654,17,54,1-17-2024-054-07,7,1,4,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,364.699531711488,4,9
2401654,17,54,1-17-2024-054-07,7,1,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,364.699531711488,4,9
2401654,17,54,1-17-2024-054-07,7,1,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,364.699531711488,4,9
2401654,17,54,1-17-2024-054-07,7,2,1,1,1,99,1,0,1,0,97,97,9,9,1,31,-29,11,161969,998,38,0,1,1,364.699531711488,4,9
2401654,17,54,1-17-2024-054-07,7,2,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,364.699531711488,4,9
2401654,17,54,1-17-2024-054-07,7,2,3,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,364.699531711488,4,9
2401654,17,54,1-17-2024-054-07,7,2,4,3,1,99,1,0,1,0,0,50,,,,,,,,,,,,,364.699531711488,4,9
2401654,17,54,1-17-2024-054-07,7,2,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,364.699531711488,4,9
2401654,17,54,1-17-2024-054-07,7,2,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,364.699531711488,4,9
2401655,17,55,1-17-2024-055-07,7,1,1,1,1,1,1,0,1,0,0,50,1,1,1,10,-6,8,10018,998,10,0,1,1,364.699531685358,4,9
2401655,17,55,1-17-2024-055-07,7,1,2,8,1,1,1,0,1,0,0,50,1,1,1,10,-6,8,10018,998,10,0,1,1,364.699531685358,4,9
2401655,17,55,1-17-2024-055-07,7,1,3,5,1,1,1,0,1,0,0,50,1,1,1,10,-6,8,10018,998,10,0,1,1,364.699531685358,4,9
2401655,17,55,1-17-2024-055-07,7,1,4,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,364.699531685358,4,9
2401655,17,55,1-17-2024-055-07,7,1,5,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,364.699531685358,4,9
2401655,17,55,1-17-2024-055-07,7,1,6,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,364.699531685358,4,9
2401657,20,47,1-20-2024-047-10,10,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1223.79041483901,11,9
2401657,20,47,1-20-2024-047-10,10,1,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1223.79041483901,11,9
2401657,20,47,1-20-2024-047-10,10,1,3,8,1,99,1,0,1,0,97,97,9,9,1,999,999,999,9999999,999,17,2,1,1,1223.79041483901,11,9
2401657,20,47,1-20-2024-047-10,10,1,4,8,1,99,1,0,0,0,97,97,,,,,,,,,,,,,1223.79041483901,11,9
2401657,20,47,1-20-2024-047-10,10,1,5,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1223.79041483901,11,9
2401657,20,47,1-20-2024-047-10,10,1,6,5,1,99,1,0,1,0,97,97,,,,,,,,,,,,,1223.79041483901,11,9
2401658,20,48,1-20-2024-048-04,4,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,70.1358271332578,11,9
2401658,20,48,1-20-2024-048-04,4,1,2,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,70.1358271332578,11,9
2401658,20,48,1-20-2024-048-04,4,1,3,8,1,1,1,0,1,0,97,97,1,1,1,999,999,999,9999999,999,999,6,1,1,70.1358271332578,11,9
2401658,20,48,1-20-2024-048-04,4,1,4,8,1,1,1,0,1,0,97,97,,,,,,,,,,,,,70.1358271332578,11,9
2401658,20,48,1-20-2024-048-04,4,1,5,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,70.1358271332578,11,9
2401658,20,48,1-20-2024-048-04,4,1,6,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,70.1358271332578,11,9
2401658,20,48,1-20-2024-048-04,4,1,7,4,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,70.1358271332578,11,9
2401658,20,48,1-20-2024-048-04,4,1,8,4,1,1,7,0,60,60,60,60,,,,,,,,,,,,,70.1358271332578,11,9
2401658,20,48,1-20-2024-048-04,4,1,9,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,70.1358271332578,11,9
2401658,20,48,1-20-2024-048-04,4,1,10,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,70.1358271332578,11,9
2401658,20,48,1-20-2024-048-04,4,2,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,70.1358271332578,11,9
2401658,20,48,1-20-2024-048-04,4,2,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,70.1358271332578,11,9
2401658,20,48,1-20-2024-048-04,4,2,3,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,70.1358271332578,11,9
2401658,20,48,1-20-2024-048-04,4,2,4,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,70.1358271332578,11,9
2401658,20,48,1-20-2024-048-04,4,2,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,70.1358271332578,11,9
2401658,20,48,1-20-2024-048-04,4,2,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,70.1358271332578,11,9
2401659,20,49,1-20-2024-049-04,4,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,70.135827129492,11,9
2401659,20,49,1-20-2024-049-04,4,1,2,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,70.135827129492,11,9
2401659,20,49,1-20-2024-049-04,4,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,70.135827129492,11,9
2401659,20,49,1-20-2024-049-04,4,1,4,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,70.135827129492,11,9
2401659,20,49,1-20-2024-049-04,4,1,5,4,1,99,7,0,60,60,60,60,,,,,,,,,,,,,70.135827129492,11,9
2401659,20,49,1-20-2024-049-04,4,1,6,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,70.135827129492,11,9
2401660,18,64,1-18-2024-064-09,9,1,1,1,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,17,2,1,1,95.1775471436952,6,9
2401660,18,64,1-18-2024-064-09,9,1,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,95.1775471436952,6,9
2401660,18,64,1-18-2024-064-09,9,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,95.1775471436952,6,9
2401660,18,64,1-18-2024-064-09,9,1,4,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,95.1775471436952,6,9
2401660,18,64,1-18-2024-064-09,9,1,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,95.1775471436952,6,9
2401660,18,64,1-18-2024-064-09,9,1,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,95.1775471436952,6,9
2401661,11,40,1-11-2024-040-02,2,1,1,1,1,99,1,99,99,99,99,59,9,9,1,999,999,999,9999999,999,999,7,1,1,30.7614595081659,8,9
2401661,11,40,1-11-2024-040-02,2,1,2,4,1,99,1,99,99,99,99,59,9,9,1,999,999,999,9999999,999,999,7,1,1,30.7614595081659,8,9
2401661,11,40,1-11-2024-040-02,2,1,3,5,1,99,7,99,60,60,60,60,9,9,60,,,,,,,,,60,30.7614595081659,8,9
2401661,11,40,1-11-2024-040-02,2,1,4,8,1,99,7,99,60,60,60,60,9,9,60,,,,,,,,,60,30.7614595081659,8,9
2401661,11,40,1-11-2024-040-02,2,1,5,2,1,99,1,99,99,99,99,59,9,9,1,999,999,999,9999999,999,999,7,1,1,30.7614595081659,8,9
2401661,11,40,1-11-2024-040-02,2,1,6,5,1,99,7,99,60,60,60,60,9,9,60,,,,,,,,,60,30.7614595081659,8,9
2401661,11,40,1-11-2024-040-02,2,1,7,8,1,99,7,99,60,60,60,60,9,9,60,,,,,,,,,60,30.7614595081659,8,9
2401661,11,40,1-11-2024-040-02,2,2,1,1,1,1,7,99,60,60,60,60,1,1,60,,,,,,,,,60,30.7614595081659,8,9
2401661,11,40,1-11-2024-040-02,2,2,2,5,1,1,7,99,60,60,60,60,1,1,60,,,,,,,,,60,30.7614595081659,8,9
2401661,11,40,1-11-2024-040-02,2,2,3,8,1,1,7,99,60,60,60,60,1,1,60,,,,,,,,,60,30.7614595081659,8,9
2401661,11,40,1-11-2024-040-02,2,2,4,2,1,99,7,99,60,60,60,60,,,,,,,,,,,,,30.7614595081659,8,9
2401661,11,40,1-11-2024-040-02,2,2,5,5,1,99,7,99,60,60,60,60,,,,,,,,,,,,,30.7614595081659,8,9
2401661,11,40,1-11-2024-040-02,2,2,6,8,1,99,7,99,60,60,60,60,,,,,,,,,,,,,30.7614595081659,8,9
2401662,11,41,1-11-2024-041-03,3,1,1,1,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,20,2,1,1,152.094599148101,8,9
2401662,11,41,1-11-2024-041-03,3,1,2,4,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,20,2,1,1,152.094599148101,8,9
2401662,11,41,1-11-2024-041-03,3,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,152.094599148101,8,9
2401662,11,41,1-11-2024-041-03,3,1,4,8,1,99,1,0,1,0,97,97,9,9,1,999,999,999,9999999,999,20,2,1,1,152.094599148101,8,9
2401662,11,41,1-11-2024-041-03,3,1,5,11,1,99,99,99,69,69,69,69,,,,,,,,,,,,,152.094599148101,8,9
2401662,11,41,1-11-2024-041-03,3,1,6,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,152.094599148101,8,9
2401662,11,41,1-11-2024-041-03,3,1,7,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,152.094599148101,8,9
2401662,11,41,1-11-2024-041-03,3,1,8,8,1,99,1,0,1,0,0,50,,,,,,,,,,,,,152.094599148101,8,9
2401663,11,42,1-11-2024-042-09,9,1,1,1,1,99,1,0,1,0,0,50,9,9,1,20,-10,18,34106,998,22,0,1,1,1536.46632619055,8,9
2401663,11,42,1-11-2024-042-09,9,1,2,2,1,99,1,0,1,0,0,50,,,,,,,,,,,,,1536.46632619055,8,9
2401663,11,42,1-11-2024-042-09,9,2,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1536.46632619055,8,9
2401663,11,42,1-11-2024-042-09,9,2,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1536.46632619055,8,9
2401664,11,43,1-11-2024-043-05,5,1,1,1,1,99,1,99,99,99,99,59,9,9,1,12,-12,-2,4013,998,9,0,1,1,31.8812723055547,8,9
2401664,11,43,1-11-2024-043-05,5,1,2,5,1,99,7,99,60,60,60,60,9,9,60,,,,,,,,,60,31.8812723055547,8,9
2401664,11,43,1-11-2024-043-05,5,1,3,8,1,99,7,99,60,60,60,60,9,9,60,,,,,,,,,60,31.8812723055547,8,9
2401664,11,43,1-11-2024-043-05,5,1,4,2,1,99,7,99,60,60,60,60,,,,,,,,,,,,,31.8812723055547,8,9
2401664,11,43,1-11-2024-043-05,5,1,5,5,1,99,1,99,99,99,99,59,,,,,,,,,,,,,31.8812723055547,8,9
2401664,11,43,1-11-2024-043-05,5,1,6,8,1,99,1,99,99,99,99,59,,,,,,,,,,,,,31.8812723055547,8,9
2401664,11,43,1-11-2024-043-05,5,2,1,1,1,99,1,0,1,0,0,50,9,9,1,9,-7,6,9535,998,12,0,1,1,31.8812723055547,8,9
2401664,11,43,1-11-2024-043-05,5,2,2,5,1,99,1,0,1,0,0,50,9,9,1,9,-7,6,9535,998,12,0,1,1,31.8812723055547,8,9
2401664,11,43,1-11-2024-043-05,5,2,3,8,1,99,1,0,1,0,0,50,9,9,1,9,-7,6,9535,998,12,0,1,1,31.8812723055547,8,9
2401664,11,43,1-11-2024-043-05,5,2,4,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,31.8812723055547,8,9
2401664,11,43,1-11-2024-043-05,5,2,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,31.8812723055547,8,9
2401664,11,43,1-11-2024-043-05,5,2,6,8,1,99,7,99,60,60,60,60,,,,,,,,,,,,,31.8812723055547,8,9
2401666,24,38,1-24-2024-038-07,7,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,394.698169083861,1,9
2401666,24,38,1-24-2024-038-07,7,1,2,2,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,394.698169083861,1,9
2401666,24,38,1-24-2024-038-07,7,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,394.698169083861,1,9
2401666,24,38,1-24-2024-038-07,7,1,4,5,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,6,1,1,394.698169083861,1,9
2401666,24,38,1-24-2024-038-07,7,1,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,394.698169083861,1,9
2401666,24,38,1-24-2024-038-07,7,1,6,8,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,6,1,1,394.698169083861,1,9
2401666,24,38,1-24-2024-038-07,7,2,1,1,1,99,1,99,99,99,99,59,9,9,1,999,999,999,9999999,999,999,9,1,1,394.698169083861,1,9
2401666,24,38,1-24-2024-038-07,7,2,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,394.698169083861,1,9
2401666,24,38,1-24-2024-038-07,7,2,3,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,394.698169083861,1,9
2401666,24,38,1-24-2024-038-07,7,2,4,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,394.698169083861,1,9
2401666,24,38,1-24-2024-038-07,7,2,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,394.698169083861,1,9
2401666,24,38,1-24-2024-038-07,7,2,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,394.698169083861,1,9
2401667,24,39,1-24-2024-039-04,4,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,118.9593408305,1,9
2401667,24,39,1-24-2024-039-04,4,1,2,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,118.9593408305,1,9
2401667,24,39,1-24-2024-039-04,4,1,3,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,118.9593408305,1,9
2401667,24,39,1-24-2024-039-04,4,1,4,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,118.9593408305,1,9
2401667,24,39,1-24-2024-039-04,4,1,5,4,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,118.9593408305,1,9
2401667,24,39,1-24-2024-039-04,4,1,6,4,1,1,7,0,60,60,60,60,,,,,,,,,,,,,118.9593408305,1,9
2401667,24,39,1-24-2024-039-04,4,1,7,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,118.9593408305,1,9
2401667,24,39,1-24-2024-039-04,4,1,8,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,118.9593408305,1,9
2401667,24,39,1-24-2024-039-04,4,2,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,118.9593408305,1,9
2401667,24,39,1-24-2024-039-04,4,2,2,2,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,118.9593408305,1,9
2401668,24,40,1-24-2024-040-03,3,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,33.2458613397881,1,9
2401668,24,40,1-24-2024-040-03,3,1,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,33.2458613397881,1,9
2401668,24,40,1-24-2024-040-03,3,1,3,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,33.2458613397881,1,9
2401668,24,40,1-24-2024-040-03,3,1,4,5,1,99,1,0,1,0,0,50,,,,,,,,,,,,,33.2458613397881,1,9
2401668,24,40,1-24-2024-040-03,3,1,5,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,33.2458613397881,1,9
2401668,24,40,1-24-2024-040-03,3,1,6,8,1,99,1,0,1,0,0,50,,,,,,,,,,,,,33.2458613397881,1,9
2401668,24,40,1-24-2024-040-03,3,2,1,1,1,99,1,0,1,0,0,50,9,9,1,16,-15,5,29367,998,19,0,1,1,33.2458613397881,1,9
2401668,24,40,1-24-2024-040-03,3,2,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,33.2458613397881,1,9
2401668,24,40,1-24-2024-040-03,3,2,3,2,1,99,1,0,1,0,0,50,9,9,1,16,-15,5,29367,998,19,0,1,1,33.2458613397881,1,9
2401668,24,40,1-24-2024-040-03,3,2,4,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,33.2458613397881,1,9
2401668,24,40,1-24-2024-040-03,3,2,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,33.2458613397881,1,9
2401668,24,40,1-24-2024-040-03,3,2,6,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,33.2458613397881,1,9
2401669,25,38,1-25-2024-038-07,7,1,1,1,1,99,1,0,1,0,0,50,9,9,2,999,999,999,9999999,999,999,7,1,1,222.137103780198,2,9
2401669,25,38,1-25-2024-038-07,7,1,2,2,1,99,1,0,1,0,0,50,9,9,2,999,999,999,9999999,999,999,7,1,1,222.137103780198,2,9
2401669,25,38,1-25-2024-038-07,7,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,222.137103780198,2,9
2401669,25,38,1-25-2024-038-07,7,1,4,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,222.137103780198,2,9
2401669,25,38,1-25-2024-038-07,7,1,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,222.137103780198,2,9
2401669,25,38,1-25-2024-038-07,7,1,6,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,222.137103780198,2,9
2401670,25,39,1-25-2024-039-04,4,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,55.0816370883036,2,9
2401670,25,39,1-25-2024-039-04,4,1,2,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,55.0816370883036,2,9
2401670,25,39,1-25-2024-039-04,4,1,3,4,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,55.0816370883036,2,9
2401670,25,39,1-25-2024-039-04,4,1,4,4,1,1,7,0,60,60,60,60,,,,,,,,,,,,,55.0816370883036,2,9
2401670,25,39,1-25-2024-039-04,4,1,5,5,1,1,1,0,1,0,0,50,1,1,99,,,,,,,,,99,55.0816370883036,2,9
2401670,25,39,1-25-2024-039-04,4,1,6,5,1,1,1,0,1,0,0,50,,,,,,,,,,,,,55.0816370883036,2,9
2401670,25,39,1-25-2024-039-04,4,1,7,8,1,1,1,0,1,0,0,50,1,1,99,,,,,,,,,99,55.0816370883036,2,9
2401670,25,39,1-25-2024-039-04,4,1,8,8,1,1,1,0,1,0,0,50,,,,,,,,,,,,,55.0816370883036,2,9
2401671,25,40,1-25-2024-040-09,9,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,132.614575781808,2,9
2401671,25,40,1-25-2024-040-09,9,1,2,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,132.614575781808,2,9
2401671,25,40,1-25-2024-040-09,9,1,3,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,132.614575781808,2,9
2401671,25,40,1-25-2024-040-09,9,1,4,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,132.614575781808,2,9
2401672,60,17,1-60-2024-017-03,3,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,837.497473917714,8,9
2401672,60,17,1-60-2024-017-03,3,1,2,8,1,99,1,0,1,0,97,97,9,9,1,11,-8,7,16290,998,12,0,1,1,837.497473917714,8,9
2401672,60,17,1-60-2024-017-03,3,1,3,5,1,99,1,0,1,0,0,50,9,9,1,11,-8,7,16290,998,12,0,1,1,837.497473917714,8,9
2401672,60,17,1-60-2024-017-03,3,1,4,2,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,837.497473917714,8,9
2401672,60,17,1-60-2024-017-03,3,1,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,837.497473917714,8,9
2401672,60,17,1-60-2024-017-03,3,1,6,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,837.497473917714,8,9
2401672,60,17,1-60-2024-017-03,3,1,7,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,837.497473917714,8,9
2401672,60,17,1-60-2024-017-03,3,1,8,11,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,837.497473917714,8,9
2401673,16,47,1-16-2024-047-03,3,1,1,1,1,1,1,0,1,0,0,50,1,1,1,15,-15,0,9215,998,11,0,1,1,434.848487710843,5,9
2401673,16,47,1-16-2024-047-03,3,1,2,4,1,1,1,0,1,1,0,50,1,1,1,15,-15,0,9215,998,11,0,1,1,434.848487710843,5,9
2401673,16,47,1-16-2024-047-03,3,1,3,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,434.848487710843,5,9
2401673,16,47,1-16-2024-047-03,3,1,4,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,434.848487710843,5,9
2401673,16,47,1-16-2024-047-03,3,1,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,434.848487710843,5,9
2401673,16,47,1-16-2024-047-03,3,1,6,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,434.848487710843,5,9
2401673,16,47,1-16-2024-047-03,3,1,7,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,434.848487710843,5,9
2401673,16,47,1-16-2024-047-03,3,1,8,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,434.848487710843,5,9
2401673,16,47,1-16-2024-047-03,3,1,9,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,434.848487710843,5,9
2401680,32,61,1-32-2024-061-07,7,2,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1936.34687707345,7,9
2401680,32,61,1-32-2024-061-07,7,2,2,5,1,99,1,0,1,0,0,50,9,9,3,999,999,999,9999999,999,999,6,2,2,1936.34687707345,7,9
2401680,32,61,1-32-2024-061-07,7,2,3,8,1,99,1,0,1,0,97,97,9,9,3,999,999,999,9999999,999,999,6,2,2,1936.34687707345,7,9
2401680,32,61,1-32-2024-061-07,7,2,4,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1936.34687707345,7,9
2401680,32,61,1-32-2024-061-07,7,2,5,5,1,99,1,0,1,0,0,50,,,,,,,,,,,,,1936.34687707345,7,9
2401680,32,61,1-32-2024-061-07,7,2,6,8,1,99,1,0,1,0,97,97,,,,,,,,,,,,,1936.34687707345,7,9
2401681,32,62,1-32-2024-062-04,4,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,562.002399856569,7,9
2401681,32,62,1-32-2024-062-04,4,1,2,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,562.002399856569,7,9
2401681,32,62,1-32-2024-062-04,4,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,562.002399856569,7,9
2401681,32,62,1-32-2024-062-04,4,1,4,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,562.002399856569,7,9
2401681,32,62,1-32-2024-062-04,4,1,5,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,562.002399856569,7,9
2401681,32,62,1-32-2024-062-04,4,1,6,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,562.002399856569,7,9
2401681,32,62,1-32-2024-062-04,4,1,7,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,562.002399856569,7,9
2401683,32,64,1-32-2024-064-05,5,2,1,1,1,99,1,99,1,0,97,97,9,9,1,999,999,999,9999999,999,999,2,1,1,17.9817909745579,7,9
2401683,32,64,1-32-2024-064-05,5,2,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,17.9817909745579,7,9
2401683,32,64,1-32-2024-064-05,5,2,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,17.9817909745579,7,9
2401683,32,64,1-32-2024-064-05,5,2,4,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,17.9817909745579,7,9
2401683,32,64,1-32-2024-064-05,5,2,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,17.9817909745579,7,9
2401683,32,64,1-32-2024-064-05,5,2,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,17.9817909745579,7,9
2401686,14,26,1-14-2024-026-08,8,1,1,1,1,99,1,0,1,0,0,50,9,9,1,38,-19,33,328441,998,55,0,1,1,128.530640298038,8,9
2401686,14,26,1-14-2024-026-08,8,1,2,2,1,99,1,0,1,0,0,50,9,9,1,38,-19,33,328441,998,55,0,1,1,128.530640298038,8,9
2401686,14,26,1-14-2024-026-08,8,2,1,1,1,99,1,0,1,0,0,50,9,9,1,53,-50,-18,74351,998,29,0,1,1,128.530640298038,8,9
2401686,14,26,1-14-2024-026-08,8,2,2,4,1,99,1,0,1,0,0,50,9,9,1,53,-50,-18,74351,998,29,0,1,1,128.530640298038,8,9
2401686,14,26,1-14-2024-026-08,8,2,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,128.530640298038,8,9
2401686,14,26,1-14-2024-026-08,8,2,4,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,128.530640298038,8,9
2401686,14,26,1-14-2024-026-08,8,2,5,2,1,99,1,0,1,0,0,50,,,,,,,,,,,,,128.530640298038,8,9
2401686,14,26,1-14-2024-026-08,8,2,6,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,128.530640298038,8,9
2401686,14,26,1-14-2024-026-08,8,2,7,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,128.530640298038,8,9
2401689,28,44,1-28-2024-044-05,5,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,41.6717563477699,3,9
2401689,28,44,1-28-2024-044-05,5,1,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,41.6717563477699,3,9
2401689,28,44,1-28-2024-044-05,5,1,3,8,1,99,1,0,1,0,0,50,9,9,2,999,999,999,9999999,999,999,6,1,1,41.6717563477699,3,9
