CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,NUMEVENTS,CDRVERCOLL,CDRVERREPT,MODTYPE,IGCYCDOWN,CASEWGT,PSUSTRAT,VERSION
2400956,73,30,1-73-2024-030-04,4,2,1,2,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,3763,46.5556133289521,3,9
2400953,59,31,1-59-2024-031-01,1,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,34089,53.4084683471652,6,9
2400949,13,25,1-13-2024-025-02,2,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1801,9.3110805778853,7,9
2400954,59,32,1-59-2024-032-07,7,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,20365,1121.12083244465,6,9
2400955,59,33,1-59-2024-033-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13390,293.492594938454,6,9
2400965,77,32,1-77-2024-032-03,3,2,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7408,110.200563996459,9,9
2400971,10,14,1-10-2024-014-09,9,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13804,2016.1478848675,4,9
2400962,81,21,1-81-2024-021-01,1,1,1,2,Crash Data Retrieval Tool 23.4.1,Crash Data Retrieval Tool 24.3.648,1,12206,66.9848935846813,8,9
2400951,23,15,1-23-2024-015-08,8,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14585,59.3467156686336,5,9
2400952,23,16,1-23-2024-016-09,9,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,30275,749.679537257472,5,9
2400960,57,19,1-57-2024-019-NM1,21,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,45257,15.0398443849994,1,9
2400973,30,31,1-30-2024-031-02,2,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15155,16.6145707079083,10,9
2400973,30,31,1-30-2024-031-02,2,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4513,16.6145707079083,10,9
2400977,54,24,1-54-2024-024-05,5,1,1,3,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,9212,144.976226836895,9,9
2400974,30,32,1-30-2024-032-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1087,313.838331797314,10,9
2400968,62,26,1-62-2024-026-03,3,2,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2350,347.553871011176,7,9
2400986,18,36,1-18-2024-036-07,7,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,367.133830568572,6,9
2400970,62,28,1-62-2024-028-09,9,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,20289,3035.81680191226,7,9
2400975,30,33,1-30-2024-033-10,10,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16400,19366.7239945855,10,9
2400980,54,27,1-54-2024-027-08,8,1,1,2,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,10235,161.994257211147,9,9
2400994,12,20,1-12-2024-020-04,4,2,1,6,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8374,243.899610339648,9,9
2400987,18,37,1-18-2024-037-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2610,34.6070615401308,6,9
2400996,77,35,1-77-2024-035-03,3,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1954,110.200563996459,9,9
2401009,17,33,1-17-2024-033-04,4,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4253,131.910982492372,4,9
2401009,17,33,1-17-2024-033-04,4,2,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1094,131.910982492372,4,9
2401001,69,17,1-69-2024-017-02,2,2,1,10,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1979,17.6221452227151,8,9
2401005,20,27,1-20-2024-027-06,6,2,1,1,E-N-K-01-00-0056,EDR001-R01,1,20166,95.8020270388408,11,9
2401003,20,25,1-20-2024-025-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16401,30.7883079321252,11,9
2400998,19,17,1-19-2024-017-04,4,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4669,376.7598096276,9,9
2400988,18,38,1-18-2024-038-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3061,84.630238881144,6,9
2401008,17,32,1-17-2024-032-04,4,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6661,131.910982492372,4,9
2401008,17,32,1-17-2024-032-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5186,131.910982492372,4,9
2401006,17,30,1-17-2024-030-07,7,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10561,405.540149208172,4,9
2401011,48,36,1-48-2024-036-03,3,1,1,1,23.33.1,23.33.1,1,6489,54.9604072040948,12,9
2401018,60,12,1-60-2024-012-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6869,1122.95553268025,8,9
2401021,25,23,1-25-2024-023-05,5,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7355,47.0105431448925,2,9
2401024,16,30,1-16-2024-030-09,9,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,1561.49805500175,5,9
2401025,16,31,1-16-2024-031-05,5,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14597,17.5468318569652,5,9
2401027,16,33,1-16-2024-033-NM2,22,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,22068,439.019791611487,5,9
2401030,31,21,1-31-2024-021-06,6,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16499,238.979638420053,6,9
2401028,31,19,1-31-2024-019-10,10,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,25402,419.593794787767,6,9
2401037,25,25,1-25-2024-025-09,9,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,18130,483.612196811158,2,9
2401034,32,32,1-32-2024-032-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8127,767.283771020163,7,9
2401038,28,24,1-28-2024-024-06,6,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12961,62.971932038369,3,9
2401039,28,25,1-28-2024-025-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16993,77.9203950892058,3,9
2401041,28,27,1-28-2024-027-01,1,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,17969,36.6185653494975,3,9
2401041,28,27,1-28-2024-027-01,1,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10306,36.6185653494975,3,9
2401032,14,16,1-14-2024-016-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12881,677.371691967794,8,9
2401012,11,23,1-11-2024-023-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,28828,318.462503685406,8,9
2401012,11,23,1-11-2024-023-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,17562,318.462503685406,8,9
2404097,66,83,1-66-2024-083-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7828,182.104571303011,6,9
2404097,66,83,1-66-2024-083-06,6,4,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,182.104571303011,6,9
2404099,20,106,1-20-2024-106-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8902,952.346735015898,11,9
2404101,24,113,1-24-2024-113-04,4,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,205.60818699093,1,9
2404109,25,107,1-25-2024-107-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13361,223.222186627092,2,9
2404110,25,108,1-25-2024-108-03,3,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,2682,60.2603989205231,2,9
2404108,60,58,1-60-2024-058-02,2,2,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3045,34.2089348957855,8,9
2404111,25,109,1-25-2024-109-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16997,223.2221865555,2,9
2404107,60,57,1-60-2024-057-07,7,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4453,5732.58189021946,8,9
2404107,60,57,1-60-2024-057-07,7,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16224,5732.58189021946,8,9
2404112,16,109,1-16-2024-109-05,5,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15022,216.193332354544,5,9
2404106,60,56,1-60-2024-056-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10600,2165.10859656783,8,9
2404115,28,127,1-28-2024-127-03,3,1,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5259,41.3435203712902,3,9
2404115,28,127,1-28-2024-127-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,19994,41.3435203712902,3,9
2404116,28,128,1-28-2024-128-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1772,41.3435203712902,3,9
2404120,52,44,1-52-2024-044-06,6,1,1,2,E-N-H-01-00-0062,EDR001-R01,1,10405,76.0256623348529,12,9
2404119,14,73,1-14-2024-073-03,3,3,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15135,228.411965931315,8,9
2404123,27,126,1-27-2024-126-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4167,18.7495302149441,3,9
2404124,27,127,1-27-2024-127-10,10,2,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,108.682282011543,3,9
2404122,27,125,1-27-2024-125-04,4,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,315,18.7495302149441,3,9
2401043,52,14,1-52-2024-014-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12763,140.163579846144,12,9
2401048,76,28,1-76-2024-028-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1724,86.4714255045695,3,9
2401049,76,29,1-76-2024-029-06,6,1,1,2,E-N-K-01-00-0056,EDR001-R01,1,10461,69.290638741677,3,9
2401055,21,25,1-21-2024-025-08,8,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,29280,78.3803996099035,11,9
2401056,21,26,1-21-2024-026-05,5,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15779,13.223965808446,11,9
2401054,27,35,1-27-2024-035-07,7,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10581,198.385143986492,3,9
2401053,27,34,1-27-2024-034-NM2,22,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,32.7871735473087,3,9
2401051,27,32,1-27-2024-032-06,6,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11086,50.9387159232509,3,9
2401052,27,33,1-27-2024-033-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4010,50.8014521302521,3,9
2401061,22,28,1-22-2024-028-09,9,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,74.8175999070324,12,9
2401065,22,29,1-22-2024-029-07,7,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12577,113.194619429454,12,9
2401066,26,24,1-26-2024-024-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1574,142.578004216692,10,9
2401066,26,24,1-26-2024-024-03,3,2,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,142.578004216692,10,9
2401067,30,35,1-30-2024-035-05,5,2,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7945,31.0583053089904,10,9
2401063,22,30,1-22-2024-030-09,9,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,74.8175999070324,12,9
2401064,22,31,1-22-2024-031-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15602,25.2675524846257,12,9
2401045,15,35,1-15-2024-035-03,3,1,1,2,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,5308,22.844722638109,1,9
2401074,73,34,1-73-2024-034-04,4,1,1,2,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,162,46.5556133289521,3,9
2401072,15,38,1-15-2024-038-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,625,16.4515804876236,1,9
2401076,66,21,1-66-2024-021-10,10,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,21861,242.389498710963,6,9
2401078,48,37,1-48-2024-037-06,6,1,1,2,E-N-K-01-00-0056,EDR001-R01,1,13042,157.161135633244,12,9
2401070,26,25,1-26-2024-025-07,7,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13233,1644.96878847166,10,9
2401013,11,24,1-11-2024-024-03,3,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,577,85.9711922432037,8,9
2401014,11,25,1-11-2024-025-03,3,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5195,85.9711922432037,8,9
2401079,59,34,1-59-2024-034-02,2,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2151,48.7900687173874,6,9
2401080,59,35,1-59-2024-035-03,3,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3138,47.4858553951671,6,9
2401080,59,35,1-59-2024-035-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,36620,47.4858553951671,6,9
2401083,77,36,1-77-2024-036-09,9,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,35095,825.00994640781,9,9
2401081,59,36,1-59-2024-036-07,7,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,18326,916.555792512821,6,9
2401089,57,22,1-57-2024-022-02,2,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6228,13.1815107490417,1,9
2401100,62,29,1-62-2024-029-05,5,2,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11868,271.102583200318,7,9
2401092,81,24,1-81-2024-024-10,10,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8175,24230.4540548434,8,9
2401102,48,38,1-48-2024-038-07,7,1,1,0,E-N-K-01-00-0056,EDR001-R01,1,999997,606.894233071279,12,9
2401103,48,39,1-48-2024-039-04,4,1,1,0,E-N-K-01-00-0056,EDR002-R01,1,999997,155.227864749639,12,9
2401104,48,40,1-48-2024-040-07,7,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,606.894233071279,12,9
2401108,18,41,1-18-2024-041-07,7,1,1,1,E-N-K-01-00-0056,EDR001-R01,1,9848,726.729956937561,6,9
2401105,48,41,1-48-2024-041-03,3,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5018,54.9604072040948,12,9
2401091,81,23,1-81-2024-023-04,4,2,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1802,2096.4964888712,8,9
2401109,18,42,1-18-2024-042-03,3,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4129,34.6070615401308,6,9
2401105,48,41,1-48-2024-041-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,23765,54.9604072040948,12,9
2401105,48,41,1-48-2024-041-03,3,3,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,77,54.9604072040948,12,9
2401123,73,35,1-73-2024-035-04,4,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,2179,77.4663849930113,3,9
2401121,12,21,1-12-2024-021-03,3,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1562,213.260129545021,9,9
2401124,73,36,1-73-2024-036-04,4,2,1,2,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,1828,77.4663849930113,3,9
2401125,73,37,1-73-2024-037-04,4,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9421,77.4663849930113,3,9
2401120,33,17,1-33-2024-017-07,7,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,55360,616.947043508982,12,9
2401121,12,21,1-12-2024-021-03,3,2,1,6,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7572,213.260129545021,9,9
2401122,12,22,1-12-2024-022-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16836,213.260129545021,9,9
2401131,30,38,1-30-2024-038-08,8,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,23026,97.9076373187586,10,9
2401122,12,22,1-12-2024-022-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2245,213.260129545021,9,9
2401115,66,22,1-66-2024-022-06,6,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,29158,124.972344097308,6,9
2401115,66,22,1-66-2024-022-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10376,124.972344097308,6,9
2401114,13,29,1-13-2024-029-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3216,1687.8283781712,7,9
2401117,66,24,1-66-2024-024-06,6,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,19770,124.972344097308,6,9
2401142,82,29,1-82-2024-029-04,4,1,1,1,E-N-K-01-00-0056,EDR001-R01,1,2660,204.821008822528,1,9
2401144,69,19,1-69-2024-019-04,4,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14484,290.299898225657,8,9
2401116,66,23,1-66-2024-023-07,7,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2635,161.444955065863,6,9
2401144,69,19,1-69-2024-019-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,518,290.299898225657,8,9
2401137,17,34,1-17-2024-034-04,4,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.0,1,12691,387.639619467061,4,9
2401137,17,34,1-17-2024-034-04,4,1,2,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,6,999997,387.639619467061,4,9
2401145,69,20,1-69-2024-020-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2936,75.2386140829049,8,9
2401135,82,28,1-82-2024-028-04,4,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7762,204.821008822142,1,9
2401146,20,28,1-20-2024-028-NM1,21,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15308,43.971490849978,11,9
2401135,82,28,1-82-2024-028-04,4,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6513,204.821008822142,1,9
2401148,20,30,1-20-2024-030-04,4,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9123,402.679247328854,11,9
2401138,17,35,1-17-2024-035-07,7,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10691,1191.73874796029,4,9
2401138,17,35,1-17-2024-035-07,7,2,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,1191.73874796029,4,9
2401140,17,37,1-17-2024-037-07,7,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13021,1191.73874796029,4,9
2401149,33,18,1-33-2024-018-03,3,1,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5519,27.3329411219541,12,9
2401153,24,24,1-24-2024-024-04,4,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4174,134.47964575983,1,9
2401154,24,25,1-24-2024-025-06,6,1,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6312,116.94575801916,1,9
2401155,24,26,1-24-2024-026-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10266,37.5833593561642,1,9
2404122,27,125,1-27-2024-125-04,4,2,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,2,999997,18.7495302149441,3,9
2404132,21,87,1-21-2024-087-07,7,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8312,1127.20484840089,11,9
2404123,27,126,1-27-2024-126-04,4,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16378,18.7495302149441,3,9
2404136,22,123,1-22-2024-123-07,7,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9331,319.791421753324,12,9
2404137,22,124,1-22-2024-124-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,20382,70.32612198018,12,9
2404138,29,56,1-29-2024-056-06,6,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14168,899.856995505387,2,9
2404126,82,107,1-82-2024-107-03,3,2,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10060,146.023499594545,1,9
2404143,69,94,1-69-2024-094-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,20753,36.8490959189231,8,9
2404142,54,99,1-54-2024-099-09,9,1,1,4,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,999997,260.857597244036,9,9
2404144,31,84,1-31-2024-084-09,9,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,19871,161.39423315543,6,9
2404145,31,85,1-31-2024-085-05,5,3,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,223.697137607501,6,9
2404146,62,117,1-62-2024-117-03,3,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2593,605.26755730409,7,9
2404147,21,89,1-21-2024-089-06,6,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,22642,292.610529015453,11,9
2404148,30,145,1-30-2024-145-03,3,2,1,1,E-N-H-01-00-0062,EDR002-R01,1,3253,311.062136927439,10,9
2404105,11,126,1-11-2024-126-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10416,72.8303679560857,8,9
2404153,24,118,1-24-2024-118-03,3,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10274,96.7551924674177,1,9
2404159,73,115,1-73-2024-115-06,6,1,1,3,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,18072,278.168320342502,3,9
2404161,25,111,1-25-2024-111-04,4,1,1,0,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,999997,281.471324802443,2,9
2404162,25,112,1-25-2024-112-03,3,1,1,1,E-N-K-01-00-0058,EDR002-R01,1,2527,77.9279752203252,2,9
2404164,59,122,1-59-2024-122-05,5,1,1,1,Crash Data Retrieval Tool 24.1.197,Crash Data Retrieval Tool 24.3.648,1,26664,64.5686342016191,6,9
2404164,59,122,1-59-2024-122-05,5,2,1,1,Crash Data Retrieval Tool 24.1.197,Crash Data Retrieval Tool 24.3.648,1,10249,64.5686342016191,6,9
2404163,25,113,1-25-2024-113-NM2,22,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13970,217.706177804094,2,9
2404176,57,111,1-57-2024-111-02,2,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7950,9.69650235592079,1,9
2404165,59,123,1-59-2024-123-05,5,1,1,1,Crash Data Retrieval Tool 24.1.197,Crash Data Retrieval Tool 24.3.648,1,9513,64.5686342016191,6,9
2404155,62,118,1-62-2024-118-07,7,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5853,2158.245467577,7,9
2404179,60,59,1-60-2024-059-NM1,21,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,17098,43.22330010499,8,9
2404183,77,136,1-77-2024-136-05,5,1,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12431,90.6570748528622,9,9
2404187,14,77,1-14-2024-077-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3130,127.512356200493,8,9
2404181,60,61,1-60-2024-061-01,1,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11635,35.3078303623944,8,9
