CASEID,PSU,CASENO,CASENUMBER,CATEGORY,NMNO,PBTYPE,PBAGE,PBSEX,PEDCTYPE,PEDCGP,PEDLOC,PEDPOS,PEDDIR,MOTDIR,MOTMAN,PEDLEG,PEDSNR,BIKECTYPE,BIKECGP,BIKELOC,BIKEPOS,BIKEDIR,CASEWGT,PSUSTRAT,VERSION
2406110,22,186,1-22-2024-186-NM2,22,1,6,25,1,0,0,7,77,7,7,7,7,7,239,230,3,1,1,94.6557465142525,12,9
2406292,22,191,1-22-2024-191-NM2,22,1,5,25,2,680,990,3,3,8,8,8,8,8,0,0,7,7,7,24.4305122731702,12,9
2405993,29,104,1-29-2024-104-NM1,21,1,11,70,1,781,790,1,2,4,2,1,2,11b,0,0,7,7,7,46.066249775962,2,9
2405968,29,102,1-29-2024-102-NM1,21,1,5,53,2,150,100,3,5,8,8,8,8,8,0,0,7,7,7,46.066249775962,2,9
2406202,26,134,1-26-2024-134-NM1,21,1,5,35,1,140,100,3,5,8,8,8,8,8,0,0,7,7,7,112.32218986867,10,9
2406202,26,134,1-26-2024-134-NM1,21,2,5,5,1,140,100,3,5,8,8,8,8,8,0,0,7,7,7,112.32218986867,10,9
2406347,32,163,1-32-2024-163-NM1,21,1,5,44,1,760,750,2,3,2,1,3,1,2a,0,0,7,7,7,47.5537279263516,7,9
2405987,15,233,1-15-2024-233-NM2,22,1,5,28,1,781,790,1,2,4,4,1,2,11a,0,0,7,7,7,32.4789185953742,1,9
2406352,26,138,1-26-2024-138-NM1,21,1,5,67,1,760,750,3,3,8,8,8,8,8,0,0,7,7,7,89.692806404866,10,9
2406091,32,158,1-32-2024-158-NM1,21,1,5,53,1,410,400,3,3,8,8,8,8,8,0,0,7,7,7,128.080968764564,7,9
2401198,13,30,1-13-2024-030-NM2,22,2,5,23,1,770,750,3,2,8,8,8,8,8,0,0,7,7,7,1161.47481366351,7,9
2401724,22,52,1-22-2024-052-NM2,22,1,5,35,1,781,790,1,2,2,4,1,2,11b,0,0,7,7,7,30.6635507189318,12,9
2401297,27,43,1-27-2024-043-NM1,21,1,6,15,1,0,0,7,77,7,7,7,7,7,144,145,1,1,3,20.2398432682456,3,9
2401016,24,22,1-24-2024-022-NM1,21,1,5,81,1,410,400,2,4,9,2,3,2,4d,0,0,7,7,7,81.6170730667138,1,9
2401143,30,39,1-30-2024-039-NM2,22,1,6,37,1,0,0,7,77,7,7,7,7,7,151,150,1,3,3,269.894765505706,10,9
2401250,30,41,1-30-2024-041-NM1,21,1,6,38,1,0,0,7,77,7,7,7,7,7,151,150,1,3,3,28.3509494483113,10,9
2401306,26,31,1-26-2024-031-NM1,21,1,5,69,2,760,750,3,3,8,8,8,8,8,0,0,7,7,7,25.7030205312635,10,9
2401180,32,41,1-32-2024-041-NM1,21,1,5,19,2,910,910,3,3,8,8,8,8,8,0,0,7,7,7,15.2268214619951,7,9
2401800,60,18,1-60-2024-018-NM1,21,1,5,51,2,760,750,1,2,3,4,3,2,3b,0,0,7,7,7,135.73456108388,8,9
2401179,32,40,1-32-2024-040-NM1,21,1,5,58,1,230,100,3,3,8,8,8,8,8,0,0,7,7,7,15.2268214619951,7,9
2400815,23,13,1-23-2024-013-NM1,21,1,5,24,1,190,100,3,3,8,8,8,8,8,0,0,7,7,7,75.3524398717664,5,9
2401098,10,16,1-10-2024-016-NM1,21,1,5,25,2,160,100,2,3,9,3,3,1,2c,0,0,7,7,7,31.3806248143146,4,9
2401098,10,16,1-10-2024-016-NM1,21,2,5,24,2,610,600,2,3,9,3,3,1,2c,0,0,7,7,7,31.3806248143146,4,9
2401755,81,34,1-81-2024-034-NM1,21,1,5,34,1,760,750,3,3,8,8,8,8,8,0,0,7,7,7,46.909790827141,8,9
2401718,21,32,1-21-2024-032-NM2,22,1,5,62,1,440,400,3,3,8,8,8,8,8,0,0,7,7,7,2513.96756463306,11,9
2401489,59,49,1-59-2024-049-NM2,22,1,5,26,1,900,990,9,3,8,8,8,8,8,0,0,7,7,7,122.869992801552,6,9
2401750,57,33,1-57-2024-033-NM1,21,1,5,40,1,742,740,3,3,8,8,8,8,8,0,0,7,7,7,38.5305215581579,1,9
2401442,26,39,1-26-2024-039-NM1,21,1,5,18,1,140,100,3,3,8,8,8,8,8,0,0,7,7,7,25.7030205312635,10,9
2401453,22,45,1-22-2024-045-NM2,22,1,6,48,1,0,0,7,77,7,7,7,7,7,114,110,2,1,3,29.8393033504253,12,9
2401793,20,53,1-20-2024-053-NM2,22,1,6,41,2,0,0,7,77,7,7,7,7,7,910,910,4,4,9,172.732860679058,11,9
2400831,77,28,1-77-2024-028-NM2,22,1,5,21,2,770,750,3,2,8,8,8,8,8,0,0,7,7,7,330.223105550016,9,9
2401027,16,33,1-16-2024-033-NM2,22,1,5,25,2,760,750,2,3,3,4,3,1,2b,0,0,7,7,7,439.019791611487,5,9
2401027,16,33,1-16-2024-033-NM2,22,2,5,7,1,760,750,2,3,3,4,3,1,2b,0,0,7,7,7,439.019791611487,5,9
2400832,77,29,1-77-2024-029-NM1,21,1,5,59,1,760,750,2,3,3,2,3,1,2a,0,0,7,7,7,113.21347390618,9,9
2401481,77,50,1-77-2024-050-NM2,22,1,5,23,1,781,790,1,2,1,3,1,2,11b,0,0,7,7,7,306.910106229355,9,9
2401715,26,45,1-26-2024-045-NM2,22,1,6,7,2,0,0,7,77,7,7,7,7,7,160,190,1,1,3,339.064613159241,10,9
2401788,69,33,1-69-2024-033-NM1,21,1,5,51,1,760,750,3,3,8,8,8,8,8,0,0,7,7,7,7.66811372485411,8,9
2402153,81,44,1-81-2024-044-NM2,22,1,5,52,1,760,750,2,3,2,3,3,1,2b,0,0,7,7,7,2513.96756463306,8,9
2402090,16,59,1-16-2024-059-NM1,21,1,5,32,1,341,340,1,2,4,1,3,1,1b,0,0,7,7,7,19.3635256654646,5,9
2401842,22,56,1-22-2024-056-NM2,22,1,6,22,1,0,0,7,77,7,7,7,7,7,143,140,2,3,2,24.4305122731702,12,9
2401353,10,20,1-10-2024-020-NM2,22,1,6,59,1,0,0,7,77,7,7,7,7,7,144,145,1,3,3,1035.08583897877,4,9
2401980,26,53,1-26-2024-053-NM2,22,1,6,18,1,0,0,7,77,7,7,7,7,7,148,190,1,2,2,326.204869245419,10,9
2401339,59,43,1-59-2024-043-NM2,22,1,6,62,1,0,0,7,77,7,7,7,7,7,144,145,1,1,3,260.431399312795,6,9
2401665,24,37,1-24-2024-037-NM2,22,1,5,69,1,150,100,3,5,8,8,8,8,8,0,0,7,7,7,87.1884768897586,1,9
2401487,59,47,1-59-2024-047-NM2,22,1,6,9,2,0,0,7,77,7,7,7,7,7,280,290,2,9,1,122.869992801552,6,9
2404592,11,140,1-11-2024-140-NM1,21,1,5,27,1,741,740,3,3,8,8,8,8,8,0,0,7,7,7,37.1071357763572,8,9
2405074,16,123,1-16-2024-123-NM1,21,1,5,27,1,150,100,4,7,8,8,8,8,8,0,0,7,7,7,43.3211199928482,5,9
2405167,57,157,1-57-2024-157-NM1,21,1,5,20,1,710,720,3,3,8,8,8,8,8,0,0,7,7,7,19.2604769426058,1,9
2404582,24,129,1-24-2024-129-NM1,21,1,5,33,2,760,750,3,3,8,8,8,8,8,0,0,7,7,7,23.1726143074507,1,9
2404700,69,110,1-69-2024-110-NM1,21,1,6,21,1,0,0,7,77,7,7,7,7,7,250,258,3,1,2,7.66811372485411,8,9
2404760,32,138,1-32-2024-138-NM1,21,1,5,52,1,741,740,3,3,8,8,8,8,8,0,0,7,7,7,41.8806863445024,7,9
2404887,17,158,1-17-2024-158-NM2,22,1,6,10,1,0,0,7,77,7,7,7,7,7,144,145,1,1,1,62.2469031035836,4,9
2404890,30,167,1-30-2024-167-NM2,22,1,6,74,1,0,0,7,77,7,7,7,7,7,357,310,3,1,3,814.767720370494,10,9
2404886,22,148,1-22-2024-148-NM2,22,1,6,19,1,0,0,7,77,7,7,7,7,7,311,310,3,1,3,35.1496027167127,12,9
2404707,11,143,1-11-2024-143-NM2,22,1,5,66,1,410,400,1,3,9,1,3,1,2d,0,0,7,7,7,2037.79059287364,8,9
2405355,67,48,1-67-2024-048-NM2,22,1,7,30,1,0,0,7,77,7,7,7,7,7,231,230,3,1,1,466.844383438263,7,9
2404706,11,142,1-11-2024-142-NM1,21,1,6,47,1,0,0,7,77,7,7,7,7,7,232,230,3,1,1,37.1071357763572,8,9
2404924,12,94,1-12-2024-094-NM1,21,1,6,36,1,0,0,7,77,7,7,7,7,7,231,230,3,1,1,263.286057296844,9,9
2404970,20,120,1-20-2024-120-NM1,21,1,5,65,2,781,790,1,2,4,4,1,2,11a,0,0,7,7,7,42.5846152120555,11,9
2401773,33,29,1-33-2024-029-NM2,22,1,5,32,1,440,400,3,3,8,8,8,8,8,0,0,7,7,7,84.6784527844662,12,9
2402344,16,69,1-16-2024-069-NM1,21,1,5,51,2,760,750,3,3,8,8,8,8,8,0,0,7,7,7,26.1808531062603,5,9
2401844,26,46,1-26-2024-046-NM1,21,1,5,31,1,140,100,2,5,9,4,3,9,99,0,0,7,7,7,25.7030205312635,10,9
2401862,30,62,1-30-2024-062-NM2,22,1,6,51,2,0,0,7,77,7,7,7,7,7,151,150,1,3,3,511.59271785067,10,9
2401615,59,51,1-59-2024-051-NM2,22,1,6,58,1,0,0,7,77,7,7,7,7,7,322,320,3,1,2,173.711917950995,6,9
2402161,62,56,1-62-2024-056-NM1,21,1,6,41,2,0,0,7,77,7,7,7,7,7,222,220,3,1,1,60.6701620601723,7,9
2401459,15,57,1-15-2024-057-NM2,22,1,5,71,2,781,790,1,2,1,3,1,2,11b,0,0,7,7,7,62.2950385720824,1,9
2401812,24,43,1-24-2024-043-NM1,21,1,5,51,1,760,750,3,3,8,8,8,8,8,0,0,7,7,7,23.1726143074507,1,9
2401085,77,38,1-77-2024-038-NM2,22,1,11,32,2,690,990,1,3,3,4,3,2,4b,0,0,7,7,7,297.636915073691,9,9
2402515,22,71,1-22-2024-071-NM2,22,1,5,38,2,781,790,1,2,4,2,1,2,11b,0,0,7,7,7,85.2845477308788,12,9
2401790,81,35,1-81-2024-035-NM1,21,1,7,23,1,0,0,7,77,7,7,7,7,7,312,310,3,1,1,46.909790827141,8,9
2402106,82,48,1-82-2024-048-NM2,22,1,5,58,1,760,750,3,3,8,8,8,8,8,0,0,7,7,7,217.855164636431,1,9
2402243,15,87,1-15-2024-087-NM2,22,1,5,77,1,760,750,3,3,8,8,8,8,8,0,0,7,7,7,35.7446223566179,1,9
2402625,21,52,1-21-2024-052-NM2,22,1,5,43,1,410,400,3,3,8,8,8,8,8,0,0,7,7,7,1946.80039165077,11,9
2400574,13,13,1-13-2024-013-NM1,21,1,13,33,1,760,750,2,3,1,2,3,2,4b,0,0,7,7,7,16.3827604184312,7,9
2402114,22,63,1-22-2024-063-NM2,22,1,6,15,1,0,0,7,77,7,7,7,7,7,318,310,3,4,3,82.628551642103,12,9
2402080,11,53,1-11-2024-053-NM1,21,1,5,26,1,240,100,3,3,8,8,8,8,8,0,0,7,7,7,37.1071357763572,8,9
2402168,48,72,1-48-2024-072-NM2,22,1,6,13,1,0,0,7,77,7,7,7,7,7,144,145,1,1,2,76.3842355060005,12,9
2402593,57,54,1-57-2024-054-NM2,22,1,5,32,1,760,750,3,3,8,8,8,8,8,0,0,7,7,7,570.311860030331,1,9
2402542,16,78,1-16-2024-078-NM1,21,1,5,21,1,741,740,3,3,8,8,8,8,8,0,0,7,7,7,21.9314980825962,5,9
2402381,27,75,1-27-2024-075-NM2,22,1,6,39,1,0,0,7,77,7,7,7,7,7,213,215,1,2,1,58.8273813617497,3,9
2402738,32,98,1-32-2024-098-NM1,21,1,6,37,1,0,0,7,77,7,7,7,7,7,139,110,3,2,1,72.5717518696977,7,9
2406376,20,151,1-20-2024-151-NM2,22,1,5,22,1,770,750,3,2,8,8,8,8,8,0,0,7,7,7,1093.0659222961,11,9
2405432,69,136,1-69-2024-136-NM1,21,1,5,24,1,230,100,3,4,8,8,8,8,8,0,0,7,7,7,7.66811372485411,8,9
2405420,30,185,1-30-2024-185-NM1,21,1,12,68,1,770,750,1,2,4,3,3,2,3a,0,0,7,7,7,122.593345274421,10,9
2406389,29,113,1-29-2024-113-NM1,21,1,5,14,1,741,740,1,2,4,3,3,1,1a,0,0,7,7,7,107.444469820023,2,9
2405729,82,163,1-82-2024-163-NM2,22,1,11,23,2,781,790,1,1,4,2,1,2,11b,0,0,7,7,7,2077.73112331519,1,9
2406229,81,163,1-81-2024-163-NM1,21,1,5,64,2,230,100,3,3,8,8,8,8,8,0,0,7,7,7,20.2135532866767,8,9
2405722,30,193,1-30-2024-193-NM2,22,1,13,36,1,791,790,1,4,3,3,2,2,8a,0,0,7,7,7,2186.42290292287,10,9
2406323,14,132,1-14-2024-132-NM2,22,1,6,53,1,0,0,7,77,7,7,7,7,7,141,140,1,3,2,464.271661627575,8,9
2405715,76,166,1-76-2024-166-NM1,21,1,5,38,1,140,100,3,9,8,8,8,8,8,0,0,7,7,7,85.5567201400254,3,9
2402288,81,46,1-81-2024-046-NM2,22,1,11,4,1,250,100,3,3,8,8,8,8,8,0,0,7,7,7,2408.08347527868,8,9
2403028,31,63,1-31-2024-063-NM2,22,1,6,54,2,0,0,7,77,7,7,7,7,7,141,140,1,1,1,197.377933176122,6,9
2402304,30,78,1-30-2024-078-NM1,21,1,5,45,2,760,750,1,2,1,4,3,1,1a,0,0,7,7,7,42.5560416047343,10,9
2402956,12,50,1-12-2024-050-NM2,22,1,6,22,1,0,0,7,77,7,7,7,7,7,155,158,1,3,3,639.059715073345,9,9
2402306,30,80,1-30-2024-080-NM2,22,1,6,59,1,0,0,7,77,7,7,7,7,7,211,210,3,1,3,2370.57424915505,10,9
2402307,30,81,1-30-2024-081-NM1,21,1,6,7,1,0,0,7,77,7,7,7,7,7,318,310,3,1,3,70.0679338170937,10,9
2402547,59,79,1-59-2024-079-NM1,21,1,5,45,1,680,990,3,3,8,8,8,8,8,0,0,7,7,7,62.3822922049643,6,9
2402434,30,83,1-30-2024-083-NM2,22,1,6,24,2,0,0,7,77,7,7,7,7,7,160,190,1,1,3,361.666104097377,10,9
2402140,77,71,1-77-2024-071-NM1,21,1,5,33,1,520,500,2,1,4,1,3,2,4b,0,0,7,7,7,113.21347390618,9,9
2402589,33,42,1-33-2024-042-NM2,22,1,6,65,1,0,0,7,77,7,7,7,7,7,232,230,3,2,1,361.093515754961,12,9
2402502,32,90,1-32-2024-090-NM1,21,1,5,43,2,140,100,3,3,8,8,8,8,8,0,0,7,7,7,20.533614820255,7,9
2402702,20,77,1-20-2024-077-NM2,22,1,6,20,1,0,0,7,77,7,7,7,7,7,232,230,3,1,1,87.941289186377,11,9
2402638,82,63,1-82-2024-063-NM2,22,1,5,17,2,741,740,1,1,2,1,3,1,2a,0,0,7,7,7,317.115950685831,1,9
2402692,69,50,1-69-2024-050-NM1,21,1,5,33,1,741,740,3,3,8,8,8,8,8,0,0,7,7,7,7.66811372485411,8,9
2402679,13,64,1-13-2024-064-NM1,21,1,5,37,2,410,400,3,3,8,8,8,8,8,0,0,7,7,7,52.9890988226477,7,9
2402754,26,79,1-26-2024-079-NM2,22,1,13,5,2,250,100,3,5,8,8,8,8,8,0,0,7,7,7,1030.55932741376,10,9
2402755,26,80,1-26-2024-080-NM1,21,1,11,15,1,140,100,2,5,9,3,2,2,8d,0,0,7,7,7,25.7030205312635,10,9
2402696,17,89,1-17-2024-089-NM2,22,1,5,10,1,760,750,2,3,3,2,3,1,2a,0,0,7,7,7,75.2169154133713,4,9
2402535,24,69,1-24-2024-069-NM1,21,1,5,58,1,140,100,3,3,8,8,8,8,8,0,0,7,7,7,23.1726143074507,1,9
2403020,22,90,1-22-2024-090-NM2,22,1,6,8,1,0,0,7,77,7,7,7,7,7,122,110,2,1,2,24.4305122731702,12,9
2402888,15,114,1-15-2024-114-NM2,22,1,6,12,1,0,0,7,77,7,7,7,7,7,211,210,1,3,1,35.5740146987417,1,9
2403102,16,93,1-16-2024-093-NM2,22,1,6,16,1,0,0,7,77,7,7,7,7,7,212,210,3,3,3,346.176563309069,5,9
2402989,32,104,1-32-2024-104-NM1,21,1,5,69,1,140,100,3,5,8,8,8,8,8,0,0,7,7,7,11.6164138708606,7,9
2403440,57,82,1-57-2024-082-NM1,21,1,5,27,1,890,800,4,8,8,8,8,8,8,0,0,7,7,7,13.7201676622522,1,9
2403191,12,53,1-12-2024-053-NM2,22,1,11,80,1,794,790,1,2,1,2,2,1,5b,0,0,7,7,7,279.612696685556,9,9
2401752,13,46,1-13-2024-046-NM2,22,1,6,18,1,0,0,7,77,7,7,7,7,7,280,290,2,1,1,2482.68938093394,7,9
2402661,10,39,1-10-2024-039-NM2,22,1,6,56,1,0,0,7,77,7,7,7,7,7,155,158,1,3,1,340.440602144735,4,9
2402952,30,102,1-30-2024-102-NM1,21,1,5,36,1,140,100,3,4,8,8,8,8,8,0,0,7,7,7,73.645145385009,10,9
2402990,32,105,1-32-2024-105-NM2,22,1,6,51,1,0,0,7,77,7,7,7,7,7,112,110,1,3,3,564.925282878733,7,9
2403003,26,86,1-26-2024-086-NM1,21,1,5,61,2,240,100,1,2,3,4,3,1,1b,0,0,7,7,7,25.7030205312635,10,9
2402995,27,96,1-27-2024-096-NM2,22,1,6,77,2,0,0,7,77,7,7,7,7,7,213,215,1,1,1,45.5428338265018,3,9
2402868,32,101,1-32-2024-101-NM1,21,1,5,8,2,760,750,3,3,8,8,8,8,8,0,0,7,7,7,21.5942405462542,7,9
2402972,11,82,1-11-2024-082-NM1,21,1,5,46,1,741,740,3,3,8,8,8,8,8,0,0,7,7,7,37.1071357763572,8,9
2402767,27,90,1-27-2024-090-NM2,22,1,6,37,1,0,0,7,77,7,7,7,7,7,910,910,4,3,9,33.2945661482558,3,9
2402841,24,79,1-24-2024-079-NM1,21,1,6,62,1,0,0,7,77,7,7,7,7,7,221,220,3,1,1,23.1726143074507,1,9
2403432,62,93,1-62-2024-093-NM2,22,1,5,20,1,690,990,2,3,9,9,3,2,4c,0,0,7,7,7,1033.17136515517,7,9
2402832,69,55,1-69-2024-055-NM1,21,1,5,21,1,760,750,2,3,4,3,3,1,2a,0,0,7,7,7,7.66811372485411,8,9
2404927,54,110,1-54-2024-110-NM1,21,1,5,17,1,230,100,1,1,9,2,3,1,2d,0,0,7,7,7,158.05614243884,9,9
2405218,28,164,1-28-2024-164-NM2,22,1,6,13,1,0,0,7,77,7,7,7,7,7,144,145,1,1,1,142.962485684357,3,9
2404816,30,163,1-30-2024-163-NM2,22,1,12,18,1,781,790,1,2,1,1,1,2,11a,0,0,7,7,7,814.767720332015,10,9
2405007,30,171,1-30-2024-171-NM2,22,1,6,16,1,0,0,7,77,7,7,7,7,7,141,140,1,3,2,699.896518115335,10,9
2404825,24,135,1-24-2024-135-NM2,22,1,6,35,2,0,0,7,77,7,7,7,7,7,212,210,1,1,1,43.9956216097119,1,9
2403218,16,96,1-16-2024-096-NM1,21,1,5,46,2,320,350,2,3,9,2,2,2,8c,0,0,7,7,7,19.3635256654646,5,9
2405266,59,155,1-59-2024-155-NM2,22,1,6,54,2,0,0,7,77,7,7,7,7,7,115,110,1,1,3,265.224171982023,6,9
2404767,81,119,1-81-2024-119-NM1,21,1,5,61,2,140,100,3,5,8,8,8,8,8,0,0,7,7,7,47.7030665360098,8,9
2405495,26,125,1-26-2024-125-NM1,21,1,5,57,2,760,750,3,3,8,8,8,8,8,0,0,7,7,7,26.2657713930828,10,9
2405049,30,174,1-30-2024-174-NM1,21,1,5,34,1,770,750,1,1,1,4,3,1,2a,0,0,7,7,7,35.2170995864478,10,9
2404943,24,137,1-24-2024-137-NM2,22,1,11,57,1,795,790,1,4,3,2,2,1,6a,0,0,7,7,7,103.775968566411,1,9
2405448,60,86,1-60-2024-086-NM1,21,1,5,32,1,410,400,3,3,8,8,8,8,8,0,0,7,7,7,43.22330010499,8,9
2405009,30,172,1-30-2024-172-NM2,22,1,13,19,1,770,750,1,2,1,2,3,1,1b,0,0,7,7,7,699.896518145871,10,9
2405106,27,161,1-27-2024-161-NM2,22,1,11,29,2,770,750,3,2,8,8,8,8,8,0,0,7,7,7,35.0197990231484,3,9
2405238,22,161,1-22-2024-161-NM2,22,1,5,43,1,781,790,1,2,1,1,1,2,11a,0,0,7,7,7,45.2877985053891,12,9
2405234,26,120,1-26-2024-120-NM2,22,1,6,14,1,0,0,7,77,7,7,7,7,7,213,215,3,2,1,2513.96756463306,10,9
2405121,22,155,1-22-2024-155-NM2,22,1,11,26,1,890,800,4,8,8,8,8,8,8,0,0,7,7,7,64.1408737687855,12,9
2402769,21,56,1-21-2024-056-NM1,21,1,5,64,1,459,400,3,3,8,8,8,8,8,0,0,7,7,7,32.5426329002838,11,9
2402571,32,94,1-32-2024-094-NM1,21,1,5,63,1,741,740,2,3,3,4,3,1,2b,0,0,7,7,7,27.5926066558606,7,9
2402228,27,70,1-27-2024-070-NM2,22,1,6,14,1,0,0,7,77,7,7,7,7,7,312,310,3,1,3,30.6673615919684,3,9
2402420,48,79,1-48-2024-079-NM1,21,1,5,22,1,320,350,3,3,8,8,8,8,8,0,0,7,7,7,85.8427679861707,12,9
2402083,24,50,1-24-2024-050-NM1,21,1,5,36,1,742,740,2,3,1,3,1,2,12b,0,0,7,7,7,23.1726143074507,1,9
2402254,26,62,1-26-2024-062-NM1,21,1,5,42,1,770,750,1,2,2,3,3,1,1b,0,0,7,7,7,25.7030205312635,10,9
2402288,81,46,1-81-2024-046-NM2,22,2,11,8,2,250,100,3,3,8,8,8,8,8,0,0,7,7,7,2408.08347527868,8,9
2402124,28,61,1-28-2024-061-NM2,22,1,6,11,1,0,0,7,77,7,7,7,7,7,144,145,1,3,3,37.9334438090452,3,9
2402267,31,43,1-31-2024-043-NM2,22,1,6,16,1,0,0,7,77,7,7,7,7,7,221,220,2,1,1,197.377933176122,6,9
2402260,26,63,1-26-2024-063-NM2,22,1,5,27,2,741,740,2,3,2,3,3,2,4b,0,0,7,7,7,962.578555188656,10,9
2402148,59,67,1-59-2024-067-NM1,21,1,6,28,2,0,0,7,77,7,7,7,7,7,142,145,1,1,3,62.3822922049643,6,9
2402198,11,55,1-11-2024-055-NM1,21,1,5,31,2,140,100,2,5,9,4,3,2,4d,0,0,7,7,7,37.1071357763572,8,9
2402195,79,44,1-79-2024-044-NM2,22,1,6,24,2,0,0,7,77,7,7,7,7,7,232,230,3,1,1,110.555038236303,8,9
2402379,26,68,1-26-2024-068-NM2,22,1,6,56,2,0,0,7,77,7,7,7,7,7,155,158,1,3,3,401.065954850307,10,9
2400611,24,13,1-24-2024-013-NM2,22,1,6,68,1,0,0,7,77,7,7,7,7,7,239,230,2,1,1,147.143075961834,1,9
2402377,15,93,1-15-2024-093-NM2,22,1,5,20,1,465,460,3,3,8,8,8,8,8,0,0,7,7,7,172.627983004139,1,9
2402256,21,45,1-21-2024-045-NM1,21,1,5,24,1,140,100,3,3,8,8,8,8,8,0,0,7,7,7,17.4486412062215,11,9
2400048,60,1,1-60-2024-001-NM2,22,1,5,23,2,770,750,1,2,1,2,2,1,5b,0,0,7,7,7,157.912873387776,8,9
2400050,69,1,1-69-2024-001-NM1,21,1,6,51,1,0,0,7,77,7,7,7,7,7,223,225,3,1,1,7.66811372485411,8,9
2400111,16,3,1-16-2024-003-NM2,22,1,5,44,2,781,790,1,2,1,1,1,2,11a,0,0,7,7,7,1277.06637139415,5,9
2400112,28,2,1-28-2024-002-NM2,22,1,5,83,1,150,100,1,3,9,2,9,1,99,0,0,7,7,7,55.8454658150129,3,9
2400248,22,4,1-22-2024-004-NM2,22,1,6,29,1,0,0,7,77,7,7,7,7,7,151,150,1,3,2,105.99041920132,12,9
2400118,69,3,1-69-2024-003-NM1,21,1,6,54,1,0,0,7,77,7,7,7,7,7,970,990,3,1,2,7.66811372485411,8,9
2400079,59,5,1-59-2024-005-NM2,22,1,5,5,2,342,340,2,1,3,4,3,1,2b,0,0,7,7,7,326.257763636632,6,9
2400052,27,1,1-27-2024-001-NM1,21,2,5,34,1,760,750,1,2,3,2,3,2,3a,0,0,7,7,7,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,5,34,2,760,750,1,2,3,2,3,2,3a,0,0,7,7,7,20.5862279366663,3,9
2400488,57,9,1-57-2024-009-NM1,21,1,5,86,1,781,790,1,2,4,2,1,2,11b,0,0,7,7,7,15.1868109907281,1,9
2400619,16,21,1-16-2024-021-NM1,21,1,5,22,1,741,740,2,3,1,2,3,1,2b,0,0,7,7,7,61.8147074429554,5,9
2400625,60,9,1-60-2024-009-NM1,21,1,5,74,1,741,740,1,2,4,1,3,2,3b,0,0,7,7,7,140.53984277194,8,9
2400618,16,20,1-16-2024-020-NM1,21,1,5,56,2,230,100,3,3,8,8,8,8,8,0,0,7,7,7,19.3635256654646,5,9
2400730,32,22,1-32-2024-022-NM1,21,1,5,11,1,680,990,3,3,8,8,8,8,8,0,0,7,7,7,10.9241646727683,7,9
2400096,30,2,1-30-2024-002-NM1,21,1,5,26,1,760,750,1,2,4,3,3,1,1a,0,0,7,7,7,33.6409129061174,10,9
2400846,82,22,1-82-2024-022-NM2,22,1,5,23,1,781,790,1,2,2,4,1,2,11b,0,0,7,7,7,774.715121583303,1,9
2400677,11,17,1-11-2024-017-NM1,21,1,5,57,1,742,740,3,3,8,8,8,8,8,0,0,7,7,7,37.1071357763572,8,9
2403413,81,77,1-81-2024-077-NM1,21,1,5,29,1,150,100,3,3,8,8,8,8,8,0,0,7,7,7,23.4695700092411,8,9
2403157,62,84,1-62-2024-084-NM1,21,1,5,30,2,741,740,1,2,3,2,3,2,3a,0,0,7,7,7,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,2,5,36,1,741,740,1,2,3,2,3,2,3a,0,0,7,7,7,50.4228553346501,7,9
2403641,29,39,1-29-2024-039-NM2,22,1,5,9,2,742,740,3,3,8,8,8,8,8,0,0,7,7,7,381.081668154122,2,9
2403106,32,110,1-32-2024-110-NM1,21,1,5,24,2,781,790,2,1,4,2,1,2,11b,0,0,7,7,7,25.3988337354055,7,9
2403177,13,71,1-13-2024-071-NM1,21,1,5,54,1,760,750,3,3,8,8,8,8,8,0,0,7,7,7,64.2373320511644,7,9
2402975,24,81,1-24-2024-081-NM2,22,1,5,15,1,742,740,3,3,8,8,8,8,8,0,0,7,7,7,262.129476205265,1,9
2403378,16,98,1-16-2024-098-NM1,21,1,5,6,2,742,740,3,3,8,8,8,8,8,0,0,7,7,7,23.4984908001716,5,9
2403275,20,88,1-20-2024-088-NM2,22,1,5,41,2,680,990,3,3,8,8,8,8,8,0,0,7,7,7,204.607683671141,11,9
2402933,77,98,1-77-2024-098-NM1,21,1,5,20,2,742,740,1,2,2,3,3,1,1b,0,0,7,7,7,113.21347390618,9,9
2403715,25,97,1-25-2024-097-NM2,22,1,6,30,1,0,0,7,77,7,7,7,7,7,322,320,3,3,3,209.921679437629,2,9
2403627,26,102,1-26-2024-102-NM2,22,1,6,65,1,0,0,7,77,7,7,7,7,7,213,215,3,2,1,471.653968173224,10,9
2403198,33,54,1-33-2024-054-NM1,21,1,11,16,1,680,990,3,3,8,8,8,8,8,0,0,7,7,7,55.7364737376608,12,9
2403198,33,54,1-33-2024-054-NM1,21,2,11,16,1,680,990,3,3,8,8,8,8,8,0,0,7,7,7,55.7364737376608,12,9
2403048,10,45,1-10-2024-045-NM2,22,1,5,49,1,440,400,3,6,8,8,8,8,8,0,0,7,7,7,461.067694088124,4,9
2403175,10,48,1-10-2024-048-NM2,22,1,6,35,1,0,0,7,77,7,7,7,7,7,113,110,1,3,3,917.555786243938,4,9
