CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,LFBELT,LF1STAGEDEP,LF2STAGEDEP,LFSWITCH,LFDISPOSAL,LFSIDEDEPTIME,LFCURTDEPTIME,LFPRETENDEPTIME,LFRETRACTDEPTIME,LFBUCKDEPTIME,LFTRACKPOS,LFOCCSIZE,LFOCCPOS,RFBELT,RF1STAGEDEP,RF2STAGEDEP,RFSWITCH,RFDISPOSAL,RFSIDEDEPTIME,RFCURTDEPTIME,RFPRETENDEPTIME,RFRETRACTDEPTIME,RFBUCKDEPTIME,RFTRACKPOS,RFOCCSIZE,RFOCCPOS,CASEWGT,PSUSTRAT,VERSION
2400388,15,14,1-15-2024-014-07,7,1,1,1,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,0,7,314.881929096078,1,9
2401024,16,30,1-16-2024-030-09,9,1,1,1,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,3,7,1561.49805500175,5,9
2401157,16,34,1-16-2024-034-06,6,2,1,1,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,4,7,444.975684448216,5,9
2401392,17,44,1-17-2024-044-08,8,1,1,1,0,370.50,520.50,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,100.828872719668,4,9
2400444,18,15,1-18-2024-015-03,3,1,1,1,1,12.00,15.00,7,8,9995.00,9995.00,12.00,9997.00,9997.00,7,7,7,0,8888.00,8888.00,1,8,9995.00,9995.00,12.00,9997.00,9997.00,7,5,7,34.6070615401308,6,9
2400201,19,6,1-19-2024-006-05,5,1,1,1,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,0,7,7,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,7,7,49.1552833588875,9,9
2400666,20,17,1-20-2024-017-03,3,1,1,1,0,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,3,7,27.4936400859491,11,9
2401330,31,28,1-31-2024-028-03,3,3,1,1,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,151.964719784207,6,9
2401076,66,21,1-66-2024-021-10,10,2,1,1,0,47.00,77.00,7,8,9997.00,9997.00,47.00,9997.00,9997.00,7,7,7,0,9997.00,9997.00,1,8,9997.00,9997.00,47.00,9997.00,9997.00,7,7,7,242.389498710963,6,9
2400526,28,13,1-28-2024-013-04,4,1,1,1,0,9995.00,9995.00,7,8,9995.00,9997.00,9995.00,9995.00,9995.00,1,7,7,0,9995.00,9995.00,7,8,9995.00,9997.00,9995.00,9995.00,9995.00,0,5,7,47.851485985308,3,9
2401624,13,42,1-13-2024-042-02,2,2,1,1,1,38.00,41.00,7,8,9995.00,51.00,38.00,38.00,38.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,51.00,38.00,38.00,38.00,7,0,7,12.4259730918703,7,9
2401666,24,38,1-24-2024-038-07,7,1,1,1,1,0.00,0.00,7,0,0.00,0.00,0.00,9997.00,9997.00,0,7,7,1,0.00,0.00,0,0,0.00,0.00,0.00,9997.00,9997.00,7,7,7,394.698169083861,1,9
2402121,26,58,1-26-2024-058-06,6,2,1,1,1,0.00,0.00,7,0,0.00,0.00,0.00,0.00,9997.00,0,7,7,0,0.00,0.00,1,0,0.00,0.00,0.00,0.00,9997.00,7,7,7,562.424480129101,10,9
2402824,30,98,1-30-2024-098-07,7,1,1,1,0,250.00,250.00,7,8,9997.00,9997.00,250.00,9997.00,9997.00,7,7,7,1,9997.00,9997.00,1,8,250.00,250.00,250.00,9997.00,9997.00,7,7,7,1830.45824632304,10,9
2405045,48,164,1-48-2024-164-06,6,1,1,1,1,22.00,52.00,7,8,9997.00,22.00,22.00,9997.00,9997.00,0,7,7,0,9995.00,9995.00,7,8,9997.00,22.00,9995.00,9997.00,9997.00,7,0,7,377.586236118,12,9
2406037,48,195,1-48-2024-195-06,6,1,1,1,1,9995.00,9995.00,7,8,8888.00,8888.00,9997.00,9997.00,9997.00,7,7,7,0,8888.00,8888.00,7,8,8888.00,8888.00,9997.00,9997.00,9997.00,7,0,7,224.310584656422,12,9
2405017,59,147,1-59-2024-147-05,5,2,1,1,1,30.00,60.00,7,8,9995.00,9995.00,9994.00,9999.00,9994.00,0,7,7,1,30.00,45.00,7,8,9995.00,9995.00,9994.00,9999.00,9994.00,7,7,7,53.1907731759788,6,9
2406004,60,104,1-60-2024-104-06,6,2,1,1,1,9995.00,9997.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,7,7,1,9995.00,9995.00,0,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,5,7,1686.82934488612,8,9
2405758,62,173,1-62-2024-173-03,3,2,1,8,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,631.835133100999,7,9
2404307,69,98,1-69-2024-098-05,5,1,1,1,0,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,7,7,0,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,3,7,24.1360940214581,8,9
2405183,77,163,1-77-2024-163-03,3,1,1,1,1,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,0,7,568.911465081433,9,9
2405662,48,184,1-48-2024-184-06,6,1,1,1,1,254.00,254.00,7,0,510.00,510.00,510.00,9997.00,9997.00,8,8,7,0,254.00,254.00,7,0,9995.00,9995.00,9995.00,9997.00,9997.00,8,0,7,874.343560435306,12,9
2404451,25,116,1-25-2024-116-03,3,2,1,1,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,0,9997.00,9997.00,1,8,36.00,36.00,36.00,9997.00,9997.00,7,5,7,58.9825692970399,2,9
2402840,24,78,1-24-2024-078-03,3,1,1,1,0,20.00,121.00,7,8,9995.00,9995.00,16.00,20.00,16.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9995.00,16.00,20.00,16.00,7,0,7,61.4084153169314,1,9
2400613,28,15,1-28-2024-015-04,4,1,1,1,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,0,7,64.9819660427781,3,9
2401861,30,61,1-30-2024-061-07,7,2,1,1,1,9995.00,9995.00,7,6,9995.00,9995.00,9995.00,9997.00,9997.00,8,8,7,0,9995.00,9995.00,7,6,9995.00,9995.00,9995.00,9997.00,9997.00,8,0,7,2272.42307235268,10,9
2400135,21,2,1-21-2024-002-07,7,1,1,1,1,11.00,16.00,7,0,15.00,15.00,10.00,9997.00,9997.00,0,7,7,0,0.00,0.00,1,0,0.00,0.00,0.00,9997.00,9997.00,7,7,7,8974.81562110273,11,9
2400399,16,12,1-16-2024-012-05,5,1,1,1,0,90.00,210.00,7,8,9995.00,9995.00,90.00,90.00,90.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9995.00,90.00,90.00,90.00,7,0,7,15.6592746300539,5,9
2400863,69,15,1-69-2024-015-02,2,1,1,1,1,0.00,7.00,7,0,165.00,472.00,472.00,9997.00,9997.00,8,5,7,8,45.00,1.00,7,1,9995.00,48.00,48.00,9997.00,9997.00,0,5,7,8.43191074883387,8,9
2406265,17,203,1-17-2024-203-02,2,2,1,2,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,0,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,71.3662616428737,4,9
2400666,20,17,1-20-2024-017-03,3,1,1,2,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,0,7,7,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,3,7,27.4936400859491,11,9
2403574,20,96,1-20-2024-096-04,4,1,1,7,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,930.431725254842,11,9
2404036,21,86,1-21-2024-086-08,8,1,1,2,1,9995.00,9995.00,7,0,9995.00,9995.00,9995.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,7,0,9995.00,9995.00,9995.00,9997.00,9997.00,7,7,7,359.511512233548,11,9
2402337,24,58,1-24-2024-058-01,1,1,1,2,1,18.00,9997.00,7,8,9997.00,9997.00,18.00,9997.00,9997.00,0,5,7,0,18.00,9997.00,7,8,9997.00,9997.00,18.00,9997.00,9997.00,7,0,7,23.1726143074507,1,9
2403393,21,69,1-21-2024-069-02,2,1,1,7,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,11.0430466560592,11,9
2405662,48,184,1-48-2024-184-06,6,1,1,2,1,9995.00,9995.00,7,6,9995.00,9995.00,9995.00,9997.00,9997.00,8,8,7,0,9995.00,9995.00,7,6,9995.00,9995.00,9995.00,9997.00,9997.00,8,0,7,874.343560435306,12,9
2400270,10,4,1-10-2024-004-06,6,3,1,2,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,0,7,792.161065836576,4,9
2404355,12,80,1-12-2024-080-06,6,1,1,2,0,0.00,9997.00,7,8,0.00,0.00,0.00,9997.00,9997.00,0,7,7,0,0.00,136.00,0,1,0.00,0.00,0.00,9997.00,9997.00,7,7,7,951.513440369114,9,9
2406331,13,88,1-13-2024-088-02,2,1,1,2,1,0.00,0.00,7,0,0.00,0.00,0.00,9997.00,9997.00,0,7,7,0,0.00,0.00,1,0,15.00,15.00,0.00,9997.00,9997.00,7,7,7,14.0005931901574,7,9
2403315,18,93,1-18-2024-093-05,5,1,1,2,1,9995.00,9995.00,7,8,9997.00,9997.00,9995.00,9997.00,9997.00,0,7,7,0,9995.00,9995.00,7,8,9997.00,9997.00,9995.00,9997.00,9997.00,7,0,7,50.9427492020977,6,9
2406126,59,185,1-59-2024-185-04,4,1,1,4,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,175.956352530004,6,9
2400744,76,21,1-76-2024-021-10,10,1,1,4,7,9997.00,9997.00,7,8,9997.00,9995.00,9997.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,7,8,9997.00,9995.00,9997.00,9997.00,9997.00,7,7,7,444.564676677323,3,9
2403297,77,113,1-77-2024-113-04,4,1,1,4,1,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,7,7,0,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,4,7,367.311932666986,9,9
2401001,69,17,1-69-2024-017-02,2,2,1,4,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,1,7,7,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,4,7,17.6221452227151,8,9
2400666,20,17,1-20-2024-017-03,3,1,1,4,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,0,7,7,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,3,7,27.4936400859491,11,9
2401287,52,18,1-52-2024-018-06,6,2,1,2,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,51.2449045834941,12,9
2402563,54,66,1-54-2024-066-07,7,2,1,2,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,0,7,163.639088013261,9,9
2400760,30,25,1-30-2024-025-02,2,1,1,2,0,5.00,18.00,7,8,9995.00,18.00,5.00,15.00,5.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,18.00,5.00,11.00,5.00,7,0,7,16.2875943881497,10,9
2403574,20,96,1-20-2024-096-04,4,1,1,9,1,9997.00,9997.00,7,8,9997.00,1397.00,1397.00,9997.00,9997.00,0,7,7,1,9997.00,9997.00,7,8,9997.00,1397.00,1397.00,9997.00,9997.00,7,2,7,930.431725254842,11,9
2402126,21,43,1-21-2024-043-03,3,1,1,2,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,0,7,7,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,2,7,671.942412724886,11,9
2400506,32,15,1-32-2024-015-02,2,3,1,1,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,0,9997.00,9997.00,1,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,16.1834771830848,7,9
2401582,15,61,1-15-2024-061-06,6,2,1,1,1,9997.00,9997.00,7,8,18.00,18.00,18.00,18.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,18.00,9997.00,9997.00,9997.00,0,7,7,159.972191236291,1,9
2401536,20,42,1-20-2024-042-03,3,1,1,6,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,27.1320616706374,11,9
2402126,21,43,1-21-2024-043-03,3,1,1,1,1,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,7,7,1,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,2,7,671.942412724886,11,9
2405858,22,177,1-22-2024-177-09,9,2,1,1,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,0,7,137.263300510642,12,9
2405790,19,83,1-19-2024-083-03,3,1,1,1,1,29.00,179.00,7,8,9997.00,9997.00,7.00,7.00,16.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,38.6828970730761,9,9
2402375,20,68,1-20-2024-068-03,3,1,1,1,1,97.00,218.00,7,1,69.00,69.00,69.00,9997.00,9997.00,8,8,7,0,9995.00,9995.00,7,0,9995.00,9995.00,9995.00,9997.00,9997.00,8,5,7,46.8545499360671,11,9
2403887,24,110,1-24-2024-110-01,1,2,1,1,0,14.00,19.00,7,0,25.00,25.00,13.00,9997.00,9997.00,8,8,7,0,14.00,19.00,7,0,9995.00,9995.00,9995.00,9997.00,9997.00,8,0,7,23.1726143074507,1,9
2400325,12,10,1-12-2024-010-02,2,1,1,1,0,27.00,37.00,7,8,434.00,434.00,9997.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,434.00,434.00,9997.00,9997.00,9997.00,7,7,7,221.517683883591,9,9
2403323,12,57,1-12-2024-057-06,6,1,1,1,1,0.00,0.00,7,0,0.00,0.00,0.00,9997.00,9997.00,0,7,7,0,0.00,0.00,0,0,0.00,0.00,0.00,9997.00,9997.00,7,7,7,257.996460650317,9,9
2400237,27,9,1-27-2024-009-03,3,2,1,1,7,44.00,94.00,7,1,0.00,0.00,44.00,9997.00,9997.00,7,7,7,0,0.00,0.00,0,0,0.00,0.00,0.00,9997.00,9997.00,7,7,7,11.8514312322575,3,9
2400646,27,21,1-27-2024-021-03,3,1,1,6,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,11.8514312322575,3,9
2403377,27,108,1-27-2024-108-03,3,2,1,1,1,9995.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,0,7,32.3914110115022,3,9
2401646,12,29,1-12-2024-029-03,3,2,1,1,1,8888.00,7.00,7,1,9995.00,9995.00,9995.00,9997.00,9997.00,8,0,7,8,9995.00,2.00,7,1,9995.00,9995.00,9995.00,9997.00,9997.00,0,0,7,325.380358257164,9,9
2402785,59,85,1-59-2024-085-05,5,1,1,1,1,8.50,158.50,7,8,9997.00,9997.00,8.50,8.50,9997.00,0,5,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,53.1907731759788,6,9
2403393,21,69,1-21-2024-069-02,2,1,1,8,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,3,7,11.0430466560592,11,9
2405264,59,153,1-59-2024-153-04,4,2,1,1,1,24.00,28.00,7,0,490.00,490.00,24.00,9997.00,9997.00,8,8,7,0,9995.00,9995.00,7,6,490.00,490.00,9995.00,9997.00,9997.00,8,4,7,407.870337563103,6,9
2406010,10,125,1-10-2024-125-03,3,1,1,1,0,30.00,60.00,7,8,9995.00,9994.00,9994.00,9999.00,9994.00,0,7,7,0,30.00,50.00,7,8,9995.00,9995.00,9994.00,9999.00,9994.00,0,7,7,142.987817041245,4,9
2400191,12,6,1-12-2024-006-03,3,1,1,1,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,7,7,1,9995.00,9995.00,0,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,5,7,164.057323491007,9,9
2400856,12,18,1-12-2024-018-03,3,2,1,1,1,45.00,9995.00,7,8,9995.00,9995.00,31.00,31.00,31.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9995.00,31.00,31.00,31.00,7,0,7,365.80465840508,9,9
2402444,12,41,1-12-2024-041-04,4,1,1,1,0,9995.00,9995.00,7,8,9995.00,9995.00,28.00,38.00,28.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9995.00,28.00,34.00,28.00,7,0,7,1835.41974776362,9,9
2405858,22,177,1-22-2024-177-09,9,2,1,2,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,137.263300510642,12,9
2400744,76,21,1-76-2024-021-10,10,1,1,2,1,9995.00,9995.00,7,8,9997.00,9997.00,9995.00,9997.00,9997.00,0,7,7,1,9995.00,9995.00,7,8,9997.00,9997.00,9995.00,9997.00,9997.00,7,3,7,444.564676677323,3,9
2403393,21,69,1-21-2024-069-02,2,1,1,9,1,9995.00,9995.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,1,9995.00,9995.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,3,7,11.0430466560592,11,9
2402952,30,102,1-30-2024-102-NM1,21,1,1,1,7,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,0,7,7,7,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,7,7,73.645145385009,10,9
2401618,57,31,1-57-2024-031-03,3,1,1,1,1,9995.00,9995.00,7,8,9995.00,16.00,16.00,61.00,16.00,7,7,7,1,9995.00,9995.00,0,8,16.00,16.00,16.00,61.00,16.00,7,5,7,507.864905147841,1,9
2401927,17,62,1-17-2024-062-07,7,1,1,1,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,0,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,178.744079138108,4,9
2405508,59,163,1-59-2024-163-02,2,2,1,1,1,9995.00,9995.00,7,0,9995.00,9995.00,50.00,50.00,9997.00,7,7,7,1,9995.00,9995.00,2,0,9995.00,9995.00,50.00,50.00,9997.00,0,4,7,48.7900687173874,6,9
2402928,57,65,1-57-2024-065-02,2,1,1,1,1,15.00,45.00,7,8,9995.00,9997.00,9994.00,9999.00,9994.00,0,7,7,0,9995.00,9995.00,7,8,9995.00,9997.00,9995.00,9995.00,9995.00,0,0,7,9.69650235592079,1,9
2402184,30,76,1-30-2024-076-05,5,1,1,1,0,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,7,7,0,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,0,7,41.0620689400047,10,9
2401759,62,45,1-62-2024-045-06,6,2,1,1,1,12.00,15.00,7,8,9995.00,12.00,8.00,13.00,8.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,12.00,8.00,13.00,8.00,7,0,7,1143.65378250163,7,9
2404896,62,145,1-62-2024-145-03,3,1,1,1,1,24.00,33.00,7,8,9995.00,33.00,11.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,33.00,11.00,9997.00,9997.00,7,0,7,233.006833497191,7,9
2405875,62,176,1-62-2024-176-06,6,1,1,1,1,15.00,33.00,7,8,9997.00,9997.00,15.00,9997.00,9997.00,7,7,7,0,9997.00,9997.00,1,8,9997.00,9997.00,15.00,9997.00,9997.00,7,7,7,4596.61714986565,7,9
2406231,62,184,1-62-2024-184-05,5,2,1,1,0,10.00,20.00,7,8,9997.00,9995.00,9994.00,9999.00,9997.00,7,7,7,0,10.00,20.00,7,8,9997.00,9995.00,9994.00,9999.00,9997.00,7,7,7,86.4816168998291,7,9
2401115,66,22,1-66-2024-022-06,6,1,1,1,0,62.50,72.50,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,0,62.50,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,124.972344097308,6,9
2400225,60,6,1-60-2024-006-03,3,1,1,1,1,0.00,0.00,7,0,8.00,8.00,8.00,9997.00,9997.00,0,7,7,0,0.00,0.00,1,0,0.00,0.00,0.00,9997.00,9997.00,7,7,7,272.233086345417,8,9
2406325,77,204,1-77-2024-204-03,3,1,1,1,1,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,4,7,265.544959638898,9,9
2402532,81,53,1-81-2024-053-05,5,1,1,1,1,121.00,271.00,7,8,9997.00,9997.00,121.00,121.00,126.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,99.6602400903238,8,9
2402386,82,58,1-82-2024-058-04,4,1,1,1,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,3,7,595.159797221277,1,9
2404126,82,107,1-82-2024-107-03,3,2,1,1,1,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,7,7,1,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,3,7,146.023499594545,1,9
2406256,69,164,1-69-2024-164-07,7,1,1,1,0,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,7,7,0,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,4,7,256.481300292613,8,9
2400091,73,4,1-73-2024-004-03,3,1,1,1,0,9995.00,9995.00,7,8,9995.00,2.00,9995.00,9997.00,9997.00,0,7,7,0,9995.00,9995.00,7,8,9995.00,2.00,9995.00,9997.00,9997.00,0,0,7,59.7233547597489,3,9
2401903,73,59,1-73-2024-059-02,2,1,1,1,1,19.00,22.00,7,8,9995.00,32.00,11.00,11.00,11.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,32.00,11.00,11.00,11.00,7,0,7,31.8497733664116,3,9
2403552,77,121,1-77-2024-121-02,2,1,1,1,1,9994.00,9994.00,7,8,8888.00,9994.00,9994.00,9997.00,9994.00,0,7,7,0,8888.00,8888.00,7,8,8888.00,9994.00,9994.00,9997.00,9994.00,0,0,7,83.1566199866033,9,9
2402079,11,52,1-11-2024-052-03,3,2,1,1,1,9995.00,9997.00,7,8,9995.00,9997.00,9995.00,9997.00,9997.00,0,7,7,0,9995.00,9995.00,7,8,9995.00,9997.00,9995.00,9997.00,9997.00,0,0,7,212.616287924737,8,9
2400744,76,21,1-76-2024-021-10,10,1,1,1,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,2,7,444.564676677323,3,9
2403297,77,113,1-77-2024-113-04,4,1,1,1,1,42.00,9995.00,7,8,42.00,42.00,42.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,7,8,42.00,42.00,42.00,9997.00,9997.00,7,4,7,367.311932666986,9,9
2402924,62,78,1-62-2024-078-06,6,2,1,1,1,45.00,55.00,7,8,9997.00,9994.00,9994.00,9999.00,9997.00,7,7,7,1,45.00,55.00,7,8,9997.00,9995.00,9994.00,9999.00,9997.00,7,7,7,1279.95578717782,7,9
2401001,69,17,1-69-2024-017-02,2,2,1,1,0,9997.00,9997.00,7,8,9997.00,157.00,157.00,9997.00,9997.00,1,7,7,7,9997.00,9997.00,7,8,9997.00,157.00,9995.00,9997.00,9997.00,7,7,7,17.6221452227151,8,9
2406093,57,190,1-57-2024-190-05,5,1,1,1,1,41.00,46.00,7,0,9997.00,9997.00,41.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,0,9997.00,41.00,9997.00,9997.00,9997.00,0,7,7,11.5282225058122,1,9
2404471,32,132,1-32-2024-132-02,2,1,1,6,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,0,7,7,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,2,7,10.0130344037266,7,9
2401898,48,66,1-48-2024-066-01,1,1,1,1,7,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,0,7,7,7,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,7,7,73.4941053746274,12,9
2406196,27,190,1-27-2024-190-04,4,2,1,1,1,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,4,7,148.721534412378,3,9
2403137,28,95,1-28-2024-095-09,9,2,1,1,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,1,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,1,7,34.7771381559099,3,9
2400760,30,25,1-30-2024-025-02,2,1,1,1,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9995.00,9995.00,9995.00,9995.00,7,0,7,16.2875943881497,10,9
