CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,EVENTDESC,CDCEVENT,IGCYCRASH,WARNLAMP,NUMEVNTS,EVENT1TO2,FILEREC,MAXDVRESTIME,MAXDVLONG,MAXDVLONGTIME,MAXDVLAT,MAXDVLATTIME,CASEWGT,PSUSTRAT,VERSION
2405140,59,150,1-59-2024-150-04,4,1,1,2,Side Crash,2,999997,7,97,0.3130,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,619.324138047773,6,9
2402269,66,51,1-66-2024-051-05,5,1,1,2,1st Prior Event,2,12384,0,1,9995.0000,1,9997.0000,-79.0000,132.0000,24.0000,134.0000,116.980491892491,6,9
2406345,16,133,1-16-2024-133-02,2,1,1,2,Event Record 2,95,12880,0,2,9997.0000,1,9997.0000,-4.8300,298.0000,1.6100,270.0000,18.8490264824169,5,9
2401722,20,50,1-20-2024-050-03,3,1,1,3,Side Crash,95,999997,7,97,0.0060,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,20.5664841454884,11,9
2401722,20,50,1-20-2024-050-03,3,1,1,6,Side Crash,97,999997,7,97,9995.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,20.5664841454884,11,9
2402225,32,80,1-32-2024-080-03,3,2,1,1,Frontal / Rear Crash Record 1,1,2485,0,1,9997.0000,1,9997.0000,-23.0000,132.5000,2.0000,82.5000,368.078348959878,7,9
2402226,32,81,1-32-2024-081-06,6,3,1,1,Record 1,2,12328,0,3,0.0000,1,134.0000,-31.0000,127.0000,-116.0000,134.0000,1363.47012881423,7,9
2402158,62,53,1-62-2024-053-01,1,1,1,1,Most Recent Event,1,18066,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,71.1932947835798,7,9
2402158,62,53,1-62-2024-053-01,1,1,1,4,3rd Prior Event,99,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,71.1932947835798,7,9
2400225,60,6,1-60-2024-006-03,3,1,1,1,Event Record 1,1,2894,0,1,9997.0000,1,115.0000,-8.0000,115.0000,22.0000,110.0000,272.233086345417,8,9
2404307,69,98,1-69-2024-098-05,5,1,1,1,Most Recent Event,95,12211,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,24.1360940214581,8,9
2401622,81,31,1-81-2024-031-03,3,1,1,1,"Record 1, Most Recent",1,2143,0,1,9997.0000,1,130.0000,-11.0000,120.0000,-10.0000,130.0000,1518.38116385716,8,9
2403637,15,144,1-15-2024-144-03,3,1,1,2,1st Prior Event,1,540,0,97,0.0115,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,22.7363613317347,1,9
2405100,60,78,1-60-2024-078-03,3,1,1,1,Side Crash,1,999997,7,97,0.0155,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,321.683073030639,8,9
2404075,19,53,1-19-2024-053-05,5,2,1,1,Event Record 1,1,14397,0,1,9997.0000,1,9997.0000,46.6900,166.0000,3.2200,66.0000,73.2539652773898,9,9
2401831,27,58,1-27-2024-058-07,7,2,1,1,Record 1,1,8470,0,1,9997.0000,1,9997.0000,-7.0000,127.5000,-8.0000,65.0000,79.1723766293606,3,9
2400122,52,1,1-52-2024-001-07,7,2,1,1,Most Recent Event,1,8783,0,1,0.0000,1,9997.0000,-12.0000,90.0000,1.0000,98.0000,27.9760451550854,12,9
2400500,52,6,1-52-2024-006-03,3,2,1,2,Event Record 2,2,5668,0,2,1.3000,1,132.5000,-22.0000,132.5000,-2.0000,135.0000,23.1510657715199,12,9
2402166,18,73,1-18-2024-073-07,7,1,1,1,Event 1,1,8200,0,1,0.0000,1,290.0000,-14.0000,290.0000,-11.0000,40.0000,2970.64644247884,6,9
2406053,19,91,1-19-2024-091-05,5,2,1,1,Event Record 1,97,7597,0,1,9997.0000,1,9997.0000,0.0000,25.0000,3.0000,57.5000,49.1552833588875,9,9
2400102,17,2,1-17-2024-002-05,5,1,1,1,Most Recent Event - Deployment,3,12920,1,3,1.3000,1,9997.0000,-55.0000,154.0000,2.0000,32.0000,95.9334331296951,4,9
2404742,21,107,1-21-2024-107-05,5,1,1,1,"Record 1, Most Recent",95,7284,1,97,9997.0000,0,9997.0000,997.0000,9997.0000,997.0000,9997.0000,25.3232269794903,11,9
2404742,21,107,1-21-2024-107-05,5,1,1,4,Record 4,4,7284,0,1,0.0000,1,300.0000,-34.0000,300.0000,38.0000,300.0000,25.3232269794903,11,9
2401433,24,35,1-24-2024-035-07,7,1,1,3,Record 3,1,47040,0,3,9997.0000,1,122.0000,-16.0000,122.0000,4.0000,76.0000,539.451655185704,1,9
2401931,11,49,1-11-2024-049-04,4,2,1,1,Second Record,1,7434,0,1,9997.0000,1,232.5000,-16.0000,9997.0000,997.0000,9997.0000,212.689735932465,8,9
2405369,22,164,1-22-2024-164-08,8,1,1,2,1st Prior Frontal/Rear Event,97,999997,7,97,9997.0000,1,9997.0000,-1.4000,9997.0000,997.0000,9997.0000,29.5597025273187,12,9
2400022,82,1,1-82-2024-001-03,3,1,1,3,Frontal/Rear/Side Crash,1,6659,1,97,0.0315,7,9997.0000,-15.4000,69.0000,997.0000,9997.0000,28.1106156827631,1,9
2400022,82,1,1-82-2024-001-03,3,1,1,6,Side Crash,1,999997,7,97,0.0030,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,28.1106156827631,1,9
2405638,60,94,1-60-2024-094-03,3,3,1,1,Impact Event Record 1,1,5362,0,1,9997.0000,1,172.5000,-12.0000,172.5000,0.0000,152.5000,225.387841771132,8,9
2403417,59,106,1-59-2024-106-01,1,1,1,1,EVENT 1,1,26550,0,97,0.0000,1,9997.0000,-91.2226,200.0000,8.1949,30.0000,59.4125100170591,6,9
2403394,21,70,1-21-2024-070-02,2,1,1,1,EVENT 1,97,5899,0,1,0.0000,1,295.0000,-53.0000,295.0000,13.0000,42.5000,11.0430466560592,11,9
2402264,16,66,1-16-2024-066-06,6,1,1,1,First Record,1,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,643.878867462447,5,9
2404545,62,130,1-62-2024-130-03,3,2,1,3,2nd Prior Event,95,6889,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,283.674238531916,7,9
2400486,16,16,1-16-2024-016-03,3,2,1,2,1st Prior Event,1,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,7.2000,9997.0000,112.722559063275,5,9
2402607,17,85,1-17-2024-085-07,7,1,1,1,Most Recent Event,3,9861,0,1,9995.0000,1,9997.0000,-13.0000,144.0000,3.0000,102.0000,199.170885189555,4,9
2405455,25,143,1-25-2024-143-09,9,1,1,1,Most Recent Frontal/Rear Event,95,999997,7,97,9997.0000,1,9997.0000,-8.6000,9997.0000,997.0000,9997.0000,155.695038201267,2,9
2405455,25,143,1-25-2024-143-09,9,1,1,4,Rollover Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,155.695038201267,2,9
2405896,67,53,1-67-2024-053-03,3,1,1,2,Side Crash,2,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,336.61498686744,7,9
2405896,67,53,1-67-2024-053-03,3,1,1,5,Side Crash,97,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,336.61498686744,7,9
2405896,67,53,1-67-2024-053-03,3,1,1,8,Rollover,97,2851,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,336.61498686744,7,9
2404531,77,143,1-77-2024-143-06,6,1,1,1,Most Recent Event,1,7081,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,96.8505685869366,9,9
2404544,10,86,1-10-2024-086-03,3,1,1,1,Event Record 1,1,2758,0,1,9997.0000,1,9997.0000,-5.0000,237.5000,-15.0000,77.5000,106.552789194027,4,9
2404552,48,147,1-48-2024-147-07,7,2,1,1,"Record 1, Most Recent",1,6951,0,1,0.0000,1,97.5000,-5.0000,110.0000,-7.0000,95.0000,103.361334065564,12,9
2404557,57,129,1-57-2024-129-02,2,1,1,1,Side Crash,1,999997,7,97,0.0055,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,13.8251120734564,1,9
2404556,57,128,1-57-2024-128-03,3,1,1,1,Frontal / Rear Crash Record 1,1,3794,0,1,9997.0000,1,9997.0000,-16.0000,210.0000,-3.0000,195.0000,55.5655067866032,1,9
2404556,57,128,1-57-2024-128-03,3,2,1,2,Record 2,95,7361,0,1,0.0000,1,0.0000,0.0000,0.0000,0.0000,0.0000,55.5655067866032,1,9
2404556,57,128,1-57-2024-128-03,3,2,1,5,Record 5,97,6337,0,1,0.0000,1,0.0000,0.0000,0.0000,0.0000,0.0000,55.5655067866032,1,9
2404571,12,86,1-12-2024-086-06,6,1,1,2,1st Prior Event,97,6915,0,1,9995.0000,1,9997.0000,18.0000,146.0000,2.0000,108.0000,257.996460650317,9,9
2404574,17,146,1-17-2024-146-06,6,1,1,3,Rollover,3,6379,1,97,0.7225,0,9997.0000,997.0000,9997.0000,997.0000,9997.0000,124.923558977053,4,9
2404574,17,146,1-17-2024-146-06,6,1,1,6,Frontal/Rear/Side Crash,95,6379,0,97,0.0075,7,9997.0000,-1.1000,42.0000,997.0000,9997.0000,124.923558977053,4,9
2404574,17,146,1-17-2024-146-06,6,1,1,9,Frontal/Rear/Side Crash,2,6379,0,97,0.0510,7,9997.0000,-31.2000,300.0000,997.0000,9997.0000,124.923558977053,4,9
2404581,24,128,1-24-2024-128-07,7,1,1,1,Record 1,97,13189,0,1,9997.0000,1,122.0000,-15.0000,122.0000,1.0000,122.0000,1138.83188436001,1,9
2404589,25,124,1-25-2024-124-06,6,1,1,5,Record 5,95,4153,0,1,0.0000,1,300.0000,-58.0000,300.0000,33.0000,298.0000,155.655946839203,2,9
2404600,27,144,1-27-2024-144-03,3,1,1,1,EVENT 1,1,5847,0,1,0.0000,1,172.5000,21.0000,172.5000,-2.0000,300.0000,39.3017294904609,3,9
2404600,27,144,1-27-2024-144-03,3,2,1,1,Event Record 1,1,12298,0,1,9997.0000,1,285.0000,-28.0000,285.0000,2.0000,107.5000,39.3017294904609,3,9
2404636,21,106,1-21-2024-106-09,9,1,1,2,1st Prior Event,1,999997,7,97,9997.0000,1,9997.0000,-9.9000,9997.0000,997.0000,9997.0000,960.079408494373,11,9
2404622,28,142,1-28-2024-142-04,4,1,1,1,Frontal / Rear / Side Crash Record 1,1,213,0,1,8888.0000,1,72.5000,-4.0000,75.0000,1.0000,30.0000,47.851485985308,3,9
2404634,19,61,1-19-2024-061-03,3,2,1,1,Event Record 1,1,13871,1,1,9997.0000,1,9997.0000,-22.0000,82.5000,-2.0000,77.5000,53.0215875094493,9,9
2404637,62,134,1-62-2024-134-04,4,2,1,1,Event Record 1,1,12609,0,1,9997.0000,1,9997.0000,-14.0000,300.0000,19.0000,75.0000,1053.07668829567,7,9
2404640,69,105,1-69-2024-105-02,2,1,1,1,EVENT 1,1,5803,0,1,0.0000,1,300.0000,-35.0000,300.0000,-34.0000,80.0000,7.30201599951961,8,9
2404641,69,106,1-69-2024-106-05,5,1,1,3,Record 3,2,65533,1,3,0.7300,1,296.0000,-20.0000,296.0000,38.0000,296.0000,16.0056300586408,8,9
2404642,33,90,1-33-2024-090-03,3,1,1,2,1st Prior Frontal/Rear Event,97,999997,7,97,9997.0000,1,9997.0000,-5.4000,9997.0000,997.0000,9997.0000,58.9276403435907,12,9
2404648,15,179,1-15-2024-179-04,4,1,1,1,"Record 1, Most Recent",95,1728,0,2,9997.0000,1,300.0000,0.0000,43.0000,5.0000,300.0000,95.4404304095237,1,9
2404649,29,68,1-29-2024-068-03,3,2,1,1,Most Recent Event,1,4955,0,97,9997.0000,1,9997.0000,-16.2000,300.0000,997.0000,9997.0000,576.552709834615,2,9
2404649,29,68,1-29-2024-068-03,3,2,1,4,3rd Prior Event,97,4441,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,576.552709834615,2,9
2404651,29,69,1-29-2024-069-06,6,1,1,1,Event Record 1,1,17750,0,1,9997.0000,1,122.5000,-6.0000,122.5000,10.0000,122.5000,1794.02253682017,2,9
2404668,73,122,1-73-2024-122-06,6,1,1,1,Event Record 1,1,21336,1,1,9997.0000,1,9997.0000,-22.5400,92.0000,1.6100,28.0000,82.6022392036631,3,9
2404655,81,114,1-81-2024-114-01,1,1,1,3,2nd Prior Event,1,999997,7,97,9997.0000,1,9997.0000,-4.6000,9997.0000,997.0000,9997.0000,85.8112363936649,8,9
2404657,81,116,1-81-2024-116-04,4,1,1,2,Record 2,1,16762,1,2,3.9000,1,85.0000,-24.0000,85.0000,-4.0000,92.5000,2591.11625553024,8,9
2404697,69,107,1-69-2024-107-05,5,1,1,2,Rollover,2,9523,1,97,9995.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,7.30201599951961,8,9
2404718,28,144,1-28-2024-144-06,6,1,1,1,Event Record 1,1,9004,0,1,9997.0000,1,9997.0000,-22.0000,120.0000,-3.0000,110.0000,44.5186799027896,3,9
2404724,27,146,1-27-2024-146-03,3,2,1,1,Most Recent Event - Deployment,1,5900,0,1,9997.0000,1,9997.0000,-55.0000,74.0000,2.0000,54.0000,12.6103689545478,3,9
2404729,31,100,1-31-2024-100-10,10,1,1,1,First Record,1,20656,0,1,9997.0000,1,9997.0000,-9.7600,172.0000,25.5500,88.0000,730.093202930715,6,9
2404731,31,102,1-31-2024-102-03,3,2,1,2,1st Prior Event,2,14650,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,151.964719784207,6,9
2404705,11,141,1-11-2024-141-05,5,3,1,1,Event Record 1,3,32833,0,1,9997.0000,1,240.0000,-4.0000,280.0000,13.0000,232.5000,86.5730951129539,8,9
2404740,82,127,1-82-2024-127-05,5,1,1,1,Most Recent Event,1,6643,0,1,9995.0000,1,9997.0000,-14.0000,84.0000,1.0000,20.0000,23.9814262485552,1,9
2404747,17,151,1-17-2024-151-09,9,2,1,1,EVENT 1,1,13808,0,1,0.0000,1,127.5000,-23.0000,185.0000,-16.0000,127.5000,1089.80783611757,4,9
2404746,17,150,1-17-2024-150-05,5,1,1,1,Most Recent Event,1,3189,0,1,0.0000,1,9997.0000,-20.0000,286.0000,-20.0000,114.0000,65.2966472785888,4,9
2404748,17,152,1-17-2024-152-04,4,1,1,1,Most Recent Event,1,10177,0,1,0.0000,1,9997.0000,-19.0000,244.0000,-28.0000,66.0000,380.588800310182,4,9
2404756,15,183,1-15-2024-183-04,4,1,1,2,Second Record,1,11650,0,1,9997.0000,1,9997.0000,-28.0000,150.0000,997.0000,9997.0000,58.4198767720656,1,9
2404757,21,110,1-21-2024-110-03,3,2,1,1,Event Record 1,1,2009,0,1,9997.0000,1,130.0000,18.0000,130.0000,0.0000,107.5000,210.450883320732,11,9
2404775,59,138,1-59-2024-138-03,3,2,1,2,Record 2,2,13969,1,2,0.3600,1,88.0000,1.0000,50.0000,7.0000,88.0000,42.3023913828698,6,9
2404777,59,140,1-59-2024-140-03,3,1,1,1,Event Record 1,1,11690,0,1,9997.0000,1,9997.0000,-9.6600,176.0000,-4.8300,140.0000,42.3023913828698,6,9
2404789,73,126,1-73-2024-126-07,7,2,1,1,Event Record 1,1,16086,0,1,9997.0000,1,9997.0000,-3.2200,180.0000,9.6600,118.0000,605.662849299634,3,9
2404766,81,118,1-81-2024-118-02,2,1,1,1,Most Recent Event - Non-Deployment,1,3306,0,1,9997.0000,1,9997.0000,-20.0000,180.0000,-3.0000,62.0000,29.2612564861438,8,9
2404773,62,141,1-62-2024-141-03,3,1,1,3,2nd Prior Event,1,1215,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,349.92167787248,7,9
2404795,54,108,1-54-2024-108-09,9,1,1,2,1st Prior Event,1,999997,7,97,9997.0000,1,9997.0000,-41.2000,9997.0000,997.0000,9997.0000,215.333286880865,9,9
2404805,66,95,1-66-2024-095-01,1,1,1,2,Side Crash,95,999997,7,97,0.1675,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,106.258770256521,6,9
2404805,66,95,1-66-2024-095-01,1,1,1,5,Rollover,1,13919,0,97,0.0215,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,106.258770256521,6,9
2404805,66,95,1-66-2024-095-01,1,1,1,8,Side Crash,97,999997,7,97,9995.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,106.258770256521,6,9
2404806,66,96,1-66-2024-096-03,3,1,1,1,Record 1,1,5450,0,1,9997.0000,1,180.0000,-29.0000,180.0000,-1.0000,72.0000,96.0036958815834,6,9
2404800,69,111,1-69-2024-111-04,4,1,1,2,Rollover,95,5570,0,97,0.7450,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,162.395769775631,8,9
2404807,33,93,1-33-2024-093-03,3,1,1,2,Side Crash Record 2,2,4047,1,2,0.9000,1,9997.0000,3.0000,125.0000,-14.0000,107.5000,33.6168445424995,12,9
2404812,17,154,1-17-2024-154-06,6,1,1,1,Most Recent Event,1,2795,0,97,9997.0000,1,9997.0000,-37.0000,227.0000,997.0000,9997.0000,75.8375313880117,4,9
2404812,17,154,1-17-2024-154-06,6,1,1,4,3rd Prior Event,1,2795,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,75.8375313880117,4,9
2404824,24,134,1-24-2024-134-06,6,2,1,1,Most Recent Event,1,14988,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,52.2007608551518,1,9
2404824,24,134,1-24-2024-134-06,6,2,1,4,3rd Prior Event,97,10670,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,52.2007608551518,1,9
2404840,28,147,1-28-2024-147-07,7,2,1,3,2nd Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,44.330330715033,3,9
2404843,28,150,1-28-2024-150-07,7,1,1,2,1st Prior Event,1,5450,0,1,9995.0000,1,9997.0000,-9.0000,120.0000,6.0000,110.0000,44.330330715033,3,9
2404832,25,129,1-25-2024-129-05,5,2,1,1,Most Recent Frontal/Rear Event,1,999997,7,97,9997.0000,1,9997.0000,-40.4000,9997.0000,997.0000,9997.0000,72.2095218934614,2,9
2404847,28,151,1-28-2024-151-07,7,1,1,1,Event Record 1,1,10655,0,1,9997.0000,1,9997.0000,-17.7100,194.0000,0.0000,82.0000,44.330330715033,3,9
2404849,27,151,1-27-2024-151-02,2,1,1,3,Event Record 3,95,448,0,3,4.6100,1,9997.0000,6.4400,162.0000,-12.8800,136.0000,35.7945960703371,3,9
2404849,27,151,1-27-2024-151-02,2,1,2,1,Record 2 - Sir Event - Airbag Deployment Event,99,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,35.7945960703371,3,9
2404866,21,112,1-21-2024-112-01,1,1,1,1,Most Recent Event,95,22176,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,41.7819447214444,11,9
2404867,22,145,1-22-2024-145-03,3,2,1,1,First Record,97,10971,0,1,9997.0000,1,9997.0000,-11.0000,220.0000,997.0000,9997.0000,26.0912892801948,12,9
2404858,29,73,1-29-2024-073-09,9,2,1,1,Event Record 1,1,23332,0,1,9997.0000,1,165.0000,20.0000,172.5000,-1.0000,140.0000,4396.4318039197,2,9
2404859,29,74,1-29-2024-074-06,6,1,1,2,1st Prior Event,1,999997,7,97,9997.0000,1,9997.0000,-19.7000,9997.0000,997.0000,9997.0000,1928.26533178592,2,9
2404854,15,186,1-15-2024-186-06,6,1,1,3,Rollover,97,2928,0,97,9995.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,104.289939723413,1,9
2404873,15,188,1-15-2024-188-03,3,2,1,1,Record 1,1,3057,0,1,9997.0000,1,124.0000,-35.0000,124.0000,10.0000,64.0000,28.1538025775216,1,9
2404880,31,103,1-31-2024-103-04,4,1,1,1,First Record,1,1184,0,1,9997.0000,1,9997.0000,-15.0000,220.0000,997.0000,9997.0000,222.052598299916,6,9
2404905,57,148,1-57-2024-148-06,6,2,1,1,Event Record 1,99,25822,0,1,9997.0000,1,0.0000,0.0000,0.0000,0.0000,0.0000,232.014851646256,1,9
2404898,59,142,1-59-2024-142-03,3,2,1,1,EVENT 1,1,7681,0,1,0.0000,1,292.5000,36.0000,292.5000,5.0000,140.0000,36.1342171260839,6,9
2404899,59,143,1-59-2024-143-07,7,2,1,2,Record 2,1,12043,0,1,0.0000,1,142.5000,-17.0000,207.5000,-3.0000,45.0000,615.041076592964,6,9
2404907,77,156,1-77-2024-156-04,4,1,1,1,EVENT 1,1,6100,0,1,0.0000,1,137.5000,-35.0000,137.5000,3.0000,125.0000,1586.45009650988,9,9
2404894,62,143,1-62-2024-143-03,3,2,1,1,EVENT 1,2,303,0,1,0.0000,1,300.0000,-5.0000,300.0000,5.0000,300.0000,233.006833495632,7,9
2404908,77,157,1-77-2024-157-04,4,2,1,1,First Record,1,10855,0,1,9997.0000,1,9997.0000,16.0000,220.0000,997.0000,9997.0000,1586.45009650988,9,9
2404896,62,145,1-62-2024-145-03,3,2,1,2,Frontal/Rear/Side Crash,1,7885,0,97,0.0235,7,9997.0000,29.8000,183.5000,997.0000,9997.0000,233.006833497191,7,9
2404896,62,145,1-62-2024-145-03,3,2,1,5,Side Crash,97,999997,7,97,9995.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,233.006833497191,7,9
2404893,81,124,1-81-2024-124-02,2,1,1,1,Most Recent Event - Deployment,1,4128,0,1,9995.0000,1,9997.0000,-33.0000,296.0000,1.0000,152.0000,39.0463602579067,8,9
2404920,48,159,1-48-2024-159-06,6,1,1,1,Most Recent Event - Deployment,1,10910,0,1,9997.0000,1,9997.0000,-7.0000,114.0000,12.0000,100.0000,86.4307074675267,12,9
2404926,12,96,1-12-2024-096-07,7,1,1,1,Event Record 1,1,19925,0,1,9997.0000,1,9997.0000,-3.2200,78.0000,1.6100,14.0000,321.458377980766,9,9
2404937,69,116,1-69-2024-116-01,1,1,1,1,Most Recent Event,95,13433,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,7.66811372485411,8,9
2404938,69,117,1-69-2024-117-04,4,2,1,3,Record 3,97,1490,0,1,0.0000,1,0.0000,0.0000,0.0000,0.0000,0.0000,104.112066997676,8,9
2404938,69,117,1-69-2024-117-04,4,2,1,6,Record 6,97,1158,0,1,0.0000,1,177.5000,2.0000,177.5000,0.0000,0.0000,104.112066997676,8,9
2404927,54,110,1-54-2024-110-NM1,21,2,1,2,Record 2 - Automatic Emergency Braking,97,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,158.05614243884,9,9
2404944,24,138,1-24-2024-138-04,4,1,1,4,Rollover,1,10405,0,97,0.0325,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,141.591197107242,1,9
2404944,24,138,1-24-2024-138-04,4,1,1,7,Side Crash,97,999997,7,97,9995.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,141.591197107242,1,9
2404940,17,159,1-17-2024-159-03,3,1,1,1,"Record 1, Most Recent",1,14636,0,1,0.0000,1,130.0000,-19.0000,300.0000,30.0000,65.0000,103.559829749358,4,9
2404942,17,161,1-17-2024-161-06,6,2,1,1,Event Record 1,1,10746,0,1,9997.0000,1,67.5000,-1.0000,147.5000,14.0000,67.5000,383.615973992306,4,9
2404948,60,74,1-60-2024-074-03,3,2,1,1,Event Record 1,1,2225,0,1,9997.0000,0,9997.0000,-22.0000,300.0000,5.0000,100.0000,707.484363933041,8,9
2405840,12,114,1-12-2024-114-04,4,1,1,1,First Record,1,14532,0,1,0.0000,1,9997.0000,-4.9300,293.0000,997.0000,9997.0000,243.899610339648,9,9
2405878,59,175,1-59-2024-175-03,3,1,1,1,Event Record #1,1,653,0,1,9997.0000,1,292.5000,-32.0000,300.0000,-5.0000,155.0000,43.7224027225616,6,9
2405874,62,175,1-62-2024-175-04,4,2,1,2,Side Crash,1,999997,7,97,9995.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,4606.52124866923,7,9
2405875,62,176,1-62-2024-176-06,6,1,1,1,Event Record 1,1,7859,0,1,9997.0000,1,9997.0000,-20.0000,222.5000,-1.0000,115.0000,4596.61714986565,7,9
2405881,77,188,1-77-2024-188-02,2,1,1,1,Most Recent Event,1,14139,0,1,0.0000,1,9997.0000,-36.0000,106.0000,-5.0000,170.0000,83.1566199866033,9,9
2405888,10,122,1-10-2024-122-01,1,2,1,2,Non-Deployment,95,45349,1,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,59.5313973431497,4,9
2405890,23,48,1-23-2024-048-03,3,1,1,1,Most Recent Event,3,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,-0.8000,9997.0000,1120.10542309425,5,9
2405890,23,48,1-23-2024-048-03,3,2,1,2,Event Record 2,4,18557,0,2,1.1700,1,9997.0000,-11.2700,130.0000,-1.6100,98.0000,1120.10542309425,5,9
2405895,48,192,1-48-2024-192-08,8,1,1,1,Most Recent Frontal/Rear Event,1,999997,7,97,9997.0000,1,9997.0000,-27.1000,9997.0000,997.0000,9997.0000,96.1411607504999,12,9
2405901,77,191,1-77-2024-191-03,3,1,1,1,Most Recent Event,1,19822,0,1,9997.0000,1,9997.0000,0.0000,0.0000,0.0000,0.0000,288.445335679694,9,9
2405906,66,116,1-66-2024-116-09,9,1,1,2,Non-Deployment,95,30669,1,97,9997.0000,1,6.7100,997.0000,9997.0000,997.0000,9997.0000,176.458176590149,6,9
2405902,77,192,1-77-2024-192-03,3,1,1,2,1st Prior Event,1,2157,0,97,9997.0000,1,9997.0000,-25.9000,121.5000,997.0000,9997.0000,288.445335679694,9,9
2405907,66,117,1-66-2024-117-04,4,1,1,1,First Record,1,2827,0,1,9997.0000,1,9997.0000,-26.9000,300.0000,997.0000,9997.0000,114.973892842,6,9
2405902,77,192,1-77-2024-192-03,3,2,1,3,Frontal/Rear/Side Crash,1,4352,0,97,9995.0000,7,9997.0000,-41.6000,108.0000,997.0000,9997.0000,288.445335679694,9,9
2405872,81,154,1-81-2024-154-01,1,2,1,1,Most Recent Event,2,8896,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,37.5482771746596,8,9
2405872,81,154,1-81-2024-154-01,1,2,1,4,3rd Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,37.5482771746596,8,9
2405929,20,139,1-20-2024-139-02,2,1,1,2,1st Prior Event,2,999997,7,97,0.0060,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,19.9171728154044,11,9
2405929,20,139,1-20-2024-139-02,2,1,1,5,4th Prior Event,1,637,0,97,0.0735,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,19.9171728154044,11,9
2405919,19,88,1-19-2024-088-02,2,1,1,2,Event Record 2,97,16858,0,2,9997.0000,1,9997.0000,-6.4400,66.0000,0.0000,0.0000,45.0884525586451,9,9
2405935,24,164,1-24-2024-164-04,4,1,1,1,Most Recent Event - Non-Deployment,1,3682,0,1,9997.0000,1,9997.0000,-22.0000,104.0000,-1.0000,100.0000,250.949654847823,1,9
2405951,60,102,1-60-2024-102-06,6,3,1,3,Third Record,2,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,198.203515128736,8,9
2405951,60,102,1-60-2024-102-06,6,4,1,1,Record 1,3,15213,0,1,9997.0000,1,154.0000,-24.0000,150.0000,1.0000,124.0000,198.203515128736,8,9
