CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,EVENTDESC,CDCEVENT,IGCYCRASH,WARNLAMP,NUMEVNTS,EVENT1TO2,FILEREC,MAXDVRESTIME,MAXDVLONG,MAXDVLONGTIME,MAXDVLAT,MAXDVLATTIME,CASEWGT,PSUSTRAT,VERSION
2400467,30,13,1-30-2024-013-03,3,1,1,2,1st Prior Event,3,4464,0,1,9995.0000,1,9997.0000,-23.0000,202.0000,-13.0000,204.0000,244.56972641216,10,9
2401154,24,25,1-24-2024-025-06,6,1,1,2,1st Prior Event,95,6308,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,116.94575801916,1,9
2400962,81,21,1-81-2024-021-01,1,1,1,2,1st Prior Event,1,12205,0,1,9995.0000,1,9997.0000,-17.0000,130.0000,7.0000,64.0000,66.9848935846813,8,9
2403816,16,106,1-16-2024-106-02,2,2,1,1,Most Recent Event,2,14241,0,97,9997.0000,1,9997.0000,11.3000,110.5000,997.0000,9997.0000,143.697759026414,5,9
2405562,24,153,1-24-2024-153-05,5,1,1,3,2nd Prior Event,97,7905,0,1,9995.0000,1,9997.0000,-23.0000,186.0000,-2.0000,66.0000,24.2721053029394,1,9
2406378,16,134,1-16-2024-134-07,7,1,1,1,Event Record 1,1,18364,0,1,9997.0000,1,132.5000,-21.0000,132.5000,8.0000,95.0000,109.940533649153,5,9
2402405,62,62,1-62-2024-062-05,5,2,1,2,1st Prior Event,1,999997,7,97,9997.0000,1,9997.0000,-23.4000,9997.0000,997.0000,9997.0000,79.6455162566525,7,9
2401114,13,29,1-13-2024-029-04,4,2,1,1,Event Record 1,1,3104,0,1,9997.0000,1,9997.0000,-15.0000,300.0000,3.0000,75.0000,1687.8283781712,7,9
2402946,18,86,1-18-2024-086-03,3,1,2,2,Record 2 - Automatic Emergency Braking,99,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,153.294104087016,6,9
2403587,69,78,1-69-2024-078-05,5,1,1,3,Event Record 3,95,13672,1,3,8.1900,1,9997.0000,-14.4900,290.0000,0.0000,74.0000,8.16798412113843,8,9
2403919,30,138,1-30-2024-138-06,6,1,1,2,1st Prior Event,1,15721,0,97,9997.0000,1,9997.0000,-17.1000,296.0000,997.0000,9997.0000,1365.14512173886,10,9
2402113,22,62,1-22-2024-062-08,8,1,1,1,Deployment,2,44647,0,97,0.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,28.3215946385297,12,9
2406126,59,185,1-59-2024-185-04,4,1,1,3,Frontal/Rear/Side Crash,1,7851,0,97,9997.0000,7,9997.0000,-20.1000,177.0000,997.0000,9997.0000,175.956352530004,6,9
2406126,59,185,1-59-2024-185-04,4,1,1,6,Rollover,97,5786,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,175.956352530004,6,9
2403793,12,66,1-12-2024-066-03,3,1,1,2,Event Record 2,1,23463,0,1,9997.0000,1,9997.0000,6.0000,300.0000,13.0000,40.0000,164.057323491007,9,9
2402382,27,76,1-27-2024-076-04,4,1,1,1,Most Recent Event,1,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,-2.5000,9997.0000,91.1489486547192,3,9
2402276,77,79,1-77-2024-079-02,2,1,1,3,Event Record 3,2,793,0,3,2.3300,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,83.1566199866033,9,9
2401705,27,54,1-27-2024-054-07,7,1,1,2,Event Record 2,95,20083,0,2,0.3000,1,180.0000,-15.0000,165.0000,11.0000,180.0000,213.887263487774,3,9
2403182,48,106,1-48-2024-106-04,4,1,1,1,Most Recent Event,1,11241,0,2,1.3900,1,9997.0000,-10.0000,160.0000,-1.0000,164.0000,85.7677087053401,12,9
2404556,57,128,1-57-2024-128-03,3,2,1,3,Record 3,97,7223,0,1,0.0000,1,300.0000,-3.0000,300.0000,0.0000,0.0000,55.5655067866032,1,9
2404556,57,128,1-57-2024-128-03,3,2,1,6,Record 6,97,6298,0,1,0.0000,1,280.0000,0.0000,280.0000,0.0000,0.0000,55.5655067866032,1,9
2400196,30,5,1-30-2024-005-03,3,1,1,1,Most Recent Frontal/Rear Event,1,999997,7,97,9997.0000,1,9997.0000,-29.3000,9997.0000,997.0000,9997.0000,118.941169354752,10,9
2403816,16,106,1-16-2024-106-02,2,2,1,2,1st Prior Event,1,14241,0,97,9997.0000,1,9997.0000,-24.0000,139.0000,997.0000,9997.0000,143.697759026414,5,9
2403730,31,75,1-31-2024-075-06,6,1,1,1,Most Recent Event,1,6098,0,1,9997.0000,1,9997.0000,-16.0000,110.0000,5.0000,62.0000,308.176861795721,6,9
2402101,27,66,1-27-2024-066-06,6,1,1,1,Event Record 1,97,7796,0,1,9997.0000,1,9997.0000,-11.0000,300.0000,-1.0000,300.0000,22.8219831356438,3,9
2401408,60,15,1-60-2024-015-03,3,1,1,1,Deployment,1,63993,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,394.462238361686,8,9
2403247,22,98,1-22-2024-098-09,9,2,1,2,Rollover Event,99,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,137.698592865848,12,9
2403930,29,49,1-29-2024-049-04,4,2,1,1,Record 1,1,477,0,1,9997.0000,1,9997.0000,-6.0000,222.5000,15.0000,110.0000,562.25403332024,2,9
2402721,60,31,1-60-2024-031-03,3,2,1,1,Non-Deployment,1,32261,1,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,119.065719555682,8,9
2400803,66,12,1-66-2024-012-09,9,1,1,1,Deployment,3,15543,0,97,0.3000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,97.5596917228585,6,9
2401855,66,44,1-66-2024-044-07,7,1,1,1,Non-Deployment,2,49185,1,97,9997.0000,1,9997.0000,0.0000,0.0000,997.0000,9997.0000,133.367571576148,6,9
2402180,69,41,1-69-2024-041-04,4,2,1,1,Non-Deployment,1,36248,0,97,9997.0000,1,9997.0000,12.3004,250.0000,997.0000,9997.0000,194.766719989576,8,9
2401209,77,42,1-77-2024-042-03,3,2,1,1,Non-Deployment,2,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,159.92267008186,9,9
2402528,77,86,1-77-2024-086-08,8,2,1,2,Deployment #2,1,15622,0,97,0.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,921.984007928312,9,9
2401680,32,61,1-32-2024-061-07,7,2,1,1,Most Recent Event,3,20529,0,2,0.5000,1,9997.0000,0.0000,0.0000,3.0000,50.0000,1936.34687707345,7,9
2403558,54,89,1-54-2024-089-06,6,1,1,2,Event Record 2,1,15048,0,2,9997.0000,1,9997.0000,-4.8300,120.0000,1.6100,120.0000,154.880686626287,9,9
2403282,59,103,1-59-2024-103-02,2,1,1,1,First Record,1,4289,0,1,0.0000,1,9997.0000,-58.0300,299.5000,997.0000,9997.0000,48.7900687173874,6,9
2403722,28,114,1-28-2024-114-07,7,1,1,1,Record 1,1,17780,0,1,9997.0000,1,9997.0000,-43.0000,300.0000,-12.0000,297.5000,44.330330715033,3,9
2404211,32,129,1-32-2024-129-03,3,1,1,1,Event Record 1,1,6970,0,1,9997.0000,1,9997.0000,-14.4900,162.0000,-22.5400,94.0000,349.213384549016,7,9
2403523,22,106,1-22-2024-106-07,7,1,1,2,Event Record 2,1,10598,0,1,9997.0000,1,160.0000,-12.0000,300.0000,-1.0000,130.0000,30.7647443712059,12,9
2403258,21,67,1-21-2024-067-03,3,2,1,3,Record 3,95,5487,1,3,0.9900,1,158.0000,-14.0000,158.0000,-21.0000,92.0000,317.13900450633,11,9
2405336,27,164,1-27-2024-164-03,3,1,1,1,EVENT 1,1,4186,0,1,0.0000,1,282.5000,-12.0000,282.5000,0.0000,0.0000,32.3914110115022,3,9
2403464,17,107,1-17-2024-107-04,4,1,1,1,Record 1,95,5088,0,1,9997.0000,1,404.0000,19.0000,404.0000,56.0000,404.0000,94.2888928293055,4,9
2400802,77,26,1-77-2024-026-03,3,1,1,1,EVENT 1,1,1876,0,1,0.0000,1,95.0000,-28.0000,95.0000,4.0000,300.0000,122.494592247471,9,9
2401692,52,24,1-52-2024-024-03,3,1,1,1,Record 1,1,13172,0,1,9997.0000,1,188.0000,-33.0000,200.0000,-13.0000,120.0000,14.3319114740878,12,9
2401151,11,27,1-11-2024-027-07,7,1,1,1,Event Record 1,1,18220,0,1,9997.0000,1,145.0000,15.0000,145.0000,6.0000,150.0000,2347.74116870245,8,9
2405771,57,179,1-57-2024-179-06,6,4,1,3,2nd Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,210.079816306198,1,9
2404689,12,89,1-12-2024-089-04,4,2,1,2,Record 2,1,5019,0,2,9997.0000,1,104.0000,19.0000,104.0000,0.0000,72.0000,281.489589220678,9,9
2402525,31,48,1-31-2024-048-08,8,1,1,1,Deployment,99,29405,7,97,0.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,222.937813489072,6,9
2405542,19,78,1-19-2024-078-04,4,1,1,1,Most Recent Frontal/Rear Event,1,999997,7,97,9997.0000,1,9997.0000,-7.4000,9997.0000,997.0000,9997.0000,295.155947411272,9,9
2405565,60,90,1-60-2024-090-08,8,1,1,2,Non-Deployment,1,31225,0,97,9997.0000,1,9997.0000,-1.8515,50.0000,997.0000,9997.0000,193.300886538683,8,9
2404901,59,145,1-59-2024-145-03,3,1,1,1,Record 1,1,4136,0,1,9997.0000,1,9997.0000,-11.0000,292.5000,-11.0000,85.0000,36.1342171260839,6,9
2404500,15,175,1-15-2024-175-03,3,2,1,1,EVENT 1,1,1967,0,1,0.0000,1,300.0000,-14.0000,297.5000,-6.0000,300.0000,25.3294057561508,1,9
2401483,77,52,1-77-2024-052-03,3,1,1,1,EVENT 1,1,5891,0,1,0.0000,1,300.0000,-12.0000,255.0000,2.0000,300.0000,88.2007524015232,9,9
2405588,73,138,1-73-2024-138-09,9,1,1,1,Most Recent Event,4,13517,0,2,1.4000,1,9997.0000,-11.0000,282.0000,6.0000,112.0000,391.385640426636,3,9
2400988,18,38,1-18-2024-038-04,4,2,1,1,Most Recent Event,1,3058,0,1,9995.0000,1,9997.0000,-15.0000,130.0000,2.0000,74.0000,84.630238881144,6,9
2401612,77,55,1-77-2024-055-04,4,1,1,1,Frontal / Rear / Side Crash Record 1,1,756,0,1,8888.0000,1,75.0000,5.0000,72.5000,12.0000,75.0000,435.809175167292,9,9
2400879,25,20,1-25-2024-020-09,9,1,1,1,Deployment,95,18384,0,97,-2.2400,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,390.268448646161,2,9
2401861,30,61,1-30-2024-061-07,7,2,1,1,EVENT 1,1,18248,0,1,0.0000,1,152.5000,27.0000,152.5000,5.0000,297.5000,2272.42307235268,10,9
2405104,27,159,1-27-2024-159-04,4,2,1,1,Frontal/Rear/Side Crash,2,6026,0,97,1.3330,7,9997.0000,-8.6000,108.0000,997.0000,9997.0000,54.2607504864428,3,9
2401555,16,45,1-16-2024-045-03,3,1,1,2,Event Record 2,99,999997,7,2,0.4000,0,9997.0000,-1.0000,9997.0000,-1.0000,9997.0000,256.821744116867,5,9
2400914,27,30,1-27-2024-030-04,4,1,1,3,Record 3,97,2526,0,1,0.0000,1,0.0000,0.0000,0.0000,0.0000,0.0000,23.5163223733446,3,9
2400914,27,30,1-27-2024-030-04,4,1,1,6,Record 6,97,1864,0,1,0.0000,1,0.0000,0.0000,0.0000,0.0000,0.0000,23.5163223733446,3,9
2404280,62,122,1-62-2024-122-02,2,5,1,3,Event Record 3,6,1904,0,2,0.0000,1,293.0000,-3.0000,250.0000,7.0000,292.5000,28.5234131836987,7,9
2406341,24,177,1-24-2024-177-03,3,2,1,1,Most Recent Event,1,1762,0,97,0.6975,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,84.1556182704533,1,9
2403536,20,95,1-20-2024-095-03,3,1,1,2,Event Record 2,10,7025,1,2,3.9000,1,170.0000,-1.0000,125.0000,9.0000,170.0000,140.279626384234,11,9
2402139,17,70,1-17-2024-070-04,4,2,1,1,First Record,1,337,0,1,9997.0000,1,9997.0000,-20.2600,209.0000,997.0000,9997.0000,135.89963259832,4,9
2403513,15,138,1-15-2024-138-09,9,1,1,1,Most Recent Event,1,17562,0,97,9997.0000,1,9997.0000,-25.7000,138.0000,997.0000,9997.0000,342.689892288111,1,9
2403513,15,138,1-15-2024-138-09,9,1,1,4,3rd Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,342.689892288111,1,9
2405508,59,163,1-59-2024-163-02,2,2,1,1,EVENT 1,1,1445,0,97,8888.0000,1,117.5000,26.0000,117.5000,3.0000,82.5000,48.7900687173874,6,9
2404034,14,71,1-14-2024-071-01,1,1,1,1,Deployment,1,6466,0,97,0.0000,7,9997.0000,-58.1693,227.5000,997.0000,9997.0000,247.606686231623,8,9
2404532,77,144,1-77-2024-144-09,9,1,1,1,Most Recent Frontal/Rear Event,97,999997,7,97,9997.0000,1,9997.0000,5.9000,9997.0000,997.0000,9997.0000,74.095201462238,9,9
2402972,11,82,1-11-2024-082-NM1,21,1,1,1,Most Recent Event,97,13243,0,97,9997.0000,1,9997.0000,-7.7000,143.0000,997.0000,9997.0000,37.1071357763572,8,9
2400161,62,8,1-62-2024-008-09,9,2,1,1,Most Recent Frontal/Rear Event,1,999997,7,97,9997.0000,7,9997.0000,-21.7000,9997.0000,997.0000,9997.0000,3480.57935768494,7,9
2400871,33,13,1-33-2024-013-04,4,1,1,1,Deployment,1,31396,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,111.292117176714,12,9
2406158,30,206,1-30-2024-206-03,3,1,1,1,"Record 1, Most Recent",1,6110,0,1,9997.0000,1,9997.0000,-56.0000,240.0000,-1.0000,15.0000,339.574625265226,10,9
2400370,28,6,1-28-2024-006-09,9,1,1,1,First Record,3,20381,1,3,3600.0000,1,9997.0000,12.1500,300.0000,-14.3000,300.0000,112.3042323572,3,9
2405657,18,138,1-18-2024-138-02,2,1,1,1,Frontal / Rear Crash Record 1,2,8372,0,1,9997.0000,1,9997.0000,9.0000,137.5000,21.0000,137.5000,46.7280335632617,6,9
2405657,18,138,1-18-2024-138-02,2,1,1,4,Rollover Record 4,2,8372,0,1,9997.0000,1,9997.0000,-2.0000,265.0000,997.0000,9997.0000,46.7280335632617,6,9
2404947,60,73,1-60-2024-073-02,2,1,1,1,Rollover,95,1198,1,97,2.5900,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,34.2089348957855,8,9
2404947,60,73,1-60-2024-073-02,2,1,1,4,Side Crash,95,999997,7,97,0.1400,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,34.2089348957855,8,9
2402101,27,66,1-27-2024-066-06,6,2,1,2,Event Record 2,1,9312,0,1,9997.0000,1,292.5000,-4.0000,300.0000,-1.0000,55.0000,22.8219831356438,3,9
2402229,27,71,1-27-2024-071-04,4,2,1,1,Most Recent Event,1,3083,0,1,9995.0000,1,9997.0000,1.0000,58.0000,19.0000,80.0000,47.5169504868394,3,9
2404727,27,149,1-27-2024-149-04,4,2,1,3,Side Crash,1,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,18.7495302149441,3,9
2402706,30,96,1-30-2024-096-02,2,1,1,3,2nd Prior Event,1,999997,7,97,0.0040,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,41.0620689400047,10,9
2401501,54,37,1-54-2024-037-04,4,1,1,1,Rollover,1,3561,0,97,0.0245,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,152.997399597271,9,9
2406307,26,137,1-26-2024-137-05,5,1,1,5,4th Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,81.3263153382772,10,9
2400568,73,16,1-73-2024-016-06,6,2,1,1,Event Record 1,1,12334,0,1,9997.0000,1,37.5000,-12.0000,27.5000,4.0000,30.0000,37.0946854309253,3,9
2401089,57,22,1-57-2024-022-02,2,1,1,2,Event Record 2,2,6222,0,2,1.7200,1,9997.0000,1.6100,98.0000,8.0500,102.0000,13.1815107490417,1,9
2403353,25,87,1-25-2024-087-03,3,1,1,2,Second Record,95,5645,0,2,9997.0000,1,9997.0000,-0.8400,277.5000,997.0000,9997.0000,344.35142568303,2,9
2406021,14,122,1-14-2024-122-03,3,1,1,3,Side Crash,1,999997,7,97,9995.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,136.771072739086,8,9
2400107,48,8,1-48-2024-008-07,7,1,1,2,1st Prior Event,97,1337,0,97,9997.0000,1,9997.0000,-8.1000,149.0000,997.0000,9997.0000,563.199589112615,12,9
2405039,12,97,1-12-2024-097-06,6,1,1,2,1st Prior Event,95,19076,0,97,9997.0000,1,9997.0000,-20.2000,209.0000,997.0000,9997.0000,370.051856891055,9,9
2401003,20,25,1-20-2024-025-03,3,1,1,1,Event Record 1,1,16391,0,1,9997.0000,1,242.5000,-20.0000,242.5000,-33.0000,232.5000,30.7883079321252,11,9
2405182,67,45,1-67-2024-045-08,8,1,1,2,1st Prior Frontal/Rear Event,2,999997,7,97,9997.0000,7,9997.0000,2.8000,9997.0000,997.0000,9997.0000,85.9268951316915,7,9
2404000,25,105,1-25-2024-105-04,4,2,1,1,Frontal / Rear / Side Crash Record 1,1,1402,0,1,8888.0000,1,160.0000,12.0000,165.0000,1.0000,92.5000,459.794085497368,2,9
2404925,12,95,1-12-2024-095-03,3,1,1,3,Record 3,2,9167,0,3,0.4200,1,286.0000,-37.0000,284.0000,-7.0000,144.0000,164.057323491007,9,9
2402386,82,58,1-82-2024-058-04,4,1,1,3,2nd Prior Event,97,999997,7,97,9995.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,595.159797221277,1,9
2400348,16,9,1-16-2024-009-01,1,1,1,2,Second Record,3,13319,1,2,0.8000,1,9997.0000,-2.0000,240.0000,997.0000,9997.0000,15.8174891263142,5,9
2402987,14,49,1-14-2024-049-03,3,1,1,1,Frontal/Rear/Side Crash,1,4881,0,97,9995.0000,7,9997.0000,21.8000,130.0000,997.0000,9997.0000,321.254328129783,8,9
2402987,14,49,1-14-2024-049-03,3,1,1,4,Side Crash,97,999997,7,97,9995.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,321.254328129783,8,9
2400342,25,6,1-25-2024-006-03,3,1,1,2,1st Prior Event,2,13674,0,97,9997.0000,1,9997.0000,-24.5000,122.0000,997.0000,9997.0000,123.15049611068,2,9
2406306,30,214,1-30-2024-214-06,6,2,1,2,1st Prior Event,1,9436,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1754.61481084793,10,9
2406325,77,204,1-77-2024-204-03,3,1,1,3,Side Crash,1,999997,7,97,9995.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,265.544959638898,9,9
2406330,17,206,1-17-2024-206-03,3,1,1,3,Event Record 3,95,15421,0,3,3.3200,1,9997.0000,-1.6100,164.0000,-11.2700,210.0000,145.71700842556,4,9
2406331,13,88,1-13-2024-088-02,2,1,1,1,Event Record 1,1,12078,0,1,9997.0000,1,80.0000,4.0000,110.0000,20.0000,77.5000,14.0005931901574,7,9
2406341,24,177,1-24-2024-177-03,3,1,1,2,1st Prior Event,1,23575,0,97,9997.0000,1,9997.0000,-26.5000,104.5000,997.0000,9997.0000,84.1556182704533,1,9
2406359,21,160,1-21-2024-160-02,2,2,1,1,Most Recent Event,3,16157,0,2,1.2000,1,9997.0000,-14.0000,132.0000,2.0000,84.0000,93.4168746042218,11,9
2406371,62,189,1-62-2024-189-03,3,2,1,1,Impact Event Record 1,1,702,0,1,9997.0000,1,120.0000,-21.0000,120.0000,2.0000,102.5000,83.7675023778334,7,9
2406060,17,199,1-17-2024-199-06,6,2,1,1,First Record,1,11868,0,1,0.0000,1,9997.0000,-17.1200,300.0000,997.0000,9997.0000,94.6332628692639,4,9
2400415,17,12,1-17-2024-012-06,6,2,1,1,Event Record 1,1,15083,0,1,9997.0000,1,9997.0000,-9.6600,180.0000,9.6600,114.0000,225.176724198035,4,9
2405576,11,167,1-11-2024-167-02,2,1,1,1,Side Crash,95,999997,7,97,0.1000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,30.7614595081659,8,9
2405576,11,167,1-11-2024-167-02,2,1,1,4,Side Crash,1,999997,7,97,9995.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,30.7614595081659,8,9
2404537,59,132,1-59-2024-132-04,4,1,1,2,Side Crash,1,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,99.64038886362,6,9
2404394,77,141,1-77-2024-141-06,6,1,1,1,Most Recent Event,1,5208,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,430.995949103479,9,9
2406042,30,204,1-30-2024-204-09,9,2,1,1,Event Record 1,1,19143,0,1,9997.0000,1,9997.0000,25.0000,147.5000,-1.0000,147.5000,11034.5007758715,10,9
2402541,16,77,1-16-2024-077-02,2,1,1,3,2nd Prior Event,95,999997,7,97,0.4605,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,15.1092509057653,5,9
2401216,57,25,1-57-2024-025-03,3,2,1,1,Rollover,1,8990,0,97,0.0335,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,150.626658607379,1,9
2401216,57,25,1-57-2024-025-03,3,2,1,4,Side Crash,97,999997,7,97,9995.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,150.626658607379,1,9
2405481,28,172,1-28-2024-172-03,3,1,1,1,Frontal / Rear Crash Record 1,1,3174,0,1,9997.0000,1,9997.0000,-48.0000,172.5000,23.0000,150.0000,45.3225041425836,3,9
2404230,12,77,1-12-2024-077-03,3,1,1,1,Event Record 1,95,1936,0,1,0.0000,1,9997.0000,0.0000,0.0000,6.0000,275.0000,164.057323491007,9,9
2402230,27,72,1-27-2024-072-03,3,1,1,1,Impact Event Record 1,1,1268,0,1,9997.0000,1,115.0000,-42.0000,115.0000,-7.0000,145.0000,39.3017294904609,3,9
2402380,27,74,1-27-2024-074-06,6,1,1,3,Record 3,4,16380,1,3,0.5000,1,172.0000,-20.0000,172.0000,9.0000,148.0000,78.7044382164163,3,9
2401041,28,27,1-28-2024-027-01,1,2,1,2,Side Crash Record 2,1,10305,0,1,9997.0000,1,9997.0000,-70.0000,210.0000,18.0000,125.0000,36.6185653494975,3,9
2401849,29,18,1-29-2024-018-03,3,1,1,1,Event Record 1,1,7384,0,1,9997.0000,1,115.0000,-17.0000,115.0000,-5.0000,100.0000,104.719093140208,2,9
2401709,54,40,1-54-2024-040-09,9,2,1,1,Event Record 1,1,17903,0,1,9997.0000,1,9997.0000,-4.0000,147.5000,4.0000,300.0000,117.274582131211,9,9
2402207,60,24,1-60-2024-024-06,6,2,1,1,Event Record 1,1,17152,0,1,9997.0000,1,9997.0000,31.0000,162.5000,-8.0000,110.0000,255.395501854437,8,9
2402384,60,26,1-60-2024-026-03,3,1,1,3,Event 3,3,19003,1,3,1.1400,1,100.0000,-14.4900,100.0000,-1.6100,100.0000,267.027731709782,8,9
2402160,62,55,1-62-2024-055-04,4,2,1,1,First Record,1,8216,0,1,0.0000,1,9997.0000,-81.1400,178.0000,997.0000,9997.0000,1788.30992745826,7,9
2402405,62,62,1-62-2024-062-05,5,2,1,3,2nd Prior Event,97,999997,7,97,9997.0000,1,9997.0000,3.4000,9997.0000,997.0000,9997.0000,79.6455162566525,7,9
2405104,27,159,1-27-2024-159-04,4,2,1,4,Side Crash,1,999997,7,97,9995.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,54.2607504864428,3,9
2404274,81,104,1-81-2024-104-05,5,1,1,1,First Record,1,11206,0,1,9997.0000,1,95.0000,-2.0000,9997.0000,997.0000,9997.0000,127.116650862835,8,9
2401758,62,44,1-62-2024-044-06,6,2,1,3,Prior Frontal/Rear Event,1,999997,7,97,9997.0000,1,9997.0000,-23.8000,9997.0000,997.0000,9997.0000,1143.6537824324,7,9
2405296,19,74,1-19-2024-074-09,9,1,1,1,Event Record 1,1,17839,0,1,9997.0000,1,297.5000,-4.0000,115.0000,-5.0000,297.5000,803.524783167018,9,9
2401360,48,47,1-48-2024-047-05,5,2,1,1,EVENT 1,1,19891,0,1,0.0000,1,110.0000,-26.0000,110.0000,-21.0000,80.0000,80.9035530796695,12,9
2405339,27,167,1-27-2024-167-09,9,1,1,2,Event Record 2,4,19214,1,2,2.1000,1,167.5000,-34.0000,170.0000,8.0000,167.5000,190.105427667502,3,9
2401446,22,42,1-22-2024-042-06,6,1,1,1,Most Recent Event,2,7542,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,36.9156947743252,12,9
2401446,22,42,1-22-2024-042-06,6,1,1,4,3rd Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,36.9156947743252,12,9
2402336,24,57,1-24-2024-057-03,3,3,1,1,Event Record #1,2,4774,0,1,9997.0000,1,30.0000,-11.0000,30.0000,7.0000,170.0000,93.2665902000933,1,9
2401340,59,44,1-59-2024-044-08,8,2,1,1,Event Record 1,1,29018,0,1,9997.0000,1,9997.0000,16.0000,135.0000,4.0000,300.0000,88.9173994035588,6,9
2404151,81,102,1-81-2024-102-02,2,2,1,1,Event Record 1,1,1018,0,1,0.0000,1,9997.0000,60.0000,107.5000,5.0000,285.0000,26.6902214863668,8,9
2403739,79,79,1-79-2024-079-10,10,1,1,1,Most Recent Frontal/Rear Event,1,999997,7,97,9997.0000,1,9997.0000,-27.7000,9997.0000,997.0000,9997.0000,174.035213758045,8,9
2405946,16,128,1-16-2024-128-02,2,1,1,1,Event Record 1,95,6590,0,1,9997.0000,1,9997.0000,1.0000,300.0000,-5.0000,255.0000,28.4733610013342,5,9
2402079,11,52,1-11-2024-052-03,3,2,1,1,"Record 1, Most Recent",2,11295,0,4,2.1450,1,9997.0000,1.0000,50.0000,-9.0000,282.5000,212.616287924737,8,9
2402079,11,52,1-11-2024-052-03,3,2,1,4,Record 4,1,11295,0,1,0.0000,1,9997.0000,-22.0000,130.0000,-4.0000,60.0000,212.616287924737,8,9
2400181,59,9,1-59-2024-009-08,8,1,1,1,Non-Deployment,1,21813,0,97,9997.0000,1,16.9400,997.0000,9997.0000,997.0000,9997.0000,157.411754942879,6,9
2403244,22,95,1-22-2024-095-06,6,1,1,1,Record 1,1,15665,0,1,9997.0000,1,9997.0000,-38.0000,150.0000,8.0000,127.5000,88.2065738868729,12,9
2403244,22,95,1-22-2024-095-06,6,2,1,2,1st Prior Event,1,12750,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,88.2065738868729,12,9
2403244,22,95,1-22-2024-095-06,6,2,1,5,4th Prior Event,97,12018,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,88.2065738868729,12,9
2401893,18,67,1-18-2024-067-06,6,2,1,1,Record 1,1,7263,0,1,9997.0000,1,112.0000,-7.0000,112.0000,12.0000,90.0000,256.576748444126,6,9
2402390,66,55,1-66-2024-055-07,7,1,1,1,Most Recent Event,1,8750,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,133.367571576148,6,9
2402390,66,55,1-66-2024-055-07,7,1,1,4,3rd Prior Event,1,8750,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,133.367571576148,6,9
2401267,69,21,1-69-2024-021-01,1,2,1,3,2nd Prior Event,1,3379,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,7.73450557740044,8,9
