CASEID,PSU,CASENO,CASENUMBER,CATEGORY,NMNO,CONFLICTNO,VEHNO,CONTACT,CASEWGT,PSUSTRAT,VERSION
2405578,32,150,1-32-2024-150-NM1,21,1,4,1,J,61.8412176679644,7,9
2404582,24,129,1-24-2024-129-NM1,21,1,5,1,H,23.1726143074507,1,9
2405578,32,150,1-32-2024-150-NM1,21,1,1,1,A,61.8412176679644,7,9
2405578,32,150,1-32-2024-150-NM1,21,1,1,1,B,61.8412176679644,7,9
2405578,32,150,1-32-2024-150-NM1,21,1,2,1,I,61.8412176679644,7,9
2405578,32,150,1-32-2024-150-NM1,21,1,3,1,C,61.8412176679644,7,9
2405578,32,150,1-32-2024-150-NM1,21,1,3,1,D,61.8412176679644,7,9
2404582,24,129,1-24-2024-129-NM1,21,1,1,1,B,23.1726143074507,1,9
2404582,24,129,1-24-2024-129-NM1,21,1,1,1,D,23.1726143074507,1,9
2404582,24,129,1-24-2024-129-NM1,21,1,2,1,F,23.1726143074507,1,9
2404582,24,129,1-24-2024-129-NM1,21,1,4,1,C,23.1726143074507,1,9
2404582,24,129,1-24-2024-129-NM1,21,1,3,1,E,23.1726143074507,1,9
2404582,24,129,1-24-2024-129-NM1,21,1,3,1,G,23.1726143074507,1,9
2405977,26,132,1-26-2024-132-NM1,21,1,2,1,D,29.2426811637843,10,9
2405977,26,132,1-26-2024-132-NM1,21,1,3,1,E,29.2426811637843,10,9
2405977,26,132,1-26-2024-132-NM1,21,2,1,1,A,29.2426811637843,10,9
2405977,26,132,1-26-2024-132-NM1,21,2,1,1,B,29.2426811637843,10,9
2405977,26,132,1-26-2024-132-NM1,21,2,1,1,C,29.2426811637843,10,9
2405977,26,132,1-26-2024-132-NM1,21,2,2,1,F,29.2426811637843,10,9
2400618,16,20,1-16-2024-020-NM1,21,1,1,2,A,19.3635256654646,5,9
2400618,16,20,1-16-2024-020-NM1,21,1,1,2,F,19.3635256654646,5,9
2400618,16,20,1-16-2024-020-NM1,21,1,2,2,B,19.3635256654646,5,9
2400618,16,20,1-16-2024-020-NM1,21,1,2,2,D,19.3635256654646,5,9
2400618,16,20,1-16-2024-020-NM1,21,1,3,2,C,19.3635256654646,5,9
2400618,16,20,1-16-2024-020-NM1,21,1,4,2,E,19.3635256654646,5,9
2400618,16,20,1-16-2024-020-NM1,21,1,5,2,G,19.3635256654646,5,9
2400618,16,20,1-16-2024-020-NM1,21,1,6,2,H,19.3635256654646,5,9
2400618,16,20,1-16-2024-020-NM1,21,1,7,2,I,19.3635256654646,5,9
2403509,82,89,1-82-2024-089-NM2,22,1,2,1,A,184.00474438731,1,9
2401053,27,34,1-27-2024-034-NM2,22,1,1,1,A,32.7871735473087,3,9
2405381,22,165,1-22-2024-165-NM2,22,1,1,1,C,86.2407444911639,12,9
2405381,22,165,1-22-2024-165-NM2,22,1,1,1,D,86.2407444911639,12,9
2405381,22,165,1-22-2024-165-NM2,22,1,1,1,E,86.2407444911639,12,9
2405381,22,165,1-22-2024-165-NM2,22,1,2,1,A,86.2407444911639,12,9
2405381,22,165,1-22-2024-165-NM2,22,1,2,1,B,86.2407444911639,12,9
2403403,29,33,1-29-2024-033-NM2,22,1,2,1,A,717.115181555973,2,9
2405722,30,193,1-30-2024-193-NM2,22,1,2,1,A,2186.42290292287,10,9
2402376,15,92,1-15-2024-092-NM2,22,1,2,1,A,172.627983004139,1,9
2402868,32,101,1-32-2024-101-NM1,21,1,2,1,A,21.5942405462542,7,9
2402625,21,52,1-21-2024-052-NM2,22,1,1,1,A,1946.80039165077,11,9
2402625,21,52,1-21-2024-052-NM2,22,1,1,1,B,1946.80039165077,11,9
2402625,21,52,1-21-2024-052-NM2,22,1,1,1,C,1946.80039165077,11,9
2402625,21,52,1-21-2024-052-NM2,22,1,1,1,D,1946.80039165077,11,9
2402625,21,52,1-21-2024-052-NM2,22,1,2,1,E,1946.80039165077,11,9
2402625,21,52,1-21-2024-052-NM2,22,1,2,1,F,1946.80039165077,11,9
2402625,21,52,1-21-2024-052-NM2,22,1,3,1,G,1946.80039165077,11,9
2402625,21,52,1-21-2024-052-NM2,22,1,3,1,H,1946.80039165077,11,9
2402625,21,52,1-21-2024-052-NM2,22,1,4,1,I,1946.80039165077,11,9
2402625,21,52,1-21-2024-052-NM2,22,1,5,1,J,1946.80039165077,11,9
2402888,15,114,1-15-2024-114-NM2,22,1,2,1,A,35.5740146987417,1,9
2400518,26,10,1-26-2024-010-NM2,22,1,2,1,A,585.861766834301,10,9
2404354,12,79,1-12-2024-079-NM2,22,1,1,1,B,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,1,1,C,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,1,1,E,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,1,1,D,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,1,1,A,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,2,1,F,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,2,1,G,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,3,1,I,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,3,1,H,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,4,1,J,719.957760795501,9,9
2401752,13,46,1-13-2024-046-NM2,22,1,1,1,A,2482.68938093394,7,9
2401752,13,46,1-13-2024-046-NM2,22,1,2,1,B,2482.68938093394,7,9
2402195,79,44,1-79-2024-044-NM2,22,1,2,1,A,110.555038236303,8,9
2401800,60,18,1-60-2024-018-NM1,21,1,1,1,A,135.73456108388,8,9
2401800,60,18,1-60-2024-018-NM1,21,1,1,1,B,135.73456108388,8,9
2401800,60,18,1-60-2024-018-NM1,21,1,2,1,C,135.73456108388,8,9
2401800,60,18,1-60-2024-018-NM1,21,1,2,1,D,135.73456108388,8,9
2401800,60,18,1-60-2024-018-NM1,21,1,3,1,E,135.73456108388,8,9
2403644,21,77,1-21-2024-077-NM2,22,1,2,1,A,1397.14293235216,11,9
2403715,25,97,1-25-2024-097-NM2,22,1,1,1,A,209.921679437629,2,9
2403715,25,97,1-25-2024-097-NM2,22,1,1,1,B,209.921679437629,2,9
2404477,27,140,1-27-2024-140-NM2,22,1,1,1,A,26.6993316813968,3,9
2404477,27,140,1-27-2024-140-NM2,22,1,1,1,B,26.6993316813968,3,9
2404477,27,140,1-27-2024-140-NM2,22,1,1,1,C,26.6993316813968,3,9
2404477,27,140,1-27-2024-140-NM2,22,1,2,1,D,26.6993316813968,3,9
2401036,32,34,1-32-2024-034-NM1,21,1,2,1,A,15.678814367208,7,9
2403028,31,63,1-31-2024-063-NM2,22,1,2,1,A,197.377933176122,6,9
2406323,14,132,1-14-2024-132-NM2,22,1,1,1,A,464.271661627575,8,9
2406323,14,132,1-14-2024-132-NM2,22,1,2,1,B,464.271661627575,8,9
2406323,14,132,1-14-2024-132-NM2,22,1,2,1,C,464.271661627575,8,9
2406323,14,132,1-14-2024-132-NM2,22,1,2,1,D,464.271661627575,8,9
2401113,13,28,1-13-2024-028-NM1,21,1,2,1,A,14.5007405645646,7,9
2401113,13,28,1-13-2024-028-NM1,21,1,2,1,B,14.5007405645646,7,9
2401113,13,28,1-13-2024-028-NM1,21,1,3,1,C,14.5007405645646,7,9
2404955,16,122,1-16-2024-122-NM1,21,1,1,1,B,20.5106500164933,5,9
2404955,16,122,1-16-2024-122-NM1,21,1,1,1,C,20.5106500164933,5,9
2404955,16,122,1-16-2024-122-NM1,21,1,2,1,A,20.5106500164933,5,9
2404955,16,122,1-16-2024-122-NM1,21,1,3,1,D,20.5106500164933,5,9
2403389,15,132,1-15-2024-132-NM2,22,1,2,1,A,43.1774985201338,1,9
2405049,30,174,1-30-2024-174-NM1,21,1,1,1,A,35.2170995864478,10,9
2405049,30,174,1-30-2024-174-NM1,21,1,2,1,B,35.2170995864478,10,9
2405049,30,174,1-30-2024-174-NM1,21,1,2,1,D,35.2170995864478,10,9
2405049,30,174,1-30-2024-174-NM1,21,1,2,1,E,35.2170995864478,10,9
2405049,30,174,1-30-2024-174-NM1,21,1,3,1,C,35.2170995864478,10,9
2405049,30,174,1-30-2024-174-NM1,21,1,4,1,F,35.2170995864478,10,9
2402702,20,77,1-20-2024-077-NM2,22,1,1,1,A,87.941289186377,11,9
2402702,20,77,1-20-2024-077-NM2,22,1,1,1,B,87.941289186377,11,9
2402702,20,77,1-20-2024-077-NM2,22,1,1,1,C,87.941289186377,11,9
2402702,20,77,1-20-2024-077-NM2,22,1,2,1,D,87.941289186377,11,9
2405444,17,180,1-17-2024-180-NM2,22,1,2,1,A,245.767819800364,4,9
2406091,32,158,1-32-2024-158-NM1,21,1,1,1,A,128.080968764564,7,9
2406091,32,158,1-32-2024-158-NM1,21,1,1,1,B,128.080968764564,7,9
2406091,32,158,1-32-2024-158-NM1,21,1,2,1,E,128.080968764564,7,9
2406091,32,158,1-32-2024-158-NM1,21,1,2,1,F,128.080968764564,7,9
2406091,32,158,1-32-2024-158-NM1,21,1,3,1,C,128.080968764564,7,9
2406091,32,158,1-32-2024-158-NM1,21,1,3,1,G,128.080968764564,7,9
2406091,32,158,1-32-2024-158-NM1,21,1,4,1,D,128.080968764564,7,9
2404371,22,130,1-22-2024-130-NM2,22,1,2,1,A,24.4305122731702,12,9
2406352,26,138,1-26-2024-138-NM1,21,1,3,1,E,89.692806404866,10,9
2406352,26,138,1-26-2024-138-NM1,21,1,4,1,F,89.692806404866,10,9
2403003,26,86,1-26-2024-086-NM1,21,1,2,1,A,25.7030205312635,10,9
2404924,12,94,1-12-2024-094-NM1,21,1,1,1,A,263.286057296844,9,9
2404924,12,94,1-12-2024-094-NM1,21,1,1,1,G,263.286057296844,9,9
2404924,12,94,1-12-2024-094-NM1,21,1,2,1,C,263.286057296844,9,9
2404924,12,94,1-12-2024-094-NM1,21,1,3,1,E,263.286057296844,9,9
2404924,12,94,1-12-2024-094-NM1,21,1,4,1,B,263.286057296844,9,9
2404924,12,94,1-12-2024-094-NM1,21,1,4,1,D,263.286057296844,9,9
2404924,12,94,1-12-2024-094-NM1,21,1,4,1,F,263.286057296844,9,9
2404924,12,94,1-12-2024-094-NM1,21,1,5,1,H,263.286057296844,9,9
2403627,26,102,1-26-2024-102-NM2,22,1,1,1,A,471.653968173224,10,9
2403627,26,102,1-26-2024-102-NM2,22,1,2,1,B,471.653968173224,10,9
2404755,22,143,1-22-2024-143-NM2,22,1,2,1,A,85.2845477308788,12,9
2405594,27,174,1-27-2024-174-NM2,22,1,1,1,A,41.6395308351094,3,9
2405594,27,174,1-27-2024-174-NM2,22,1,2,1,B,41.6395308351094,3,9
2405594,27,174,1-27-2024-174-NM2,22,2,2,1,C,41.6395308351094,3,9
2406281,52,63,1-52-2024-063-NM2,22,1,1,1,A,99.7929570162416,12,9
2406292,22,191,1-22-2024-191-NM2,22,1,1,1,A,24.4305122731702,12,9
2406292,22,191,1-22-2024-191-NM2,22,1,1,1,C,24.4305122731702,12,9
2406292,22,191,1-22-2024-191-NM2,22,1,1,1,D,24.4305122731702,12,9
2406292,22,191,1-22-2024-191-NM2,22,1,2,1,B,24.4305122731702,12,9
2406292,22,191,1-22-2024-191-NM2,22,1,3,1,E,24.4305122731702,12,9
2400825,10,13,1-10-2024-013-NM1,21,1,2,1,A,60.5767032793963,4,9
2400831,77,28,1-77-2024-028-NM2,22,1,2,1,A,330.223105550016,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,1,1,L,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,2,1,N,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,3,1,D,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,4,1,I,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,4,1,J,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,4,1,K,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,5,1,P,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,3,1,E,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,3,1,F,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,3,1,G,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,3,1,M,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,3,1,O,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,4,1,H,113.21347390618,9,9
2402956,12,50,1-12-2024-050-NM2,22,1,1,1,B,639.059715073345,9,9
2402956,12,50,1-12-2024-050-NM2,22,1,2,1,A,639.059715073345,9,9
2402956,12,50,1-12-2024-050-NM2,22,1,3,1,C,639.059715073345,9,9
2403102,16,93,1-16-2024-093-NM2,22,1,2,1,A,346.176563309069,5,9
2405856,82,164,1-82-2024-164-NM1,21,1,2,1,A,141.753382777396,1,9
2400248,22,4,1-22-2024-004-NM2,22,1,1,1,A,105.99041920132,12,9
2400248,22,4,1-22-2024-004-NM2,22,1,2,1,B,105.99041920132,12,9
2404267,15,171,1-15-2024-171-NM2,22,1,2,1,A,27.5756522213656,1,9
2405263,81,135,1-81-2024-135-NM1,21,1,1,1,A,20.6268312285561,8,9
2405263,81,135,1-81-2024-135-NM1,21,1,1,1,B,20.6268312285561,8,9
2405263,81,135,1-81-2024-135-NM1,21,1,1,1,C,20.6268312285561,8,9
2405263,81,135,1-81-2024-135-NM1,21,1,2,1,D,20.6268312285561,8,9
2405263,81,135,1-81-2024-135-NM1,21,1,3,1,E,20.6268312285561,8,9
2405595,52,55,1-52-2024-055-NM2,22,1,1,1,A,153.764846051201,12,9
2405595,52,55,1-52-2024-055-NM2,22,1,1,1,B,153.764846051201,12,9
2405595,52,55,1-52-2024-055-NM2,22,1,2,1,C,153.764846051201,12,9
2401459,15,57,1-15-2024-057-NM2,22,1,2,1,A,62.2950385720824,1,9
2403048,10,45,1-10-2024-045-NM2,22,1,2,1,A,461.067694088124,4,9
2403440,57,82,1-57-2024-082-NM1,21,1,2,1,A,13.7201676622522,1,9
2403440,57,82,1-57-2024-082-NM1,21,1,2,1,B,13.7201676622522,1,9
2403440,57,82,1-57-2024-082-NM1,21,1,2,1,C,13.7201676622522,1,9
2403440,57,82,1-57-2024-082-NM1,21,1,4,1,D,13.7201676622522,1,9
2403772,81,91,1-81-2024-091-NM1,21,1,1,1,A,42.9814225528816,8,9
2401098,10,16,1-10-2024-016-NM1,21,1,3,1,C,31.3806248143146,4,9
2401098,10,16,1-10-2024-016-NM1,21,2,2,1,B,31.3806248143146,4,9
2401098,10,16,1-10-2024-016-NM1,21,2,3,1,D,31.3806248143146,4,9
2406065,79,118,1-79-2024-118-NM1,21,1,1,1,A,131.970085856043,8,9
2406065,79,118,1-79-2024-118-NM1,21,1,1,1,B,131.970085856043,8,9
2406065,79,118,1-79-2024-118-NM1,21,1,2,1,C,131.970085856043,8,9
2401084,77,37,1-77-2024-037-NM2,22,1,2,1,A,297.636915073691,9,9
2402080,11,53,1-11-2024-053-NM1,21,1,1,1,A,37.1071357763572,8,9
2402080,11,53,1-11-2024-053-NM1,21,1,1,1,B,37.1071357763572,8,9
2402080,11,53,1-11-2024-053-NM1,21,1,1,1,C,37.1071357763572,8,9
2402080,11,53,1-11-2024-053-NM1,21,1,1,1,E,37.1071357763572,8,9
2402080,11,53,1-11-2024-053-NM1,21,1,1,1,F,37.1071357763572,8,9
2402080,11,53,1-11-2024-053-NM1,21,1,4,1,D,37.1071357763572,8,9
2402080,11,53,1-11-2024-053-NM1,21,1,4,1,I,37.1071357763572,8,9
2402080,11,53,1-11-2024-053-NM1,21,1,5,1,N,37.1071357763572,8,9
2405993,29,104,1-29-2024-104-NM1,21,1,2,1,A,46.066249775962,2,9
2402080,11,53,1-11-2024-053-NM1,21,1,1,1,G,37.1071357763572,8,9
2402080,11,53,1-11-2024-053-NM1,21,1,1,1,H,37.1071357763572,8,9
2402080,11,53,1-11-2024-053-NM1,21,1,2,1,J,37.1071357763572,8,9
2402080,11,53,1-11-2024-053-NM1,21,1,2,1,K,37.1071357763572,8,9
2402080,11,53,1-11-2024-053-NM1,21,1,3,1,L,37.1071357763572,8,9
2402080,11,53,1-11-2024-053-NM1,21,1,3,1,M,37.1071357763572,8,9
2400111,16,3,1-16-2024-003-NM2,22,1,2,1,A,1277.06637139415,5,9
2402767,27,90,1-27-2024-090-NM2,22,1,3,1,B,33.2945661482558,3,9
2402767,27,90,1-27-2024-090-NM2,22,1,2,1,A,33.2945661482558,3,9
2402243,15,87,1-15-2024-087-NM2,22,1,2,1,A,35.7446223566179,1,9
2403500,32,122,1-32-2024-122-NM1,21,1,1,1,A,14.4199310356771,7,9
2403500,32,122,1-32-2024-122-NM1,21,1,2,1,B,14.4199310356771,7,9
2404502,31,95,1-31-2024-095-NM2,22,1,2,1,A,343.437603726452,6,9
2404828,25,128,1-25-2024-128-NM1,21,1,1,1,A,46.3961698932894,2,9
2404828,25,128,1-25-2024-128-NM1,21,1,2,1,B,46.3961698932894,2,9
2404828,25,128,1-25-2024-128-NM1,21,1,3,1,C,46.3961698932894,2,9
2404828,25,128,1-25-2024-128-NM1,21,1,3,1,D,46.3961698932894,2,9
2404828,25,128,1-25-2024-128-NM1,21,1,4,1,E,46.3961698932894,2,9
2403886,24,109,1-24-2024-109-NM1,21,1,1,2,A,23.1726143074507,1,9
2403886,24,109,1-24-2024-109-NM1,21,1,1,2,B,23.1726143074507,1,9
2403886,24,109,1-24-2024-109-NM1,21,1,1,2,C,23.1726143074507,1,9
2403886,24,109,1-24-2024-109-NM1,21,1,1,2,D,23.1726143074507,1,9
2403886,24,109,1-24-2024-109-NM1,21,1,1,2,E,23.1726143074507,1,9
2402140,77,71,1-77-2024-071-NM1,21,1,1,1,A,113.21347390618,9,9
2402140,77,71,1-77-2024-071-NM1,21,1,1,1,B,113.21347390618,9,9
2402140,77,71,1-77-2024-071-NM1,21,1,1,1,C,113.21347390618,9,9
2402140,77,71,1-77-2024-071-NM1,21,1,1,1,D,113.21347390618,9,9
2402140,77,71,1-77-2024-071-NM1,21,1,2,1,E,113.21347390618,9,9
2402306,30,80,1-30-2024-080-NM2,22,1,2,1,A,2370.57424915505,10,9
2402638,82,63,1-82-2024-063-NM2,22,1,2,1,A,317.115950685831,1,9
2404276,81,106,1-81-2024-106-NM1,21,1,1,1,A,34.7221032435964,8,9
2404276,81,106,1-81-2024-106-NM1,21,1,2,1,B,34.7221032435964,8,9
2404276,81,106,1-81-2024-106-NM1,21,1,2,1,C,34.7221032435964,8,9
2404276,81,106,1-81-2024-106-NM1,21,1,3,1,E,34.7221032435964,8,9
2404276,81,106,1-81-2024-106-NM1,21,1,4,1,I,34.7221032435964,8,9
2406219,15,242,1-15-2024-242-NM2,22,1,2,1,A,30.3797729398406,1,9
2406219,15,242,1-15-2024-242-NM2,22,1,3,1,B,30.3797729398406,1,9
2400815,23,13,1-23-2024-013-NM1,21,1,1,2,A,75.3524398717664,5,9
2400815,23,13,1-23-2024-013-NM1,21,1,1,2,B,75.3524398717664,5,9
2400815,23,13,1-23-2024-013-NM1,21,1,2,2,C,75.3524398717664,5,9
2404012,32,127,1-32-2024-127-NM1,21,1,1,1,A,81.1432128652192,7,9
2404012,32,127,1-32-2024-127-NM1,21,1,1,1,B,81.1432128652192,7,9
2404012,32,127,1-32-2024-127-NM1,21,1,2,1,C,81.1432128652192,7,9
2404012,32,127,1-32-2024-127-NM1,21,1,4,1,D,81.1432128652192,7,9
2405266,59,155,1-59-2024-155-NM2,22,1,1,1,A,265.224171982023,6,9
2405266,59,155,1-59-2024-155-NM2,22,1,1,1,B,265.224171982023,6,9
2405266,59,155,1-59-2024-155-NM2,22,1,1,1,C,265.224171982023,6,9
2405266,59,155,1-59-2024-155-NM2,22,1,2,1,D,265.224171982023,6,9
2404825,24,135,1-24-2024-135-NM2,22,1,2,1,A,43.9956216097119,1,9
2405074,16,123,1-16-2024-123-NM1,21,1,1,2,A,43.3211199928482,5,9
2405074,16,123,1-16-2024-123-NM1,21,1,2,2,B,43.3211199928482,5,9
2400652,22,18,1-22-2024-018-NM2,22,1,2,1,A,29.4805146666259,12,9
2404482,82,121,1-82-2024-121-NM2,22,1,3,1,A,375.053029592921,1,9
2402381,27,75,1-27-2024-075-NM2,22,1,1,1,A,58.8273813617497,3,9
2402381,27,75,1-27-2024-075-NM2,22,1,1,1,B,58.8273813617497,3,9
2402381,27,75,1-27-2024-075-NM2,22,1,1,1,C,58.8273813617497,3,9
2402381,27,75,1-27-2024-075-NM2,22,1,2,1,D,58.8273813617497,3,9
2402083,24,50,1-24-2024-050-NM1,21,1,1,1,A,23.1726143074507,1,9
2402083,24,50,1-24-2024-050-NM1,21,1,2,1,B,23.1726143074507,1,9
2402083,24,50,1-24-2024-050-NM1,21,1,3,1,C,23.1726143074507,1,9
2403998,25,103,1-25-2024-103-NM1,21,1,1,1,A,55.4169403670828,2,9
2403998,25,103,1-25-2024-103-NM1,21,1,1,1,B,55.4169403670828,2,9
2403998,25,103,1-25-2024-103-NM1,21,1,1,1,E,55.4169403670828,2,9
2403998,25,103,1-25-2024-103-NM1,21,1,2,1,C,55.4169403670828,2,9
2403998,25,103,1-25-2024-103-NM1,21,1,3,1,F,55.4169403670828,2,9
2403849,62,106,1-62-2024-106-NM1,21,1,2,1,B,41.0383325582026,7,9
2403849,62,106,1-62-2024-106-NM1,21,1,3,1,A,41.0383325582026,7,9
2403849,62,106,1-62-2024-106-NM1,21,1,4,1,C,41.0383325582026,7,9
2405870,81,152,1-81-2024-152-NM1,21,1,1,1,A,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,1,1,B,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,1,1,C,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,1,1,G,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,1,1,F,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,2,1,E,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,2,1,D,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,3,1,H,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,3,1,I,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,3,1,J,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,4,1,K,20.2135532866767,8,9
2401442,26,39,1-26-2024-039-NM1,21,1,2,2,A,25.7030205312635,10,9
2405770,57,178,1-57-2024-178-NM2,22,1,3,1,A,167.365124450856,1,9
2400847,82,23,1-82-2024-023-NM2,22,1,1,1,A,774.715121490359,1,9
2400847,82,23,1-82-2024-023-NM2,22,1,2,1,B,774.715121490359,1,9
2401179,32,40,1-32-2024-040-NM1,21,1,2,2,A,15.2268214619951,7,9
2403432,62,93,1-62-2024-093-NM2,22,1,3,1,A,1033.17136515517,7,9
2404760,32,138,1-32-2024-138-NM1,21,1,1,1,A,41.8806863445024,7,9
2404760,32,138,1-32-2024-138-NM1,21,1,1,1,B,41.8806863445024,7,9
2404760,32,138,1-32-2024-138-NM1,21,1,5,1,L,41.8806863445024,7,9
2404760,32,138,1-32-2024-138-NM1,21,1,2,1,E,41.8806863445024,7,9
2404760,32,138,1-32-2024-138-NM1,21,1,1,1,C,41.8806863445024,7,9
2404760,32,138,1-32-2024-138-NM1,21,1,1,1,D,41.8806863445024,7,9
2404760,32,138,1-32-2024-138-NM1,21,1,3,1,F,41.8806863445024,7,9
2404760,32,138,1-32-2024-138-NM1,21,1,3,1,G,41.8806863445024,7,9
2404760,32,138,1-32-2024-138-NM1,21,1,4,1,I,41.8806863445024,7,9
2404760,32,138,1-32-2024-138-NM1,21,1,4,1,K,41.8806863445024,7,9
2404311,19,58,1-19-2024-058-NM1,21,1,1,1,B,58.1964149408969,9,9
2404311,19,58,1-19-2024-058-NM1,21,1,1,1,D,58.1964149408969,9,9
2404311,19,58,1-19-2024-058-NM1,21,1,1,1,E,58.1964149408969,9,9
2404311,19,58,1-19-2024-058-NM1,21,1,1,1,C,58.1964149408969,9,9
2404311,19,58,1-19-2024-058-NM1,21,1,1,1,A,58.1964149408969,9,9
2404311,19,58,1-19-2024-058-NM1,21,1,3,1,G,58.1964149408969,9,9
2404311,19,58,1-19-2024-058-NM1,21,1,2,1,F,58.1964149408969,9,9
2402198,11,55,1-11-2024-055-NM1,21,1,1,1,A,37.1071357763572,8,9
2402198,11,55,1-11-2024-055-NM1,21,1,1,1,B,37.1071357763572,8,9
2402198,11,55,1-11-2024-055-NM1,21,1,1,1,C,37.1071357763572,8,9
2402198,11,55,1-11-2024-055-NM1,21,1,1,1,D,37.1071357763572,8,9
2402198,11,55,1-11-2024-055-NM1,21,1,1,1,E,37.1071357763572,8,9
2402198,11,55,1-11-2024-055-NM1,21,1,2,1,F,37.1071357763572,8,9
2402198,11,55,1-11-2024-055-NM1,21,1,3,1,G,37.1071357763572,8,9
2401016,24,22,1-24-2024-022-NM1,21,1,1,1,C,81.6170730667138,1,9
2401016,24,22,1-24-2024-022-NM1,21,1,1,1,B,81.6170730667138,1,9
2401016,24,22,1-24-2024-022-NM1,21,1,1,1,A,81.6170730667138,1,9
2401016,24,22,1-24-2024-022-NM1,21,1,2,1,D,81.6170730667138,1,9
2401016,24,22,1-24-2024-022-NM1,21,1,3,1,E,81.6170730667138,1,9
2401016,24,22,1-24-2024-022-NM1,21,1,3,1,G,81.6170730667138,1,9
2402344,16,69,1-16-2024-069-NM1,21,1,2,1,E,26.1808531062603,5,9
2402344,16,69,1-16-2024-069-NM1,21,1,3,1,D,26.1808531062603,5,9
2402344,16,69,1-16-2024-069-NM1,21,1,3,1,F,26.1808531062603,5,9
2402344,16,69,1-16-2024-069-NM1,21,1,4,1,G,26.1808531062603,5,9
2405394,10,107,1-10-2024-107-NM1,21,1,3,1,E,36.1764362071444,4,9
2405394,10,107,1-10-2024-107-NM1,21,1,3,1,F,36.1764362071444,4,9
2405394,10,107,1-10-2024-107-NM1,21,1,4,1,H,36.1764362071444,4,9
2405987,15,233,1-15-2024-233-NM2,22,1,2,1,A,32.4789185953742,1,9
2402738,32,98,1-32-2024-098-NM1,21,1,3,1,G,72.5717518696977,7,9
2402738,32,98,1-32-2024-098-NM1,21,1,4,1,H,72.5717518696977,7,9
2405394,10,107,1-10-2024-107-NM1,21,1,1,1,A,36.1764362071444,4,9
2405394,10,107,1-10-2024-107-NM1,21,1,1,1,B,36.1764362071444,4,9
2405394,10,107,1-10-2024-107-NM1,21,1,1,1,C,36.1764362071444,4,9
2405394,10,107,1-10-2024-107-NM1,21,1,1,1,G,36.1764362071444,4,9
2400923,21,22,1-21-2024-022-NM1,21,1,1,1,A,12.4076963253184,11,9
2400923,21,22,1-21-2024-022-NM1,21,1,1,1,E,12.4076963253184,11,9
2400923,21,22,1-21-2024-022-NM1,21,1,1,1,F,12.4076963253184,11,9
2400923,21,22,1-21-2024-022-NM1,21,1,2,1,B,12.4076963253184,11,9
2400923,21,22,1-21-2024-022-NM1,21,1,2,1,C,12.4076963253184,11,9
2400923,21,22,1-21-2024-022-NM1,21,1,3,1,G,12.4076963253184,11,9
2405454,11,165,1-11-2024-165-NM1,21,1,4,1,A,37.1071357763572,8,9
2402692,69,50,1-69-2024-050-NM1,21,1,1,1,A,7.66811372485411,8,9
2402692,69,50,1-69-2024-050-NM1,21,1,1,1,B,7.66811372485411,8,9
2402692,69,50,1-69-2024-050-NM1,21,1,1,1,C,7.66811372485411,8,9
2402692,69,50,1-69-2024-050-NM1,21,1,2,1,D,7.66811372485411,8,9
