CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SPEEDPRE,SPEEDPREACC,VEHHDG,CONTPLANE,SPEEDIMP,SPEEDIMPACC,SPEEDIMPSRC,FRPDISTANCE,DRIFATIGUE,VEHLIGHTS,LIGHTSBEAM,PROPULSION,HOODMAT,HOODOEM,HOODLENGTH,HOODWIDTHFORW,HOODWIDTHMID,HOODWIDTHREAR,HOODDEPAVAIL,HOODDEPACT,HOODBAGAVAIL,HOODBAGDEPLY,FRNTCONTACT,FRNTCRUSH,FRNTWSCONTACT,FRNTBUMPCOVER,FRNTBUMPREINF,FRNTEAD,FRNTBUMPBTMHT,FRNTBUMPTOPHT,FRNTBUMPLEAD,FRNTGRHOODFORW,FRNTGRTRANS,FRNTGRHOODREAR,FRNTGRWSBASE,FRNTGRWSTOP,FRNTGRHEADCONT,FRNTPROFILE,SIDECONTACT,SIDEGRNDCLEAR,SIDEBUMPBTMHT,SIDEBUMPTOPHT,SIDEWHEELCNTR,SIDEWHEELTOP,SIDEWHEELWELL,SIDEAPILLBTM,SIDEAPILLTOP,SIDEMIRRORTOP,SIDEAPILLWSBTM,SIDEAPILLWSTOP,SIDEMIRRORCNTR,SIDEGRTRANS,SIDEGRTOHOOD,SIDEGRTOHOODCNTR,SIDEGRHEADCONT,VISIONOBSCUREDBY,DISTRACTEDBY,DRIRELATEDFACT,ROADWAYRELFACT,WEATHERRELFACT,OTHERENVFACT,TRAFINTERRUPTIONFACT,DRILLNESS,DETECTDIST,DETECTDISTACC,CALCREVEAL,CALCREVEALACC,CASEWGT,PSUSTRAT,VERSION
2403403,29,33,1-29-2024-033-NM2,22,1,36,4,0,1,36,4,1,6.5,9,99,99,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,0,0,0,0,9,17,2,1.6,1,717.115181555973,2,9
2403389,15,132,1-15-2024-132-NM2,22,1,999,9,999,1,999,9,0,999.9,9,99,99,1,9,9,999,999,999,999,9,9,9,9,9,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,9,9,9,0,0,0,0,999,9,99,99,43.1774985201338,1,9
2403413,81,77,1-81-2024-077-NM1,21,2,0,1,85,2,999,0,0,16,7,99,99,1,9,9,999,999,999,999,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,3,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,7,7,7,7,7,7,7,7,888,8,88,88,23.4695700092411,8,9
2403440,57,82,1-57-2024-082-NM1,21,1,999,9,999,1,999,9,0,999.9,9,99,99,1,3,9,113,86,165,166,0,0,0,0,1,3,0,1,1,1,46,56,10,95,100,215,220,302,889,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,0,0,0,0,9,888,8,88,88,13.7201676622522,1,9
2403432,62,93,1-62-2024-093-NM2,22,1,72,3,10,1,72,3,1,999.9,9,99,99,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,0,0,0,0,0,9,74,5,3.5,3,1033.17136515517,7,9
2403432,62,93,1-62-2024-093-NM2,22,2,999,9,190,9,999,9,0,999.9,9,99,99,9,9,9,999,999,999,999,9,9,9,9,9,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,9,9,0,0,0,0,0,9,999,9,99,99,1033.17136515517,7,9
2403500,32,122,1-32-2024-122-NM1,21,1,999,0,180,1,999,0,0,999.9,9,99,1,1,4,9,95,100,140,155,0,0,0,0,1,1,2,1,1,1,41,51,999,72,75,164,180,268,889,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,0,0,0,0,9,999,9,99,99,14.4199310356771,7,9
2403524,21,72,1-21-2024-072-NM1,21,1,64,4,100,1,64,4,1,15,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,1,0,0,0,0,0,105,5,6.5,9,9.710167648307,11,9
2403509,82,89,1-82-2024-089-NM2,22,1,999,0,230,1,999,0,0,999.9,2,99,99,9,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,1,0,0,0,0,0,999,9,99,99,184.00474438731,1,9
2403550,77,119,1-77-2024-119-NM1,21,1,84,4,30,1,84,4,1,999.9,2,3,99,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,105,5,4.7,4,113.21347390618,9,9
2403576,30,126,1-30-2024-126-NM2,22,1,999,9,0,1,999,9,0,999.9,9,99,99,9,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,888,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,9,0,0,0,0,9,999,9,99,99,516.81832296578,10,9
2403616,32,123,1-32-2024-123-NM1,21,1,109,4,300,1,109,4,1,999.9,9,99,3,1,9,9,999,999,999,999,0,0,0,0,1,9,2,9,9,9,999,999,999,999,999,999,999,999,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,0,0,0,0,0,9,120,5,4,1,73.4062485290255,7,9
2403628,26,103,1-26-2024-103-NM2,22,1,113,0,180,1,113,0,3,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,0,9,9,9,999,999,999,999,999,999,999,999,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,0,0,0,0,0,0,105,4,3.4,1,471.653968173224,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,72,3,90,1,999,9,0,999.9,2,3,99,1,3,9,103,98,160,162,0,0,0,0,1,2,2,1,9,9,50,63,2,89,96,192,198,291,209,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,0,0,0,0,0,0,120,5,10.4,1,33.3381262919494,10,9
2405551,33,106,1-33-2024-106-NM1,21,1,56,3,175,1,56,3,3,18.1,2,0,0,1,3,1,117,96,157,142,0,0,0,0,1,1,0,1,1,2,39,51,2,79,79,182,188,280,889,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,9,0,0,0,0,0,0,1,120,5,7.9,4,41.0900179301514,12,9
2405560,57,173,1-57-2024-173-NM2,22,1,999,0,200,1,999,0,0,999.9,9,99,99,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,999,8,99,99,166.164473508738,1,9
2405574,16,126,1-16-2024-126-NM1,21,1,122,2,320,1,109,2,4,93,2,3,99,1,4,9,87,108,148,156,0,0,0,0,1,4,2,1,1,1,39,52,10,80,80,178,184,277,253,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,120,5,4.2,2,196.102077456907,5,9
2405570,25,151,1-25-2024-151-NM2,22,1,12,2,160,1,8,2,3,0.5,2,0,0,1,3,1,999,999,999,999,0,0,0,0,1,0,0,9,9,9,999,999,999,999,999,999,999,999,889,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,1,1,0,1,0,0,15,1,5.6,10,362.735522403193,2,9
2405575,11,166,1-11-2024-166-NM2,22,1,56,9,185,9,56,9,0,999.9,9,99,99,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,999,9,99,99,1994.3486165726,8,9
2405578,32,150,1-32-2024-150-NM1,21,1,116,2,340,1,117,2,4,999.9,9,99,99,1,4,1,94,104,148,140,0,0,0,0,1,4,0,1,1,9,44,56,6,88,90,180,192,272,996,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,0,0,0,0,0,0,120,5,3.8,0,61.8412176679644,7,9
2403627,26,102,1-26-2024-102-NM2,22,1,24,3,150,2,24,3,1,999.9,2,99,99,1,3,9,999,999,999,999,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,9,1,0,0,0,0,0,105,4,18.4,10,471.653968173224,10,9
2403641,29,39,1-29-2024-039-NM2,22,1,48,3,185,2,48,3,1,999.9,2,99,99,1,9,9,999,999,999,999,9,9,9,9,9,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,4,0,0.3,0,381.081668154122,2,9
2403644,21,77,1-21-2024-077-NM2,22,1,7,2,170,1,7,2,1,999.9,2,99,99,9,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,1,0,0,0,9,9,3,0,1.4,2,1397.14293235216,11,9
2403660,10,59,1-10-2024-059-NM2,22,1,999,0,0,1,999,0,0,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,999,9,99,99,271.413807736263,4,9
2403715,25,97,1-25-2024-097-NM2,22,1,6,2,250,1,6,2,1,0,2,3,1,1,4,1,151,174,180,184,0,0,0,0,1,1,0,1,9,9,54,70,13,74,100,230,235,325,889,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,1,1,1,0,0,0,2,0,0.8,0,209.921679437629,2,9
2403754,21,79,1-21-2024-079-NM1,21,1,16,3,140,1,16,0,3,999.9,9,99,99,1,3,1,97,117,126,140,0,0,0,0,1,1,0,1,1,1,50,63,6,96,106,193,201,278,889,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,0,0,0,0,0,0,26,5,4.7,8,15.3205421761938,11,9
2402952,30,102,1-30-2024-102-NM1,21,2,999,0,270,9,999,9,0,999.9,7,99,99,1,9,9,999,999,999,999,0,0,0,0,9,9,9,9,9,9,999,999,999,999,999,999,999,999,999,3,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,7,7,7,7,7,7,7,7,888,8,88,88,73.645145385009,10,9
2405156,10,100,1-10-2024-100-NM1,21,1,999,0,245,2,999,0,0,999.9,9,99,99,1,4,1,147,137,145,137,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,25,43,61,25,60,63,84,119,107,73,999,999,94,89,999,889,0,9,1,0,0,0,0,9,999,9,99,99,31.3806248143146,4,9
2405167,57,157,1-57-2024-157-NM1,21,1,999,9,50,1,999,9,0,999.9,9,99,99,1,3,1,82,92,151,147,0,0,0,0,1,3,2,1,9,9,41,53,13,88,86,172,177,272,197,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,1,1,0,0,1,0,999,9,99,99,19.2604769426058,1,9
2405218,28,164,1-28-2024-164-NM2,22,1,8,2,245,3,8,2,3,1,2,0,0,1,9,9,999,999,999,999,9,9,9,9,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,1,0,0,888,8,88,88,142.962485684357,3,9
2405234,26,120,1-26-2024-120-NM2,22,1,999,9,290,2,20,2,2,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,9,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,1,0,0,0,0,0,40,3,7.8,10,2513.96756463306,10,9
2405228,82,149,1-82-2024-149-NM2,22,1,999,0,70,1,999,0,0,999.9,2,0,0,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,0,0,0,0,0,0,999,9,99,99,530.041651146454,1,9
2405238,22,161,1-22-2024-161-NM2,22,1,999,0,300,1,999,0,0,999.9,2,0,0,1,9,9,999,999,999,999,0,0,0,0,9,9,9,9,9,9,999,999,999,999,999,999,999,999,999,2,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,1,1,0,0,0,0,0,999,9,99,99,45.2877985053891,12,9
2405242,17,171,1-17-2024-171-NM2,22,1,999,0,175,1,999,0,0,0,2,0,0,1,3,1,104,192,196,201,0,0,0,0,1,1,0,8,1,8,49,76,7,127,134,238,252,343,128,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,1,1,0,0,0,0,0,999,9,99,99,85.8489914277837,4,9
2405730,26,128,1-26-2024-128-NM1,21,1,101,4,270,1,101,4,3,161,9,3,99,1,4,9,107,145,155,154,0,0,0,0,1,3,2,1,2,1,20,50,4,80,73,190,193,280,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,120,5,7.6,5,26.5232523906936,10,9
2405745,22,175,1-22-2024-175-NM2,22,1,20,2,120,1,17,2,1,999.9,2,3,1,1,3,1,73,112,152,164,0,0,0,0,1,0,0,1,9,1,45,67,2,86,86,164,176,274,889,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,13,1,2.2,1,38.9781737548834,12,9
2405728,82,162,1-82-2024-162-NM1,21,1,44,4,35,1,44,4,1,999.9,2,99,99,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,1,0,0,0,0,0,103,5,7.6,10,25.4374322287382,1,9
2405729,82,163,1-82-2024-163-NM2,22,1,999,0,20,1,999,0,0,999.9,2,99,99,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,1,0,0,0,0,0,999,9,99,99,2077.73112331519,1,9
2405770,57,178,1-57-2024-178-NM2,22,1,999,0,30,9,999,0,0,999.9,9,99,99,9,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,0,0,9,9,9,999,9,99,99,167.365124450856,1,9
2405819,60,98,1-60-2024-098-NM1,21,1,28,2,100,1,28,2,1,999.9,2,99,99,1,4,1,98,177,177,158,0,0,0,0,1,2,0,1,1,2,62,79,3,123,134,241,250,330,130,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,1,0,0,0,0,0,70,5,8.5,10,43.22330010499,8,9
2405846,15,225,1-15-2024-225-NM2,22,1,999,9,120,9,999,9,0,999.9,2,99,99,9,9,9,999,999,999,999,9,9,9,9,9,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,9,0,9,0,9,9,0,999,9,99,99,31.8783964598429,1,9
2403048,10,45,1-10-2024-045-NM2,22,1,48,2,225,1,999,0,0,999.9,9,99,99,9,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,9,0,0,0,9,9,888,8,88,88,461.067694088124,4,9
2403799,69,82,1-69-2024-082-NM1,21,1,60,2,160,1,56,2,1,18,2,3,1,1,3,1,110,117,158,150,0,0,0,0,1,3,2,1,1,8,40,54,2,73,67,189,199,280,290,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,109,5,6.4,6,12.0111452927932,8,9
2405266,59,155,1-59-2024-155-NM2,22,1,0,0,0,3,0,0,0,0,2,0,0,1,3,1,999,999,999,999,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,1,0,0,0,0,0,888,8,88,88,265.224171982023,6,9
2403772,81,91,1-81-2024-091-NM1,21,1,121,3,200,1,105,3,2,89,2,3,1,1,3,1,112,148,150,150,0,0,0,0,1,4,2,1,1,1,51,68,999,125,125,206,206,315,274,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,1,0,0,0,0,0,120,5,8.8,0,42.9814225528816,8,9
2403858,77,129,1-77-2024-129-NM1,21,1,60,4,140,1,36,4,1,999.9,2,0,0,1,3,9,107,142,145,146,0,0,0,0,1,2,2,1,1,1,64,72,9,102,102,210,219,291,291,3,1,31,40,72,36,73,83,116,160,126,51,110,87,112,117,191,167,0,0,0,0,0,0,0,0,26,3,1.5,1,113.21347390618,9,9
2403849,62,106,1-62-2024-106-NM1,21,1,101,2,180,1,49,1,4,999.9,9,99,99,1,4,9,999,999,999,999,0,0,0,0,1,9,2,1,2,9,999,999,999,999,999,999,999,999,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,1,9,0,9,1,9,105,5,3.8,2,41.0383325582026,7,9
2403847,81,94,1-81-2024-094-NM1,21,1,56,3,185,1,52,3,1,999.9,9,99,99,1,3,9,108,158,172,167,0,0,0,0,1,3,0,8,1,8,52,68,6,109,109,219,221,296,999,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,68,5,4.2,2,39.6531790525059,8,9
2403877,17,122,1-17-2024-122-NM2,22,1,24,3,95,1,24,3,1,999.9,2,3,1,1,3,1,105,168,168,168,0,0,0,0,1,0,0,1,9,9,50,63,999,108,108,206,278,999,889,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,1,0,0,0,0,0,15,4,3.7,0,97.286021862156,4,9
2403886,24,109,1-24-2024-109-NM1,21,2,999,0,350,1,999,0,0,999.9,7,3,1,1,4,1,100,134,164,166,0,0,0,0,1,2,0,1,2,9,31,45,0,66,56,175,182,272,889,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,7,7,7,7,7,7,7,7,888,8,88,88,23.1726143074507,1,9
2403963,18,109,1-18-2024-109-NM2,22,1,999,0,190,1,999,0,0,999.9,9,99,99,1,9,9,999,999,999,999,9,9,9,9,9,9,9,9,9,9,999,999,999,999,999,888,999,999,999,9,9,999,999,999,888,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,999,9,99,99,178.115957125676,6,9
2406229,81,163,1-81-2024-163-NM1,21,2,999,0,40,1,999,0,0,999.9,2,99,1,1,3,1,106,999,150,999,0,0,0,0,1,3,0,2,1,1,39,49,999,999,999,999,999,999,889,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,0,1,0,0,0,999,9,99,99,20.2135532866767,8,9
2406239,57,194,1-57-2024-194-NM1,21,1,999,9,280,1,999,0,0,26.6,9,99,99,1,9,1,78,94,152,146,0,0,0,0,1,9,0,9,1,9,45,55,999,86,87,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,0,0,0,0,9,888,8,88,88,19.2604769426058,1,9
2406243,67,57,1-67-2024-057-NM2,22,1,64,3,170,1,999,9,0,999.9,9,99,99,1,9,9,999,999,999,999,9,9,9,9,9,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,1,0,0,0,0,0,120,5,12,8,280.830811465838,7,9
2406259,30,213,1-30-2024-213-NM1,21,1,80,3,90,1,80,3,3,999.9,2,99,99,1,3,9,122,122,156,157,0,0,0,0,1,3,0,1,9,9,46,60,10,122,130,230,238,310,160,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,120,5,19,10,70.0679338170937,10,9
2406281,52,63,1-52-2024-063-NM2,22,1,16,3,180,9,999,0,0,999.9,9,99,99,1,9,9,999,999,999,999,0,0,0,0,9,9,9,0,0,0,888,888,888,888,888,888,888,888,888,8,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,1,1,0,0,0,0,9,999,9,99,99,99.7929570162416,12,9
2406292,22,191,1-22-2024-191-NM2,22,1,40,3,50,1,40,3,1,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,2,7,1,1,9,999,999,999,999,999,999,999,999,999,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,1,0,0,0,0,0,120,5,11.3,8,24.4305122731702,12,9
2406376,20,151,1-20-2024-151-NM2,22,1,41,2,225,1,41,2,3,9,2,3,1,1,9,9,999,999,999,999,0,0,0,0,1,3,2,9,9,9,999,999,999,999,999,999,999,999,996,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,1,1,0,0,0,0,0,44,4,4.5,2,1093.0659222961,11,9
2406391,22,194,1-22-2024-194-NM1,21,1,56,3,310,1,48,2,3,13,2,3,1,1,3,1,93,85,149,137,0,0,0,0,1,3,2,1,1,9,38,49,0,73,56,165,173,265,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,0,0,0,0,0,999,9,99,99,23.3960835753343,12,9
2406389,29,113,1-29-2024-113-NM1,21,1,44,4,215,1,44,4,1,999.9,2,3,1,1,4,1,76,116,155,140,0,0,0,0,1,3,2,1,1,1,40,50,11,80,58,160,178,264,200,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,1,0,0,0,0,120,5,9,10,107.444469820023,2,9
2403998,25,103,1-25-2024-103-NM1,21,1,44,2,120,1,44,2,4,17,9,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,7,9,9,9,999,999,999,999,999,999,999,999,999,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,0,0,0,0,0,888,8,88,88,55.4169403670828,2,9
2404012,32,127,1-32-2024-127-NM1,21,1,80,3,270,1,80,3,1,999.9,9,99,99,1,3,9,999,999,999,999,0,0,0,0,1,3,0,9,9,9,999,999,999,999,999,999,999,999,999,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,0,0,0,0,0,20,3,3.2,0,81.1432128652192,7,9
2403980,66,81,1-66-2024-081-NM2,22,1,999,9,180,9,999,9,0,999.9,9,99,99,9,9,9,999,999,999,999,9,9,9,9,9,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,9,9,0,0,9,9,9,999,8,99,99,110.074249285118,6,9
2404029,82,106,1-82-2024-106-NM2,22,1,40,3,270,1,40,3,1,8,2,99,0,1,9,9,999,999,999,999,0,0,0,0,1,9,0,9,9,9,999,999,999,999,999,999,999,999,889,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,1,0,0,0,0,16,1,1.5,0,313.918669121444,1,9
2404042,29,53,1-29-2024-053-NM2,22,1,999,9,25,3,999,9,0,999.9,2,99,99,1,9,9,999,999,999,999,9,9,9,9,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,999,9,99,99,480.123684005821,2,9
2404051,59,121,1-59-2024-121-NM2,22,1,7,2,90,1,7,2,3,1,2,0,0,1,9,9,999,999,999,999,0,0,0,0,1,0,0,9,9,9,999,999,999,999,999,999,999,999,999,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,0,0,0,0,0,4,1,3.1,10,778.982106600467,6,9
2404045,81,98,1-81-2024-098-NM1,21,1,999,9,20,1,999,9,0,999.9,9,99,99,1,3,1,999,999,999,999,0,0,0,0,1,4,2,1,1,9,999,999,999,999,999,999,999,999,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,1,0,0,9,9,9,999,9,99,99,74.6147978501919,8,9
2404053,10,70,1-10-2024-070-NM1,21,1,89,3,90,1,80,3,1,18,2,3,1,1,4,1,82,77,154,164,0,0,0,0,1,4,2,1,1,1,47,60,7,90,100,173,173,275,207,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,29,1,1.2,0,31.3806248143146,4,9
2404064,73,113,1-73-2024-113-NM2,22,1,89,3,205,1,89,3,1,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,1,9,9,999,999,999,999,999,999,999,999,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,1,0,0,0,0,0,105,4,4.4,4,537.853972469241,3,9
2404084,69,91,1-69-2024-091-NM2,22,1,999,9,999,1,999,9,0,999.9,9,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,0,0,0,0,0,0,999,9,99,99,98.6054556454264,8,9
2404100,20,107,1-20-2024-107-NM1,21,1,52,2,250,1,52,2,0,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,8,9,9,9,999,999,999,999,999,999,999,999,999,9,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,17,0,1.2,0,44.2957867500321,11,9
2404117,24,116,1-24-2024-116-NM2,22,1,999,9,260,2,999,9,0,999.9,2,99,99,9,9,9,999,999,999,999,9,9,9,9,2,9,9,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,9,0,0,0,0,0,0,999,9,99,99,150.695729579903,1,9
2404182,77,135,1-77-2024-135-NM2,22,1,80,3,30,1,80,3,1,999.9,2,99,99,1,9,9,999,999,999,999,9,9,9,9,1,9,0,1,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,105,5,4.9,4,829.004115071482,9,9
2404202,52,45,1-52-2024-045-NM1,21,1,56,0,240,1,56,0,3,999.9,2,3,2,1,3,4,121,165,175,167,0,0,0,0,1,3,2,8,1,8,37,47,8,89,100,211,220,290,242,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,0,0,0,0,0,49,0,3.1,0,23.3488363699868,12,9
2404218,24,120,1-24-2024-120-NM2,22,1,999,9,65,1,999,9,0,999.9,2,99,99,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,999,9,99,99,253.744000679976,1,9
2404089,33,76,1-33-2024-076-NM2,22,1,60,3,40,1,60,3,3,60,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,2,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,0,0,0,0,0,0,57,5,3.4,4,228.732430580773,12,9
