CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SPEEDPRE,SPEEDPREACC,VEHHDG,CONTPLANE,SPEEDIMP,SPEEDIMPACC,SPEEDIMPSRC,FRPDISTANCE,DRIFATIGUE,VEHLIGHTS,LIGHTSBEAM,PROPULSION,HOODMAT,HOODOEM,HOODLENGTH,HOODWIDTHFORW,HOODWIDTHMID,HOODWIDTHREAR,HOODDEPAVAIL,HOODDEPACT,HOODBAGAVAIL,HOODBAGDEPLY,FRNTCONTACT,FRNTCRUSH,FRNTWSCONTACT,FRNTBUMPCOVER,FRNTBUMPREINF,FRNTEAD,FRNTBUMPBTMHT,FRNTBUMPTOPHT,FRNTBUMPLEAD,FRNTGRHOODFORW,FRNTGRTRANS,FRNTGRHOODREAR,FRNTGRWSBASE,FRNTGRWSTOP,FRNTGRHEADCONT,FRNTPROFILE,SIDECONTACT,SIDEGRNDCLEAR,SIDEBUMPBTMHT,SIDEBUMPTOPHT,SIDEWHEELCNTR,SIDEWHEELTOP,SIDEWHEELWELL,SIDEAPILLBTM,SIDEAPILLTOP,SIDEMIRRORTOP,SIDEAPILLWSBTM,SIDEAPILLWSTOP,SIDEMIRRORCNTR,SIDEGRTRANS,SIDEGRTOHOOD,SIDEGRTOHOODCNTR,SIDEGRHEADCONT,VISIONOBSCUREDBY,DISTRACTEDBY,DRIRELATEDFACT,ROADWAYRELFACT,WEATHERRELFACT,OTHERENVFACT,TRAFINTERRUPTIONFACT,DRILLNESS,DETECTDIST,DETECTDISTACC,CALCREVEAL,CALCREVEALACC,CASEWGT,PSUSTRAT,VERSION
2402547,59,79,1-59-2024-079-NM1,21,1,999,0,60,1,999,0,0,999.9,9,3,99,1,3,1,121,999,999,999,0,0,0,0,1,3,2,1,9,9,999,999,999,999,999,999,999,999,996,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,1,1,0,0,1,0,0,999,9,99,99,62.3822922049643,6,9
2402571,32,94,1-32-2024-094-NM1,21,1,60,4,255,1,50,9,0,999.9,2,3,0,1,3,1,104,109,136,155,0,0,0,0,1,2,2,1,1,9,29,40,999,86,82,203,206,290,996,3,2,888,888,888,888,888,888,888,888,888,999,999,888,888,999,999,999,0,0,0,0,0,0,0,0,120,5,7,4,27.5926066558606,7,9
2402589,33,42,1-33-2024-042-NM2,22,1,999,0,120,9,999,0,0,999.9,9,99,99,9,9,9,999,999,999,999,9,9,9,9,9,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,9,1,1,0,0,0,9,999,9,99,99,361.093515754961,12,9
2402620,31,52,1-31-2024-052-NM2,22,1,999,9,270,1,999,9,0,999.9,2,3,2,1,3,1,85,100,148,162,0,0,0,0,1,2,0,1,2,1,31,57,7,83,89,171,173,281,156,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,0,0,0,0,0,999,9,99,99,197.377933176122,6,9
2402625,21,52,1-21-2024-052-NM2,22,1,112,4,175,1,112,4,1,999.9,9,99,99,1,4,1,126,99,131,147,0,0,0,0,1,4,2,1,1,1,24,44,3,83,83,208,210,289,240,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,0,0,0,0,9,105,4,3.4,3,1946.80039165077,11,9
2405276,77,169,1-77-2024-169-NM1,21,1,56,3,240,1,56,3,2,999.9,2,3,2,1,3,1,102,132,141,143,0,0,0,0,1,1,0,2,1,9,38,48,9,63,63,168,178,999,889,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,0,0,0,0,0,76,4,4.7,3,113.21347390618,9,9
2405263,81,135,1-81-2024-135-NM1,21,1,16,3,300,1,16,3,1,999.9,2,3,1,1,3,1,999,999,999,999,0,0,0,0,1,3,0,1,1,1,999,999,999,999,999,999,999,999,996,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,1,0,0,0,0,0,51,5,11,1,20.6268312285561,8,9
2405303,30,179,1-30-2024-179-NM2,22,1,12,2,275,1,12,2,2,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,0,0,0,0,0,4,0,1.1,0,503.501583789456,10,9
2405316,24,148,1-24-2024-148-NM1,21,1,64,0,20,2,30,0,3,999.9,2,0,0,1,3,1,116,123,136,140,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,28,49,70,38,77,94,140,184,146,999,999,999,123,125,136,889,0,0,0,1,0,0,0,0,105,4,5.8,3,23.1726143074507,1,9
2405348,15,204,1-15-2024-204-NM2,22,1,999,9,200,1,999,9,0,999.9,9,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,9,9,9,0,0,0,9,0,999,9,99,99,95.8031442610112,1,9
2405355,67,48,1-67-2024-048-NM2,22,1,56,2,225,1,56,2,3,20,2,3,99,1,4,1,113,93,158,152,0,0,0,0,1,4,2,1,2,1,44,61,28,65,90,194,196,285,236,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,1,1,0,0,0,0,8,2,88,88,466.844383438263,7,9
2404652,30,158,1-30-2024-158-NM2,22,1,28,4,310,1,28,4,0,2,2,99,99,9,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,0,0,0,0,0,12,2,1.4,1,415.467981801604,10,9
2405049,30,174,1-30-2024-174-NM1,21,1,69,2,260,1,51,2,4,6.4,2,3,1,1,9,1,999,999,999,999,0,0,0,0,1,2,2,1,9,9,999,999,999,999,999,999,999,999,996,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,1,0,0,0,0,0,0,120,5,5.6,8,35.2170995864478,10,9
2405047,33,97,1-33-2024-097-NM1,21,1,56,3,10,1,56,3,3,17.4,2,99,99,1,3,1,74,78,133,138,0,0,0,0,1,2,8,1,9,9,26,56,14,78,78,174,165,270,996,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,9,0,0,0,0,0,0,120,5,11.7,8,55.4261582929793,12,9
2405074,16,123,1-16-2024-123-NM1,21,2,0,0,130,3,0,0,0,6,7,0,0,1,4,9,94,130,153,158,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,15,999,999,32,65,69,99,130,110,75,61,105,999,90,173,999,7,7,7,7,7,7,7,7,888,8,88,88,43.3211199928482,5,9
2405096,32,144,1-32-2024-144-NM1,21,1,55,0,170,1,55,0,4,999.9,2,3,1,1,3,1,116,140,180,168,0,0,0,0,1,3,2,8,1,1,42,58,12,120,123,238,244,326,310,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,64,0,4.2,0,65.0700959465246,7,9
2405069,11,151,1-11-2024-151-NM1,21,1,8,2,999,3,8,2,2,999.9,7,99,99,9,9,9,999,999,999,999,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,2,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,889,7,7,7,7,7,7,7,7,888,8,88,88,37.1071357763572,8,9
2404141,15,165,1-15-2024-165-NM2,22,1,999,9,175,1,999,9,0,999.9,9,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,9,1,0,0,1,9,9,999,9,99,99,26.3765495168134,1,9
2404140,15,164,1-15-2024-164-NM2,22,1,999,9,175,1,999,9,0,999.9,2,99,99,9,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,0,0,0,0,0,0,999,9,99,99,26.3765495179532,1,9
2404160,25,110,1-25-2024-110-NM2,22,1,12,2,50,2,12,2,1,999.9,2,0,0,1,9,1,999,999,999,999,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,20,4,7.9,10,217.706177804094,2,9
2404163,25,113,1-25-2024-113-NM2,22,1,40,3,340,2,24,3,1,999.9,2,0,0,1,3,1,107,80,150,154,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,40,57,83,38,76,87,122,170,138,73,69,120,116,124,198,889,0,0,1,1,0,0,0,0,105,4,10,10,217.706177804094,2,9
2404169,16,111,1-16-2024-111-NM2,22,1,999,9,50,2,999,0,0,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,2,0,9,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,9,1,0,0,0,0,0,999,9,99,99,253.20495381158,5,9
2404179,60,59,1-60-2024-059-NM1,21,1,89,1,10,1,80,1,3,999.9,2,0,0,1,9,9,999,999,999,999,9,9,9,9,1,3,0,9,9,9,999,999,999,999,999,999,999,999,999,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,0,0,0,0,0,79,0,3.2,0,43.22330010499,8,9
2402738,32,98,1-32-2024-098-NM1,21,1,74,1,85,1,72,1,0,999.9,1,3,1,1,3,1,90,130,165,150,0,0,0,0,1,3,2,1,1,1,34,52,10,78,80,162,175,272,205,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,9,1,0,0,0,9,105,4,5.2,2,72.5717518696977,7,9
2402754,26,79,1-26-2024-079-NM2,22,1,6,2,355,5,6,2,1,4.7,2,3,0,1,9,9,999,999,999,999,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,1,0,0,0,0,0,888,8,88,88,1030.55932741376,10,9
2402755,26,80,1-26-2024-080-NM1,21,1,88,0,355,2,72,0,4,20.3,9,3,99,1,2,1,110,146,156,160,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,20,20,84,35,70,76,100,139,115,81,64,105,96,97,186,889,1,9,1,1,0,0,0,0,888,8,88,88,25.7030205312635,10,9
2402767,27,90,1-27-2024-090-NM2,22,1,4,1,215,3,4,1,3,999.9,2,3,1,1,9,9,999,999,999,999,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,1,0,0,0,0,888,8,88,88,33.2945661482558,3,9
2402769,21,56,1-21-2024-056-NM1,21,1,52,2,80,1,52,2,1,24,2,3,1,1,3,1,56,90,118,144,0,0,0,0,1,3,2,1,9,2,30,59,3,94,77,155,165,260,999,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,105,4,7.4,6,32.5426329002838,11,9
2402638,82,63,1-82-2024-063-NM2,22,1,999,9,999,9,999,9,0,999.9,9,99,99,9,9,9,999,999,999,999,0,0,0,0,2,9,9,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,0,0,0,0,0,999,9,99,99,317.115950685831,1,9
2402832,69,55,1-69-2024-055-NM1,21,1,48,4,180,1,48,4,1,32,9,99,99,1,3,9,99,112,161,147,0,0,0,0,1,3,2,1,1,1,38,53,10,81,81,181,184,274,195,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,9,0,0,0,0,9,15,2,1.1,0,7.66811372485411,8,9
2402306,30,80,1-30-2024-080-NM2,22,1,24,9,130,1,24,9,2,999.9,9,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,0,0,0,0,0,9,999,9,99,99,2370.57424915505,10,9
2402841,24,79,1-24-2024-079-NM1,21,1,72,4,315,1,64,3,1,15,2,3,1,1,4,9,127,999,999,999,0,0,0,0,1,3,2,1,1,1,33,73,999,74,95,199,202,290,263,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,60,5,3.3,3,23.1726143074507,1,9
2402868,32,101,1-32-2024-101-NM1,21,1,999,0,335,1,999,0,0,999.9,9,99,99,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,1,0,0,0,999,9,99,99,21.5942405462542,7,9
2402888,15,114,1-15-2024-114-NM2,22,1,999,9,10,1,999,9,0,999.9,9,99,99,9,9,9,999,999,999,999,9,9,9,9,1,9,7,9,9,9,999,999,999,999,999,999,999,999,999,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,9,9,0,0,0,0,0,999,9,99,99,35.5740146987417,1,9
2402956,12,50,1-12-2024-050-NM2,22,1,16,3,25,1,16,3,1,1,2,0,0,1,3,1,82,72,134,145,0,0,0,0,1,2,0,1,1,9,35,60,6,90,100,175,180,270,888,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,1,0,0,0,0,0,13,3,2.7,2,639.059715073345,9,9
2402933,77,98,1-77-2024-098-NM1,21,1,48,3,190,1,48,3,1,999.9,2,99,99,1,9,9,999,999,999,999,9,9,9,9,1,9,2,9,9,9,999,999,999,999,999,999,999,999,999,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,0,1,0,0,1,0,10,0,0.8,0,113.21347390618,9,9
2405715,76,166,1-76-2024-166-NM1,21,2,0,0,95,1,0,0,0,999.9,7,0,0,1,3,1,119,164,166,168,0,0,0,0,2,0,0,8,1,9,67,78,10,126,135,245,254,333,889,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,7,7,7,7,7,7,7,7,888,8,88,88,85.5567201400254,3,9
2405722,30,193,1-30-2024-193-NM2,22,1,0,0,215,2,12,2,1,0,2,99,99,1,9,9,999,999,999,999,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,1,0,0,0,0,0,888,8,88,88,2186.42290292287,10,9
2402975,24,81,1-24-2024-081-NM2,22,1,72,3,340,1,72,3,1,999.9,2,3,3,1,3,9,999,999,999,999,0,0,0,0,1,9,9,1,1,9,999,999,999,999,999,999,999,999,999,3,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,1,1,0,0,1,0,4,0,0.7,0,262.129476205265,1,9
2402972,11,82,1-11-2024-082-NM1,21,1,72,3,270,1,72,3,1,999.9,2,3,1,1,4,1,88,999,999,999,0,0,0,0,1,4,2,1,2,1,48,58,999,99,105,189,194,276,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,67,5,3.2,2,37.1071357763572,8,9
2402990,32,105,1-32-2024-105-NM2,22,1,0,0,30,2,0,0,0,0,9,99,99,1,9,9,999,999,999,999,0,0,0,0,2,9,9,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,9,0,0,0,0,0,0,888,8,88,88,564.925282878733,7,9
2402989,32,104,1-32-2024-104-NM1,21,1,999,0,350,1,999,0,0,999.9,9,99,0,1,3,9,128,135,150,155,0,0,0,0,1,2,0,1,1,1,32,42,999,85,90,220,225,300,889,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,9,0,0,0,0,9,888,8,88,88,11.6164138708606,7,9
2403003,26,86,1-26-2024-086-NM1,21,1,80,4,285,1,80,4,1,48.8,9,99,99,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,1,0,0,0,0,0,120,5,7.9,9,25.7030205312635,10,9
2403020,22,90,1-22-2024-090-NM2,22,1,999,0,999,2,999,0,0,999.9,9,99,99,1,9,9,999,999,999,999,0,0,0,0,9,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,1,0,0,0,0,999,9,99,99,24.4305122731702,12,9
2402995,27,96,1-27-2024-096-NM2,22,1,6,2,0,2,6,2,3,999.9,2,3,1,1,9,9,999,999,999,999,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,889,0,0,0,0,0,0,0,0,888,8,88,88,45.5428338265018,3,9
2403028,31,63,1-31-2024-063-NM2,22,1,10,3,90,1,10,3,1,999.9,9,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,9,0,0,0,0,0,3,0,1,0,197.377933176122,6,9
2403102,16,93,1-16-2024-093-NM2,22,1,15,2,65,2,15,3,1,1,2,3,1,1,5,1,91,116,152,142,0,0,0,0,2,0,2,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,6,0,1.5,3,346.176563309069,5,9
2403106,32,110,1-32-2024-110-NM1,21,1,999,0,180,1,999,0,0,999.9,9,99,99,9,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,0,0,0,0,9,999,9,99,99,25.3988337354055,7,9
2405849,18,144,1-18-2024-144-NM2,22,1,999,0,280,1,999,0,0,999.9,9,99,99,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,9,0,0,0,0,9,9,0,999,9,99,88,131.063519990856,6,9
2405854,29,101,1-29-2024-101-NM2,22,1,999,0,185,1,999,0,0,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,1,0,0,0,0,9,999,9,99,99,1234.79079181352,2,9
2405856,82,164,1-82-2024-164-NM1,21,1,999,0,190,1,999,0,0,999.9,9,99,99,9,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,9,9,1,0,0,0,0,9,999,9,99,99,141.753382777396,1,9
2405843,11,178,1-11-2024-178-NM2,22,1,24,0,135,2,24,0,3,999.9,2,3,1,1,9,9,999,999,999,999,9,9,9,9,2,9,9,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,6,0,0.8,0,142.256664296033,8,9
2406207,22,188,1-22-2024-188-NM2,22,1,32,3,40,1,32,3,1,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,1,0,0,0,0,0,36,5,3.6,5,24.4305122731702,12,9
2406202,26,134,1-26-2024-134-NM1,21,2,0,0,80,3,999,0,0,0,7,3,1,1,9,9,999,999,999,999,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,7,7,7,7,7,7,7,7,888,8,88,88,112.32218986867,10,9
2406213,66,121,1-66-2024-121-NM2,22,1,36,4,270,1,36,4,1,999.9,2,0,0,1,3,9,110,130,130,130,0,0,0,0,1,0,0,1,1,9,68,82,10,110,105,220,230,305,889,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,1,0,10,1,1,0,110.074249285118,6,9
2406002,81,159,1-81-2024-159-NM1,21,1,44,4,190,5,44,4,0,2.9,9,3,99,1,3,1,999,999,999,999,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,0,0,0,0,0,888,8,88,88,21.098194093673,8,9
2406219,15,242,1-15-2024-242-NM2,22,1,28,4,330,1,28,4,1,999.9,2,99,99,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,9,0,0,9,0,0,15,2,2.7,7,30.3797729398406,1,9
2406229,81,163,1-81-2024-163-NM1,21,1,0,1,200,1,0,1,1,6.5,7,99,99,1,3,9,127,160,170,165,0,0,0,0,1,8,0,1,1,8,49,60,999,109,999,120,122,196,999,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,7,7,7,7,7,7,7,7,888,8,88,88,20.2135532866767,8,9
2403157,62,84,1-62-2024-084-NM1,21,1,68,1,100,1,63,1,4,999.9,9,99,99,1,3,1,115,126,138,144,0,0,0,0,1,2,2,1,1,9,55,66,14,80,80,195,202,285,996,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,0,9,0,9,9,9,120,4,6.4,2,50.4228553346501,7,9
2403175,10,48,1-10-2024-048-NM2,22,1,999,9,999,1,999,0,0,999.9,2,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,999,9,99,99,917.555786243938,4,9
2403177,13,71,1-13-2024-071-NM1,21,1,64,4,30,1,64,4,1,999.9,2,3,1,1,3,1,999,999,999,999,0,0,0,0,1,9,1,1,9,9,999,999,999,999,999,999,999,999,999,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,1,0,0,0,0,0,105,4,19,10,64.2373320511644,7,9
2403191,12,53,1-12-2024-053-NM2,22,1,10,3,95,1,10,3,1,999.9,2,0,0,1,4,1,106,142,145,145,0,0,0,0,1,2,0,8,1,8,42,57,9,94,100,200,215,280,889,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,1,1,0,0,0,0,0,4,1,1.3,1,279.612696685556,9,9
2403198,33,54,1-33-2024-054-NM1,21,1,80,1,195,1,76,1,4,999.9,2,3,1,1,3,1,131,153,158,163,0,0,0,0,1,1,2,1,1,1,33,51,4,79,73,195,199,293,996,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,0,0,0,0,0,0,105,4,4.8,2,55.7364737376608,12,9
2403193,30,111,1-30-2024-111-NM1,21,2,0,0,150,1,0,0,0,999.9,2,3,3,1,4,1,103,149,153,151,0,0,0,0,1,1,2,1,2,9,33,47,5,75,71,160,200,260,240,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,888,8,88,88,39.9148366584821,10,9
2403213,24,89,1-24-2024-089-NM1,21,1,72,3,125,1,60,2,1,17.9,2,3,1,1,3,1,82,999,999,999,0,0,0,0,1,3,2,1,1,1,72,82,999,98,81,179,188,284,191,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,120,5,7.2,2,23.1726143074507,1,9
2403218,16,96,1-16-2024-096-NM1,21,1,21,2,180,1,21,2,4,999.9,9,99,99,1,3,9,101,126,157,147,0,0,0,0,1,0,2,1,1,9,40,50,8,70,70,174,181,270,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,0,1,0,0,9,13,0,2.3,3,19.3635256654646,5,9
2403275,20,88,1-20-2024-088-NM2,22,1,84,4,140,1,84,4,1,999.9,9,3,99,1,9,9,999,999,999,999,0,0,0,0,1,4,2,1,9,1,999,999,999,999,999,999,999,999,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,120,5,5.3,2,204.607683671141,11,9
2405732,29,96,1-29-2024-096-NM1,21,2,0,0,220,5,999,0,0,999.9,7,0,0,9,9,9,999,999,999,999,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,7,7,7,7,7,7,7,7,888,8,88,88,151.12126186189,2,9
2406091,32,158,1-32-2024-158-NM1,21,1,113,3,260,1,999,9,0,69,9,3,3,1,3,9,999,999,999,999,0,0,0,0,1,3,2,1,9,9,999,999,999,999,999,999,999,999,996,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,999,9,99,99,128.080968764564,7,9
2406110,22,186,1-22-2024-186-NM2,22,1,56,3,80,1,999,0,0,999.9,9,99,99,1,9,9,999,999,999,999,0,0,0,0,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,1,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,1,0,0,0,0,0,9,999,9,99,99,94.6557465142525,12,9
2406065,79,118,1-79-2024-118-NM1,21,1,72,2,270,1,72,3,3,999.9,2,3,1,1,9,1,95,140,150,150,0,0,0,0,1,4,2,9,9,9,25,40,999,80,50,165,180,260,999,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,0,0,0,0,0,999,9,99,99,131.970085856043,8,9
2406132,10,129,1-10-2024-129-NM1,21,1,8,2,260,2,999,0,0,999.9,9,99,99,1,3,9,80,172,174,176,0,0,0,0,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,889,0,9,9,0,0,0,0,9,999,9,99,99,31.3806248143146,4,9
2403305,10,52,1-10-2024-052-NM1,21,2,999,0,999,9,999,0,0,999.9,2,99,3,1,9,9,999,999,999,999,9,9,9,9,2,0,0,0,0,0,888,888,888,888,888,888,888,888,888,8,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,1,0,0,0,0,0,888,8,88,88,48.5486424740169,4,9
2403346,24,92,1-24-2024-092-NM1,21,1,39,3,170,1,39,3,0,999.9,2,0,0,1,3,1,105,156,156,145,0,0,0,0,1,2,0,1,1,9,60,71,8,106,110,203,215,298,58,3,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,1,0,1,0,0,1,0,0,33,5,6.4,10,23.1726143074507,1,9
2403370,32,117,1-32-2024-117-NM1,21,1,999,9,70,1,999,9,0,999.9,9,99,99,1,9,9,999,999,999,999,9,9,9,9,1,9,9,9,9,9,999,999,999,999,999,999,999,999,999,9,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,9,1,0,0,0,0,0,888,8,88,88,24.6793297433215,7,9
2403378,16,98,1-16-2024-098-NM1,21,1,80,0,100,1,80,9,3,30,2,0,0,1,4,9,96,141,156,154,0,0,0,0,1,3,0,1,1,1,40,51,8,92,98,197,207,291,153,2,2,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,889,0,0,0,1,0,0,9,0,105,4,3.3,0,23.4984908001716,5,9
