PTIME,speed_kmh,accel_long,accel_lat,throttle_pct,steering_deg,engine_rpm,brake_active,abs_esc_active,CASEID,VEHNO,crash_class,CRASHTYPE,DVTOTAL,DVLONG,DVLAT,SURFCOND,LIGHTCOND,WEATHER,MODELYR,source_year,event_id,source,is_crash
-5.0,48.3,,0.0,1.0,,,1300.0,-2.5,15966,1,0.0,3.0,29.0,-29.0,0.0,2.0,3.0,2.0,2013,2020,CISS_2020_15966_V1,CISS,True
-4.9,47.97346036413603,,0.0,1.0000000000000002,,,1300.0,-2.5,15966,1,0.0,3.0,29.0,-29.0,0.0,2.0,3.0,2.0,2013,2020,CISS_2020_15966_V1,CISS,True
-4.8,47.64994715218138,,0.0,1.0000000000000002,,,1300.0,-2.5,15966,1,0.0,3.0,29.0,-29.0,0.0,2.0,3.0,2.0,2013,2020,CISS_2020_15966_V1,CISS,True
-4.7,47.3287037581587,,0.0,1.0,,,1300.0,-2.5,15966,1,0.0,3.0,29.0,-29.0,0.0,2.0,3.0,2.0,2013,2020,CISS_2020_15966_V1,CISS,True
-4.6,47.00897357609068,,0.0,1.0000000000000002,,,1300.0,-2.5,15966,1,0.0,3.0,29.0,-29.0,0.0,2.0,3.0,2.0,2013,2020,CISS_2020_15966_V1,CISS,True
-4.5,46.69,,0.0,1.0000000000000002,,,1200.0,-2.5,15966,1,0.0,3.0,29.0,-29.0,0.0,2.0,3.0,2.0,2013,2020,CISS_2020_15966_V1,CISS,True
-4.4,46.371026423909306,,0.0,1.0,,,1200.0,-2.5,15966,1,0.0,3.0,29.0,-29.0,0.0,2.0,3.0,2.0,2013,2020,CISS_2020_15966_V1,CISS,True
-4.3,46.051296241841285,,0.0,1.0,,,1200.0,-2.5,15966,1,0.0,3.0,29.0,-29.0,0.0,2.0,3.0,2.0,2013,2020,CISS_2020_15966_V1,CISS,True
-4.2,45.73005284781861,,0.0,0.9999999999999998,,,1200.0,-2.5,15966,1,0.0,3.0,29.0,-29.0,0.0,2.0,3.0,2.0,2013,2020,CISS_2020_15966_V1,CISS,True
-4.1,45.40653963586396,,0.0,1.0,,,1200.0,-2.5,15966,1,0.0,3.0,29.0,-29.0,0.0,2.0,3.0,2.0,2013,2020,CISS_2020_15966_V1,CISS,True
-4.0,45.08,,0.0,1.0,,,1200.0,-2.5,15966,1,0.0,3.0,29.0,-29.0,0.0,2.0,3.0,2.0,2013,2020,CISS_2020_15966_V1,CISS,True
-3.9,44.75043394022673,,0.0,1.0,,,1200.0,-2.5,15966,1,0.0,3.0,29.0,-29.0,0.0,2.0,3.0,2.0,2013,2020,CISS_2020_15966_V1,CISS,True
-3.8,44.42086788045346,,0.0,1.0,,,1200.0,-2.5,15966,1,0.0,3.0,29.0,-29.0,0.0,2.0,3.0,2.0,2013,2020,CISS_2020_15966_V1,CISS,True
-3.7,44.09508485056681,,0.0,1.0000000000000002,,,1200.0,-2.5,15966,1,0.0,3.0,29.0,-29.0,0.0,2.0,3.0,2.0,2013,2020,CISS_2020_15966_V1,CISS,True
-3.6,43.776867880453445,,0.0,1.0,,,1200.0,-2.5,15966,1,0.0,3.0,29.0,-29.0,0.0,2.0,3.0,2.0,2013,2020,CISS_2020_15966_V1,CISS,True
-3.5,43.46999999999999,,0.0,1.0,,,1400.0,0.0,15966,1,0.0,3.0,29.0,-29.0,0.0,2.0,3.0,2.0,2013,2020,CISS_2020_15966_V1,CISS,True
-3.4,43.175237815183785,,0.0,1.0000000000000002,,,1400.0,0.0,15966,1,0.0,3.0,29.0,-29.0,0.0,2.0,3.0,2.0,2013,2020,CISS_2020_15966_V1,CISS,True
-3.3,42.8812322363449,,0.0,1.0000000000000002,,,1400.0,0.0,15966,1,0.0,3.0,29.0,-29.0,0.0,2.0,3.0,2.0,2013,2020,CISS_2020_15966_V1,CISS,True
